,dates,chi0392-0000,chi0392-0001,chi0392-0002,chi0392-0003,chi0392-0004,chi0392-0005,chi0392-0006,chi0392-0007,chi0392-0008,chi0392-0009,chi0392-0010,chi0392-0011,chi0392-0012,chi0392-0013,chi0392-0014,chi0392-0015,chi0392-0016,chi0392-0017,chi0392-0018,chi0392-0019,chi0392-0020,chi0392-0021,chi0392-0022,chi0392-0023,chi0392-0024,chi0392-0025,chi0392-0026,chi0392-0027,chi0392-0028,chi0392-0029,chi0392-0030,chi0392-0031,chi0392-0032,chi0392-0033,chi0392-0034,chi0392-0035,chi0392-0036,chi0392-0037,chi0392-0038,chi0392-0039,chi0392-0040,chi0392-0041,chi0392-0042,chi0392-0043,chi0392-0044,chi0392-0045,chi0392-0046,chi0392-0047,chi0392-0048,chi0392-0049,chi0392-0050,chi0392-0051,chi0392-0052,chi0392-0053,chi0392-0054,chi0392-0055,chi0392-0056,chi0392-0057,chi0392-0058,chi0392-0059,chi0392-0060,chi0392-0061,chi0392-0062,chi0392-0063,chi0392-0064,chi0392-0065,chi0392-0066,chi0392-0067,chi0392-0068,chi0392-0069,chi0392-0070,chi0392-0071,chi0392-0072,chi0392-0073,chi0392-0074,chi0392-0075,chi0392-0076,chi0392-0077,chi0392-0078,chi0392-0079,chi0392-0080,chi0392-0081,chi0392-0082,chi0392-0083,chi0392-0084,chi0392-0085,chi0392-0086,chi0392-0087,chi0392-0088,chi0392-0089,chi0392-0090,chi0392-0091
0,1986-02-04 14:07:35+00:00,292.72493140466355,292.5295845568753,293.0933296171981,307.4508908075921,315.8580219288751,,310.7582489454116,307.7942143647108,315.93087313661687,321.9505159196571,320.0705225712097,334.2541510855326,315.85694114867096,295.3443604421742,285.29045145587156,287.44389882686323,279.1847310537465,274.6649886108217,275.9197250556659,268.7037598562503,261.99125621769093,264.16148485635017,258.1285962206119,258.0391944339591,261.91738301840564,257.4278880623961,252.09722161110363,253.54142095210565,250.51198889813836,243.117637675981,242.03140591264295,242.72070280239907,237.1579536430358,248.81314644599325,249.76295747389526,248.63357682008692,250.83023682723405,254.25476972823043,263.3068250213994,252.75077551516023,239.58050867267167,252.01082068161398,245.63473722021797,245.63388274361157,250.72720711917714,235.78057681885923,234.61055721511622,230.47384519011337,234.29205446179822,234.73576187920176,232.83106209597088,224.7039568114641,240.5953002975393,232.75093392716622,237.04311675346537,251.25940217327937,254.6586859123202,254.21029953441305,249.57132980877773,251.61472234284813,245.9274594506324,250.54131406365323,259.4486516682544,262.24634517026334,252.5174647948117,253.27145114505993,251.93316963767745,245.21913536638357,244.13832718663548,257.3555655438071,251.80959329415737,238.80000407719112,231.8310270138684,235.75947466560825,231.69260901640152,230.9497753785754,235.5043599331364,233.492663699598,228.69489095232348,228.96761762396963,233.48609870978007,225.6576934419051,228.39180973049181,,230.36560518424227,230.95472524161744,229.01935166569623,234.8199550074624,238.49278172211964,,,206.81804295482334
1,1986-08-15 14:02:17+00:00,307.24453322021225,284.265903801602,284.3156046265923,294.3146590264156,292.0203927287267,282.99687126992825,284.4673785673233,288.4740268723821,300.3751993065084,299.2992694148978,306.51854770941856,308.79051674440996,284.56651197122903,276.88262059818226,287.4634270118624,283.39985154964893,277.51406833645797,272.7910111233798,262.33311388379,250.62044816859088,250.94137268146144,246.30222291820542,253.45453986573932,260.5181531936253,266.84392156729695,257.82768464312045,240.51758216239932,238.62112571883208,256.2022983263293,238.621159179776,227.04691861402338,223.23324018646707,233.04770322515228,232.86787026461832,241.12104933561085,259.5585598265435,252.79166167392438,255.5254240083473,241.43292350710578,216.57725393679596,217.48641719301676,228.0901694987691,214.75196448040364,209.51236962135184,226.106562956365,241.19811846141008,246.256001802734,227.97417070012008,220.61119752262925,219.85122268826365,216.2993056027042,237.0134789092961,241.88010274985623,228.9288181029496,226.26758503497567,246.99122351292257,251.99472266947745,231.53105699797788,224.41443945908205,229.86886573550805,238.16333885458215,242.6157005381055,259.0421671386891,252.18678139377437,244.07655611343932,250.56895093929424,234.68060479158237,239.32210864876217,242.71723876150298,229.89643864491887,222.96746762624738,225.61647423202695,216.38448648742164,230.74740781650308,225.86593468481286,225.51480045729227,233.8246359693542,216.5137329713853,205.39713715343441,223.7086106596098,227.1392894319025,227.31721237884162,212.92290396035082,194.71117268895418,208.7219494274121,208.02930186874804,205.65780560793704,202.00522183176273,211.48152128958918,,,
2,1986-12-21 13:59:37+00:00,,244.13916167167486,312.3358065722019,304.5544498636698,315.33277460575533,312.8836172468853,310.28211228071433,292.8831033161252,295.0708090033604,301.2452116368525,307.5918418641971,311.2827356995998,296.99654553052795,298.6734254635328,290.215655414594,287.3487200287074,288.1703416325694,265.0737153232932,281.1786428876783,274.30564011138756,267.62982724630615,256.27490643532053,260.9321842771352,268.28797003129694,266.6217300206574,260.17981535354767,254.50634395279195,260.0081847570969,255.35920527763102,244.88580023725376,247.48572142417487,247.7503367503911,229.06945174546314,235.1603988107029,247.69065308395668,239.65819880703708,243.9603637723324,243.67032529765513,253.6624818311784,240.11125598279162,251.088978848531,242.4737480200149,228.72303223123103,245.88537041641686,229.48754527809234,251.15843137434834,240.94673857373067,238.7991422002839,244.63770490118532,227.56336875681333,233.33974728400906,242.77194402983108,239.6272704463907,242.00639917496673,236.49932436800333,236.99765307817324,244.88566749279684,245.97815237504022,240.12481646996346,234.05259718837218,252.95975013409364,261.4900747201917,259.08376124300383,253.78237489198128,261.95664598817797,254.00602921045086,244.1941038258566,253.69634501174235,239.23449822544214,236.06462360341806,231.9177192375981,245.52759566565985,235.95782269152625,240.2096630625437,244.94843302825277,236.50304623283267,231.14379985019931,228.0061854476026,220.50365297023276,229.53533564964286,227.46157701959243,221.0968514864533,225.14167262355238,212.07211334281493,223.26598814658348,217.63867127706493,209.19525245573638,207.20662747046734,226.32649279123305,207.91705658420923,203.15571790610076,194.3367162332721
3,1987-01-06 14:00:06+00:00,,,288.370163618202,292.74937371298745,302.8539123785741,306.1453664871171,297.38265297484406,293.7575950917227,298.0808258747769,288.9199755208189,306.3989810912803,310.6052848923965,306.1750852138237,293.6167013984406,286.42074997382065,288.537384336364,275.4520892357089,258.4861897862097,261.31113943303166,261.7029837758082,260.7641028392556,260.4084522083293,259.2349341241207,255.7906111288054,258.2616624020315,267.51433112682855,264.26990216679445,239.30452222646397,250.9004047560595,244.36119340310728,237.45552052014833,239.3029452777126,230.630259290217,231.12210734680457,241.44728542767209,236.32598887984153,237.94558966277188,238.2854118488532,247.61133344433446,241.98231591497014,236.89809683374324,237.02254283769977,240.29844890483133,233.15215344013728,237.82469689932083,229.2797115132836,229.29001645702024,227.85586689681233,229.5734869201403,229.24490307970117,232.31097216783888,241.39003504739455,245.58221707805535,234.04922340232815,236.87749366266794,233.01279367462996,242.92244445662737,235.19414742709702,239.72275704018853,246.8559554738187,245.37436684133817,254.84381020920367,263.3629797192425,256.8029839578402,249.92454265694832,247.2456198426973,245.51008879172443,231.34648768297626,236.94897836088896,227.73793016638552,236.52963449403316,235.6740567852155,240.66520051585198,230.52169392522674,231.97235538365888,226.67861584396567,223.33918210024697,224.33497652589259,225.6844771690837,220.1311603727115,221.34556274905174,214.81036404450728,206.786292060544,211.22496446943686,216.6161573946358,204.16180779896197,193.33002567036448,217.5479736391761,219.24551160636702,197.3865221119705,190.86580738888588,184.90852394630815
4,1987-01-22 14:00:34+00:00,,,306.8364672221296,309.6092603188488,312.54769038263794,314.90563538559667,293.15563004835735,306.265741339573,300.075947760705,290.6478371593653,300.8404089477219,313.43502454837085,292.6137273870699,294.07630959011357,302.76603872316497,292.1578079903908,279.6261085150654,269.4980440024448,267.6060897396944,266.00193251196436,270.77403379799614,268.8183264335377,252.26177334617623,254.76219686992178,258.03827619807385,254.1564107327042,251.12169776378772,254.14961981464774,252.82255117546984,241.83883452095537,235.30086914659518,242.05621650691737,251.53413702211222,225.3699870962244,235.06069041044358,233.58492139453458,229.69434584158182,237.66569503222016,240.0092205935046,245.89142373890607,238.37300151557127,236.93280283391397,231.1294578549892,220.27312206108502,235.76812012595087,236.09685627746637,235.3244626668104,229.66110354523852,241.8189383503415,229.59584642734026,231.2588583644311,231.76287036862067,225.09765457847016,240.4142691242785,236.17412899707847,236.3867696775049,237.35781268598245,246.511139713988,246.89099022381492,248.89251650306764,261.18837128820496,253.76893642027213,252.57745566789396,253.52615565301952,253.9929051837568,245.00621967986376,246.28027591841476,234.59730627664504,236.3638755844865,230.28838577267842,234.70572040608772,229.08071616037958,229.93118083873372,228.22086537466785,228.63033077152096,245.5894697791432,232.36625535129122,220.882406575633,218.01917810708454,225.4996312958545,214.1980132161636,216.36282811023327,210.6673466638933,215.56640113369025,210.25087040341813,223.2847498152659,218.73473692163992,223.45019122178664,224.57056442105073,197.1981808820659,186.5620476862594,193.6210384688098
5,1987-02-07 14:01:09+00:00,305.6295596396455,319.1151148077212,304.2383005070584,322.7969147437984,341.74946108077864,328.9671351638559,316.14182836167106,316.814663109554,309.2348083746178,321.6938743122965,323.8253915967332,317.6522460033641,316.860059749133,299.8034450483289,304.92522219790396,296.6783444119316,294.3144762313865,301.39387802708745,283.478794099391,279.40330015884183,273.4439650033942,276.1976962985583,281.5537492582615,276.79008175423184,264.5490083083864,259.9174826905251,273.6281692690137,257.7617664553345,253.21996108356413,260.8624758646133,260.90952431113885,241.0415525737212,255.98136116371154,255.42442806143816,254.6527078814479,231.46456747028094,242.7584964376907,249.49761083503964,249.47751462859063,238.2684354042393,240.07946414996746,262.1153879313634,259.7026544154639,245.82077668126556,241.53582524653862,251.74109743504584,248.73191414094387,253.73499004017663,261.6685217743428,266.1686291527353,239.42016811587885,233.52896569347956,240.3003550372598,235.56431560862458,248.9385111831834,258.47566704915545,243.61897138827905,247.74657915108543,254.26561017116748,260.70798335612585,252.97063660041502,265.31889540076804,267.3813218052412,255.64074407566258,261.34656599972413,260.5884347485652,244.94239280614562,244.51486047671557,265.4981007397298,256.34024893995456,237.0817788419281,249.041493414352,238.35450124641383,246.8286756914323,238.7234951952925,248.71610986025337,247.30480073628834,240.03272329783138,238.86426938839162,220.12163172369728,234.56175832617788,222.01685854576385,223.602255784759,238.94315684502268,237.87434149127697,227.17107567917304,233.8014456035474,237.0025816672048,228.92189890297334,214.0536910355065,198.78194401043996,204.2750380170177
6,1998-02-21 14:16:53+00:00,306.807855127179,302.11912493667637,312.0824986706643,309.13225750330645,310.79213837472577,305.6902087498767,308.4582118171841,302.13459659523926,300.8047777524193,295.1582561052092,296.88560404224756,308.7788120388368,301.83209358554467,290.127015796741,296.9471540147738,297.657489847696,291.01415154066876,287.5856143235675,278.94989042327865,275.8058392928785,272.94113844577674,279.92970934964563,273.2338978994109,264.0539611138954,278.87199475227567,275.2671741419596,254.58070712986236,265.41965398081743,263.3236157820926,270.42720762762264,263.260844780828,264.41576890273666,258.01233602807815,266.4751329673049,273.2450356463632,279.85545324365665,280.08331716936755,275.3143598442974,269.68889092421716,273.1754907496217,260.7256314224044,257.85852107036715,258.4918946974633,260.1267259611362,256.6290071437943,272.4355484257833,267.0673043303346,273.6959346956185,269.2247732678641,267.67327273649494,272.7712734750876,271.0711796053722,272.91016198305135,272.4122089333318,271.6736862832786,268.71480258698705,280.19133194814816,276.9099601773983,265.22602708924916,281.44621660019664,286.14455727026797,285.00615284826523,295.1603176400829,286.78104643090535,289.09707536391227,276.09516799090795,278.0034023642552,282.82666715647287,261.2248763326067,282.26444856646265,277.2773998212091,285.64021337655566,277.09961311685095,271.72480646369263,270.53213005953216,269.3569144976272,269.6887329179121,266.8622301938649,258.2474982119021,234.51510907766942,235.5654014867925,231.73707095162095,259.7574596007391,242.72706007790137,243.85598413871418,244.3296849036149,242.6943647788785,235.17356233213465,224.30204130803645,217.0686831567744,186.59223566150692,191.29070499136424
7,1998-03-09 14:17:09+00:00,331.99869815315225,327.77753137986406,323.3449460907748,319.59399068556957,323.528886899702,315.6132380643456,311.4958976473352,315.3830891923961,315.3333909958065,308.65894471297213,326.2736539344351,320.7298668953559,311.19346878402774,307.62585047678243,297.55058985203686,290.3750994006169,288.93438764759867,306.7040451308685,299.9755805718363,288.9018078438793,292.08370829310815,282.8831945307707,288.2919439742822,278.86592151058954,283.00821171836327,279.9307112205686,264.7751491843239,265.4258053388779,275.7552365040582,272.36527649360846,279.7755987350825,276.03601582448573,276.8570386440374,278.6727993039721,274.32651393457206,276.80938449683975,268.6998058218178,275.27982802388686,292.3295337871874,285.7717560905872,278.5408396820236,264.8916711090243,266.784081475518,265.769403861388,268.0815218957535,275.1847714830146,282.1697937308878,281.3533624878762,282.6123103292066,281.1556609474579,272.97819208248814,282.5162207527014,276.5966938879805,288.0250068627607,281.82491450493114,285.2189361185389,286.55268198968344,285.9821462423163,289.23474384387634,294.6900060055994,305.2099740957979,298.9387739590262,309.1159218630352,297.80879338675584,298.93303317952166,293.7660665730821,298.79555930426255,299.41281853730686,290.3018789178201,296.5359432149634,295.38130156033503,276.4889455804476,284.4399158704031,274.6387231796561,289.07419395567615,274.4510419673738,280.09421604949455,273.93237960927627,275.3056952971028,264.5414087006533,267.6493679946082,233.62571999901957,248.1168164697074,237.88577564439117,207.04968626910724,236.291591908269,211.5248898462765,,236.37614979635242,193.70386943854137,198.7091099735677,190.4855681665898
8,1998-03-25 14:17:23+00:00,324.5995886206704,315.0752980892687,305.47544935318285,305.98991383965745,311.8557966925851,310.5120027646639,301.84831803809203,305.63432031372423,309.252353097739,309.46476562653487,310.4048959475967,306.39054698390805,303.810943958216,296.9421757908124,293.68311532866625,295.6525685411191,291.3080047257732,283.66448942697184,290.8260588635611,282.4637391275473,276.03914044064965,272.197347960459,281.4462545955677,272.5629829164311,273.90914272531705,269.4412792431978,257.5264856864132,254.78769829341658,267.92403906701617,263.4077327044834,258.1911019413496,262.4181092750379,263.50462580541466,266.7467497619549,269.3007720083489,269.772019073241,268.77214960178594,267.79038577166557,271.2777619016533,258.487430982303,254.30282884387742,256.5788905006376,253.49275681008868,255.49626375193895,248.01725120897026,256.53877221413086,262.3059368922639,250.2610982488429,255.06176731567655,255.96309887193817,250.16063095966572,258.7407475616389,258.53783432472954,261.5898693692263,255.43207857596263,263.07351592399374,262.4699695464715,265.75390224113096,271.47333669968367,273.4913524876641,273.21253668692907,271.53229466815594,278.6307030955716,284.1754929773698,280.12157296378905,272.00086632889247,257.8392012362538,244.4919995989666,269.365405525446,259.078022522158,272.8013164594909,266.26619505043993,262.9558081755043,268.2401272301976,276.6170177365606,272.93909052591323,246.12338673676075,244.9911844800021,235.61430709175204,230.50679832132835,237.376553143074,202.8161024077671,198.72363563401785,227.11199430269525,222.27245305062422,224.39623106665815,215.13557817788836,,207.70162729515795,159.99614453391928,159.79904611924644,
9,1998-09-17 14:19:26+00:00,311.22825412881474,317.5267337012617,315.79639535108686,308.6699224015728,333.74303696747035,323.0519429169775,304.1250378774358,311.81188662208547,312.4075011572574,309.2925770326092,299.69068123675703,288.05790544056623,286.28521058698766,295.6533237721537,278.4212585720401,268.7916783526947,279.1508769335775,278.135487181076,275.16167462017586,267.229435105797,266.17332777662534,267.0773614960208,261.30838878995695,257.25072919475343,264.56422308867434,263.5637067685267,260.5172432884806,267.29938532039046,254.8428832579811,274.64463138548473,267.9485427865369,228.06148319598222,223.34793583520624,241.30496532664927,252.83012982615867,263.4617334792641,258.3773337598176,267.3615847056683,271.9540936789147,272.1523587823779,269.54595169819396,259.79754540740333,243.63010272594167,243.69803359718236,247.79171556780983,255.0201417301334,253.821859246187,255.0541316631271,259.97393909090215,279.7405173077672,251.03198982884422,242.45592916684507,238.0803201819143,254.08110246587594,250.22793052193157,252.93142718805194,,,,,,262.61441074517785,274.13356905940975,265.17361341034484,266.48031334310497,275.6943279377764,275.76439119647574,,,,,,,,,,,,,,,,,,,,,242.4785067987761,238.5055305207418,223.06531848719462,212.63851713039233,
