,dates,chi0392-0000,chi0392-0001,chi0392-0002,chi0392-0003,chi0392-0004,chi0392-0005,chi0392-0006,chi0392-0007,chi0392-0008,chi0392-0009,chi0392-0010,chi0392-0011,chi0392-0012,chi0392-0013,chi0392-0014,chi0392-0015,chi0392-0016,chi0392-0017,chi0392-0018,chi0392-0019,chi0392-0020,chi0392-0021,chi0392-0022,chi0392-0023,chi0392-0024,chi0392-0025,chi0392-0026,chi0392-0027,chi0392-0028,chi0392-0029,chi0392-0030,chi0392-0031,chi0392-0032,chi0392-0033,chi0392-0034,chi0392-0035,chi0392-0036,chi0392-0037,chi0392-0038,chi0392-0039,chi0392-0040,chi0392-0041,chi0392-0042,chi0392-0043,chi0392-0044,chi0392-0045,chi0392-0046,chi0392-0047,chi0392-0048,chi0392-0049,chi0392-0050,chi0392-0051,chi0392-0052,chi0392-0053,chi0392-0054,chi0392-0055,chi0392-0056,chi0392-0057,chi0392-0058,chi0392-0059,chi0392-0060,chi0392-0061,chi0392-0062,chi0392-0063,chi0392-0064,chi0392-0065,chi0392-0066,chi0392-0067,chi0392-0068,chi0392-0069,chi0392-0070,chi0392-0071,chi0392-0072,chi0392-0073,chi0392-0074,chi0392-0075,chi0392-0076,chi0392-0077,chi0392-0078,chi0392-0079,chi0392-0080,chi0392-0081,chi0392-0082,chi0392-0083,chi0392-0084,chi0392-0085,chi0392-0086,chi0392-0087,chi0392-0088,chi0392-0089,chi0392-0090,chi0392-0091
0,1986-02-04 14:07:35+00:00,295.9286868363142,294.73216641613516,294.5617175233713,308.42981607837424,317.26767431880137,,312.0168671507029,308.93103080819975,317.7856789128357,323.25574961403333,321.37575626558595,335.181553973642,317.4588188644963,296.87659130078976,286.64588644618533,288.48040793710317,280.716961912362,275.9702223051979,277.4519559142814,270.1134122461766,263.5234870763065,265.4667185507264,259.5382486105382,259.140485363589,263.1326005959283,259.28269383861493,253.50687400102993,254.8968559424194,251.81722259251455,244.4228713703572,243.33663960701915,243.93592037992175,238.33266396797438,249.82004101022633,250.83087595111215,250.3956423074948,252.50839443428916,256.0168352156383,264.98498262845453,254.60558129137905,241.0488965788449,253.22603825913666,246.70265569743486,246.6703918538515,252.19559502535037,237.5426423062671,236.9599778649934,232.54686341059323,235.59728815617441,236.204149785375,233.89898057318777,226.23618767007966,242.0049526874656,234.5129994145741,238.5115046596386,252.23832744406153,255.91730411761154,255.88845714146817,250.92676479909147,252.75153878633708,247.39584735680563,252.21947167070834,260.80408665856817,263.2252704410455,253.65428123830065,254.40826758854888,253.14838721520013,247.42171722564342,245.8164847936906,259.11763103121496,253.34182415277292,240.26839198336435,233.43290472969375,236.76636922984133,232.72911812664145,232.2550090729516,236.97274783930965,235.09454141542335,230.1632788584967,230.32305261428337,235.24816419718795,227.51249921812393,229.74724472080555,,231.77525757416856,232.25995893599364,230.32458536007243,235.95677145095135,239.90243411204594,,,208.58010844223122
1,1986-08-15 14:02:17+00:00,305.6769043722876,283.1881589686538,283.5971080712935,293.8356613228831,291.3306360356398,282.3336436804217,283.85152437706716,287.91777147473147,299.4676247103415,298.6606058101878,305.87988410470854,308.3367294463265,283.7826975472667,276.1328850622183,286.80019942235583,282.8926775106145,276.764332800494,272.1523475186698,261.58337834782606,249.93069147550403,250.19163714549748,245.66355931349537,252.76478317265247,259.97928077715125,266.24930372842897,256.92011004695354,239.82782546931247,237.95789812932549,255.56363472161925,237.98249557506594,226.40825500931334,222.6386223475991,232.47290598091323,232.37518691241343,240.59850638630263,258.69636396018495,251.9705227535829,254.66322814198875,240.61178458676432,215.66967934062905,216.76792063771796,227.4955516599011,214.22942153109543,209.00519558231738,225.3880664010662,240.33592259505153,245.10640731425593,226.9598226220512,219.9725339179192,219.13272613296485,215.776762653396,236.26374337333215,241.19034605676939,228.06662223659106,225.54908847967687,246.51222580939003,251.37886847922135,230.70991807763642,223.75121186957546,229.31261033785736,237.44484229928335,241.79456161776403,258.3789395491825,251.70778369024183,243.52030071578864,250.01269554164355,234.0859869527144,238.24436381581398,241.89609984116152,229.03424277856033,222.21773209028342,224.89797767672815,215.6006720634593,230.2547244642982,225.3587606457784,224.87613685258222,233.1061394140554,215.72991854742298,204.67864059813562,223.0453830701032,226.27709356554396,226.4096377826747,212.25967637084423,194.0479450994476,208.03219273432526,207.390638264038,205.019142003227,201.44896643411204,210.79176459650233,,,
2,1986-12-21 13:59:37+00:00,,248.39536837894545,315.17327771038225,306.4460972891234,318.0567468984085,315.50282137443645,312.71423039915464,295.079855165039,298.6549830726409,303.76740820412397,310.11403843146854,313.07482273424006,300.0919685903611,301.63426491206883,292.8348595421451,289.35164083212885,291.1311810811054,267.59591189056465,284.1394823362143,277.02961240404073,270.5906666948422,258.797103002592,263.6561565697884,270.41607338493225,268.9699819970826,263.76398942282816,257.2303162454451,262.62738888464804,257.8814018449025,247.40799680452523,250.00791799144633,250.09858872681627,231.33942865600744,237.10609330545518,249.75426845717877,243.06316417285356,247.20318793025285,247.0752906634716,256.90530598909885,243.6954300520721,253.92644998671142,244.82199999644007,230.78664760445312,247.88829121983832,232.32501641627275,254.56339674016482,245.4866923948193,242.8049838071268,247.15990146845678,230.40083989499374,235.40336265723116,245.73278347836714,242.35124273904387,245.4113645407832,239.33679550618373,238.88930050362683,247.31778561123718,249.22097653296066,242.7440205975146,236.24934903728604,255.79722127227404,264.73289887811217,261.702965370555,255.67402231743486,264.1533978370918,256.2027810593647,246.54235580228175,257.95255171901294,242.47732238336258,239.46958896923454,234.87855868613417,248.36506680384025,239.0532457513594,242.15535755729599,246.95135383167423,239.02524280010414,233.98127098837972,231.10160850743577,223.34112410841317,232.154539777194,230.8665423854089,224.68102555573378,227.76087675110352,214.69131747036607,225.98996043923665,220.1608678443364,211.71744902300784,209.4033793193812,229.05046508388622,210.75452772238964,206.3985420640212,197.7416815990886
3,1987-01-06 14:00:06+00:00,,,292.68608306824063,295.62665334634653,306.99719505061114,310.1292921333066,301.0820125034486,297.098952085301,303.53251360114143,292.7563483652977,310.23535393575906,313.3311287555788,310.8833609775022,298.12026952022006,290.40467562001015,291.5839157128619,279.95565735748835,262.3225626306885,265.8147075548111,265.84626644784527,265.26767096103504,264.2448250528081,263.37821679615774,259.02755071633436,261.83345780896,272.9660188531931,268.4131848388315,243.28844787265345,254.73677760053823,248.19756624758602,241.29189336462707,242.8747406846411,234.08299485024787,234.08159496968818,244.58613593679107,241.50509221988784,242.87806903424456,243.4645151888995,252.54381281580714,247.4340036413347,241.21401628378183,240.59433824462826,243.4372994139503,236.1986848166351,242.14061634935942,234.4588148533299,236.19548757708202,233.948929649808,233.40985976461906,233.56082252973977,235.44982267695787,245.89360316917396,249.7254997500924,239.22832674237446,241.19341311270654,235.89007330798904,246.62180398523188,240.1266267985697,243.706682686378,250.19731246739698,249.69028629137676,259.77628958067635,267.346905365432,259.68026359119926,253.2658996505266,250.58697683627557,249.08188419865292,237.82036685803416,241.88145773236164,232.91703350643184,241.03320261581257,239.9899762352541,245.37347627953045,233.48118154811036,235.0188867601567,230.51498868844442,227.65510155028556,229.04325228957106,230.00039661912228,224.11508601890097,226.52466608909805,220.26205177087184,210.7702177067335,215.20889011562633,220.75944006667285,207.99818064344072,197.16639851484322,220.88933063275437,223.38879427840408,201.70244156200908,195.79828676035856,190.08762728635446
4,1987-01-22 14:00:34+00:00,,,310.15521554063133,311.82175919784993,315.7336887683996,317.96909537190595,296.000271464216,308.83509487647757,304.2680508998651,293.59783566470014,303.7904074530568,315.5310761179509,296.2341800981627,297.53935131376755,305.82949870947425,294.50045386227436,283.0891502387194,272.44804250777963,271.0691314633484,269.187930897726,274.2370755216501,271.7683249388726,255.4477717319379,257.2512581087981,260.784826530627,258.34851387186427,254.3076961495494,257.213079800957,255.7725496808047,244.78883302629023,238.25086765193004,244.80276683947054,254.1891356769136,227.64570022891132,237.47432555117211,237.56741937673667,233.48720106272665,241.64819301442225,243.80207581464944,250.08352687806615,241.69174983407302,239.67935316646714,233.54309299571773,222.6157679329686,239.08686844445262,240.07935425966846,240.63445997641318,234.34639528900567,244.76893685567637,232.914594745842,233.67249350515962,235.22591209227465,228.28365296423183,244.39676710648058,239.49287731558022,238.59926855650605,240.20245410184108,250.30399493513283,249.9544502101242,251.4618700399722,264.5071196067067,257.56179164141696,255.64091565420324,255.73865453202066,256.56225872066136,247.57557321676833,249.02682625096793,239.57542875439765,240.15673080563133,234.27088375488051,238.1687621297417,232.39946447888133,233.55163354982653,230.49657850735477,230.97297664340454,248.53946828447806,235.68500366979296,224.50285928672582,221.3379264255863,228.56309128216378,218.18051119836568,220.55493124939335,213.7308066502026,218.62986111999953,213.4368687891798,226.23474832060077,221.68473542697478,226.0195447586912,227.7565628068124,200.51692920056766,190.35490290740424,197.60353645101188
5,1987-02-07 14:01:09+00:00,308.4351258565224,321.04394158182413,305.52418502312696,323.65417108784413,342.9839102162045,330.1541054863808,317.2440150897298,317.81018660586517,310.8590835528097,322.83688277102414,324.96840005546085,318.46438359246,318.26284285757146,301.14523758683526,306.11219252042883,297.58602759974474,295.65626876989285,302.5368864858151,284.82058663789735,280.6377492942677,274.7857575419006,277.34070475728595,282.78819839368737,277.75449514128326,265.61318859754664,261.541757868717,274.86261840443956,258.9487367778594,254.36296954229178,262.00548432334097,262.0525327698665,242.1057328628814,257.0100687765664,256.3061774438852,255.58789662040687,233.00762888956325,244.22807874176908,251.04067225432195,250.947096932669,239.89271058243122,241.36534866603606,263.1795682205236,260.63784315442285,246.72845986907868,242.8217097626072,253.28415885432815,250.78932936665362,255.55035641580287,262.81153023307047,267.4545136688039,240.35535685483782,234.87075823198592,241.53480417268565,237.1073770279069,250.224395699252,259.33292339320116,244.72115811633785,249.2161614551638,255.45258049369232,261.70350685243704,254.2565211164836,266.78847770484646,268.5682921277661,256.4980004197083,262.3420894960353,261.5839582448764,246.00657309530584,246.44368725081844,266.9676830438082,257.8833103592369,238.42357138043445,250.3273779304206,239.7572843548523,247.71042507387932,239.6311783831056,249.85911831898102,248.59068525235693,241.43550640626984,240.1501539044602,221.30860204622212,236.1048197454602,223.64113372395576,224.78922610728384,240.13012716754753,239.1087906267028,228.3140841379007,234.94445406227504,237.99810516351596,230.1563480383992,215.33957555157508,200.25152631451834,205.8180994363
6,1998-02-21 14:16:53+00:00,309.7994457187061,304.1758434683513,313.45364435844755,310.0463546284953,312.1084382349977,306.95588169244587,309.63347954956976,303.1961287406199,302.5367512527771,296.3770522721277,298.10440020916604,309.64479878901574,303.32788888130824,291.55777651442787,298.21282695734294,298.6253573920136,292.44491225835566,288.80441049048596,280.38065114096554,277.12213915315044,274.37189916346364,281.1485055165641,274.5501977596829,265.0823203797329,280.0067360111308,276.9991476423174,255.8970069901343,266.6853269233866,264.54241194901107,271.6460037945411,264.4796409477465,265.5505101615918,259.1092525783048,267.4153471532134,274.24223251020555,281.50082806899655,281.65034081254845,276.9597346696373,271.25591456739807,274.9074642499795,262.09677711018765,258.99326232922226,259.48909156130566,261.09459350545376,258.00015283157757,274.0809232511232,269.2611374307878,275.63166978425375,270.4435694347826,269.0444184242782,273.76847033892994,272.5019403230591,274.2264618433233,274.0575837586717,273.04483197106185,269.6288997121759,281.3665996805338,278.4769838205792,266.4917000318183,282.50774874557726,287.51570295805124,286.57317649144613,296.42599058265205,287.6951435560942,290.1586075092929,277.1567001362886,279.1381436231103,284.88338568814777,262.7918999757876,283.90982339180255,278.708160538896,287.01135906433893,278.5954084126145,272.66502064960116,271.49999760384975,270.5757106645457,271.05987860569536,268.35802548962846,259.61864389968537,235.7807820202386,237.21077631213242,233.46904445197876,261.02313254330824,243.99273302047055,245.1722839989861,245.54848107053334,243.91316094579696,236.23509447751525,225.61834116830838,218.43982884455767,188.1592593046878,192.93607981670417
7,1998-03-09 14:17:09+00:00,328.35037062493063,325.2693062042117,321.6727959736732,318.4792239408352,321.9236227872845,314.0697148793287,310.062626118391,314.08852135980135,313.2212013742045,307.1725890533263,324.7872982747893,319.6737720845549,309.36930501991696,305.88099818067644,296.00706666702,289.1947581414864,287.1895353514927,305.2176894712227,298.2307282757303,287.2965437314618,290.33885599700216,281.3968388711249,286.6866798618647,277.6118089227634,281.6243633455896,277.8185215989666,263.1698850719064,263.88228215386107,274.26888084441237,270.87892083396264,278.2892430754367,274.65216745171205,275.51931855035616,277.52618208081674,273.1104047584982,274.8028043563179,266.7887771165589,273.273247883365,290.4185050819285,283.6595664689852,276.868689564922,263.5078227362506,265.56797229944414,264.5890626022575,266.4093717786519,273.1781913424927,279.49435354352534,278.9926799696152,281.12595466956077,279.4835108303563,271.76208290641426,280.7713684565954,274.991429775563,286.0184267222388,280.15276438782956,284.10416937380455,285.11941046073923,284.0711175370574,287.6912206588595,293.39543817300466,303.53782397869634,297.0277452537673,307.5723986780184,296.69402664202147,297.6384653469269,292.4714987404874,297.41171093148887,296.9045933616545,288.3908502125612,294.52936307444156,293.63644926422904,274.816795463346,282.61575210629235,273.4921059565007,287.89385269654565,272.96468630772796,278.42206593239297,272.1082158451655,273.6335451800012,262.9978855156364,265.64278785408635,231.5135303774176,246.57329328469058,236.34225245937435,205.44442215668974,234.80523624862317,210.03853418663067,,234.77088568393492,192.03171932143982,196.79808126830878,188.47898802606792
8,1998-03-25 14:17:23+00:00,320.3560860356601,312.1578900620741,303.53051066838646,304.6932880497932,309.98865555518057,308.7166747479288,300.18122773683797,304.1285613319464,306.79558844325936,307.7359312400492,308.676061561111,305.1621646566682,301.68919266571083,294.91267455450316,291.8877873119311,294.2796706459687,289.2785034894639,281.93565504048615,288.79655762725184,280.59659799014275,274.0096392043404,270.4685135739733,279.5791134581632,271.1042789028338,272.29953829652004,266.9845145887182,255.65934454900867,252.99237027668147,266.1952046805305,261.6788983179977,256.4622675548639,260.8085048462409,261.94867485757754,265.4130775209517,267.8862711466788,267.4380926514853,266.5493625334472,265.4564593499099,269.0549748333146,256.0306663278234,252.35789015908102,254.9692860718406,252.0782559484186,254.12336585678855,246.07231252417387,254.2048457923752,259.19403499658966,247.51530245854212,253.33293292919086,254.01816018714177,248.74613009799563,256.7112463253296,256.670693187325,259.2559429474706,253.48713989116624,261.7768901341295,260.8028792452174,263.5311151727922,269.67800868294853,271.98559350588624,271.2675980021327,269.3095075998172,276.8353750788365,282.87886718750553,278.6158139820112,270.49510734711464,256.2295968074568,241.57459157177203,267.1426184571073,256.7440961004023,270.77181522318165,264.32125636564353,260.8340568829991,266.90645498919434,275.2441198414102,271.21025613942754,244.17844805196435,242.86943318749695,233.66936840695564,228.71147030459323,235.04262672131836,200.35933775328743,196.92830761728274,225.31666628596014,220.4053119132197,222.66739668017246,213.40674379140268,,205.83448615775342,158.05120584912288,157.5762590509077,
9,1998-09-17 14:19:26+00:00,302.9537864314235,311.83803715930526,312.00393098978253,306.14161282736995,330.10227118061823,319.55120658346584,300.87435413917495,308.8757851810757,307.6170198587677,305.9214976003387,296.3196018044865,285.6626647913214,282.1479767382921,291.6959696560101,274.9205222385284,266.1146446858917,275.19352281743386,274.76440774880547,271.20432050403224,263.5886693189449,262.2159736604817,263.7062820637503,257.66762300310484,254.4063809237752,261.42563189311215,258.773225470037,256.8764775016285,263.7986489868788,251.4718038257106,271.2735519532142,264.5774633542664,224.92289200042003,220.3139643461628,238.7044183360406,250.07197392702827,258.91077624569897,254.0430887754698,262.81062747210314,267.61984869456694,267.36187748388824,265.75348733688963,256.65895421184115,240.87194682681127,241.0209999303793,243.99925120650553,250.46918449656823,247.75391626810008,249.700064329521,256.60285965863164,275.9480529464629,248.27383392971382,238.49857505070145,234.43955439506215,249.5301452323108,246.43546616062727,250.40311761384908,,,,,,258.2801657608301,270.6328327258981,262.645303836142,263.5442119020952,272.7582264967666,272.62580000091356,,,,,,,,,,,,,,,,,,,,,239.5424053577663,234.86476473388964,219.27285412589032,208.30427214604455,
10,1998-10-03 14:19:29+00:00,296.77526944368975,296.11515825195994,304.57993252633815,304.1882653171809,306.12605324668897,317.62823898142443,306.49411662854794,301.4447569705226,301.69330666734845,310.1817437859262,309.0594906828066,294.1292426633068,296.5014163558386,299.0587029939447,283.24175917684323,289.5644667922705,277.23414328051814,270.8986183548753,267.4452334637833,259.76905362260817,258.36465479987135,256.0417844331228,253.48317926447453,265.9065197573193,249.90153682018504,251.2139735386907,247.71864638817055,244.03046725802568,251.30124616148606,245.15188232906632,237.4590449716111,240.5473861313818,241.68858256960266,255.16608414640018,249.771606312495,250.7445214907567,252.7383554693601,247.91673806698356,255.45260677956333,244.77585114755686,255.30686885122014,252.36549041639853,239.17404270016522,245.46089224347315,,246.4060363923049,249.74596194976863,241.32330677575587,249.209091528442,247.28130406444706,248.8757349417767,251.5230952925328,243.44768267609226,237.7926985608886,236.26645347786956,243.39842681500184,252.14131636069033,256.7324675408279,261.3463459994671,256.05559974024163,251.64254969042307,258.0849792273195,269.7707103324483,256.9986449038258,259.0810608994424,264.33553433902256,255.94449125309157,260.04728374757826,267.56034010779035,248.2835771250691,253.0589279177494,253.66723512326973,256.36764192980337,246.05469481682303,244.65494371833498,235.43924686381052,232.03861460124466,224.24310097449734,225.12518412679668,231.02812685324886,232.79192133546672,232.97091711623318,233.10120800351692,223.89864941895365,225.32629796434594,218.56757206536605,230.45333069311965,233.32771788583327,230.26423808590692,213.37164321426178,200.58017301004918,198.39611867304666
11,1998-12-22 14:19:42+00:00,289.81577064395805,300.26525421430784,293.66138868382984,300.53686014457344,303.84985750822,308.4478625021938,295.2129761606841,307.12366163912236,299.3095814850808,313.3208856452254,315.3988581398387,319.80082717739106,310.91082464557974,298.3729516881426,291.5515625303327,297.30816722996536,292.10760952519365,283.40701223511206,270.50790729117375,275.74227116900227,265.7816529896305,266.4248593050009,262.3558843232066,268.45024217205247,268.8908075648722,272.930861544996,250.40549870872468,256.99329453972376,253.9884200975476,242.79676012996242,239.04264417477194,240.84612678026403,258.2705885854092,253.21650123158295,260.93231469978423,268.1809112824873,250.79750674385065,243.42084218671383,254.24018318689264,252.64035450015908,242.90614633140478,241.73141262079255,244.0725546348032,268.8506898988139,243.75849790693175,245.27637127402846,268.5192335534181,248.73644920022403,247.6760156622139,248.1159093496359,244.63900896737286,248.91114487506735,251.0961500794399,278.2639599733962,255.749482483187,266.04970013274703,279.56393379913175,266.9202895210957,254.2896755860754,256.52687456360877,270.26504724731853,279.28246032094955,264.2804546716569,263.646556427992,261.72565083621885,272.76092322175725,257.4797131932291,256.96942596377676,252.95813983393234,242.06645734377423,246.4034859109226,242.70469115228488,241.08621673389013,243.7676389678602,246.5770097385399,240.12246994895563,236.9732706984451,244.08808346730103,252.70131820036113,253.9698518463866,227.99981304959636,231.90922409771773,247.85714228908319,243.25712045227203,244.676286356134,237.7563023851943,250.5790530681225,258.4861164578607,256.7601135258617,249.44224440109386,222.33780445690508,229.48154715518686
