dates,sar2318-0000,satname
1984-04-13 09:27:07+00:00,223.71,L5
1984-07-18 09:28:46+00:00,227.11,L5
1984-08-19 09:29:27+00:00,226.65,L5
1984-09-20 09:30:04+00:00,228.72,L5
1985-01-17 09:36:05+00:00,227.96,L5
1985-08-22 09:29:08+00:00,224.54,L5
1985-12-03 09:33:55+00:00,226.10,L5
1986-05-12 09:30:29+00:00,226.63,L5
1986-06-22 09:23:04+00:00,226.03,L5
1987-03-21 09:22:02+00:00,236.46,L5
1987-05-08 09:23:35+00:00,235.53,L5
1987-10-31 09:27:40+00:00,232.86,L5
1987-11-16 09:28:03+00:00,228.49,L5
1988-05-17 09:36:08+00:00,232.74,L5
1988-09-22 09:36:26+00:00,231.15,L5
1989-03-26 09:28:53+00:00,242.84,L5
1989-06-30 09:27:39+00:00,234.36,L5
1989-10-11 09:31:06+00:00,223.51,L5
1989-10-27 09:30:27+00:00,224.57,L5
1989-11-12 09:30:07+00:00,226.00,L5
1990-04-14 09:19:47+00:00,228.33,L5
1990-05-16 09:20:13+00:00,234.83,L5
1990-07-19 09:20:01+00:00,231.44,L5
1991-01-11 09:20:03+00:00,218.50,L5
1991-04-08 09:27:30+00:00,220.38,L5
1991-09-24 09:23:55+00:00,228.44,L5
1991-10-17 09:29:54+00:00,229.52,L5
1993-03-21 09:21:43+00:00,228.09,L5
1993-04-06 09:22:12+00:00,226.61,L5
1993-05-08 09:22:25+00:00,227.16,L5
1993-06-25 09:22:00+00:00,226.54,L5
1994-03-08 09:20:40+00:00,224.52,L5
1994-03-24 09:20:03+00:00,224.94,L5
1994-05-11 09:19:31+00:00,228.04,L5
1995-05-05 09:13:47+00:00,230.98,L5
1995-05-30 09:06:52+00:00,228.41,L5
1995-08-09 09:09:25+00:00,228.69,L5
1995-09-03 09:02:05+00:00,225.44,L5
1996-01-16 09:09:06+00:00,223.40,L5
1996-03-13 09:07:12+00:00,230.47,L5
1996-04-05 09:14:27+00:00,226.40,L5
1996-06-01 09:11:36+00:00,226.43,L5
1996-06-08 09:18:10+00:00,226.26,L5
1996-07-19 09:14:34+00:00,226.52,L5
1996-09-05 09:17:07+00:00,227.49,L5
1997-04-01 09:26:22+00:00,216.98,L5
1997-05-03 09:27:30+00:00,225.87,L5
1997-10-26 09:33:30+00:00,236.47,L5
1997-11-02 09:39:28+00:00,235.43,L5
1997-12-29 09:35:03+00:00,234.48,L5
1998-01-30 09:35:46+00:00,232.17,L5
1998-03-19 09:36:37+00:00,233.01,L5
1998-12-23 09:44:47+00:00,220.92,L5
1999-01-24 09:44:47+00:00,225.37,L5
1999-04-07 09:38:14+00:00,226.52,L5
1999-04-23 09:38:17+00:00,226.04,L5
1999-08-05 09:52:52+00:00,229.34,L7
1999-08-21 09:52:25+00:00,226.85,L7
1999-08-28 09:58:41+00:00,225.01,L7
1999-09-13 09:58:35+00:00,226.93,L7
1999-09-22 09:52:29+00:00,228.71,L7
1999-10-07 09:42:21+00:00,228.64,L5
1999-11-16 09:58:37+00:00,229.78,L7
1999-11-25 09:52:43+00:00,229.24,L7
1999-12-02 09:58:32+00:00,229.56,L7
1999-12-03 09:34:41+00:00,230.01,L5
1999-12-11 09:52:29+00:00,230.24,L7
1999-12-18 09:58:40+00:00,230.67,L7
2000-01-03 09:58:33+00:00,230.72,L7
