,dates,jap0314-0000,jap0314-0001
0,1984-05-24 01:09:12+00:00,175.31073352716464,171.9164048402976
1,1984-07-27 01:10:28+00:00,183.58989044142444,167.136748344048
2,1984-10-31 01:11:19+00:00,,184.80387784762343
3,1985-02-04 01:11:45+00:00,,188.86994979985255
4,1985-04-25 01:11:34+00:00,189.93035900261856,177.90973932926244
5,1985-07-30 01:11:09+00:00,215.94479932714367,170.0403088087874
6,1985-11-19 01:09:48+00:00,284.8727664739709,191.2923167530762
7,1985-12-05 01:09:30+00:00,262.93059506149376,190.08389060542154
8,1986-01-22 01:08:35+00:00,261.7814157337918,187.03562819162818
9,1986-02-07 01:08:13+00:00,,
10,1986-04-12 01:06:50+00:00,221.81182641064154,179.13550717941683
11,1986-05-30 01:05:35+00:00,,157.62644581051035
12,1986-07-01 01:04:35+00:00,202.31067763423644,179.00570499849084
13,1986-08-02 01:03:28+00:00,183.82995178820767,174.16988401563728
14,1986-08-18 01:02:53+00:00,153.76978664785122,148.76909090620106
15,1986-09-03 01:02:16+00:00,160.08809636739292,150.91388725435587
16,1986-11-06 01:00:09+00:00,282.0297662015931,186.25139230989
17,1986-11-22 00:59:28+00:00,262.49328235421365,185.49981861560306
18,1986-12-08 00:59:53+00:00,261.61171714919954,187.90744543397608
19,1986-12-24 01:00:24+00:00,281.009690521091,
20,1987-02-10 01:01:56+00:00,260.20324339999854,186.40424250251837
21,1987-06-18 01:05:58+00:00,,178.82395637214478
22,1987-11-09 01:09:17+00:00,261.7731926719353,
23,1987-11-25 01:09:36+00:00,263.5505982558173,183.64729779520687
24,1988-09-08 01:12:07+00:00,236.8553132783699,188.46136059569653
25,1988-10-26 01:11:54+00:00,241.9658712886531,177.16146319382392
26,1988-12-13 01:11:44+00:00,263.11569174655875,185.92095934729835
27,1989-01-30 01:11:21+00:00,226.22408836480784,175.97448092808742
28,1989-02-15 01:11:20+00:00,262.8265305911275,191.05069274586208
29,1989-10-13 01:06:36+00:00,217.8767653694588,179.02536245439924
30,1989-11-14 01:05:34+00:00,262.4154178112023,184.74777908715555
31,1989-12-16 01:04:47+00:00,263.2612423060132,185.02829812910366
32,1990-01-17 01:03:46+00:00,266.7587462920105,193.77666816505587
33,1990-02-02 01:03:15+00:00,244.96368316134874,183.44737114330786
34,1990-03-06 01:02:12+00:00,260.90208882052616,183.5717882556887
35,1990-05-09 01:01:33+00:00,201.46896274031977,183.14577434442438
36,1990-05-25 01:01:30+00:00,194.42007572085163,177.0596638850589
37,1990-08-29 01:01:13+00:00,160.4005523628897,147.8567420362272
38,1990-10-16 01:00:55+00:00,237.20736317873477,181.28056116839656
39,1990-11-01 01:00:45+00:00,257.2897277444785,187.67706133816966
40,1990-12-03 01:00:31+00:00,261.94804239028133,190.35193616951156
41,1990-12-19 01:00:51+00:00,282.8022476359386,192.99186333712504
42,1991-02-05 01:01:51+00:00,263.24908876970034,195.13525626885937
43,1991-09-01 01:05:04+00:00,,173.61398243756824
44,1991-11-04 01:05:29+00:00,257.49056630478526,190.63921986956754
45,1991-11-20 01:05:32+00:00,241.0112158114931,182.1810362819404
46,1992-01-23 01:05:36+00:00,262.92172535100843,181.54922044509087
47,1992-03-11 01:05:31+00:00,226.7765193511478,182.02773747264376
48,1992-10-21 01:02:47+00:00,222.18351641332674,181.11761623292378
49,1992-11-22 01:02:20+00:00,241.14898968789504,180.4808217506932
50,1992-12-08 01:02:35+00:00,239.83719793358708,174.70233802737323
51,1993-02-10 01:03:15+00:00,262.5991506229235,188.8424889106964
52,1993-10-24 01:03:28+00:00,242.14191091015596,182.27792830858286
53,1993-11-25 01:03:15+00:00,276.9010414955166,195.89371970060364
54,1993-12-27 01:03:01+00:00,260.783155096001,186.1363908167552
55,1994-02-13 01:02:24+00:00,261.81667529779486,192.83783464328533
56,1994-03-01 01:02:10+00:00,244.14582049550924,166.98754804474112
57,1994-05-20 01:00:46+00:00,190.20249404859922,180.85048829269564
58,1994-06-21 01:00:08+00:00,218.53348864611792,184.40327890254846
59,1994-07-07 00:59:43+00:00,196.08885284641372,187.64025426929175
60,1994-07-23 00:59:17+00:00,,144.93466857945774
61,1994-08-24 00:58:27+00:00,224.05429655180512,174.29263224832332
62,1994-09-09 00:58:03+00:00,193.4908051991618,179.89622651993946
63,1994-09-25 00:57:37+00:00,224.37470780218837,178.59871927993657
64,1994-11-12 00:56:03+00:00,260.6291908391105,189.728439285388
65,1994-12-14 00:55:01+00:00,297.1970930493687,199.8934599015017
66,1995-01-15 00:53:55+00:00,278.22617394648813,195.68622376916693
67,1995-01-31 00:53:19+00:00,262.0520589662406,188.84679649181706
68,1995-02-16 00:52:39+00:00,259.7787039666305,189.46943832182058
69,1995-03-20 00:51:22+00:00,225.7892146257066,174.96916221523952
70,1995-05-23 00:48:36+00:00,220.63641927404458,177.0716457836449
71,1995-06-24 00:47:09+00:00,185.51675891436784,173.67551361449767
72,1995-07-26 00:45:41+00:00,198.62176608268305,186.560625669335
73,1995-08-11 00:44:57+00:00,218.8990594206809,178.80030244562803
74,1995-08-27 00:44:13+00:00,239.34461737963076,179.64483831422726
75,1995-09-12 00:43:27+00:00,224.18559571693407,182.02158337758254
76,1995-10-14 00:41:47+00:00,193.96713755747615,165.79141384204536
77,1996-01-02 00:43:41+00:00,259.28325286324224,192.01677458910774
78,1996-02-03 00:45:56+00:00,277.89360355457995,201.9644382491144
79,1996-03-06 00:48:06+00:00,241.5717787733108,189.32970578008937
80,1996-04-23 00:51:07+00:00,192.86449098106468,181.16278856461517
81,1996-05-09 00:52:04+00:00,174.26727208506233,160.68233131691173
82,1996-05-25 00:52:59+00:00,192.12675986468653,185.13378467077237
83,1996-07-12 00:55:33+00:00,186.22233654581112,176.35663275829467
84,1996-07-28 00:56:25+00:00,184.82818685613117,175.89994206105004
85,1996-10-16 01:00:41+00:00,243.8792403180461,185.52087616619727
86,1996-12-03 01:02:59+00:00,272.76208396514835,192.52573939762735
87,1996-12-19 01:03:44+00:00,284.7838275852473,186.63251187594946
88,1997-01-04 01:04:30+00:00,261.5673417825256,188.01888355505196
89,1997-01-20 01:05:14+00:00,258.98588077990195,187.9161975405318
90,1997-03-09 01:07:17+00:00,183.3492015684221,
91,1997-03-25 01:07:54+00:00,200.00026667244558,187.8815868797213
92,1997-04-10 01:08:28+00:00,202.0195216122516,181.7941492823258
93,1997-05-12 01:09:35+00:00,167.58672314181987,151.93559218891718
94,1997-06-13 01:10:42+00:00,160.31978532926345,147.25314813379595
95,1997-06-29 01:11:16+00:00,185.7890288859441,176.31720031772326
96,1997-07-15 01:11:48+00:00,189.757645614732,180.1087337153248
97,1997-07-31 01:12:20+00:00,,175.3023714600457
98,1997-09-01 01:13:20+00:00,185.9555508161128,179.23888484264327
99,1997-11-04 01:15:07+00:00,192.4064136087049,158.47120174290094
100,1997-12-06 01:15:53+00:00,,
101,1998-01-07 01:16:38+00:00,,198.79880757635857
102,1998-03-12 01:17:53+00:00,161.17116149068968,159.2456810504357
103,1998-04-29 01:18:29+00:00,177.3857268547822,173.5049193073693
104,1998-05-31 01:19:02+00:00,183.01747458346043,166.86665728864216
105,1998-07-18 01:19:37+00:00,202.1102305958507,164.35549956603754
106,1998-08-03 01:19:41+00:00,186.48340904412058,168.52844667473224
107,1998-11-23 01:20:22+00:00,281.0395033519939,187.27424248883077
108,1998-12-09 01:20:17+00:00,283.0002489950423,186.36860736421653
109,1998-12-25 01:20:24+00:00,246.55296758411464,171.02777728815755
110,1999-01-10 01:20:22+00:00,245.04426295753515,191.7661067155001
111,1999-01-26 01:20:23+00:00,242.47891989491794,176.86821155030182
112,1999-10-01 01:34:22+00:00,226.330941455442,174.72582055388895
113,1999-10-09 01:17:58+00:00,238.48330159850377,185.41711583005875
114,1999-10-25 01:17:47+00:00,220.81790126226656,
115,1999-11-10 01:17:15+00:00,241.61659699840544,178.97862099624072
116,1999-12-04 01:34:11+00:00,276.758323297299,182.12157530360898
117,1999-12-12 01:16:28+00:00,263.7661926673183,182.32944027951612
118,2000-01-21 01:34:07+00:00,243.68263682485005,185.38847332959605
119,2000-03-01 01:14:41+00:00,241.87599622854856,183.68267557260245
120,2000-03-09 01:33:54+00:00,224.77642389306953,173.40691857801184
121,2000-03-17 01:15:11+00:00,221.86511414902787,181.51004654869712
122,2000-04-18 01:16:05+00:00,220.28629375590012,187.46145257893116
123,2000-05-04 01:16:51+00:00,198.89986981241944,
124,2000-05-12 01:33:28+00:00,151.53377521926564,141.92238135171206
125,2000-05-28 01:33:17+00:00,160.60117321164316,152.0760505703812
126,2000-07-07 01:18:10+00:00,159.14731016012948,146.50040013895875
127,2000-08-08 01:18:45+00:00,169.1126006058008,171.18179849675104
128,2000-09-17 01:31:53+00:00,224.3137266943545,180.4509415813037
129,2000-10-03 01:31:46+00:00,192.59379721461787,169.566766686145
130,2000-10-11 01:19:51+00:00,255.30032280660808,177.9143845520191
131,2000-10-19 01:31:32+00:00,224.60929627476116,
132,2000-11-28 01:20:34+00:00,242.62142073496284,182.048958148922
133,2000-12-06 01:31:38+00:00,259.6227306919594,183.6271309147884
134,2000-12-22 01:31:47+00:00,259.9610344127035,181.82923796832418
135,2001-01-15 01:21:11+00:00,266.141113294192,192.9169026450167
136,2001-01-23 01:31:52+00:00,241.40447135168108,180.54733886868837
137,2001-01-31 01:21:18+00:00,245.8474675466229,182.39192161967517
138,2001-02-08 01:31:44+00:00,241.77817204868703,186.52738174250734
139,2001-02-24 01:31:42+00:00,241.5567683077893,180.26050183026453
140,2001-03-04 01:21:29+00:00,191.40440564857474,166.12616208780028
141,2001-04-13 01:31:27+00:00,224.52888991416603,173.19277912383794
142,2001-05-31 01:31:06+00:00,166.62271245318385,145.906561666233
143,2001-06-16 01:30:54+00:00,175.2547103651252,160.77756077847704
144,2001-07-02 01:30:42+00:00,193.18728999861037,176.34505493477863
145,2001-07-26 01:21:39+00:00,181.727364935108,154.98715817165555
146,2001-08-03 01:30:27+00:00,192.7401485961498,174.79295796073953
147,2001-08-11 01:21:39+00:00,178.39305109659864,165.9939943832146
148,2001-08-27 01:21:33+00:00,189.6525309107082,
149,2001-09-04 01:29:57+00:00,202.16126527662013,172.2179595037251
150,2001-10-14 01:21:18+00:00,236.107157379614,174.78864792519664
151,2001-10-30 01:21:01+00:00,219.11094638659662,168.197187381021
152,2001-11-07 01:29:45+00:00,245.54580368541653,184.1182671585439
153,2001-11-15 01:20:53+00:00,258.98356285742483,184.0457218474218
154,2001-11-23 01:29:53+00:00,262.2095798148774,182.6012534546437
155,2001-12-01 01:20:53+00:00,260.50850220923456,188.4900516781257
156,2001-12-09 01:29:56+00:00,242.4326068874623,183.545601308189
157,2002-01-02 01:20:29+00:00,265.0131621371805,180.28401227062392
