,dates,chi0362-0000,chi0362-0001,chi0362-0002,chi0362-0003,chi0362-0004,chi0362-0005,chi0362-0006,chi0362-0007,chi0362-0008,chi0362-0009,chi0362-0010,chi0362-0011,chi0362-0012,chi0362-0013,chi0362-0014,chi0362-0015,chi0362-0016,chi0362-0017,chi0362-0018,chi0362-0019,chi0362-0020,chi0362-0021,chi0362-0022
0,1985-01-25 14:04:27+00:00,197.06124053682692,191.97566253591958,194.08990181265648,192.7846070488219,205.30512763568464,203.2839869428711,207.87806881068474,212.26476889040399,225.85218263180172,219.12264443251433,223.89991854548396,210.63758627349185,203.83944208865898,202.13626185052317,198.1651742557229,184.97315594049877,193.83903860988772,208.46596542733752,218.6917868645592,215.01690681978582,218.274929983392,222.4468817992332,220.9787827736554
1,1986-01-28 14:01:10+00:00,188.61691681748465,180.26387510095705,166.43818223749122,161.21942623671936,166.83124412424706,194.01983460456987,200.35522531487845,193.01941918097396,188.80877199094988,196.42301080776426,219.00845182445406,197.53420710555883,173.2695215094705,172.53823599709932,191.91695614449506,194.67121284982218,187.53522801625934,196.7822484725517,197.5731462606317,193.4718371415095,191.92063668271487,209.7074765964748,216.60756535469136
2,1986-08-15 14:01:53+00:00,227.10503588256492,204.06371730954146,176.2843263373252,176.46212419420888,167.5610946824446,188.8002760477072,186.46812033901676,192.5735584506471,184.58642810807683,190.18485115147752,205.3201365705909,188.4201101022171,193.56834970445504,177.46166519588172,174.80227561218732,179.67977981452484,183.11968197948823,184.60594389203243,184.3828735337046,171.64041886616738,197.32229032433298,208.3894389335487,
3,1986-09-25 13:54:18+00:00,,,,,,,,,,,,,,,,,,133.74504122171587,158.02111688807787,153.10602431426523,,,
4,1986-10-11 13:53:47+00:00,212.73957006931042,189.57114103957787,183.1099116248125,190.61408696844083,180.78958060561826,190.48772153082126,194.20145610992589,176.97069344285083,175.12662894789864,178.25163879893418,197.28612047247492,188.23528691253853,177.55089768469975,191.52781093509782,178.649290865299,179.5867675336696,173.87957522039216,170.78788977149839,167.3350545162774,176.88454901298547,173.23583100831564,187.34761371453396,212.20634754825505
5,1986-10-18 13:59:44+00:00,180.96777905418205,166.8863890596723,165.2054064993701,166.1990333986758,163.3991198968239,163.99998503142632,162.91989284570906,162.5320657177438,150.5015268372836,144.29995522333877,168.819904792352,165.71444845821603,175.02758129554007,161.32563339959387,160.29370323634822,164.3730183391211,161.06742825502272,152.00303813545867,150.9041456171187,149.19609631908384,160.83248112798844,168.65541938950207,188.3470456580324
6,1986-11-03 13:59:10+00:00,187.93162164045106,180.8348952760985,182.86151707188708,182.32513421460635,186.03282248571122,192.526649990296,183.88649968759302,178.45059571879037,175.2303583980738,180.96688649768885,180.8464406371722,187.16607003126933,180.98831662984014,179.31882268295294,180.76481870830693,185.3845212058534,173.88866088080454,161.25933888529886,167.1481468985466,163.8967423427735,168.33805827414346,199.8413114589801,210.59137698837858
7,1986-11-12 13:52:38+00:00,183.966289930088,177.06051288359282,181.82528173918493,186.79795291572526,186.16910282782587,194.75410314898815,182.42148884811712,172.61112862582678,176.07420820898463,186.44596871206016,180.95746282385534,192.74497030415895,197.2848614118577,190.14269288549224,185.81462524160278,195.00704160568523,180.67200374922626,171.32829328460895,162.26708807072006,170.99869226793544,174.0070494043449,204.80445496326018,215.28537645905288
8,1986-12-21 13:59:13+00:00,195.078311163618,179.92029058943987,164.29731818663797,172.09248655820727,192.93467441900813,231.33135647004596,204.5066538003673,186.89285095891213,171.46105651793465,183.07330323997172,209.4991580926369,209.37082294464375,211.02483641257658,215.90639914631151,210.6803636868005,200.16581942035174,197.85058192715158,191.71754611636925,186.38609612653187,179.77604032237483,190.61014059555336,203.53975926056233,222.44669656810527
9,1986-12-30 13:53:19+00:00,200.53172503485075,178.59671879729274,165.10601232333642,160.80054196718496,176.50687498896065,210.93609253513029,210.79361450333113,188.3336911968155,170.92847762788563,175.23315409175206,194.0614096639762,206.31149586550472,187.88084014095455,199.79383944814003,192.75266492683164,184.4324049028121,184.3102133955777,178.44760644132768,190.99874647311464,188.46077717463766,184.65792024865644,202.73395875349405,211.38898303810097
10,1987-01-06 13:59:42+00:00,,,,,,,,,,,,,,147.42771177646904,160.5813973907297,172.51069193505845,168.13816807094125,170.85772468699378,169.29141878568566,185.30157897625648,179.62733918446412,184.47028927121556,202.52552821570927
11,1987-01-31 13:54:17+00:00,192.93785888980315,191.50721749754604,186.1270663248429,185.12794662982023,189.09857226401277,191.2226130714405,181.87702177279607,198.55364523765851,204.9818538044255,201.03572179509885,204.6246322375444,185.3806690665393,167.55144613117352,172.7138456760219,175.70351164830956,179.82334958165836,186.50277202479091,203.49274163707287,192.04229486164368,202.77486270004096,205.68572740325027,211.4562559645122,206.65891384065463
12,1987-02-07 14:00:45+00:00,201.1126259081139,197.57138592416908,188.6741956450113,189.7503700034411,197.25862957439966,209.49722534281273,213.04128693309124,201.30411121643823,218.53713513431322,226.92129808532047,221.22511558760542,211.4892679564965,190.63922842583418,187.74643888555377,191.98667363209557,190.083065612311,190.55125666460748,206.6204331962336,204.65669083900153,201.9453841197838,219.80545865272077,230.5448830390981,223.0270513229218
13,1987-11-15 14:02:09+00:00,190.23924585817008,180.37728297838834,184.10859336476466,189.86523585705544,201.25614266198633,207.96536782625333,205.5151519621643,207.82562083909784,211.47859463276728,208.8417682744016,213.10076730195624,205.05360323178218,200.31114222956643,202.33553977596898,202.6725101877787,210.3893190710961,208.8471426596522,186.26996433277824,192.37627974847683,204.10951744709004,202.66042341502202,220.02807451918358,223.63799646921026
14,1987-12-08 14:08:41+00:00,192.52013420311027,178.39422525116717,182.80860873569705,195.89792574878732,205.57982890340043,206.05828076804988,207.34625431124297,198.32380999839253,187.4567105716087,189.95608070923913,198.68829428270172,192.34872976021796,191.9328208308687,181.9662244617708,173.89445360682257,190.46445902135977,184.9238799780406,199.088845726749,201.06451769618008,204.8930856328303,216.42598074193356,219.7598837466544,221.95739205752116
15,1988-01-02 14:02:54+00:00,188.099739375463,173.49206900838422,175.51157677232885,178.6182893754745,204.23219934166798,198.84933037816302,201.87165974453464,200.80020483651262,193.14163102991222,196.3503995562259,204.54141409235655,192.5149017292399,189.0495696226022,185.8658831098886,184.7087409224114,186.55220763198548,187.52743091447428,187.12380353313074,190.22503054752437,185.0869339571227,201.8349780457126,224.48743944725155,223.54028603792446
16,1988-05-25 14:04:31+00:00,222.9684079662529,208.45714028480864,205.23300854732247,206.05978670938515,200.91816732048315,194.87012971789906,210.14729493636,217.16834547112342,216.16234139998812,234.68526441627054,228.5808599920609,221.87071176590996,210.96005748524982,207.0324594172592,204.03344428523565,199.82660174883904,192.87402850746253,206.2779736752824,197.27967830915435,201.23503335418158,204.4555770997945,211.87772043759458,
17,1988-06-01 14:10:45+00:00,184.30040986943504,178.70812855106618,172.5007466121755,175.50989870857344,177.06738583148268,190.22248008494714,188.35341609822828,,182.83068198707934,,,,,,182.21800123623063,184.3489161336321,173.99413958575212,171.22149517868314,178.592696796842,179.12798343252675,191.68451641309204,201.81941976325714,198.2945086763954
18,1988-08-04 14:10:58+00:00,246.85106467243864,212.6621332918108,222.7419592317819,218.9102296225411,222.21479562188807,221.0354129484644,216.77473962333144,224.45310341984805,223.00185619440484,228.81044494686194,251.98794037942247,251.57184368970928,234.24130601708214,212.6290441415629,219.15587693599196,215.26325980003656,214.05344589376358,216.35967568808186,217.17245117252858,202.67541315385864,203.18122080125846,230.21617614723965,228.55476456063082
19,1988-09-05 14:11:03+00:00,,,,212.36016160398395,207.5529928924694,213.8481911046006,215.74823507508862,211.5651436516061,205.76257880775822,219.15230044307532,237.38995921027114,238.043642099971,220.68417733909007,206.3302125011658,206.3884780134999,188.98735606175615,197.61784324870175,189.129156426586,180.5841096377861,193.16886654031848,191.844543162266,211.1680059072072,210.46859770642607
20,1988-09-14 14:04:49+00:00,227.62767315591526,,198.98669953661886,201.86130612324774,193.26790413200254,207.9663520668299,209.66167950729601,201.20102294063196,212.24657445495677,208.5567847779478,221.2620369937857,223.40000716593147,206.74168464512977,193.77126599965544,182.41693345049134,187.75232077471966,185.4513379193284,175.9076741233365,176.0891327035086,191.13213367950146,198.97885400289337,205.45630789029968,206.7296170410367
21,1988-10-16 14:04:38+00:00,213.38514070408652,208.5503559011347,197.31594894407147,202.0891453360544,206.43133393225133,202.9969466841807,197.70006783458888,195.94816963382382,207.480737559406,222.48076865016102,231.43535141097726,213.24945434971806,207.82454588496694,203.5962379989515,210.12969047467058,207.11855604474042,193.8385297562464,193.5698437315012,201.99844913660624,195.11768157226095,201.91377151826487,220.3193486084994,220.1904314867454
22,1988-11-08 14:10:51+00:00,195.21547720286904,183.87271471339062,172.2273881245269,177.7062354801774,176.83498034657632,185.62146163455085,181.0598796567004,186.03527012423416,187.65880501460782,204.49260508346345,192.7585177956079,204.0012880931027,191.06316930557486,178.4614057147157,176.0825951924588,184.10413637715885,192.13052645192622,191.88722105804294,182.68214703617082,191.09335890915182,185.47805531016058,199.80964239742426,207.30696449602848
23,1988-11-17 14:04:38+00:00,192.85440788056866,188.8301806842367,180.67200116428558,186.65915307942458,196.74804170268837,199.70028521277143,193.59671003241561,198.36903783234027,192.01561635700511,202.7210347019006,217.82148166937225,207.69002296614104,204.07971817811867,200.94493831829217,192.11755955245155,190.74962369806758,193.68923374411182,195.53196271673573,194.98576118317132,171.65855357632165,202.36870152846686,218.00584294446807,218.50789486420433
24,1988-12-19 14:04:24+00:00,189.70842057554646,188.64703608985306,187.35171722083544,184.88262228104873,190.64333241001972,207.45257381480778,195.7611298972643,178.4984106537051,186.9973376261553,196.75247560034552,208.8536928111487,207.70237131778967,196.53349780509203,192.19916277301627,191.97198529448556,196.6930019765673,188.8191180206647,195.645968816997,195.3182094083343,199.36713599026646,216.25725302720875,219.3994200037725,227.44875420029362
25,1989-01-11 14:10:28+00:00,195.00554867769938,184.98012853500092,177.16064046242616,186.1213094547884,178.52198222122558,191.22683014429322,181.3684826191125,175.44661343195224,180.29697063305906,183.2620922806209,174.66911662123928,173.18327028004666,164.06087477293295,160.49468419030194,168.83429094290668,186.4399531743927,188.60237194344134,175.50315836155008,183.27775182619098,187.97878842507922,200.66438384167293,216.75671582980925,214.6103162804658
26,1989-01-20 14:04:03+00:00,202.48554153580594,183.3305040255357,186.70336561283096,194.77050555449875,197.56446898741385,208.70958048983576,207.63985556469825,195.686373077292,194.42801691811326,202.37638122474095,211.90365163566076,215.14781649611365,198.13954920226817,188.82658743848341,191.40896902950897,199.46438811136517,200.69522818095425,206.01046530063286,211.02743053496286,214.94667566037947,224.01459390303862,241.16709644073043,233.49751889955618
