dates,satname,sar2464-0000,sar2464-0001,sar2464-0002
1984-04-13 09:26:43+00:00,L5,359.13,181.47,246.14
1984-05-06 09:33:03+00:00,L5,359.07,185.23,252.62
1984-07-18 09:28:46+00:00,L5,358.37,191.18,256.35
1984-08-03 09:29:20+00:00,L5,358.88,191.34,250.88
1984-08-19 09:29:51+00:00,L5,314.26,191.97,252.07
1984-08-26 09:35:45+00:00,L5,,,
1984-09-04 09:29:37+00:00,L5,359.47,188.57,251.86
1984-09-11 09:35:50+00:00,L5,359.19,185.08,256.94
1984-09-20 09:29:40+00:00,L5,358.94,194.28,256.69
1984-10-13 09:35:49+00:00,L5,,,
1984-10-22 09:29:36+00:00,L5,358.69,190.86,251.34
1984-12-09 09:29:58+00:00,L5,329.21,196.96,247.18
1985-01-17 09:36:05+00:00,L5,344.39,187.00,252.32
1985-03-15 09:29:58+00:00,L5,266.90,189.62,252.77
1985-03-31 09:30:19+00:00,L5,358.92,192.49,246.65
1985-04-16 09:29:51+00:00,L5,218.62,122.62,300.42
1985-04-23 09:35:59+00:00,L5,267.35,194.75,245.35
1985-05-02 09:30:07+00:00,L5,278.08,182.12,250.05
1985-06-03 09:30:04+00:00,L5,253.19,186.93,241.58
1985-06-10 09:35:50+00:00,L5,,,
1985-06-26 09:35:47+00:00,L5,,,
1985-08-13 09:35:25+00:00,L5,,,
1985-08-22 09:29:08+00:00,L5,359.00,186.81,255.84
1985-11-10 09:28:33+00:00,L5,359.48,186.67,249.46
1985-12-03 09:33:55+00:00,L5,358.48,187.16,247.90
1986-01-04 09:33:20+00:00,L5,314.20,190.06,250.77
1986-01-13 09:27:22+00:00,L5,328.79,191.60,257.10
1986-02-21 09:32:17+00:00,L5,358.82,177.39,254.86
1986-03-18 09:25:58+00:00,L5,329.36,184.74,250.17
1986-03-25 09:31:37+00:00,L5,,,
1986-04-10 09:31:17+00:00,L5,,,
1986-05-12 09:30:29+00:00,L5,,,
1986-05-21 09:24:03+00:00,L5,,,
1986-05-28 09:30:02+00:00,L5,,,
1986-06-22 09:23:04+00:00,L5,358.98,187.59,254.99
1986-07-08 09:22:57+00:00,L5,,,
1986-07-31 09:27:55+00:00,L5,359.45,182.97,250.69
1986-08-16 09:27:20+00:00,L5,359.51,183.08,255.94
1986-09-10 09:20:15+00:00,L5,329.23,185.23,251.49
1986-09-17 09:26:13+00:00,L5,359.45,190.91,251.88
1986-09-26 09:19:45+00:00,L5,178.11,184.28,240.43
1986-10-12 09:19:14+00:00,L5,358.79,183.79,251.91
1987-01-07 09:25:13+00:00,L5,,,
1987-02-08 09:26:31+00:00,L5,358.67,196.21,246.82
1987-03-21 09:22:02+00:00,L5,358.96,193.78,252.50
1987-04-29 09:29:06+00:00,L5,358.88,186.33,249.37
1987-05-08 09:23:35+00:00,L5,358.84,184.01,248.77
1987-05-15 09:29:33+00:00,L5,216.98,230.37,264.50
1987-06-16 09:30:19+00:00,L5,,,
1987-06-25 09:24:44+00:00,L5,358.51,186.61,255.85
1987-07-02 09:30:39+00:00,L5,,,
1987-07-11 09:24:39+00:00,L5,359.40,190.85,252.06
1987-07-18 09:30:57+00:00,L5,357.76,187.38,252.89
1987-08-03 09:31:25+00:00,L5,329.11,198.39,249.38
1987-08-19 09:31:54+00:00,L5,,,
1987-08-28 09:25:57+00:00,L5,358.56,173.89,260.13
1987-09-04 09:32:19+00:00,L5,,,
1987-09-13 09:26:21+00:00,L5,329.21,185.63,246.57
1987-09-20 09:32:42+00:00,L5,359.30,183.43,249.38
