,dates,usa_CA_0253-0000,usa_CA_0253-0001,usa_CA_0253-0002,usa_CA_0253-0003,usa_CA_0253-0004,usa_CA_0253-0005,usa_CA_0253-0006
0,1984-06-10 18:20:05+00:00,215.38218663350048,196.13738518527163,198.369363489353,212.45420534586341,210.78976259077731,214.50228053092135,220.9682997394936
1,1984-06-26 18:20:19+00:00,217.23836324779097,207.76371777100312,207.04938617040776,218.61099483787325,211.02591707055208,211.45607815252126,217.5887469469249
2,1984-12-19 18:21:59+00:00,194.87575782315292,203.3510317294863,213.5113621582788,209.5350188842623,220.13136127767157,220.9144556321833,235.98617311006905
3,1985-05-12 18:21:57+00:00,220.2346207705857,207.83357286754088,213.86648073713673,230.3153140765517,223.53126279452,224.99190596696747,220.51619589989798
4,1985-06-29 18:21:53+00:00,220.25961160452948,217.28580993465238,219.18300141928603,225.47188209377964,219.00716059203114,215.49307091949785,212.77173293127282
5,1985-07-31 18:21:39+00:00,212.67136591121573,213.40885576227748,214.5787725147877,223.07761346855924,221.01327866461702,216.19578335058262,216.92405188448356
6,1985-10-03 18:20:56+00:00,221.30168685499697,217.44350368445885,220.36989369533637,230.22962368780972,226.3632363318693,217.79320031816647,227.55134302130674
7,1986-01-07 18:19:23+00:00,192.61635079014354,197.56845872550008,211.38337673116538,210.88337726361888,219.10522983430565,217.8849265361295,220.77231219530108
8,1986-02-08 18:18:42+00:00,195.49536908883806,187.44700069966947,203.53585886226563,204.61420407797135,211.1995579537752,210.37399837602808,207.3134766838348
9,1986-03-12 18:17:59+00:00,174.2101542726946,165.1685597605099,188.6038132352253,187.47098909663228,190.55230304669053,188.58558196308604,188.4256671784665
10,1986-04-13 18:17:19+00:00,205.3918176514804,192.99335810011175,210.4727770299227,,,218.6802208556285,223.96073673728475
11,1986-04-29 18:16:56+00:00,216.57092018829303,199.9313503064938,,,,245.0752358145245,234.28646772692832
12,1986-05-15 18:16:31+00:00,214.87859924717873,197.42764067599225,211.0349478986645,,,234.96657167347794,227.8005353538753
13,1986-07-18 18:14:29+00:00,222.66871365992708,208.59838482474373,215.43985458384196,214.55210709188924,214.03697563238333,215.40339236399018,217.62844066703175
14,1986-08-19 18:13:20+00:00,229.8181891494448,221.23217013379755,220.9200377529898,231.4476472232791,220.2558242584895,224.7106257167003,221.61015630565603
15,1986-09-20 18:12:14+00:00,232.64123028693675,212.1079231737489,223.10593543352726,222.21897339909648,219.5169312309043,225.13897460002212,218.4976882898222
16,1986-11-23 18:10:01+00:00,205.246674812238,201.41223496112778,216.4944476805728,212.01511578932377,215.83318313763743,214.54315499689505,218.61623012486237
17,1987-01-10 18:11:26+00:00,186.7651447839468,186.31068648069368,193.93430774369577,188.64040167919268,200.72241954904527,205.8933587389341,217.6747637742297
18,1987-01-17 18:17:49+00:00,218.52431760011584,201.53377924761566,212.93584261350935,212.41951759564276,221.133816608816,226.11138422419475,224.68604080840024
19,1987-02-27 18:13:08+00:00,210.27760686636475,196.43782249412885,209.90694877569695,212.7810124686558,220.04231083563155,224.71289897644644,228.42208669358638
20,1987-03-15 18:13:44+00:00,196.10483224400457,185.04176198715462,200.36729710756254,197.55728439323298,204.803960091363,201.6075917637716,198.32831484269087
21,1987-03-31 18:14:18+00:00,204.1610743919977,191.01273047978864,201.7964697539284,210.65215837671553,215.27830086102574,214.1302362057925,
22,1987-04-16 18:14:50+00:00,201.09872107262308,183.5132234230771,202.86686016934013,211.8154316822376,221.05287733576307,215.19009146019522,221.37419422656512
23,1987-05-02 18:15:19+00:00,196.23727668493763,185.13793367611626,197.52527454823232,210.01379431363668,210.10845767856347,214.00498138461043,211.99935073135947
24,1987-06-10 18:22:30+00:00,206.83105687966176,199.64026344240884,204.4469690509962,208.85530312135052,205.3802730358659,197.74930649832714,208.34401566270046
25,1987-07-05 18:16:50+00:00,210.9492889011961,212.97659875526304,222.6561524536786,218.62629185498787,222.078001489111,210.77975146296018,214.65441245228644
26,1987-07-28 18:23:33+00:00,218.52098517210436,217.94210663984478,225.6508385319388,222.41222803525676,218.11968507987407,214.75651024766722,224.274259324205
27,1987-08-06 18:17:39+00:00,212.33892989399644,212.5114527516527,217.69430440706432,214.696995024325,209.5054977443391,208.58765158188504,219.32159373585148
28,1987-08-13 18:24:02+00:00,220.02487155976806,220.67322286172248,220.60169892563155,218.63670168735763,219.10952095381847,212.29274949190545,220.43268922283767
29,1987-08-22 18:18:07+00:00,221.54812279476621,218.56287130475957,217.830592941065,227.73374702607006,222.78851229016317,217.5467352697184,212.26703233378967
30,1987-10-25 18:19:28+00:00,216.15316600604143,223.13750768488688,229.07949843285078,228.09012201398093,228.9926109445891,224.08786837522732,227.06246982231062
31,1988-07-07 18:22:31+00:00,219.99829200361737,218.83468103775937,214.7202240985734,220.57370430002916,216.14898155037142,216.06043074928715,221.9679378584195
32,1988-08-24 18:22:38+00:00,222.87696305594085,223.23128781202962,221.00232933905298,224.61563647113016,220.1820617860966,213.32050594644807,218.3144269268954
33,1989-03-20 18:20:53+00:00,212.09030374622102,213.43884010691892,216.34405568579035,220.38723237036132,228.8048308670423,227.47443272112608,230.20369300537962
34,1989-04-05 18:20:59+00:00,214.3694686606351,216.54645162521203,221.93723547444324,224.2285665506639,231.3924741854191,224.60413776903184,224.69690081137423
35,1989-05-23 18:20:15+00:00,220.93414006896785,222.7230835132511,224.43094686617104,223.0105225472905,222.1962412276042,225.42455349012806,224.97486122142658
36,1989-07-10 18:19:20+00:00,224.83980450926342,224.9948818076103,228.03719528979812,228.05961768141614,228.1873097608627,219.66143701424247,222.7189526800029
37,1989-07-26 18:19:01+00:00,231.59742250558537,226.42975133062362,227.53087942379676,233.07761002348587,230.74391274267248,222.59316421596998,219.2383172939573
38,1989-10-30 18:16:35+00:00,214.94759842758887,222.3238620807029,234.48692507821661,,,,
39,1989-12-01 18:15:43+00:00,205.82380354076508,214.22363219612032,230.57197157057212,220.18421902506606,221.9721266243039,223.0328307490779,232.62712962600722
40,1990-03-23 18:12:06+00:00,206.01156037445855,207.82540479852435,209.93660450168724,215.40566946545653,218.93435114310142,209.56230997193268,213.74442525754844
41,1990-04-24 18:12:05+00:00,214.9337463683989,215.70102256490165,219.72413875961175,218.10780499544674,221.9631975865364,213.25348952149537,
42,1990-06-11 18:12:02+00:00,219.7416117647423,218.5654102756416,219.4910866225463,219.39886272545968,226.15332966137,219.87271783458795,225.32738720993197
43,1990-06-27 18:12:01+00:00,228.769692945613,220.16011766308102,226.87597968497877,247.68052573583347,240.93471365063382,236.72524656453498,221.94622337289042
44,1990-09-15 18:11:42+00:00,233.0113568043416,234.9508326674816,243.8813560646733,241.84480736081358,237.8851918356608,234.70908365275548,227.14605919999232
45,1990-10-17 18:11:24+00:00,231.3858472899664,231.38434736558332,232.0729849132623,231.17781064035856,232.21324261097823,221.5956788317014,229.98818562496254
46,1991-04-11 18:13:42+00:00,218.80561761877374,214.20215703644516,224.20459410185208,223.1275190694484,224.43747413451788,224.52498809528834,233.5295763389537
47,1991-04-27 18:13:58+00:00,216.7397323545238,213.70105873601815,212.88216342732045,222.16222144704074,225.77746517472525,223.63926319738403,226.45960801736373
48,1991-06-14 18:14:39+00:00,217.73189215767184,217.89630028901118,217.9401084149295,216.10584863817263,215.53112776550358,214.03739414838097,225.0079805348504
49,1991-06-30 18:15:00+00:00,214.14700684082612,217.91487299581692,228.60636404522145,226.54989936627595,217.94475910214882,214.17619194546805,211.34965337965943
50,1991-08-01 18:15:19+00:00,225.25047461721607,224.99191698352243,226.13900205747208,228.2636701245003,225.41733092081114,222.39217843357952,220.52609161882697
51,1991-09-02 18:15:37+00:00,227.63791345410274,235.49565581424056,240.99299869116481,230.94187504399184,224.28128077611177,220.12000788539018,222.37655407409417
52,1991-10-20 18:16:00+00:00,221.40842676159727,225.06522067811707,230.25514180764023,220.7403275574215,231.54532403693648,216.60167959711822,222.0589254677252
53,1992-06-16 18:15:11+00:00,228.5091619338617,220.66614938771806,233.08596297612283,225.09732545674117,220.9963761618036,216.2926896384868,214.38319471738384
54,1992-07-02 18:15:00+00:00,217.6059639687932,218.2140791196448,229.7548553931545,224.28423865665138,225.16516898235454,218.23015880980094,223.372012380785
55,1992-08-19 18:14:20+00:00,222.1427430623723,225.43988953490643,234.7847260234083,228.09999968992813,229.1291190766681,215.45952563427377,214.4732656673523
56,1992-09-04 18:14:07+00:00,230.2068197026816,233.04376722936183,235.40917975816555,235.23601253106236,233.78226483510406,224.81609758136918,221.8015154789756
57,1992-10-06 18:13:26+00:00,219.89799920053588,227.31828887178722,229.37682480486683,229.68667760842482,229.82822251234413,218.42762378520524,230.84938467489005
58,1992-10-22 18:13:17+00:00,207.4257320040932,217.79899430417524,230.93556272069972,225.4772880052105,220.33351130161154,213.98732421548098,225.38551722121156
59,1993-02-27 18:13:52+00:00,201.45148357371417,206.85597035868702,209.1357752397952,206.21339770847524,214.84763771574666,217.9739837809877,241.48985377466775
60,1993-06-19 18:14:21+00:00,205.79755698694785,205.46445125559276,200.49930574380983,215.4763471336907,216.6220272783807,211.8696273259566,213.92610126306354
61,1993-09-07 18:14:12+00:00,218.79076268064168,225.42053404029772,230.36670786621596,229.394951074702,224.6723392294009,214.02653427093674,214.27081161314365
62,1993-10-25 18:13:59+00:00,211.35759193288197,220.55799217156647,223.69247865392094,219.65593263948088,228.17258123457003,218.33864857650082,231.42834752871613
63,1994-01-29 18:13:05+00:00,208.97088299935734,218.38051323380395,230.41105863716717,222.32528919992768,231.94893328492122,230.4238107688066,245.62627137449724
64,1994-02-14 18:12:54+00:00,209.45270718473634,219.28747800350854,223.8331454999769,219.80953527524002,225.74044421896897,219.91471667780374,227.50963904704818
65,1994-03-02 18:12:40+00:00,215.39567383240208,215.6461397445482,219.35513681513083,215.98620960019164,223.28196593881162,220.35972936522543,226.21476023973537
66,1994-04-03 18:12:09+00:00,210.7798688832347,216.35840193911628,229.8313675809901,226.55717697942885,235.16932268001275,225.2829500111156,226.18665013372228
67,1994-04-19 18:11:51+00:00,212.7874784335369,216.67531144489467,216.78337554802366,227.3005752871696,227.86388233930356,218.60941982977738,223.83971301118072
68,1994-05-21 18:11:15+00:00,222.4507382401883,225.6469772580642,218.82078303449956,222.98740752974203,224.0505586231848,223.07146844530547,224.31176313598675
69,1994-06-06 18:10:58+00:00,231.7136192050746,232.1087902243597,230.52698534435117,220.72558115417934,225.7833091145921,217.334044493937,219.42211661686915
70,1994-06-22 18:10:36+00:00,240.77516521159313,240.98435385155244,234.63650310238876,237.20321052557912,225.7622041991985,219.21337636552838,222.6214070480535
71,1994-08-09 18:09:18+00:00,243.7283327753916,238.1198955384768,237.08158738441452,233.1851420595212,236.487683746988,221.23709877913163,230.38097654964255
72,1994-09-10 18:08:31+00:00,238.77288413266254,245.38059776051793,242.21925676887332,238.39953955187363,231.21682907436752,219.69930443254384,
73,1994-10-12 18:07:36+00:00,239.01933293448167,239.7690295830012,237.78023557490044,236.94640149012037,233.83387324946054,224.65230859208674,226.51543161757445
74,1994-10-28 18:07:04+00:00,220.1172162866588,230.0816969284117,237.239605696574,228.20898048743615,232.03471736072544,222.3509782493651,227.78610062584053
75,1994-11-13 18:06:30+00:00,223.84926659205402,233.74644364643984,230.56033673199073,225.08406224366465,230.51513765040704,228.9956513564177,236.42980481184787
76,1994-11-29 18:05:59+00:00,230.83025052531423,239.77325302036215,233.6986101254096,230.14483168648533,234.26171894804642,234.20880886246428,241.19895943299963
77,1995-04-22 18:00:28+00:00,218.79222770673562,211.95482395393992,212.11354697275186,224.0149612734608,228.2607097189387,229.00225744106868,238.68992125713345
78,1995-05-24 17:59:02+00:00,211.37661394528203,207.33056351216456,207.32121856045293,213.82557883177884,212.4107223015121,215.64819261650192,221.04408499196913
79,1995-06-25 17:57:35+00:00,217.4432019451873,218.63533653181855,212.47142871768827,214.38205279506113,212.72179020343424,205.83016582694418,222.57362047058712
80,1995-07-11 17:56:51+00:00,236.63843663620372,231.30391357383306,225.4625797144607,224.97198570454853,216.69798203447527,215.63252793366675,214.26892456537
81,1995-07-27 17:56:07+00:00,238.88265184545827,232.62801130140053,235.37219738290418,228.58943887856117,224.19990849048799,219.86663481988518,220.6965408121713
82,1995-08-12 17:55:24+00:00,237.4846526929563,230.6975498136266,229.66642500664202,218.07689801509483,217.45663616351405,210.08604404301275,225.71114345688005
83,1995-09-29 17:53:04+00:00,225.16021025450434,233.98276492133024,232.2872130738716,227.83752915839838,224.87395489402212,219.86130310638703,220.3652099509228
84,1995-10-15 17:52:13+00:00,212.2645022836014,221.88695455372206,222.29519287583116,213.15776487117137,214.70912616410254,207.68890444999556,214.24565174677045
85,1995-12-02 17:51:58+00:00,219.85595340623544,228.17938715578256,231.20280934822583,220.6218750060402,228.01665005256592,224.20687699264835,240.45700307229612
86,1996-01-19 17:55:27+00:00,,,,,203.24082449615665,201.93450200021744,212.4729643620304
