dates,satname,nzd0593-0000,nzd0593-0001,nzd0593-0002,nzd0593-0003,nzd0593-0004,nzd0593-0005,nzd0593-0006,nzd0593-0007,nzd0593-0008,nzd0593-0009,nzd0593-0010,nzd0593-0011,nzd0593-0012,nzd0593-0013,nzd0593-0014,nzd0593-0015,nzd0593-0016,nzd0593-0017,nzd0593-0018,nzd0593-0019,nzd0593-0020,nzd0593-0021,nzd0593-0022,nzd0593-0023,nzd0593-0024,nzd0593-0025,nzd0593-0026,nzd0593-0027,nzd0593-0028,nzd0593-0029,nzd0593-0030,nzd0593-0031,nzd0593-0032,nzd0593-0033,nzd0593-0034
1999-07-16 22:13:35+00:00,L7,215.22,225.27,988.51,943.15,725.99,656.53,533.64,239.96,234.73,213.08,219.37,214.73,217.20,222.64,220.01,220.83,216.42,223.70,229.01,231.76,245.22,241.47,249.89,,236.84,227.82,279.80,365.73,365.08,215.28,214.77,210.18,197.64,214.65,217.55
1999-08-08 22:19:52+00:00,L7,349.67,468.95,215.85,950.54,746.39,639.57,510.60,850.95,633.92,650.24,898.76,221.34,791.73,840.65,215.84,218.36,219.77,221.84,225.74,220.04,238.67,235.29,224.02,218.11,225.90,233.06,228.08,228.13,241.00,236.55,228.96,224.71,215.25,217.72,235.77
1999-10-04 22:13:49+00:00,L7,388.16,196.57,208.78,905.98,986.68,648.95,424.39,840.55,657.93,670.00,887.05,219.43,751.87,855.48,195.96,198.23,194.60,206.22,208.94,200.89,208.95,217.82,215.10,205.55,209.84,211.16,214.16,216.26,221.12,222.31,217.90,217.00,221.37,217.37,
1999-10-27 22:19:51+00:00,L7,285.34,484.94,999.03,969.14,714.21,637.13,724.22,607.56,617.32,631.74,644.34,404.52,840.38,626.69,243.17,224.40,227.37,251.37,270.90,267.08,258.57,264.25,251.24,226.91,234.32,236.23,352.02,383.19,381.56,361.79,243.15,244.90,247.71,225.85,
1999-11-05 22:13:40+00:00,L7,298.18,352.95,228.94,980.28,719.91,616.59,658.75,614.69,247.39,233.43,232.47,234.03,231.40,227.35,236.27,229.52,236.70,237.40,236.55,246.62,255.54,260.39,249.24,225.37,244.59,268.56,335.31,372.20,375.07,359.68,346.45,274.21,269.32,251.19,
1999-12-07 22:13:41+00:00,L7,326.00,499.17,992.02,994.22,432.88,223.80,765.83,882.94,646.07,645.94,671.52,385.26,862.09,907.17,270.86,232.70,253.45,285.84,323.75,322.97,316.40,306.16,308.91,,331.20,,,,,439.41,457.43,,292.54,,
2000-01-15 22:19:46+00:00,L7,369.70,207.66,208.33,935.44,738.88,639.15,233.06,874.15,662.44,664.20,910.43,221.11,806.07,869.18,209.40,213.52,213.16,216.23,222.68,208.77,228.37,226.21,222.79,212.85,215.52,217.67,212.52,212.78,219.71,224.03,220.69,217.88,215.23,211.84,221.55
2000-04-20 22:19:15+00:00,L7,286.53,491.91,986.15,994.27,720.63,607.76,775.56,873.87,639.06,646.87,910.03,398.28,863.59,885.57,275.25,234.10,245.38,278.32,,,281.64,278.43,262.17,229.66,,279.45,485.81,493.81,403.26,413.57,343.73,249.45,247.51,241.47,269.44
2000-05-31 22:12:42+00:00,L7,299.20,498.09,219.87,943.59,753.72,657.67,712.52,840.43,640.94,646.81,885.20,210.63,836.58,857.18,206.84,218.79,217.98,217.31,221.38,221.64,236.36,229.46,217.33,208.02,216.68,225.42,218.95,220.52,329.49,317.75,220.19,220.37,208.98,213.78,
2000-06-07 22:18:48+00:00,L7,288.41,445.36,233.30,937.08,745.99,638.19,776.73,868.45,638.10,230.67,901.95,219.12,870.07,875.61,214.78,214.52,216.38,222.83,226.01,223.38,231.37,,213.59,209.53,218.04,219.66,224.49,223.61,240.03,232.27,228.28,221.53,207.68,213.42,229.88
2000-08-10 22:18:02+00:00,L7,496.91,341.69,937.12,936.86,734.48,618.02,858.99,875.78,672.24,683.03,912.86,424.27,989.20,929.43,230.61,479.53,211.13,,,197.04,,157.99,,,,,220.01,206.93,216.15,191.81,214.05,,203.21,207.31,210.16
2000-08-19 22:11:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,217.01,239.20,240.36,261.91,212.77,219.87,238.25,,346.11
2000-09-04 22:11:34+00:00,L7,327.18,215.99,231.75,959.16,729.97,625.30,519.98,861.36,648.99,652.37,897.36,225.93,809.56,854.46,216.64,222.63,221.57,223.28,234.01,223.57,239.20,238.86,227.03,219.09,221.22,226.93,222.71,222.57,234.74,232.37,226.95,220.76,218.74,217.49,
2000-09-27 22:17:24+00:00,L7,313.91,468.33,982.71,991.16,723.65,632.13,671.21,876.37,636.20,649.40,913.74,393.56,833.98,882.86,274.45,224.79,241.45,284.92,319.31,320.12,314.01,305.79,,227.31,,,481.89,426.16,475.23,424.52,395.17,,,,270.47
2000-10-29 22:17:19+00:00,L7,322.45,230.15,979.92,953.25,714.81,640.91,546.76,886.22,639.49,384.22,662.58,394.43,808.57,893.94,273.72,225.18,221.65,242.96,252.66,262.73,267.55,272.22,247.29,223.51,231.83,238.37,353.27,386.27,389.06,,,,,,
2000-12-25 22:11:14+00:00,L7,304.09,835.83,990.33,960.60,729.00,626.62,675.27,865.47,638.38,648.77,903.14,379.80,834.52,870.81,247.25,223.54,224.25,228.29,237.27,246.68,250.51,259.34,236.65,221.05,,,482.24,487.78,404.03,416.70,394.68,,,,344.89
2001-02-11 22:11:12+00:00,L7,360.99,462.08,236.43,961.30,721.18,621.69,913.81,823.75,644.21,650.25,671.17,371.61,784.77,970.72,242.93,231.63,225.94,219.75,214.93,221.30,238.95,233.41,237.82,223.13,236.44,240.11,311.61,367.69,370.46,324.49,230.08,212.30,203.27,200.94,
