dates,nzd0593-0000,nzd0593-0001,nzd0593-0002,nzd0593-0003,nzd0593-0004,nzd0593-0005,nzd0593-0006,nzd0593-0007,nzd0593-0008,nzd0593-0009,nzd0593-0010,nzd0593-0011,nzd0593-0012,nzd0593-0013,nzd0593-0014,nzd0593-0015,nzd0593-0016,nzd0593-0017,nzd0593-0018,nzd0593-0019,nzd0593-0020,nzd0593-0021,nzd0593-0022,nzd0593-0023,nzd0593-0024,nzd0593-0025,nzd0593-0026,nzd0593-0027,nzd0593-0028,nzd0593-0029,nzd0593-0030,nzd0593-0031,nzd0593-0032,nzd0593-0033,nzd0593-0034,satname
2002-10-28 22:08:34+00:00,369.96,,,960.01,723.73,629.11,606.99,,,,,,,,228.34,225.34,223.01,228.21,238.72,232.74,242.59,248.36,231.16,216.93,208.22,207.27,,,,,,,,,,L7
2003-01-07 22:15:16+00:00,,457.75,,948.99,714.32,615.96,,,590.10,,,,,,213.45,215.66,216.46,221.06,219.52,230.04,242.59,240.49,232.04,221.09,227.48,232.82,,,,,237.62,238.40,230.01,224.63,259.87,L7
2003-02-24 22:15:37+00:00,352.83,,298.20,940.52,726.86,644.89,588.17,882.74,,,960.19,285.84,870.98,905.82,,221.12,221.62,231.54,238.71,240.94,239.44,241.98,226.62,221.62,225.32,224.05,249.51,252.22,255.62,244.74,234.28,227.19,220.36,219.85,250.86,L7
2003-03-21 22:09:27+00:00,,,,955.18,713.67,620.57,541.66,,,,,297.62,,,209.01,213.39,214.69,208.49,223.89,228.27,237.12,243.11,233.17,216.10,226.75,236.42,,,,312.60,222.04,237.77,229.73,226.16,,L7
2003-04-13 22:15:43+00:00,363.88,,314.42,957.53,731.61,637.38,573.64,,,,991.37,301.26,862.35,,243.52,230.87,231.00,244.71,243.09,256.91,265.57,271.58,250.57,233.50,244.83,267.31,,,,369.39,,253.54,248.42,248.55,284.88,L7
2003-08-03 22:15:22+00:00,,,,,736.23,636.55,542.06,,,,,,,,,,,,,,,247.68,229.50,219.59,225.87,235.81,211.64,,220.78,,,,,,,L7
2003-08-11 22:03:51+00:00,,,,985.91,,630.66,,,,,,,,,251.95,220.00,243.94,283.94,,,,,,235.88,,,,,,412.50,,233.89,230.26,230.60,287.63,L5
2003-08-12 22:09:11+00:00,,463.86,,989.64,740.27,641.66,,,,,,,,,235.51,226.97,254.12,284.32,,,,,,226.69,,257.89,,,246.79,391.89,,216.54,,,262.78,L7
2003-09-12 22:04:26+00:00,,,,954.86,705.79,651.93,562.95,,,,,,,,202.71,209.89,214.22,211.91,229.77,233.36,253.70,262.39,258.17,225.97,239.96,241.44,,,,359.99,,229.34,220.28,218.76,270.83,L5
2003-10-07 21:58:35+00:00,,,284.06,971.48,719.49,613.61,,,,,,265.27,,,232.03,231.72,232.58,233.20,240.86,248.82,258.40,266.92,243.35,232.29,249.65,259.17,,,,351.72,,,259.03,,310.81,L5
2003-10-15 22:08:58+00:00,,487.04,,961.67,715.25,622.44,,,599.01,,,,,,222.66,224.16,226.77,236.53,,,247.81,249.80,247.15,229.25,243.27,245.16,,,,328.95,254.41,253.16,,,,L7
2003-12-26 21:59:30+00:00,,,,932.82,724.31,630.15,,,,,,,,,193.35,217.04,207.26,202.76,202.51,195.46,215.40,213.97,208.59,218.91,222.16,226.63,182.50,,,,215.05,206.82,200.67,201.13,,L5
2004-01-27 21:59:38+00:00,,,,969.48,715.76,631.72,570.69,,,,,228.16,,,223.92,228.15,228.78,227.24,232.13,229.67,244.39,245.05,228.04,217.40,224.38,232.54,228.45,228.53,242.35,,238.80,232.30,221.48,224.92,,L5
2004-03-31 21:59:59+00:00,,,,973.65,739.72,662.96,,,,,,,,,231.02,229.51,236.68,240.05,249.75,245.15,251.48,253.63,235.27,229.08,232.26,242.89,268.14,262.07,274.23,,242.77,240.89,234.31,234.87,,L5
2004-04-23 22:06:53+00:00,,,,958.35,,627.39,507.11,,,,,,,,224.58,218.56,221.25,225.42,234.32,228.16,264.58,261.16,252.81,237.15,253.01,247.89,,,,360.06,,275.34,,,327.15,L5
2004-04-24 22:09:55+00:00,,,,923.21,723.81,644.08,506.17,,623.07,,,,,,208.49,232.31,,,253.66,265.46,,,238.64,233.74,247.43,,,,,,,,,210.10,,L7
2004-05-02 22:00:57+00:00,,,263.44,937.48,747.93,645.69,536.36,,,,,239.60,,,210.13,222.44,220.10,225.15,225.83,228.52,243.63,250.87,233.45,226.07,233.06,244.06,253.95,,,345.66,232.98,228.52,219.26,219.42,246.65,L5
2004-05-09 22:07:21+00:00,,,,974.33,732.93,626.27,544.13,,,,,,,,214.50,219.01,224.61,226.37,235.21,226.95,247.60,244.90,237.11,218.29,229.56,236.32,225.93,214.34,,,231.21,229.90,221.66,222.03,,L5
2004-05-18 22:01:26+00:00,,482.06,,995.24,728.98,664.69,,,,,,,,887.46,236.14,223.70,252.32,,,,284.07,288.85,,242.05,,264.80,,,,,,240.62,210.68,225.26,275.57,L5
2004-05-26 22:09:57+00:00,,,,944.76,757.96,675.84,,,,,,225.20,,,206.35,215.60,220.82,,228.93,217.45,,,219.49,210.27,218.61,220.14,224.59,227.74,233.82,228.67,222.45,213.56,210.44,211.15,213.53,L7
2004-06-10 22:08:17+00:00,,252.00,,932.57,736.10,,570.13,,,,,,,,,231.82,219.68,,240.16,248.50,254.94,250.03,245.99,228.61,235.85,234.06,259.73,266.75,269.16,237.43,229.99,223.17,221.68,231.82,247.50,L5
2004-06-27 22:09:48+00:00,364.03,246.18,,930.85,764.70,,563.42,915.38,,748.00,977.04,,886.25,,227.10,217.41,,,224.89,224.88,221.59,226.46,216.70,196.49,211.09,215.82,255.22,250.96,253.35,235.92,226.40,,,,233.12,L7
2004-07-05 22:02:51+00:00,,196.49,,947.44,730.79,665.65,,,,,,,,,,209.27,212.60,,202.18,210.09,217.16,221.71,229.03,212.02,210.51,206.76,,,,,210.07,201.70,198.63,204.90,212.07,L5
2004-07-12 22:09:13+00:00,,208.76,273.31,,,,,,,,,,,,,,,,,,,,,190.18,,,,,,,,,,,,L5
2004-07-21 22:03:15+00:00,,208.28,,931.74,,,524.01,,,,,,,,,205.96,207.12,,218.74,212.46,236.66,234.70,227.15,203.69,213.22,214.82,,,,214.93,231.61,235.64,231.82,219.87,,L5
2004-07-29 22:09:38+00:00,341.45,,,950.41,764.83,681.38,536.30,919.01,,,956.90,260.10,852.04,918.46,224.99,226.84,230.11,228.45,226.61,252.23,275.60,247.15,,,,,,,,,,251.11,219.45,225.22,246.07,L7
2004-08-29 22:10:22+00:00,223.00,215.94,,984.85,721.18,646.31,537.97,,,,,,,,236.10,228.85,246.74,,,,296.02,,,,,,,,,,,232.87,223.43,224.06,290.27,L5
2004-09-06 22:15:40+00:00,,,,918.19,724.32,638.97,491.61,,,,,263.45,,,230.54,230.05,,,,,,,236.06,227.37,234.38,238.96,254.89,245.23,257.03,240.59,,,,,,L7
2004-09-30 22:11:09+00:00,206.61,199.52,,955.20,718.82,626.86,514.21,,,,,,,,198.50,208.86,214.42,220.34,217.77,215.08,233.14,244.81,233.22,213.55,222.33,217.96,293.83,,,,209.37,206.39,202.83,203.91,,L5
2004-10-25 22:05:30+00:00,,,,955.07,741.44,630.27,,,,,,260.28,,,224.07,225.89,224.75,225.07,229.48,235.62,253.90,253.91,231.89,226.23,239.42,250.88,269.64,254.24,270.83,269.14,256.12,239.69,232.95,237.90,275.70,L5
2004-11-01 22:11:49+00:00,223.74,215.97,,957.23,719.53,618.23,538.22,,,,,,,,211.16,215.65,217.40,216.87,226.81,227.73,236.20,258.08,250.76,233.74,242.79,246.63,,,,,244.43,242.60,242.99,241.57,271.03,L5
2005-01-13 22:06:52+00:00,204.90,204.98,,964.14,704.64,605.86,531.44,,,,,261.62,,,214.08,216.13,218.60,235.13,237.96,242.59,246.72,251.54,266.19,237.93,234.86,241.09,308.99,,,,,236.19,227.80,224.62,271.59,L5
2005-01-28 22:16:23+00:00,,215.68,,,,,,,,,,,,,,,,,,,,,,238.17,256.56,,,,,,,,242.90,236.81,299.33,L7
2005-02-14 22:07:21+00:00,,239.96,241.90,950.40,713.71,633.25,574.11,,,,,,,,217.52,216.07,222.49,216.46,226.89,234.99,248.78,251.47,236.35,227.78,228.99,239.22,226.12,215.44,,236.05,231.48,216.34,210.41,213.43,,L5
2005-03-18 22:07:46+00:00,233.02,242.92,,955.99,737.32,642.00,553.00,,,,,263.77,,,224.42,225.74,228.96,232.10,236.75,230.84,242.69,236.82,225.98,214.32,226.72,236.07,247.88,247.40,255.06,253.18,241.12,220.73,210.00,211.33,,L5
2005-03-26 22:10:28+00:00,,,,973.78,715.06,624.49,,,,,,282.64,,,218.13,220.97,221.53,229.74,231.63,239.38,254.58,249.75,254.68,224.39,,,223.36,227.80,,,,249.39,234.93,232.02,286.97,L7
2005-04-02 22:16:37+00:00,,242.54,,939.99,,,546.69,,,,951.60,,863.71,896.31,,,221.87,226.21,237.73,234.57,237.23,243.14,227.79,216.80,,,,,,,,226.99,223.84,220.57,248.05,L7
2005-05-12 22:14:14+00:00,232.93,223.46,,958.65,735.44,647.10,562.85,,,,,,,,199.53,220.81,220.47,217.90,223.39,210.94,230.73,242.80,222.73,212.85,223.80,229.02,200.27,190.65,,218.28,224.79,228.13,217.68,216.01,227.29,L5
2005-05-28 22:14:23+00:00,235.39,225.88,202.44,957.24,753.42,650.47,589.50,,,,,,,,201.47,214.88,218.81,219.31,216.05,206.72,220.06,225.68,212.84,211.43,200.15,210.68,197.23,198.72,,209.94,222.03,212.54,209.68,210.64,216.36,L5
2005-05-29 22:10:21+00:00,,,,999.62,,,,,655.61,,,,,,,,,,,,,,,,170.05,,235.13,,,289.05,300.89,,,,,L7
2005-06-13 22:14:31+00:00,,,,,,,,,,,,,,,,,,,,,276.35,277.58,261.23,246.21,245.59,,,,,338.62,269.36,241.91,219.75,242.63,,L5
2005-06-14 22:10:13+00:00,,,,962.78,763.43,,,915.52,,,,,838.78,,204.74,231.74,231.96,,,,259.26,259.19,,,228.38,242.38,259.77,,,319.07,240.25,223.81,210.10,228.75,240.96,L7
2005-07-16 22:10:12+00:00,,,,965.00,,,601.77,,,754.62,962.67,,872.59,912.68,,,232.85,,252.38,246.80,243.34,245.26,238.93,229.52,229.48,229.66,265.37,,268.64,,,227.94,223.63,223.23,243.04,L7
2005-08-09 22:08:46+00:00,,,193.79,969.25,733.56,634.20,634.55,,,,,,,,196.04,222.96,228.25,224.87,237.30,241.34,245.78,251.78,230.82,216.79,226.40,233.48,228.55,,,285.36,231.30,225.58,213.07,226.33,255.88,L5
2005-08-16 22:15:00+00:00,236.68,237.63,,931.32,761.49,,,,,,,309.74,,,226.02,218.00,225.26,225.49,237.09,,245.92,,,,,,,,,,,,,,,L5
2005-08-24 22:16:14+00:00,,,,948.00,723.75,637.52,,,,,,,,,202.28,211.06,,,,,,,,212.56,213.87,216.35,191.82,191.36,,,212.92,,,,,L7
2005-09-02 22:09:58+00:00,,,,977.81,714.75,644.59,513.49,,,,,335.03,,,240.60,223.52,228.74,,,,,,260.93,234.80,261.60,268.12,,,,,,,,229.32,,L7
2005-09-09 22:16:04+00:00,,,210.08,,,618.04,543.40,,,,,,,,,,,,,,246.22,253.71,240.28,225.95,234.11,244.78,,,306.80,,,,,,,L7
2005-09-10 22:08:55+00:00,235.00,238.32,248.16,952.98,730.94,638.40,575.72,,,,,,,,222.74,223.06,220.47,231.24,235.70,228.04,239.83,238.68,227.89,225.03,227.81,232.29,230.47,230.06,,,229.63,226.85,224.89,228.35,242.13,L5
2005-09-18 22:09:51+00:00,,,,975.30,712.60,640.86,,,,,,,,,208.26,214.62,221.65,,,,263.17,263.35,,227.76,,229.94,,,343.77,,,,,,,L7
2005-11-04 22:15:05+00:00,196.41,,,,,622.19,,,,,,,,,194.12,214.98,201.43,197.78,200.64,199.01,219.96,225.12,217.68,217.16,219.55,231.71,,,,,207.27,202.89,199.60,201.34,223.84,L5
2005-11-13 22:09:08+00:00,241.00,246.09,,972.79,718.85,640.57,572.78,,,,,,,,238.90,233.32,235.08,234.01,244.31,247.04,258.95,264.01,241.68,219.89,229.78,246.29,,,361.49,,,,,,,L5
2005-12-30 22:16:43+00:00,,,,,725.24,664.79,,,,,,,,,208.36,,,,,,,248.70,243.13,218.49,265.15,,,,353.75,,,,,,,L7
2006-01-23 22:16:59+00:00,232.94,238.41,288.98,962.18,732.87,648.28,556.90,,,266.51,,,,,225.43,223.71,227.68,231.49,242.05,232.03,239.37,242.54,230.26,220.65,223.53,224.80,245.02,240.36,,,237.94,232.83,226.94,224.36,243.27,L5
2006-02-08 22:17:21+00:00,227.75,240.95,299.82,963.74,730.30,631.31,557.03,,,281.87,,,,,234.05,224.13,229.80,233.58,242.59,238.58,256.07,260.20,236.64,224.58,233.63,241.57,268.02,248.02,,252.96,237.96,234.65,233.39,233.59,268.65,L5
2006-02-09 22:10:49+00:00,,,274.90,963.07,722.07,626.17,575.76,911.33,666.63,260.13,,,,930.31,230.45,229.17,227.92,233.97,241.83,245.66,260.29,264.99,,,,265.23,342.73,364.51,366.98,341.67,278.69,257.74,249.10,244.90,291.21,L7
2006-02-17 22:11:22+00:00,212.06,216.43,,985.93,700.51,632.32,547.22,,,251.48,,351.40,,,221.13,222.72,231.90,249.41,261.38,261.06,258.66,266.75,255.95,237.45,243.01,256.25,327.68,346.58,349.55,371.55,295.36,256.07,240.91,241.75,286.05,L5
2006-02-25 22:10:52+00:00,,233.20,275.79,964.08,727.92,629.82,557.02,899.47,688.10,,935.93,,,,231.86,227.95,230.56,230.30,242.62,241.46,257.22,260.14,238.94,222.24,,,,,364.16,336.82,269.25,265.18,258.64,251.40,297.74,L7
2006-03-29 22:10:52+00:00,,,,995.05,714.59,635.05,528.23,,,,,390.96,,,225.94,231.33,230.89,243.38,,,266.48,269.98,255.81,225.39,228.46,241.29,324.34,346.66,351.69,,303.93,224.52,,,,L7
2006-04-29 22:18:53+00:00,207.38,206.50,,987.98,696.66,622.93,540.02,,,,,367.02,,,212.30,216.94,222.61,250.62,252.49,253.42,260.80,269.92,266.55,240.93,236.23,237.43,319.61,329.57,330.60,354.52,303.78,230.21,223.28,224.00,274.88,L5
2006-05-23 22:17:02+00:00,,,,958.02,,,,912.98,,,,,,936.30,,236.72,235.90,,247.08,246.48,245.04,,,,,,,,,,241.46,233.47,224.11,223.07,253.97,L7
2006-05-31 22:19:19+00:00,224.51,220.00,,991.77,725.93,631.29,541.92,,,267.69,,,,,218.69,224.42,228.28,243.65,242.78,250.61,253.25,258.21,250.13,235.17,255.81,255.54,329.19,355.35,334.09,328.18,242.34,235.35,223.94,228.32,283.58,L5
2006-06-01 22:10:50+00:00,,,237.59,960.64,,,,,,,,,,,,228.41,227.36,,231.72,227.87,250.25,256.47,247.78,224.57,234.41,246.59,,,,,234.99,230.25,217.94,221.48,252.14,L7
2006-06-17 22:10:46+00:00,,219.06,237.71,,734.68,658.68,543.62,,669.63,,,,,,195.21,213.83,201.47,213.27,,,213.81,218.69,214.69,211.17,215.38,,,376.13,,,,,,,,L7
2006-06-24 22:16:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,352.93,350.86,,,262.17,,,,,L7
2006-06-25 22:13:31+00:00,230.93,231.22,,988.84,,,583.34,,,,,,,,,246.69,,,,,,,,,,,,,372.82,,,,,,,L5
2006-07-27 22:13:58+00:00,,,,970.08,,,,,,,,,,,,,228.69,255.91,,,,,,237.26,232.13,239.69,330.51,333.12,338.85,,,202.10,212.01,210.96,258.42,L5
2006-08-03 22:20:15+00:00,250.80,260.91,,946.61,757.06,655.89,613.68,,,280.44,,,,,212.54,212.01,224.29,233.91,224.07,230.72,,,,197.25,,,,,,,,,,,,L5
2006-08-04 22:10:28+00:00,,263.96,,949.00,743.91,659.15,,915.99,,296.30,961.73,,900.96,925.97,222.83,228.44,229.41,232.78,247.25,239.79,248.57,245.85,,,224.17,231.32,,,,,233.55,230.75,222.21,223.74,244.37,L7
2006-08-28 22:14:23+00:00,,231.66,199.97,947.20,730.19,633.80,576.65,,,,,,,,203.94,220.29,209.95,213.20,233.09,235.93,246.61,250.89,235.72,226.77,238.36,235.22,,,,,221.78,218.82,218.46,228.87,250.84,L5
2006-09-20 22:20:51+00:00,219.45,240.27,,960.04,727.75,631.50,574.54,,,,,,,,223.15,218.17,222.09,219.78,225.24,236.21,258.40,261.41,241.55,222.70,230.53,245.04,319.33,342.31,344.90,332.90,247.06,260.47,227.22,235.13,277.71,L5
2006-09-28 22:16:24+00:00,,,222.57,,,,560.24,859.00,,,,,815.58,870.79,,,,,224.77,228.58,244.15,247.29,234.38,224.10,230.86,240.40,,,,,,,,224.83,248.20,L7
2007-01-02 22:17:11+00:00,,246.31,,990.17,689.53,618.98,,855.24,,,,,848.10,867.55,247.09,235.96,241.41,,,,292.28,,,,,,,,,,,,,,,L7
2007-02-03 22:17:19+00:00,,,,,,,,,,,,,,,,,,,232.17,245.58,257.82,265.12,,224.32,230.32,243.03,,,,,,,,227.73,286.65,L7
2007-02-04 22:15:45+00:00,203.26,,,983.42,711.62,633.03,532.93,,,,,381.44,,,213.79,228.85,229.74,218.06,224.38,238.65,245.55,257.81,245.25,225.95,227.79,244.45,306.19,330.32,332.77,313.79,240.38,239.14,221.37,223.38,261.94,L5
2007-02-19 22:17:25+00:00,290.29,,,979.40,,,,,,,,,,,,222.76,221.69,217.80,220.16,221.49,237.61,248.45,252.42,,,,,,,,248.50,233.62,230.22,228.73,268.91,L7
2007-03-16 22:11:19+00:00,,,,980.32,733.80,641.79,561.93,,,261.15,,,,,221.15,223.88,236.24,221.93,,,,240.79,224.02,220.56,227.31,217.07,,,,,223.41,211.84,,,,L7
2007-03-23 22:17:30+00:00,287.73,,189.70,949.79,,,,817.24,,,,,,831.62,202.66,221.94,217.30,218.27,218.00,216.71,238.14,242.23,,,,,,,,,227.56,222.46,212.63,213.48,,L7
2007-04-01 22:11:19+00:00,333.14,218.04,,958.14,726.26,671.31,544.42,796.96,,,,,,831.78,,216.91,219.80,,,251.34,,,,243.46,252.99,,,,343.05,346.98,,,,,,L7
2007-05-19 22:11:07+00:00,293.89,,,953.42,748.41,650.65,,,,,,,864.63,,182.25,214.00,212.05,209.25,217.09,213.77,224.90,231.20,221.82,206.37,210.66,213.50,,,,,222.22,210.53,214.41,204.58,225.79,L7
2007-07-06 22:11:01+00:00,315.82,,,945.55,,,,,,,,,,,,219.68,220.89,217.93,221.62,220.07,240.34,244.68,216.89,215.03,214.33,220.82,,,,,219.76,209.39,206.04,208.71,227.40,L7
2007-08-07 22:10:52+00:00,,259.00,,931.28,760.27,663.37,580.51,,,,991.73,,897.84,,229.86,213.24,217.58,,,232.26,234.78,237.79,223.13,212.23,222.34,225.85,,,,,221.99,,,221.72,248.63,L7
2007-08-14 22:17:00+00:00,,,,,690.78,635.44,,,,,,373.17,,,230.90,230.15,257.66,,,,,,,,,,321.47,351.01,357.38,,,,,,,L7
