dates,sar2181-0000,sar2181-0001,sar2181-0002,sar2181-0003,sar2181-0004,satname
1984-04-13 09:27:07+00:00,267.93,197.0,178.59,195.84,235.35,L5
1984-05-06 09:33:03+00:00,246.91,201.32,178.7,194.27,238.75,L5
1984-07-18 09:28:46+00:00,289.12,211.75,179.71,194.22,235.83,L5
1984-08-03 09:29:20+00:00,252.07,202.06,182.5,200.01,248.37,L5
1984-09-11 09:35:50+00:00,277.84,199.63,178.81,193.85,245.84,L5
1984-10-22 09:30:00+00:00,301.29,202.48,179.72,195.51,241.27,L5
1984-11-07 09:29:53+00:00,281.33,205.2,179.66,195.9,240.72,L5
1984-12-09 09:29:58+00:00,249.24,201.51,189.38,198.73,232.58,L5
1985-02-02 09:36:09+00:00,269.78,201.3,178.66,195.54,242.1,L5
1985-02-11 09:30:23+00:00,255.99,200.41,179.01,195.7,238.78,L5
1985-04-23 09:36:23+00:00,231.32,196.73,173.32,191.48,233.13,L5
1985-05-02 09:30:07+00:00,240.37,202.49,179.06,194.17,236.76,L5
1985-06-03 09:30:04+00:00,229.89,196.76,173.6,195.76,234.78,L5
1985-06-10 09:35:50+00:00,231.21,188.71,173.36,190.03,233.65,L5
1985-06-26 09:35:47+00:00,230.26,198.19,175.11,190.76,234.62,L5
1985-07-05 09:29:57+00:00,242.87,160.65,149.75,192.06,272.27,L5
1985-08-13 09:35:48+00:00,235.49,196.6,164.34,189.91,236.49,L5
1985-08-22 09:29:32+00:00,275.1,206.82,179.14,196.43,238.15,L5
1985-09-14 09:35:25+00:00,,197.92,181.57,192.4,237.98,L5
1985-10-09 09:28:59+00:00,296.93,204.24,178.48,194.95,241.21,L5
1985-11-10 09:28:33+00:00,278.34,196.52,173.01,196.05,241.98,L5
1985-12-03 09:33:55+00:00,256.47,205.88,178.7,195.02,235.85,L5
1986-01-04 09:33:20+00:00,256.15,,,,275.53,L5
1986-01-13 09:27:22+00:00,270.42,214.21,191.29,208.44,226.91,L5
1986-03-25 09:32:01+00:00,277.15,211.84,177.13,190.63,232.18,L5
1986-04-19 09:25:17+00:00,252.28,203.82,173.13,194.18,246.74,L5
1986-05-12 09:30:29+00:00,269.02,203.27,179.53,192.25,250.96,L5
1986-05-28 09:30:02+00:00,233.2,196.57,167.32,188.67,238.42,L5
1986-07-08 09:22:57+00:00,273.65,205.93,178.81,202.02,240.33,L5
1986-07-24 09:22:23+00:00,234.22,198.48,165.77,189.5,228.36,L5
1986-07-31 09:28:19+00:00,240.31,197.7,167.26,188.58,237.54,L5
1986-08-16 09:27:20+00:00,268.44,205.04,179.63,200.41,238.7,L5
1986-09-17 09:26:37+00:00,271.98,205.5,177.49,190.13,235.94,L5
1986-09-26 09:20:09+00:00,,199.69,177.48,209.99,236.15,L5
1986-10-12 09:19:38+00:00,240.45,207.11,177.62,200.59,236.07,L5
1986-12-22 09:24:45+00:00,234.0,203.73,180.13,203.08,234.1,L5
1987-01-16 09:19:41+00:00,236.28,201.04,178.58,202.68,235.45,L5
1987-02-08 09:26:31+00:00,259.53,206.46,173.89,181.95,228.16,L5
1987-02-17 09:20:35+00:00,245.81,199.83,173.41,189.56,232.7,L5
1987-03-21 09:22:02+00:00,248.08,203.89,182.1,195.21,242.37,L5
1987-04-06 09:22:36+00:00,251.7,211.76,176.2,196.63,239.83,L5
1987-04-29 09:29:06+00:00,244.16,200.54,173.68,194.88,245.78,L5
1987-05-08 09:23:35+00:00,255.01,205.09,173.62,192.81,244.19,L5
1987-06-09 09:24:23+00:00,279.77,205.43,177.78,193.03,238.04,L5
1987-06-25 09:24:44+00:00,268.77,211.79,180.33,195.51,231.91,L5
1987-07-11 09:25:03+00:00,250.33,205.92,180.4,194.59,233.7,L5
1987-07-18 09:30:57+00:00,264.55,200.65,179.7,195.87,237.39,L5
1987-07-27 09:25:25+00:00,259.37,205.55,177.93,192.8,237.14,L5
1987-08-03 09:31:25+00:00,280.55,206.75,179.73,195.95,235.76,L5
1987-08-19 09:32:18+00:00,257.55,201.6,177.28,191.2,237.56,L5
1987-08-28 09:26:22+00:00,251.57,199.92,173.09,191.65,235.03,L5
1987-09-13 09:26:45+00:00,237.22,200.85,173.37,190.25,232.31,L5
1987-09-20 09:32:42+00:00,267.56,204.37,177.47,192.56,238.71,L5
1987-10-31 09:27:40+00:00,245.84,199.55,174.03,195.86,244.1,L5
1987-11-07 09:34:02+00:00,282.99,206.67,177.57,192.85,236.0,L5
1987-11-16 09:28:03+00:00,300.15,211.69,178.5,188.71,234.0,L5
1987-12-02 09:28:18+00:00,266.24,202.29,181.73,194.64,237.23,L5
