dates,satname,nzd0046-0000,nzd0046-0001,nzd0046-0002,nzd0046-0003,nzd0046-0004,nzd0046-0005,nzd0046-0006,nzd0046-0007,nzd0046-0008,nzd0046-0009,nzd0046-0010,nzd0046-0011,nzd0046-0012,nzd0046-0013,nzd0046-0014,nzd0046-0015,nzd0046-0016,nzd0046-0017,nzd0046-0018,nzd0046-0019,nzd0046-0020,nzd0046-0021,nzd0046-0022,nzd0046-0023,nzd0046-0024,nzd0046-0025,nzd0046-0026,nzd0046-0027,nzd0046-0028,nzd0046-0029,nzd0046-0030,nzd0046-0031,nzd0046-0032,nzd0046-0033,nzd0046-0034,nzd0046-0035,nzd0046-0036,nzd0046-0037,nzd0046-0038,nzd0046-0039,nzd0046-0040,nzd0046-0041,nzd0046-0042,nzd0046-0043,nzd0046-0044,nzd0046-0045,nzd0046-0046,nzd0046-0047,nzd0046-0048,nzd0046-0049,nzd0046-0050,nzd0046-0051,nzd0046-0052,nzd0046-0053,nzd0046-0054,nzd0046-0055,nzd0046-0056,nzd0046-0057,nzd0046-0058,nzd0046-0059,nzd0046-0060,nzd0046-0061,nzd0046-0062,nzd0046-0063,nzd0046-0064,nzd0046-0065,nzd0046-0066,nzd0046-0067,nzd0046-0068,nzd0046-0069,nzd0046-0070,nzd0046-0071,nzd0046-0072,nzd0046-0073,nzd0046-0074,nzd0046-0075,nzd0046-0076,nzd0046-0077,nzd0046-0078,nzd0046-0079,nzd0046-0080,nzd0046-0081,nzd0046-0082,nzd0046-0083,nzd0046-0084,nzd0046-0085,nzd0046-0086,nzd0046-0087,nzd0046-0088,nzd0046-0089,nzd0046-0090,nzd0046-0091,nzd0046-0092,nzd0046-0093,nzd0046-0094
1999-08-17 22:10:26+00:00,L7,,,,,,,,,,427.99,420.53,418.17,425.63,428.40,426.20,420.47,422.36,424.18,423.52,415.76,418.37,411.81,419.63,420.17,412.81,409.16,408.86,412.25,416.28,424.40,417.04,413.65,416.54,408.85,405.28,402.38,401.81,405.12,409.69,417.12,415.05,409.03,411.05,412.11,409.69,401.61,396.87,393.98,392.92,391.67,394.41,401.40,409.53,409.66,417.68,421.61,425.71,430.76,425.96,416.82,418.16,415.23,413.68,410.54,408.20,410.48,409.29,409.17,410.11,405.94,408.97,408.01,410.88,411.11,421.34,417.02,411.66,413.58,409.03,408.61,410.40,409.05,411.35,413.70,419.53,418.71,414.92,416.85,412.86,410.50,413.93,413.79,409.16,407.65,406.92
2000-02-09 22:10:19+00:00,L7,390.37,391.19,390.69,393.38,397.14,399.10,399.63,399.67,400.57,396.32,396.20,393.17,397.51,400.04,406.10,403.91,409.95,404.40,401.63,399.93,398.10,399.87,394.17,390.95,388.49,375.27,370.14,365.75,367.46,372.29,391.46,397.06,395.18,391.36,390.61,389.94,387.60,381.24,376.90,382.43,382.41,380.40,379.53,378.91,382.55,382.96,382.25,377.95,372.62,371.08,374.93,370.16,369.93,387.02,384.72,390.74,401.19,398.60,394.77,389.92,382.70,367.26,374.23,373.72,373.24,375.14,380.12,380.72,383.29,379.56,385.81,388.05,390.87,392.38,391.94,388.29,389.75,392.47,387.89,386.43,386.57,383.83,385.38,383.03,380.29,381.00,384.67,387.05,387.22,385.91,386.58,393.17,386.01,382.21,378.65
2000-04-29 22:09:53+00:00,L7,424.41,426.36,431.44,425.43,427.51,426.76,431.75,432.62,434.37,431.90,430.74,429.16,430.78,430.56,433.34,436.39,441.61,436.27,439.58,435.69,431.98,429.69,426.89,429.34,425.95,421.51,419.57,415.65,426.76,428.07,427.66,426.59,431.71,431.66,423.67,419.38,416.92,418.44,421.15,422.74,423.75,415.88,420.10,414.16,412.91,415.82,418.29,417.81,415.07,417.50,417.79,426.12,423.10,431.51,428.92,425.45,437.78,432.24,427.38,421.19,418.18,413.80,411.76,412.49,411.50,412.44,412.81,412.10,414.83,420.38,427.35,430.31,428.44,427.38,429.93,427.57,433.04,433.95,435.97,432.13,429.98,425.13,427.59,430.87,434.09,438.09,431.65,428.19,423.77,419.71,414.78,418.46,415.95,407.67,408.69
2000-05-15 22:09:42+00:00,L7,393.09,394.32,393.66,394.85,394.63,400.20,400.89,405.26,405.56,407.83,405.64,409.36,403.71,406.53,412.20,413.70,410.57,407.15,403.76,405.75,403.87,400.27,401.94,403.26,398.29,388.27,379.71,380.59,376.07,380.23,383.43,389.03,395.66,395.17,395.26,392.40,394.15,390.30,393.89,392.42,393.32,392.67,395.50,390.02,392.98,390.43,389.30,388.39,387.83,385.63,388.63,385.74,384.31,399.67,400.51,406.36,416.06,412.17,398.70,390.78,376.37,365.67,369.51,370.52,377.67,378.96,387.70,387.00,387.99,396.98,397.09,399.73,402.66,402.16,404.81,406.22,410.77,413.08,406.59,404.43,404.96,404.34,396.38,395.36,400.57,399.60,399.18,400.18,394.02,395.09,391.23,388.36,389.67,387.30,390.20
2000-08-03 22:08:44+00:00,L7,385.37,387.92,385.61,384.16,387.05,392.65,396.83,396.63,387.45,388.82,390.79,392.37,394.38,393.92,402.67,403.00,385.88,315.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.28,363.26,369.06,375.28,,373.75,373.66,,,,,,,,,,,,,,,,83.19,142.06,116.64,78.20,,,,394.75,387.76,386.23,375.89,375.58,391.16,392.16,379.96,382.64,387.05,389.13,388.92,393.15,392.23,391.93,382.61,378.49,378.58
2000-08-19 22:08:38+00:00,L7,380.52,374.04,383.55,382.20,379.95,383.16,388.47,392.39,386.83,390.04,398.07,389.50,397.14,401.17,398.69,393.71,390.69,383.66,384.44,389.22,382.79,383.53,387.47,386.98,380.41,377.66,372.55,368.60,370.05,387.13,382.39,,,386.39,385.59,,,,,,,,,,79.28,,374.67,370.24,370.11,363.78,365.39,362.42,346.19,351.96,366.70,369.87,378.69,398.65,395.44,392.08,387.26,370.60,369.19,367.21,365.68,369.11,,,,,377.81,386.70,384.88,389.15,386.83,378.92,377.14,382.22,382.76,385.32,384.19,382.06,376.86,376.63,379.21,382.66,382.89,388.69,389.69,388.63,388.19,384.72,,,
2000-09-04 22:08:22+00:00,L7,406.93,407.28,410.64,412.11,416.07,417.70,425.35,424.38,416.53,418.63,425.37,426.04,435.86,423.71,421.31,416.79,417.12,416.85,413.99,416.76,414.97,413.23,417.27,423.11,412.77,405.72,390.61,393.18,392.26,410.92,420.63,424.19,427.20,420.78,406.50,406.81,400.11,403.04,404.55,403.05,401.74,407.91,411.69,406.27,398.65,395.29,391.52,397.82,389.88,387.27,385.90,396.09,406.30,415.71,410.31,414.31,423.45,429.91,434.68,443.31,441.40,408.01,420.96,417.18,407.83,408.64,408.84,410.37,416.51,418.64,425.24,421.73,415.51,411.05,415.90,418.81,409.95,415.07,427.09,426.30,418.37,409.62,404.77,408.55,413.61,410.13,416.33,421.16,430.24,431.80,426.48,424.39,425.93,421.21,413.06
2000-10-22 22:07:50+00:00,L7,399.40,397.84,402.46,409.57,415.39,415.99,423.64,424.26,425.50,423.63,426.14,428.96,433.35,440.98,441.89,427.90,427.09,421.90,425.76,418.27,409.76,411.02,417.89,426.53,420.54,418.91,415.09,408.15,418.27,423.88,425.96,418.77,424.41,419.17,419.34,416.74,415.45,422.16,417.10,416.65,420.83,415.04,415.09,411.24,406.32,406.22,405.08,402.12,397.21,399.75,400.50,407.19,411.52,411.21,414.30,426.40,432.12,429.68,430.93,434.21,425.42,409.77,407.82,408.77,399.18,398.09,404.92,410.73,413.39,415.87,421.97,420.16,418.16,418.37,424.55,419.92,417.30,409.22,404.41,405.97,408.51,411.36,409.48,412.59,415.72,417.82,422.36,423.83,420.38,419.03,415.84,417.97,409.09,409.97,418.74
2000-11-07 22:07:53+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-26 22:08:07+00:00,L7,368.65,374.32,377.28,377.99,374.98,380.72,387.44,391.98,387.78,388.97,393.06,390.74,391.64,395.38,394.79,390.28,390.40,389.47,381.25,381.16,378.98,379.86,377.55,376.16,374.26,371.75,363.32,365.33,365.60,368.18,374.13,380.48,384.23,384.59,383.23,377.06,381.83,383.56,385.47,381.80,378.87,377.89,376.49,378.30,378.00,378.31,374.98,369.33,365.30,365.65,366.12,362.48,354.91,375.61,368.42,375.83,385.52,394.06,390.14,378.05,359.88,342.93,348.23,356.17,359.76,361.80,361.48,361.00,364.78,368.75,369.46,369.37,370.39,369.67,374.72,377.19,379.56,377.37,381.58,380.86,376.71,376.12,383.24,377.93,377.11,377.75,375.06,379.13,380.51,379.69,379.55,377.64,372.44,369.28,368.33
