dates,satname,nzd0209-0000,nzd0209-0001,nzd0209-0002,nzd0209-0003,nzd0209-0004,nzd0209-0005,nzd0209-0006,nzd0209-0007,nzd0209-0008,nzd0209-0009,nzd0209-0010,nzd0209-0011,nzd0209-0012,nzd0209-0013,nzd0209-0014,nzd0209-0015,nzd0209-0016,nzd0209-0017,nzd0209-0018,nzd0209-0019,nzd0209-0020,nzd0209-0021,nzd0209-0022,nzd0209-0023,nzd0209-0024,nzd0209-0025,nzd0209-0026,nzd0209-0027,nzd0209-0028,nzd0209-0029
2001-04-20 21:43:46+00:00,L7,408.05,393.11,410.93,394.54,341.92,344.87,334.81,323.25,315.79,317.72,318.43,317.96,325.13,331.31,333.34,330.94,318.67,321.51,319.98,320.12,317.73,315.90,312.78,317.22,316.84,318.37,318.16,325.34,310.59,310.92
2001-05-22 21:43:30+00:00,L7,,,,,,,,,,,,,315.90,329.91,331.65,325.77,320.65,318.13,313.27,315.69,316.96,311.86,310.62,313.87,313.56,311.47,307.86,322.45,305.35,303.09
2001-07-25 21:42:54+00:00,L7,,,,,,,,,,,,,304.36,310.12,315.17,307.01,303.63,296.37,298.45,300.54,297.42,297.10,296.14,294.88,296.14,296.78,295.44,289.15,286.19,277.65
2001-08-10 21:42:36+00:00,L7,,,256.68,247.27,594.05,303.45,304.28,296.56,293.23,291.18,300.09,300.16,306.29,314.18,317.94,309.09,305.76,304.72,301.07,299.70,294.96,296.65,293.37,293.95,297.30,289.03,286.12,290.70,,
2001-08-26 21:42:25+00:00,L7,383.73,392.25,344.35,338.14,340.74,340.55,329.42,313.99,312.14,313.99,315.49,316.00,315.89,326.93,334.00,327.68,322.79,321.12,320.16,316.47,316.60,308.27,307.93,311.56,310.72,311.15,313.35,313.17,305.95,295.81
2001-09-27 21:42:05+00:00,L7,452.18,405.91,421.63,389.49,372.41,360.77,353.19,349.11,338.33,335.36,343.49,343.50,346.87,347.77,352.26,340.97,343.76,336.46,332.73,335.60,337.36,334.61,323.98,330.02,334.55,332.50,330.11,326.80,330.10,346.56
2001-10-13 21:41:51+00:00,L7,420.85,389.32,392.82,379.04,367.96,363.98,349.91,341.62,333.20,337.95,340.40,339.70,341.26,343.90,346.95,339.29,334.04,331.51,332.05,328.74,326.21,322.25,321.22,322.67,327.47,322.93,324.96,326.16,315.54,326.78
2001-10-29 21:41:57+00:00,L7,391.31,363.14,357.77,350.98,347.88,352.30,340.45,327.68,323.17,326.80,328.28,331.74,333.90,337.05,342.77,335.26,328.20,323.99,325.27,323.51,322.71,326.06,,,,,,,,
2002-02-18 21:42:30+00:00,L7,360.58,369.66,360.33,257.26,246.17,303.17,306.59,305.28,305.42,304.76,312.36,305.08,308.85,311.27,322.35,306.54,307.54,301.75,302.20,304.96,305.54,302.21,296.95,300.44,305.34,301.55,300.22,300.38,291.11,274.74
2002-08-29 21:41:39+00:00,L7,383.58,352.23,340.96,335.15,327.55,298.95,299.68,289.89,294.08,293.68,296.55,297.73,307.66,314.24,323.35,323.03,314.74,307.11,303.46,309.91,312.37,311.37,305.94,305.22,310.55,306.94,300.07,298.36,301.09,285.01
2002-09-14 21:41:31+00:00,L7,386.19,360.30,353.24,353.36,357.97,329.44,306.18,306.15,301.55,304.91,308.02,315.40,319.04,332.89,333.53,334.85,322.66,319.81,316.89,321.22,321.83,319.39,315.58,319.14,327.34,324.73,315.14,316.29,316.07,316.30
2002-11-01 21:41:30+00:00,L7,391.68,381.77,376.28,368.68,359.46,321.98,324.66,312.31,311.05,313.44,316.19,317.08,319.83,333.01,334.94,330.85,321.75,323.09,326.50,328.63,333.66,332.74,331.80,333.94,334.29,331.64,330.19,329.38,328.79,333.00
2003-01-20 21:42:09+00:00,L7,371.21,363.76,343.04,307.96,228.09,322.49,304.28,291.43,289.28,291.34,290.46,292.43,304.03,309.72,315.52,308.14,309.43,302.73,301.81,298.28,299.48,288.91,283.41,288.36,288.59,289.98,290.39,291.37,278.87,
2003-02-21 21:42:20+00:00,L7,364.63,352.16,338.71,305.62,302.52,318.91,305.75,291.25,284.83,287.86,290.17,288.11,298.61,302.74,307.19,301.80,298.81,293.70,294.42,296.37,291.85,284.08,281.82,289.29,289.04,287.96,287.06,289.84,277.08,266.06
2003-04-10 21:42:26+00:00,L7,395.39,366.84,360.22,324.06,321.26,328.80,312.78,306.44,302.77,301.42,304.67,303.69,308.59,318.13,324.19,322.55,314.38,315.03,313.57,312.22,315.00,311.34,310.29,297.13,314.60,308.56,317.39,316.30,303.95,301.16
2003-04-26 21:42:25+00:00,L7,414.79,380.07,365.73,328.18,329.73,337.32,333.37,316.41,313.41,312.64,313.80,311.99,321.51,325.75,327.52,317.32,323.89,321.40,321.12,317.84,316.17,314.81,310.82,315.08,316.97,315.60,316.04,314.23,312.41,316.49
2003-11-04 21:42:03+00:00,L7,422.70,413.75,381.29,376.25,351.98,356.89,338.81,328.05,317.90,318.43,318.38,321.00,335.51,338.57,347.99,339.57,335.96,329.76,333.24,333.36,329.98,325.10,324.47,323.69,327.45,325.12,329.81,326.61,324.94,326.95
2003-11-20 21:42:19+00:00,L7,415.42,399.58,348.17,349.05,340.45,347.03,338.44,321.06,318.23,315.72,313.90,313.95,327.93,332.66,336.56,331.14,325.06,323.29,323.26,322.74,317.30,315.62,314.38,315.61,323.66,319.28,319.99,320.68,311.64,312.28
2003-11-28 21:32:10+00:00,L5,370.05,358.21,309.37,303.85,314.29,321.50,300.41,290.75,282.98,283.60,284.27,287.91,294.30,305.28,314.98,316.42,304.80,304.35,304.30,304.57,300.60,289.12,285.42,287.00,284.79,284.16,287.53,284.29,280.15,286.84
2003-12-30 21:32:24+00:00,L5,413.31,374.52,356.27,335.26,324.52,328.46,318.81,323.21,314.83,311.24,315.63,315.17,322.83,324.15,327.88,324.65,312.83,314.80,315.47,316.93,327.32,323.15,316.58,320.17,320.91,317.30,317.44,312.27,310.11,298.93
2004-01-23 21:42:42+00:00,L7,378.07,364.35,317.40,287.30,310.21,314.10,292.97,288.75,283.26,284.73,282.48,279.95,287.16,299.32,302.33,296.24,295.46,293.45,294.68,292.90,291.60,292.20,288.19,285.39,288.65,283.78,285.10,288.88,284.99,278.88
2004-02-08 21:42:47+00:00,L7,391.70,367.45,310.28,323.08,319.50,332.21,308.69,299.92,292.27,294.00,290.92,296.22,302.48,309.91,314.03,307.45,303.84,301.33,300.30,304.25,307.40,303.64,297.49,299.87,297.40,293.66,297.31,295.34,293.70,283.71
2004-02-24 21:42:45+00:00,L7,393.11,376.54,289.57,323.20,322.55,,306.77,304.81,290.81,292.00,289.93,292.52,303.98,312.70,320.77,310.90,307.47,304.45,304.85,307.69,309.16,300.77,297.22,298.24,301.28,299.69,297.70,298.85,295.89,283.51
2004-03-27 21:42:57+00:00,L7,411.76,402.29,356.04,342.71,339.76,329.00,295.45,306.56,304.71,308.20,306.66,309.94,312.48,324.01,330.62,326.50,318.57,315.79,313.63,315.26,316.18,313.76,312.21,308.21,310.48,306.83,309.64,313.46,305.85,296.39
2004-05-22 21:34:26+00:00,L5,377.05,365.34,349.03,314.02,311.52,294.31,251.43,277.60,281.87,286.42,289.54,292.48,297.62,305.96,312.00,301.38,299.74,293.86,295.10,295.77,292.69,289.89,286.53,291.43,295.51,295.84,295.04,294.92,290.83,276.97
2004-06-07 21:34:54+00:00,L5,,,,,,,,,,,289.74,293.76,297.04,308.70,317.12,315.65,314.13,302.29,304.21,304.30,304.47,304.05,299.66,300.05,299.50,297.14,301.85,295.32,290.29,279.26
2004-08-02 21:42:28+00:00,L7,387.27,372.67,356.13,349.88,343.00,340.83,288.93,298.13,299.78,300.35,305.66,308.33,310.44,317.82,328.45,318.20,317.78,317.21,312.67,311.10,313.21,308.99,305.48,308.84,310.61,305.14,304.99,308.12,303.62,278.18
2004-09-03 21:42:23+00:00,L7,372.49,367.86,347.31,338.72,329.22,329.86,274.30,279.78,285.53,289.10,290.49,289.93,294.50,305.11,312.16,305.34,303.94,297.62,296.91,301.54,298.40,295.33,289.22,294.73,295.07,292.81,288.64,291.49,285.06,270.68
2004-09-19 21:42:17+00:00,L7,373.76,366.70,356.84,341.01,341.58,329.15,274.25,288.56,288.39,289.56,294.72,292.43,306.48,310.65,312.84,306.83,311.09,311.38,306.49,308.81,302.31,301.04,301.60,299.04,300.03,295.96,297.66,291.58,284.04,270.28
2004-11-22 21:42:42+00:00,L7,404.49,398.54,383.28,435.45,,,289.31,,,,,,,,335.01,334.70,325.81,323.50,324.10,329.93,324.95,322.84,,,325.50,323.73,325.19,324.32,318.96,316.70
2004-12-08 21:42:50+00:00,L7,411.56,405.76,395.28,383.88,378.73,367.08,338.25,304.95,315.12,316.46,320.10,321.15,325.10,333.96,341.02,339.08,335.22,332.07,332.08,333.46,324.72,327.87,325.84,329.01,332.86,330.29,327.81,326.99,318.80,318.18
2004-12-16 21:39:23+00:00,L5,376.87,370.90,353.82,351.68,345.64,321.70,239.67,268.50,278.82,282.93,289.95,301.97,305.25,313.01,322.71,315.06,307.99,296.43,291.65,295.05,293.02,286.37,287.37,285.99,298.33,299.45,297.22,302.40,291.06,277.46
2005-02-10 21:43:14+00:00,L7,367.76,361.77,340.69,330.15,332.33,314.38,292.31,288.89,281.50,280.48,283.45,277.84,285.10,297.08,300.94,296.58,290.45,288.63,291.98,292.05,285.71,283.30,288.91,285.12,279.83,278.29,276.38,274.37,274.11,
2005-02-18 21:40:18+00:00,L5,385.72,377.34,374.23,365.48,359.84,341.23,317.67,309.24,313.53,319.01,318.05,315.29,308.95,314.76,328.02,320.10,317.65,315.98,317.93,325.77,321.72,309.38,317.71,317.51,316.06,315.63,324.72,315.89,308.37,302.67
2005-03-30 21:43:20+00:00,L7,377.54,376.39,339.35,346.76,332.69,318.61,319.35,308.15,305.33,300.93,305.02,298.89,306.99,309.87,324.78,317.42,313.27,318.24,311.18,314.51,315.20,312.12,311.33,309.12,308.45,305.90,302.59,304.83,294.51,278.18
2005-05-09 21:40:56+00:00,L5,381.10,371.98,358.48,339.31,329.61,306.27,309.01,307.77,298.40,301.81,298.63,303.31,308.27,308.27,323.71,306.46,306.01,304.13,298.93,303.47,307.38,299.28,306.97,311.39,308.20,307.68,302.22,304.36,294.27,283.19
2005-06-26 21:41:16+00:00,L5,,,,,,,,,,,,283.72,299.75,304.18,309.25,305.37,302.01,,,,,,,,,,,,,
2005-07-20 21:43:05+00:00,L7,,,,,,,,,,,,,310.23,316.45,328.73,326.08,315.33,314.57,322.29,314.31,313.24,316.32,312.80,312.08,311.68,309.01,313.22,317.73,312.64,306.31
2005-08-05 21:43:03+00:00,L7,,,,,,,,,,,,297.74,303.37,310.05,320.42,313.97,310.57,299.13,304.12,309.24,308.99,306.74,298.93,303.79,303.44,302.94,304.24,311.76,299.71,301.10
2005-08-29 21:41:46+00:00,L5,381.59,371.27,358.93,353.43,351.41,349.62,338.27,331.24,325.81,321.67,308.55,312.60,311.33,312.91,324.46,321.22,319.48,332.24,327.65,328.97,329.44,324.96,316.95,319.39,309.37,314.69,311.02,317.69,306.59,310.86
2005-09-06 21:42:48+00:00,L7,361.30,350.34,344.60,335.30,322.89,309.94,304.77,298.03,298.13,291.96,289.20,290.45,296.25,302.60,308.34,303.77,296.41,295.90,294.71,296.35,300.18,289.75,287.12,285.21,287.18,287.12,285.70,287.51,278.06,269.90
2005-10-08 21:42:41+00:00,L7,359.14,353.39,346.93,340.11,309.25,320.80,308.97,301.60,294.10,294.76,297.86,299.07,302.85,306.84,312.37,306.80,304.64,307.30,300.62,308.15,310.53,303.14,299.77,293.42,294.24,295.84,296.39,297.55,290.61,284.94
2005-11-01 21:41:44+00:00,L5,370.33,359.00,369.05,350.11,344.65,344.52,330.92,313.77,291.99,291.26,292.76,293.77,300.42,302.15,324.84,322.85,316.10,317.70,316.35,319.49,317.28,298.13,298.68,294.50,299.40,296.75,297.79,300.60,302.48,307.07
2006-01-20 21:43:37+00:00,L5,377.05,363.25,353.53,342.00,292.75,327.34,314.41,306.96,300.71,300.80,299.15,302.06,306.98,305.85,319.34,312.97,307.57,302.16,300.65,309.55,311.46,308.12,303.80,303.83,302.46,299.44,300.40,305.53,298.85,291.86
2006-02-05 21:44:00+00:00,L5,368.29,361.30,343.52,321.27,306.80,332.29,326.92,309.66,306.44,302.44,302.54,306.39,308.19,313.54,317.04,308.91,309.49,315.94,312.82,309.26,309.39,308.96,305.08,301.82,298.96,298.43,301.16,300.70,295.10,290.09
2006-03-17 21:43:46+00:00,L7,351.53,351.02,335.77,290.18,308.79,326.24,304.02,302.87,295.70,299.44,309.88,314.23,311.21,311.42,305.37,306.25,302.58,310.13,312.56,302.44,301.18,299.05,297.42,296.23,297.42,300.42,296.54,296.08,289.06,282.79
2006-04-02 21:43:44+00:00,L7,360.45,330.41,253.74,242.77,227.72,307.23,303.52,297.10,298.28,291.96,297.08,303.39,302.52,305.72,314.22,299.58,298.71,302.69,290.84,297.26,296.21,287.88,291.82,294.14,,,,,,
2006-05-12 21:45:46+00:00,L5,,,,,,,,,,,,,318.87,320.67,324.46,319.73,313.48,313.38,311.68,312.09,313.59,319.29,312.21,306.89,309.66,310.21,307.41,316.16,311.49,307.36
2006-06-13 21:46:13+00:00,L5,,,,,,,,,,,,,310.69,313.97,318.23,306.59,304.90,306.57,299.90,306.91,309.93,302.57,298.83,303.52,306.32,299.90,298.97,298.88,298.03,286.33
2006-09-01 21:47:19+00:00,L5,408.93,385.20,365.29,340.92,286.79,232.69,316.63,298.53,301.72,305.85,308.14,308.77,311.28,328.49,336.31,326.72,324.45,320.76,323.36,318.45,312.57,310.23,310.80,315.99,313.25,309.98,310.86,323.51,317.21,309.93
2006-09-17 21:47:31+00:00,L5,449.21,432.43,424.62,413.51,375.50,382.17,327.41,326.00,317.78,317.82,323.35,329.68,338.31,342.01,348.26,346.63,341.30,331.87,335.02,335.91,337.68,335.16,331.44,330.10,331.55,331.46,333.55,334.56,321.52,320.18
2006-09-25 21:43:08+00:00,L7,376.51,342.19,264.13,235.65,221.74,201.90,295.48,299.23,293.03,294.98,302.04,306.16,307.22,313.25,324.80,315.24,313.27,301.67,305.33,311.42,311.25,309.76,309.76,303.43,309.66,309.64,307.17,311.59,306.22,301.85
2006-10-27 21:43:21+00:00,L7,383.67,343.06,363.03,364.02,332.80,262.72,286.49,289.46,289.90,289.51,295.17,297.30,302.67,307.34,319.11,313.77,309.88,304.27,299.67,302.11,305.23,299.77,295.49,301.29,302.17,295.94,295.80,297.26,296.12,292.46
2006-11-12 21:43:34+00:00,L7,408.70,379.92,375.39,365.34,349.43,329.10,301.29,295.88,304.09,310.66,313.48,315.31,316.41,323.48,328.13,320.62,314.97,319.24,320.72,321.95,318.71,319.96,320.10,314.41,319.16,319.24,321.44,324.26,307.34,308.51
2006-11-28 21:43:44+00:00,L7,402.52,387.41,373.85,353.07,346.73,317.95,309.46,289.89,295.26,307.90,312.94,315.62,316.59,331.26,334.86,330.36,314.54,319.79,312.94,320.19,321.31,315.96,312.70,313.13,317.51,320.61,322.83,318.43,309.95,
2006-12-14 21:43:50+00:00,L7,429.81,400.84,,,,,,,,,,,,,,,,,338.47,338.87,362.26,343.84,331.91,332.03,336.04,327.58,326.66,328.21,319.06,320.49
2007-01-23 21:48:36+00:00,L5,353.21,288.71,354.67,349.97,335.75,328.85,308.58,280.85,272.25,276.75,287.98,290.61,300.49,307.55,323.17,317.22,307.82,304.66,298.05,303.63,292.20,285.02,280.14,283.94,288.52,292.23,294.13,302.23,295.58,288.31
2007-01-31 21:44:00+00:00,L7,410.76,417.97,380.28,366.14,344.63,337.43,323.05,310.55,307.55,308.01,307.77,308.64,319.17,328.06,334.80,327.94,321.12,322.93,322.55,318.66,317.43,317.09,314.79,314.01,317.60,320.67,319.67,324.65,312.19,308.32
2007-02-16 21:44:06+00:00,L7,,,,,339.10,329.50,309.06,303.81,303.62,302.66,303.15,305.32,306.54,311.03,317.22,304.85,305.50,298.08,300.64,308.51,311.55,305.88,304.16,303.07,308.92,307.12,305.67,306.91,301.52,295.48
2007-04-21 21:44:09+00:00,L7,349.67,376.75,366.18,349.28,337.30,336.03,320.00,310.56,308.71,307.36,310.64,301.80,306.69,307.70,321.21,309.98,309.65,314.88,315.80,314.21,316.02,313.73,312.93,314.19,310.10,307.58,310.45,307.34,298.72,284.29
2007-05-07 21:44:05+00:00,L7,362.14,372.24,356.24,346.24,335.77,334.57,311.20,303.12,299.08,299.49,302.30,304.29,304.42,309.84,315.77,305.44,301.55,300.69,311.18,312.83,317.06,312.36,310.52,312.27,313.22,309.71,311.71,312.87,306.22,292.32
2007-06-08 21:43:56+00:00,L7,,,,,,,,,,,,322.82,329.94,342.63,350.65,339.23,338.12,337.86,335.78,342.26,337.56,332.47,329.93,330.34,335.19,329.59,331.79,335.66,340.53,331.85
2007-07-26 21:43:49+00:00,L7,,,,,,,,,,,,,,,345.18,336.64,330.76,330.23,335.25,336.46,336.11,333.67,328.08,329.66,337.70,336.54,338.44,347.63,339.55,341.01
2007-09-12 21:43:29+00:00,L7,379.79,376.07,359.90,341.95,341.47,342.58,323.76,309.16,307.83,304.94,302.47,304.09,307.79,311.00,321.35,309.21,306.89,303.97,306.41,308.11,310.18,313.58,308.81,311.89,313.33,307.77,307.65,314.94,306.73,295.36
2007-10-30 21:43:38+00:00,L7,351.54,365.70,352.91,346.20,341.54,338.37,325.01,310.08,307.49,298.76,298.12,301.08,303.60,305.07,306.00,304.18,294.55,296.08,298.07,304.29,306.92,301.38,300.15,296.92,295.13,294.34,296.79,301.50,293.38,280.94
2008-01-18 21:44:01+00:00,L7,388.42,368.25,361.90,355.24,349.86,353.00,336.50,326.53,322.48,317.83,323.54,321.67,325.24,331.53,333.62,327.92,320.34,319.00,319.51,321.83,320.16,315.97,316.33,317.46,325.43,317.43,321.37,321.47,311.50,306.80
2008-02-03 21:43:59+00:00,L7,388.90,369.47,365.84,360.15,350.27,352.91,336.62,320.51,313.72,316.18,321.41,325.47,329.07,331.30,335.06,327.90,321.04,314.20,314.20,317.66,314.86,312.91,315.54,314.40,325.51,325.49,321.84,323.35,313.00,309.91
2008-03-22 21:43:49+00:00,L7,344.65,343.29,338.77,331.19,327.97,324.93,308.82,298.11,293.58,293.06,300.30,298.18,300.59,306.57,312.92,303.59,307.76,298.98,301.40,304.52,306.29,303.21,305.10,302.97,301.70,301.96,298.28,303.23,289.57,276.84
2008-06-10 21:43:27+00:00,L7,,,,,,,,,,,,,,328.80,331.97,321.80,320.12,320.80,321.22,322.20,331.64,325.44,321.88,325.49,324.05,323.38,326.32,319.02,314.66,308.25
2008-07-12 21:43:06+00:00,L7,378.77,372.21,368.35,371.44,369.41,351.65,360.20,349.15,340.51,339.08,340.78,342.25,339.22,346.41,337.80,350.21,341.31,331.26,,,334.30,329.89,320.58,328.84,319.88,334.29,322.44,337.10,319.52,319.76
2008-08-13 21:42:50+00:00,L7,,,,,,,,,,,,333.10,336.39,343.77,351.39,343.18,342.12,334.73,335.57,341.29,337.87,330.30,332.26,329.22,339.05,325.05,328.74,329.36,328.28,341.26
2008-08-29 21:42:43+00:00,L7,394.03,371.80,364.61,352.89,342.58,341.14,341.84,334.57,312.75,316.93,319.12,325.86,332.75,335.69,341.68,337.68,333.69,330.85,331.12,334.58,329.81,326.97,324.89,328.02,329.14,327.31,326.01,323.85,320.18,336.87
2008-11-17 21:42:51+00:00,L7,343.63,341.98,332.99,324.26,316.36,314.30,305.08,296.22,296.69,294.13,290.57,289.86,296.01,303.20,306.22,301.38,292.77,295.79,295.57,295.35,290.45,284.45,284.87,288.06,285.10,282.69,285.96,289.79,280.62,273.60
2008-12-03 21:43:03+00:00,L7,354.27,353.48,341.37,339.43,331.56,331.30,319.14,308.59,308.05,302.81,304.86,305.55,305.39,308.53,317.96,310.19,310.61,310.57,309.60,312.36,312.20,307.79,304.57,302.52,306.56,302.98,302.56,306.24,298.33,283.59
2008-12-19 21:43:12+00:00,L7,355.31,360.28,356.98,347.46,345.07,344.04,334.36,320.64,311.61,312.53,313.16,312.33,317.10,327.77,331.40,322.16,315.57,314.07,,,,,,,,,,,,
2009-01-04 21:43:18+00:00,L7,359.49,363.28,350.09,351.11,345.46,344.60,336.87,323.01,319.49,318.13,320.74,319.04,329.89,333.72,335.39,328.31,318.90,321.73,321.58,324.74,322.10,323.66,318.10,318.10,320.66,318.10,320.49,323.19,314.29,305.45
2009-01-20 21:43:24+00:00,L7,382.80,369.01,352.24,341.82,347.65,353.82,338.65,328.16,323.52,321.59,324.14,317.22,320.79,326.68,333.42,331.20,324.06,325.79,326.34,327.51,331.69,330.68,328.53,327.21,320.93,318.08,320.52,322.89,309.85,310.08
2009-02-05 21:43:28+00:00,L7,,,,,339.20,356.01,342.01,326.63,322.84,323.09,321.06,323.41,328.44,332.61,330.17,328.76,324.30,325.03,326.45,333.22,334.73,328.83,327.30,328.96,328.19,325.66,324.30,323.76,310.33,313.94
2009-03-09 21:43:47+00:00,L7,353.28,387.20,364.07,359.41,356.20,348.76,336.76,354.83,323.62,327.81,325.32,330.59,336.31,338.55,343.95,339.74,333.96,327.26,331.02,329.60,331.66,324.03,323.69,322.03,323.68,320.42,324.82,324.12,319.33,330.23
2009-03-25 21:43:54+00:00,L7,380.31,379.99,358.11,355.81,354.29,340.65,325.45,321.16,318.46,318.45,317.96,317.04,325.84,331.69,333.15,334.01,325.84,324.55,327.40,323.00,325.29,319.58,319.34,321.90,326.39,327.09,329.48,324.78,317.36,316.53
2009-05-12 21:44:06+00:00,L7,311.22,,,,,,,,,,,,,,312.21,304.49,298.97,300.76,299.96,304.97,308.57,299.63,291.33,296.97,299.61,297.82,296.19,292.54,287.57,262.23
2009-05-28 21:44:07+00:00,L7,,,,,,,,,,,,,299.77,303.74,312.58,302.04,294.10,291.71,291.19,290.98,293.14,295.63,289.99,290.52,294.38,292.54,291.70,291.32,278.59,252.10
2009-06-13 21:44:06+00:00,L7,,226.57,220.36,281.59,302.37,318.57,304.37,291.02,295.19,301.09,300.00,294.62,296.15,301.06,306.55,301.01,295.85,296.71,302.75,297.66,300.96,297.50,296.94,297.67,297.71,296.71,295.47,291.50,282.97,
2009-09-01 21:43:50+00:00,L7,413.89,375.63,352.80,343.48,346.18,345.08,321.47,314.38,324.11,325.31,342.52,329.49,334.70,342.03,336.27,335.26,339.35,329.20,321.64,327.74,331.53,327.73,318.21,319.09,325.19,323.13,329.08,327.48,319.83,319.73
2009-09-17 21:43:49+00:00,L7,192.61,204.48,262.55,330.62,339.57,346.54,326.45,314.68,308.16,315.06,321.04,320.01,323.71,327.77,330.23,329.84,323.83,321.27,317.98,319.05,323.34,317.91,317.47,315.46,315.48,319.08,319.20,320.79,316.30,305.84
2009-10-19 21:43:53+00:00,L7,331.47,333.72,322.78,325.61,330.59,330.63,310.42,299.44,282.57,283.08,309.32,311.46,311.03,314.92,323.06,307.16,309.77,311.19,312.95,310.58,306.58,304.45,306.38,300.20,302.73,305.28,301.53,303.07,294.34,280.09
2009-11-20 21:44:21+00:00,L7,333.75,342.50,332.53,325.69,320.75,326.21,306.59,292.66,278.05,279.54,289.87,294.29,302.03,311.04,317.54,306.43,307.34,304.40,298.85,306.81,311.79,300.79,300.68,302.29,301.02,295.51,297.91,297.25,289.72,278.56
2009-12-06 21:44:31+00:00,L7,332.93,337.59,325.60,318.53,316.86,317.38,304.37,261.14,255.49,270.03,295.64,300.00,305.79,309.73,312.49,305.19,303.36,297.37,300.52,299.67,305.10,296.11,293.86,294.95,296.44,296.49,294.07,290.51,276.94,265.52
2010-02-08 21:45:30+00:00,L7,401.42,373.90,362.58,359.66,357.30,349.60,334.67,331.88,332.87,318.41,328.47,339.92,338.58,340.43,344.12,335.33,331.84,329.31,330.83,335.04,336.11,333.24,326.09,329.15,328.16,326.67,343.54,355.44,329.84,327.45
2010-03-12 21:45:47+00:00,L7,371.03,358.79,354.68,346.93,341.79,334.72,325.60,308.54,312.43,316.92,322.57,326.03,329.77,334.57,337.81,335.06,329.51,325.68,331.32,335.39,337.14,332.23,331.42,329.72,331.82,325.02,324.50,325.23,311.29,322.50
