dates,nzd0209-0000,nzd0209-0001,nzd0209-0002,nzd0209-0003,nzd0209-0004,nzd0209-0005,nzd0209-0006,nzd0209-0007,nzd0209-0008,nzd0209-0009,nzd0209-0010,nzd0209-0011,nzd0209-0012,nzd0209-0013,nzd0209-0014,nzd0209-0015,nzd0209-0016,nzd0209-0017,nzd0209-0018,nzd0209-0019,nzd0209-0020,nzd0209-0021,nzd0209-0022,nzd0209-0023,nzd0209-0024,nzd0209-0025,nzd0209-0026,nzd0209-0027,nzd0209-0028,nzd0209-0029,satname
2002-02-18 21:42:30+00:00,372.87,380.41,374.66,,,311.77,314.41,317.57,317.71,317.05,320.18,312.90,317.45,319.09,330.95,315.14,316.14,310.35,310.80,315.71,315.10,312.96,307.70,311.19,314.90,310.15,308.04,311.13,301.86,289.07,L7
2002-08-29 21:41:39+00:00,392.15,359.73,350.96,345.15,336.12,304.95,305.13,298.46,302.65,302.25,302.00,303.18,313.66,319.69,329.35,329.03,320.74,313.11,309.46,317.41,319.04,318.87,313.44,312.72,317.22,312.94,305.52,305.86,308.59,295.01,L7
2002-09-14 21:41:31+00:00,381.05,355.80,347.24,347.36,352.83,325.84,302.91,301.01,296.41,299.77,304.75,312.13,315.44,329.62,329.93,331.25,319.06,316.21,313.29,316.72,317.83,314.89,311.08,314.64,323.34,321.13,311.87,311.79,311.57,310.30,L7
2002-11-01 21:41:30+00:00,371.39,364.02,352.61,345.01,339.17,307.78,311.75,292.02,290.76,293.15,303.28,304.17,305.63,320.10,320.74,316.65,307.55,308.89,312.30,310.88,317.88,314.99,314.05,316.19,318.51,317.44,317.28,311.63,311.04,309.33,L7
2003-01-20 21:42:09+00:00,393.21,383.01,368.71,333.63,,337.89,318.28,313.43,311.28,313.34,304.46,306.43,319.43,323.72,330.92,323.54,324.83,318.13,317.21,317.53,316.59,308.16,302.66,307.61,305.70,305.38,304.39,310.62,298.12,,L7
2003-02-21 21:42:20+00:00,387.49,372.16,365.38,332.29,325.38,334.91,320.30,314.11,307.69,310.72,304.72,302.66,314.61,317.29,323.19,317.80,314.81,309.70,310.42,316.37,309.63,304.08,301.82,309.29,306.82,303.96,301.61,309.84,297.08,292.73,L7
2003-04-10 21:42:26+00:00,391.96,363.84,356.22,320.06,317.83,326.40,310.60,303.01,299.34,297.99,302.49,301.51,306.19,315.95,321.79,320.15,311.98,312.63,311.17,309.22,312.33,308.34,307.29,294.13,311.93,306.16,315.21,313.30,300.95,297.16,L7
2003-04-26 21:42:25+00:00,399.08,366.32,347.40,309.85,314.02,326.32,323.37,300.70,297.70,296.93,303.80,301.99,310.51,315.75,316.52,306.32,312.89,310.40,310.12,304.09,303.95,301.06,297.07,301.33,304.75,304.60,306.04,300.48,298.66,298.16,L7
2003-11-04 21:42:03+00:00,406.70,399.75,362.62,357.58,335.98,345.69,328.63,312.05,301.90,302.43,308.20,310.82,324.31,328.39,336.79,328.37,324.76,318.56,322.04,319.36,317.54,311.10,310.47,309.69,315.01,313.92,319.63,312.61,310.94,308.28,L7
2003-11-20 21:42:19+00:00,397.13,383.58,326.84,327.72,322.16,334.23,326.80,302.77,299.94,297.43,302.26,302.31,315.13,321.02,323.76,318.34,312.26,310.49,310.46,306.74,303.08,299.62,298.38,299.61,309.44,306.48,308.35,304.68,295.64,290.95,L7
2003-11-28 21:32:10+00:00,392.05,377.46,335.04,329.52,336.29,336.90,314.41,312.75,304.98,305.60,298.27,301.91,309.70,319.28,330.38,331.82,320.20,319.75,319.70,323.82,317.71,308.37,304.67,306.25,301.90,299.56,301.53,303.54,299.40,312.51,L5
2003-12-30 21:32:24+00:00,413.02,374.27,355.94,334.93,324.23,328.26,318.63,322.92,314.54,310.95,315.45,314.99,322.63,323.97,327.68,324.45,312.63,314.60,315.27,316.68,327.10,322.90,316.33,319.92,320.69,317.10,317.26,312.02,309.86,298.60,L5
2004-01-23 21:42:42+00:00,399.78,383.35,342.73,312.63,331.92,329.30,306.79,310.46,304.97,306.44,296.30,293.77,302.36,313.14,317.53,311.44,310.66,308.65,309.88,311.90,308.49,311.20,307.19,304.39,305.54,298.98,298.92,307.88,303.99,304.21,L7
2004-02-08 21:42:47+00:00,411.99,385.20,333.95,346.75,339.79,346.41,321.60,320.21,312.56,314.29,303.83,309.13,316.68,322.82,328.23,321.65,318.04,315.53,314.50,322.00,323.18,321.39,315.24,317.62,313.18,307.86,310.22,313.09,311.45,307.38,L7
2004-02-24 21:42:45+00:00,415.11,395.79,315.24,348.87,344.55,,320.77,326.81,312.81,314.00,303.93,306.52,319.38,326.70,336.17,326.30,322.87,319.85,320.25,326.94,326.27,320.02,316.47,317.49,318.39,315.09,311.70,318.10,315.14,309.18,L7
2004-03-27 21:42:57+00:00,419.19,408.79,364.71,351.38,347.19,334.20,300.18,313.99,312.14,315.63,311.39,314.67,317.68,328.74,335.82,331.70,323.77,320.99,318.83,321.76,321.96,320.26,318.71,314.71,316.26,312.03,314.37,319.96,312.35,305.06,L7
2004-05-22 21:34:26+00:00,391.62,378.09,366.03,331.02,326.09,304.51,260.70,292.17,296.44,300.99,298.81,301.75,307.82,315.23,322.20,311.58,309.94,304.06,305.30,308.52,304.02,302.64,299.28,304.18,306.84,306.04,304.31,307.67,303.58,293.97,L5
2004-06-07 21:34:54+00:00,,,,,,,,,,,300.47,304.49,308.84,319.43,328.92,327.45,325.93,314.09,316.01,319.05,317.58,318.80,314.41,314.80,312.61,308.94,312.58,310.07,305.04,298.93,L5
2004-08-02 21:42:28+00:00,402.70,386.17,374.13,367.88,358.43,351.63,298.75,313.56,315.21,315.78,315.48,318.15,321.24,327.64,339.25,329.00,328.58,328.01,323.47,324.60,325.21,322.49,318.98,322.34,322.61,315.94,314.81,321.62,317.12,296.18,L7
2004-09-03 21:42:23+00:00,392.49,385.36,370.64,362.05,349.22,343.86,287.03,299.78,305.53,309.10,303.22,302.66,308.50,317.84,326.16,319.34,317.94,311.62,310.91,319.04,313.96,312.83,306.72,312.23,310.63,306.81,301.37,308.99,302.56,294.01,L7
2004-09-19 21:42:17+00:00,394.05,384.45,380.51,364.68,361.87,343.35,287.16,308.85,308.68,309.85,307.63,305.34,320.68,323.56,327.04,321.03,325.29,325.58,320.69,326.56,318.09,318.79,319.35,316.79,315.81,310.16,310.57,309.33,301.79,293.95,L7
2004-11-22 21:42:42+00:00,387.92,384.04,363.95,,,,278.76,,,,,,,,323.41,323.10,314.21,311.90,312.50,315.43,312.06,308.34,,,312.61,312.13,314.64,309.82,304.46,297.37,L7
2004-12-08 21:42:50+00:00,396.13,392.26,377.28,365.88,363.30,356.28,,289.52,299.69,301.03,310.28,311.33,314.30,324.14,330.22,328.28,324.42,321.27,321.28,319.96,312.72,314.37,312.34,315.51,320.86,319.49,317.99,313.49,305.30,300.18,L7
2004-12-16 21:39:23+00:00,401.16,392.15,382.15,380.01,369.93,338.70,255.12,292.79,303.11,307.22,305.40,317.42,322.25,328.46,339.71,332.06,324.99,313.43,308.65,316.30,311.91,307.62,308.62,307.24,317.22,316.45,312.67,323.65,312.31,305.79,L5
2005-02-10 21:43:14+00:00,390.05,381.27,366.69,356.15,354.62,329.98,306.49,311.18,303.79,302.77,297.63,292.02,300.70,311.26,316.54,312.18,306.05,304.23,307.58,311.55,303.04,302.80,308.41,304.62,297.16,293.89,290.56,293.87,293.61,,L7
2005-02-18 21:40:18+00:00,375.72,368.59,362.56,353.81,349.84,334.23,311.31,299.24,303.53,309.01,311.69,308.93,301.95,308.40,321.02,313.10,310.65,308.98,310.93,317.02,313.94,300.63,308.96,308.76,308.28,308.63,318.36,307.14,299.62,291.00,L5
2005-03-30 21:43:20+00:00,396.40,392.89,361.35,368.76,351.55,331.81,331.35,327.01,324.19,319.79,317.02,310.89,320.19,321.87,337.98,330.62,326.47,331.44,324.38,331.01,329.87,328.62,327.83,325.62,323.12,319.10,314.59,321.33,311.01,300.18,L7
2005-05-09 21:40:56+00:00,390.53,380.23,369.48,350.31,339.04,312.87,315.01,317.20,307.83,311.24,304.63,309.31,314.87,314.27,330.31,313.06,312.61,310.73,305.53,311.72,314.71,307.53,315.22,319.64,315.53,314.28,308.22,312.61,302.52,294.19,L5
2005-06-26 21:41:16+00:00,,,,,,,,,,,,295.54,312.75,316.00,322.25,318.37,315.01,,,,,,,,,,,,,,L5
2005-07-20 21:43:05+00:00,,,,,,,,,,,,,300.63,307.72,319.13,316.48,305.73,304.97,312.69,302.31,302.57,304.32,300.80,300.08,301.01,299.41,304.49,305.73,300.64,290.31,L7
2005-08-05 21:43:03+00:00,,,,,,,,,,,,299.56,305.37,311.87,322.42,315.97,312.57,301.13,306.12,311.74,311.21,309.24,301.43,306.29,305.66,304.94,306.06,314.26,302.21,304.43,L7
2005-08-29 21:41:46+00:00,366.45,358.02,341.26,335.76,336.27,339.02,328.63,316.10,310.67,306.53,298.91,302.96,300.73,303.27,313.86,310.62,308.88,321.64,317.05,315.72,317.66,311.71,303.70,306.14,297.59,304.09,301.38,304.44,293.34,293.19,L5
2005-09-06 21:42:48+00:00,376.73,363.84,362.60,353.30,338.32,320.74,314.59,313.46,313.56,307.39,299.02,300.27,307.05,312.42,319.14,314.57,307.21,306.70,305.51,309.85,312.18,303.25,300.62,298.71,299.18,297.92,295.52,301.01,291.56,287.90,L7
2005-10-08 21:42:41+00:00,378.28,370.14,369.26,362.44,328.39,334.20,321.15,320.74,313.24,313.90,310.04,311.25,316.25,319.02,325.77,320.20,318.04,320.70,314.02,324.90,325.42,319.89,316.52,310.17,309.13,309.24,308.57,314.30,307.36,307.27,L7
2005-11-01 21:41:44+00:00,369.19,358.00,367.72,348.78,343.51,343.72,330.19,312.63,290.85,290.12,292.03,293.04,299.62,301.42,324.04,322.05,315.30,316.90,315.55,318.49,316.39,297.13,297.68,293.50,298.51,295.95,297.06,299.60,301.48,305.74,L5
2006-01-20 21:43:37+00:00,390.76,375.25,369.53,358.00,306.46,336.94,323.14,320.67,314.42,314.51,307.88,310.79,316.58,314.58,328.94,322.57,317.17,311.76,310.25,321.55,322.13,320.12,315.80,315.83,313.13,309.04,309.13,317.53,310.85,307.86,L5
2006-02-05 21:44:00+00:00,369.15,362.05,344.52,322.27,307.66,332.89,327.47,310.52,307.30,303.30,303.09,306.94,308.79,314.09,317.64,309.51,310.09,316.54,313.42,310.01,310.06,309.71,305.83,302.57,299.63,299.03,301.71,301.45,295.85,291.09,L5
2006-03-17 21:43:46+00:00,368.67,366.02,355.77,310.18,325.93,338.24,314.93,320.01,312.84,316.58,320.79,325.14,323.21,322.33,317.37,318.25,314.58,322.13,324.56,317.44,314.51,314.05,312.42,311.23,310.75,312.42,307.45,311.08,304.06,302.79,L7
2006-04-02 21:43:44+00:00,381.88,349.16,,,,322.23,317.16,318.53,319.71,313.39,310.72,317.03,317.52,319.36,329.22,314.58,313.71,317.69,305.84,316.01,312.88,306.63,310.57,312.89,,,,,,,L7
2006-05-12 21:45:46+00:00,,,,,,,,,,,,,315.07,317.22,320.66,315.93,309.68,309.58,307.88,307.34,309.37,314.54,307.46,302.14,305.44,306.41,303.96,311.41,306.74,301.03,L5
2006-06-13 21:46:13+00:00,,,,,,,,,,,,,317.89,320.52,325.43,313.79,312.10,313.77,307.10,315.91,317.93,311.57,307.83,312.52,314.32,307.10,305.52,307.88,307.03,298.33,L5
2006-09-01 21:47:19+00:00,408.07,384.45,364.29,339.92,285.93,,316.08,297.67,300.86,304.99,307.59,308.22,310.68,327.94,335.71,326.12,323.85,320.16,322.76,317.70,311.90,309.48,310.05,315.24,312.58,309.38,310.31,322.76,316.46,308.93,L5
2006-09-17 21:47:31+00:00,434.07,419.18,,,,,317.77,310.86,302.64,302.68,313.71,320.04,327.71,332.37,337.66,336.03,330.70,321.27,324.42,322.66,325.90,321.91,318.19,316.85,319.77,320.86,323.91,321.31,308.27,302.51,L5
2006-09-25 21:43:08+00:00,393.37,356.94,,,,,306.21,316.09,309.89,311.84,312.77,316.89,319.02,323.98,336.60,327.04,325.07,313.47,317.13,326.17,324.36,324.51,324.51,318.18,322.77,321.44,317.90,326.34,320.97,321.52,L7
2006-10-27 21:43:21+00:00,401.38,358.56,383.70,384.69,350.51,,297.76,307.17,307.61,307.22,306.44,308.57,315.07,318.61,331.51,326.17,322.28,316.67,312.07,317.61,319.01,315.27,310.99,316.79,315.95,308.34,307.07,312.76,311.62,313.13,L7
2006-11-12 21:43:34+00:00,412.99,383.67,380.39,370.34,353.72,332.10,304.02,300.17,308.38,314.95,316.21,318.04,319.41,326.21,331.13,323.62,317.97,322.24,323.72,325.70,322.04,323.71,323.85,318.16,322.49,322.24,324.17,328.01,311.09,313.51,L7
2006-11-28 21:43:44+00:00,404.23,388.91,375.85,355.07,348.44,319.15,310.55,291.60,296.97,309.61,314.03,316.71,317.79,332.35,336.06,331.56,315.74,320.99,314.14,321.69,322.64,317.46,314.20,314.63,318.84,321.81,323.92,319.93,311.45,,L7
2006-12-14 21:43:50+00:00,421.81,393.84,,,,,,,,,,,,,,,,,332.87,331.87,356.04,336.84,324.91,325.03,329.82,321.98,321.57,321.21,312.06,311.16,L7
2007-01-23 21:48:36+00:00,378.92,,384.67,379.97,361.46,346.85,324.94,306.56,297.96,302.46,304.34,306.97,318.49,323.91,341.17,335.22,325.82,322.66,316.05,326.13,312.20,307.52,302.64,306.44,308.52,310.23,310.49,324.73,318.08,318.31,L5
2007-01-31 21:44:00+00:00,405.33,413.22,373.95,359.81,339.20,333.63,319.60,305.12,302.12,302.58,304.32,305.19,315.37,324.61,331.00,324.14,317.32,319.13,318.75,313.91,313.21,312.34,310.04,309.26,313.38,316.87,316.22,319.90,307.44,301.99,L7
2007-02-16 21:44:06+00:00,,,,,334.24,326.10,305.97,298.95,298.76,297.80,300.06,302.23,303.14,307.94,313.82,301.45,302.10,294.68,297.24,304.26,307.77,301.63,299.91,298.82,305.14,303.72,302.58,302.66,297.27,289.81,L7
2007-04-21 21:44:09+00:00,370.53,395.00,390.51,373.61,358.16,350.63,333.27,331.42,329.57,328.22,323.91,315.07,321.29,320.97,335.81,324.58,324.25,329.48,330.40,332.46,332.24,331.98,331.18,332.44,326.32,322.18,323.72,325.59,316.97,308.62,L7
2007-05-07 21:44:05+00:00,375.00,383.49,371.24,361.24,348.63,343.57,319.38,315.98,311.94,312.35,310.48,312.47,313.42,318.02,324.77,314.44,310.55,309.69,320.18,324.08,327.06,323.61,321.77,323.52,323.22,318.71,319.89,324.12,317.47,307.32,L7
2007-06-08 21:43:56+00:00,,,,,,,,,,,,322.09,329.14,341.90,349.85,338.43,337.32,337.06,334.98,341.26,336.67,331.47,328.93,329.34,334.30,328.79,331.06,334.66,339.53,330.52,L7
2007-07-26 21:43:49+00:00,,,,,,,,,,,,,,,333.38,324.84,318.96,318.43,323.45,321.71,323.00,318.92,313.33,314.91,324.59,324.74,327.71,332.88,324.80,321.34,L7
2007-09-12 21:43:29+00:00,387.79,383.07,369.23,351.28,349.47,348.18,328.85,317.16,315.83,312.94,307.56,309.18,313.39,316.09,326.95,314.81,312.49,309.57,312.01,315.11,316.40,320.58,315.81,318.89,319.55,313.37,312.74,321.94,313.73,304.69,L7
2007-10-30 21:43:38+00:00,376.68,387.70,382.24,375.53,366.68,355.97,341.01,335.22,332.63,323.90,314.12,317.08,321.20,321.07,323.60,321.78,312.15,313.68,315.67,326.29,326.48,323.38,322.15,318.92,314.69,311.94,312.79,323.50,315.38,310.27,L7
2008-01-18 21:44:01+00:00,372.99,354.75,343.90,337.24,334.43,342.20,326.68,311.10,307.05,302.40,313.72,311.85,314.44,321.71,322.82,317.12,309.54,308.20,308.71,308.33,308.16,302.47,302.83,303.96,313.43,306.63,311.55,307.97,298.00,288.80,L7
2008-02-03 21:43:59+00:00,379.19,360.97,354.51,348.82,340.56,346.11,330.44,310.80,304.01,306.47,315.23,319.29,322.27,325.12,328.26,321.10,314.24,307.40,307.40,309.16,307.30,304.41,307.04,305.90,317.95,318.69,315.66,314.85,304.50,298.58,L7
2008-03-22 21:43:49+00:00,354.65,352.04,350.44,342.86,337.97,331.93,315.18,308.11,303.58,303.06,306.66,304.54,307.59,312.93,319.92,310.59,314.76,305.98,308.40,313.27,314.07,311.96,313.85,311.72,309.48,308.96,304.64,311.98,298.32,288.51,L7
2008-06-10 21:43:27+00:00,,,,,,,,,,,,,,328.07,331.17,321.00,319.32,320.00,320.42,321.20,330.75,324.44,320.88,324.49,323.16,322.58,325.59,318.02,313.66,306.92,L7
2008-07-12 21:43:06+00:00,363.91,359.21,351.02,354.11,354.55,341.25,350.75,334.29,325.65,324.22,331.33,332.80,328.82,336.96,327.40,339.81,330.91,320.86,,,322.74,316.89,307.58,315.84,308.32,323.89,312.99,324.10,306.52,302.43,L7
2008-08-13 21:42:50+00:00,,,,,,,,,,,,323.10,325.39,333.77,340.39,332.18,331.12,323.73,324.57,327.54,325.65,316.55,318.51,315.47,326.83,314.05,318.74,315.61,314.53,322.93,L7
2008-08-29 21:42:43+00:00,380.60,360.05,348.94,337.22,329.15,331.74,333.29,321.14,299.32,303.50,310.57,317.31,323.35,327.14,332.28,328.28,324.29,321.45,321.72,322.83,319.37,315.22,313.14,316.27,318.70,317.91,317.46,312.10,308.43,321.20,L7
2008-11-17 21:42:51+00:00,369.92,364.98,363.66,354.93,342.65,332.70,321.81,322.51,322.98,320.42,307.30,306.59,314.41,319.93,324.62,319.78,311.17,314.19,313.97,318.35,310.89,307.45,307.87,311.06,305.54,301.09,302.69,312.79,303.62,304.27,L7
2008-12-03 21:43:03+00:00,369.70,366.98,359.37,357.43,346.99,342.10,328.96,324.02,323.48,318.24,314.68,315.37,316.19,318.35,328.76,320.99,321.41,321.37,320.40,325.86,324.20,321.29,318.07,316.02,318.56,313.78,312.38,319.74,311.83,301.59,L7
2008-12-19 21:43:12+00:00,358.45,363.03,360.65,351.13,348.21,346.24,336.36,323.78,314.75,315.67,315.16,314.33,319.30,329.77,333.60,324.36,317.77,316.27,,,,,,,,,,,,,L7
2009-01-04 21:43:18+00:00,364.06,367.28,355.42,356.44,350.03,347.80,339.78,327.58,324.06,322.70,323.65,321.95,333.09,336.63,338.59,331.51,322.10,324.93,324.78,328.74,325.66,327.66,322.10,322.10,324.22,321.30,323.40,327.19,318.29,310.78,L7
2009-01-20 21:43:24+00:00,373.09,360.51,340.91,330.49,337.94,347.02,332.47,318.45,313.81,311.88,317.96,311.04,313.99,320.50,326.62,324.40,317.26,318.99,319.54,319.01,324.13,322.18,320.03,318.71,313.37,311.28,314.34,314.39,301.35,298.75,L7
2009-02-05 21:43:28+00:00,,,,,324.63,345.81,332.74,312.06,308.27,308.52,311.79,314.14,318.24,323.34,319.97,318.56,314.10,314.83,316.25,320.47,323.40,316.08,314.55,316.21,316.86,315.46,315.03,311.01,297.58,296.94,L7
2009-03-09 21:43:47+00:00,343.28,378.45,352.40,347.74,346.20,341.76,330.40,344.83,313.62,317.81,318.96,324.23,329.31,332.19,336.95,332.74,326.96,320.26,324.02,320.85,323.88,315.28,314.94,313.28,315.90,313.42,318.46,315.37,310.58,318.56,L7
2009-03-25 21:43:54+00:00,376.31,376.49,353.44,351.14,350.29,337.85,322.90,317.16,314.46,314.45,315.41,314.49,323.04,329.14,330.35,331.21,323.04,321.75,324.60,319.50,322.18,316.08,315.84,318.40,323.28,324.29,326.93,321.28,313.86,311.86,L7
2009-05-12 21:44:06+00:00,,,,,,,,,,,,,,,323.21,315.49,309.97,311.76,310.96,318.72,320.79,313.38,305.08,310.72,311.83,308.82,306.19,306.29,301.32,280.56,L7
2009-05-28 21:44:07+00:00,,,,,,,,,,,,,314.17,316.83,326.98,316.44,308.50,306.11,305.59,308.98,309.14,313.63,307.99,308.52,310.38,306.94,304.79,309.32,296.59,276.10,L7
2009-06-13 21:44:06+00:00,,,,292.92,312.08,325.37,310.55,300.73,304.90,310.80,306.18,300.80,302.95,307.24,313.35,307.81,302.65,303.51,309.55,306.16,308.52,306.00,305.44,306.17,305.27,303.51,301.65,300.00,291.47,,L7
2009-09-01 21:43:50+00:00,399.32,362.88,335.80,326.48,331.61,334.88,312.20,299.81,309.54,310.74,333.25,320.22,324.50,332.76,326.07,325.06,329.15,319.00,311.44,314.99,320.20,314.98,305.46,306.34,313.86,312.93,319.81,314.73,307.08,302.73,L7
2009-09-17 21:43:49+00:00,,,,313.62,325.00,336.34,317.18,300.11,293.59,300.49,311.77,310.74,313.51,318.50,320.03,319.64,313.63,311.07,307.78,306.30,312.01,305.16,304.72,302.71,304.15,308.88,309.93,308.04,303.55,288.84,L7
2009-10-19 21:43:53+00:00,344.33,344.97,337.78,340.61,343.45,339.63,318.60,312.30,295.43,295.94,317.50,319.64,320.03,323.10,332.06,316.16,318.77,320.19,321.95,321.83,316.58,315.70,317.63,311.45,312.73,314.28,309.71,314.32,305.59,295.09,L7
2009-11-20 21:44:21+00:00,355.75,361.75,358.20,351.36,342.75,341.61,320.59,314.66,300.05,301.54,303.87,308.29,317.43,325.04,332.94,321.83,322.74,319.80,314.25,326.06,328.90,320.04,319.93,321.54,318.13,310.91,311.91,316.50,308.97,304.23,L7
2009-12-06 21:44:31+00:00,359.79,361.09,356.93,349.86,343.72,336.18,321.46,288.00,282.35,296.89,312.73,317.09,324.59,326.82,331.29,323.99,322.16,316.17,319.32,323.17,325.99,319.61,317.36,318.45,317.33,315.29,311.16,314.01,300.44,296.85,L7
2010-02-08 21:45:30+00:00,391.13,364.90,350.58,347.66,347.01,342.40,328.12,321.59,322.58,308.12,321.92,333.37,331.38,333.88,336.92,328.13,324.64,322.11,323.63,326.04,328.11,324.24,317.09,320.15,320.16,319.47,336.99,346.44,320.84,315.45,L7
2010-03-12 21:45:47+00:00,359.60,348.79,341.35,333.60,330.36,326.72,318.33,297.11,301.00,305.49,315.30,318.76,321.77,327.30,329.81,327.06,321.51,317.68,323.32,325.39,328.25,322.23,321.42,319.72,322.93,317.02,317.23,315.23,301.29,309.17,L7
2010-04-29 21:45:51+00:00,350.64,348.20,343.94,336.70,340.35,335.53,323.94,313.64,310.57,311.45,304.02,308.03,313.64,319.39,326.11,313.12,318.22,319.57,319.69,317.44,317.59,316.14,312.99,310.59,310.65,307.23,307.86,311.84,300.72,295.38,L7
