,dates,chi0250-0000,chi0250-0001,chi0250-0002,chi0250-0003,chi0250-0004,chi0250-0005,chi0250-0006,chi0250-0007,chi0250-0008,chi0250-0009,chi0250-0010,chi0250-0011,chi0250-0012,chi0250-0013,chi0250-0014,chi0250-0015,chi0250-0016,chi0250-0017,chi0250-0018,chi0250-0019,chi0250-0020,chi0250-0021,chi0250-0022,chi0250-0023,chi0250-0024,chi0250-0025,chi0250-0026,chi0250-0027,chi0250-0028,chi0250-0029,chi0250-0030,chi0250-0031,chi0250-0032,chi0250-0033,chi0250-0034,chi0250-0035,chi0250-0036,chi0250-0037,chi0250-0038,chi0250-0039,chi0250-0040,chi0250-0041,chi0250-0042,chi0250-0043,chi0250-0044,chi0250-0045,chi0250-0046,chi0250-0047,chi0250-0048,chi0250-0049,chi0250-0050,chi0250-0051
0,1985-07-27 14:08:29+00:00,229.15636150197912,191.26693682648826,203.61865618503396,200.29895109821786,200.92737170110064,206.91825305160899,214.8597990603363,210.16919011909232,215.38101269610974,211.0131113964041,212.20829218626943,216.6632183874301,212.61642391277832,200.81450529321054,194.85339027989346,190.70858554510968,185.85682202220903,190.46002300641644,186.49448219774078,188.73044558478958,191.48082528386954,185.86034031241635,190.6875434576815,189.82753057498374,193.19871556852578,195.99427816429886,198.54874508690682,201.1754082250318,210.55064748803662,,212.17963804445594,212.07996390499378,203.92056972373936,201.6126121429419,184.82932279814455,185.53469169165732,210.81266165455767,215.01947982604685,215.60606508171875,204.6304349741608,206.7518898687068,195.6923313392844,195.14980128292055,196.22437974777466,191.22978408045793,198.32124604038594,210.3435221391107,204.32141535837604,201.22318032732372,216.60924087922677,192.13143898979473,210.10825128305973
1,1986-02-04 14:05:35+00:00,244.38172707510893,183.73843906683513,200.97500020836668,198.50729184679457,204.1124389490883,213.05093839445757,222.26914586273128,224.78602263723477,221.82181375257548,224.13124551792632,231.12652259136274,235.7987079291527,229.505634227975,222.27316106859274,214.70309518505852,209.39005255419448,206.6733417284148,212.51612552166716,214.80119918313795,210.26463432100417,214.12918240692545,211.02224393425246,210.06329791886208,207.03625842096383,209.06987702508295,213.76650208668673,218.47867500180206,233.06885585773227,,,,,,,,,,221.79199610204398,216.39809761840317,214.46672688398118,212.86577212782083,208.1255805338467,207.4354005613853,213.18259448108918,212.93290266303723,215.40809513720137,210.9734637386433,215.46982723462867,215.9081911782903,213.4245650101539,214.3784645574094,215.48753116400079
2,1986-07-30 14:00:52+00:00,216.07770377793446,196.17972493214182,205.54999403022717,195.43555231607414,194.9453602661051,201.61513449197003,200.82541619098822,194.76189394952658,193.58802867390872,191.24664755042716,201.90772576718686,209.80524846544105,203.1716493642262,196.15137011123392,195.08891876757684,181.22114014651382,174.22887513442276,196.65307347817844,184.56340748865424,181.8227451966533,189.8738194298363,177.5044905180815,182.4224362842151,188.57741405784412,186.76267755177463,191.78148930048982,196.5291980820414,180.397183568671,192.26371041013755,166.88172934614232,199.11981025623362,194.48616029655133,191.98244533955113,189.72080642542946,186.7996031947671,187.19057073136213,194.74313906967473,190.28923540288375,191.90419678867968,186.03179680301432,189.86121843767523,196.0834316308747,173.36990813678398,188.41437463800693,191.7818592543952,184.86409493070997,200.19556866411992,198.5688915392914,201.2214634216952,184.72079887502613,201.5294163505154,185.3826474085225
3,1986-08-15 14:00:17+00:00,229.4392798321402,205.2727534777046,210.0862110346701,198.9021695591612,196.43394287656577,203.86525935637115,209.5612336291183,207.68969576699786,199.53972398245097,201.90972737560656,208.65277900580014,216.73036245457547,212.75727609545245,201.68799849977714,196.4151754782637,187.97577686765723,180.49616499532627,183.12028594308458,184.43263491802634,175.1312898515536,185.47819817465756,185.42923307361124,179.07735774996544,188.16942149892847,189.3307307405965,194.16092609425542,200.50846769877995,193.17800611713216,201.41444986999784,190.21599013330354,203.3231216404626,203.60295530339695,197.82841453738823,199.1693133971841,199.55527519340254,199.0862960462106,203.20512379390462,196.077162312385,193.41020412939469,191.76236529605058,194.17743860713873,204.0731501022265,177.78997427839593,195.52013824139718,193.27634640497502,188.2177236461249,208.36508983503043,206.0911349098401,198.75531143862005,183.93582592497134,203.85672817611743,189.21833163302233
4,1986-08-31 13:59:41+00:00,,191.4115943322605,202.02881211123773,192.66432417094157,191.9474632106811,194.60195546019628,191.18532088172907,186.43529990539648,179.54546840299784,182.84332110518906,185.1117394746393,193.62123073514383,196.52943830970375,189.37042699892217,186.96928973570905,178.48410263445822,174.49343845506564,173.49776388335283,176.26700741844317,180.3361249667771,175.87374713445564,177.70600849522603,179.11704893518228,180.7450097333136,178.24761935760927,179.86676224138495,184.96446341068403,190.97265426670882,187.84025533144734,,,193.01094805227746,194.1665216367242,188.03505129193735,185.38090384136774,191.20928416900836,188.39579761190686,189.98939837844685,189.15698320001832,182.98422939081104,174.77040640864882,180.56154563534483,181.38071924792146,176.39828001772736,171.43429903536634,188.22414896236705,188.15713154641494,198.69747838404965,194.01818958972612,196.2888899508323,186.0834979833101,183.33556306480807
5,1986-09-16 13:59:10+00:00,257.69314058993496,202.46714242855148,216.45909092572975,202.6907339522346,201.0569772418455,209.18197073702487,208.12429708187733,197.42060678614192,197.29592229066967,204.45653988386783,208.61216402411708,218.4020153192614,218.97117860742514,207.9447224229573,204.84622486357367,195.7848436294913,191.75194291419876,189.30794451696096,184.6004542038438,194.2817976149327,189.76671793775756,191.47907966914713,193.4326540239315,191.53590960095534,195.7191326520658,201.86718551942303,202.864616087811,206.6224035039718,213.0861086128961,206.6431248843233,186.18596585908068,201.6886157670472,202.80559069144272,201.8800037069895,200.04485132114948,203.5695497850944,202.0206233198452,202.87937459723813,197.89940756218357,200.39838057479318,190.38095133852315,205.07587771381753,199.24805281465757,197.96291124130283,187.20278014442547,197.22538896062503,201.04378471921436,210.45573699085676,203.1409212424865,206.762569437777,205.4201131500277,206.75951612584842
6,1986-11-03 13:57:34+00:00,254.80871366214762,195.69973962541812,206.24707632404562,198.44744584699313,199.42431858217148,207.54515536278316,205.9044166037542,201.30512032374583,203.30743244336713,208.1558682823518,211.37661661437755,219.97039661551273,218.01829449321062,216.78342242540367,199.86885586291652,199.57506430160106,187.94079775017974,194.7882957826144,191.70645846675853,195.63584445271096,192.07222482064833,193.9077280233168,200.2222886516324,194.75695111099546,189.9015946792347,200.99564696758242,205.16657155505752,210.11351981442294,207.72383557033993,,,205.22355709800962,201.51161126629123,200.29092822899244,191.54912276640198,192.29980164992156,200.9840684771644,196.20645126654276,189.17162665583663,191.7769722979419,191.46414026445993,196.65342518940272,179.69483910571842,186.18951062303879,186.11765238605145,189.01131202957532,196.88485790803117,202.9977615677644,194.74334441703326,202.14261470727908,201.9409131072342,196.64957928387446
7,1987-01-06 13:58:06+00:00,,172.98144166648868,190.4578483393379,187.50677410053146,195.7229381957833,199.48854120853755,209.55714491572888,209.8035296071291,209.99332534007365,211.60463600194566,216.77581655936478,225.29152890818187,212.87417940390827,206.01936786574873,203.99424596394013,196.13306323970258,196.9802625538418,201.19273193638355,203.00701185583154,207.36820212914165,205.33516799911308,207.69835719654213,198.85190425964737,203.3160906733315,200.47788216397598,200.64978924148465,202.35145452430157,204.64142217441565,173.79193523262,196.95746956069968,204.30990049695333,206.4621818490597,198.43691823319566,198.7251967163727,198.18374541947233,198.31182584544348,206.70919788754108,211.8119547610917,207.94283815730827,199.14709493560932,200.79724051442565,200.24940744941833,192.86112626107996,189.98739397698998,190.2453921810331,184.34647889749434,181.2337389907497,192.06324958499323,195.54559184663302,192.84799693145982,183.63992515793913,193.3523468102114
8,1987-02-07 13:59:09+00:00,,182.6021740867603,198.08476546038983,199.05733571369095,205.01908326123495,216.52582735412255,220.7609348296345,219.1035253993128,222.16652887041434,230.0872701924348,232.38269866885116,245.3355337081338,238.50749334910256,229.57674222179656,224.97321839839157,223.7919137267903,217.71766953046603,220.42734525367175,220.6361094894598,219.35538080706766,218.97721059425723,214.19949189379804,214.46055296340293,211.04296353292705,215.96206641569879,214.7652456063103,208.68399657396995,205.83858909013807,214.8460134293898,213.8627407566693,215.81826616279042,216.5884616930892,216.8408338378488,216.83173582736768,216.35042194099748,217.25945183452092,214.59753291904528,214.34774215041915,210.25054792741977,206.2449093464345,202.71213699021285,207.84726214120008,203.06519850160302,198.30189395365272,195.72548033914228,192.05689615537233,184.86649005919855,189.06634782117195,183.79732085425618,180.84607622420012,178.09949804751633,191.68107824429157
9,1987-11-06 14:06:32+00:00,258.09557548606193,190.26849215368773,201.39046405722718,198.3385387137304,195.91480978059175,202.14496173255847,204.25930968105743,202.8573888789378,208.29829996456564,213.35426319892554,218.73073187600914,221.6797330835678,218.4744859025508,199.97748179164034,199.61470674823047,,188.43632214412864,193.9217344919211,193.5125541806676,197.92142845492978,197.65176954384307,196.2028510063039,193.37544239353142,190.1811757176823,186.2501065387251,,207.3521524647893,207.21417437903648,,218.87966744528526,216.53488048895022,219.6075934962602,213.41227212418343,204.80736594016793,200.53755317568266,204.94493935391975,200.67010677740808,195.47412678176184,194.79322777429607,192.01743772955496,193.3131079143547,190.3528460313832,185.156549352348,174.5560208740555,175.36023420702352,182.07233672297247,185.46740017650762,196.56525978060074,194.30761590184773,193.92696936956105,197.00793518465966,196.62975688855573
