,dates,chi0250-0000,chi0250-0001,chi0250-0002,chi0250-0003,chi0250-0004,chi0250-0005,chi0250-0006,chi0250-0007,chi0250-0008,chi0250-0009,chi0250-0010,chi0250-0011,chi0250-0012,chi0250-0013,chi0250-0014,chi0250-0015,chi0250-0016,chi0250-0017,chi0250-0018,chi0250-0019,chi0250-0020,chi0250-0021,chi0250-0022,chi0250-0023,chi0250-0024,chi0250-0025,chi0250-0026,chi0250-0027,chi0250-0028,chi0250-0029,chi0250-0030,chi0250-0031,chi0250-0032,chi0250-0033,chi0250-0034,chi0250-0035,chi0250-0036,chi0250-0037,chi0250-0038,chi0250-0039,chi0250-0040,chi0250-0041,chi0250-0042,chi0250-0043,chi0250-0044,chi0250-0045,chi0250-0046,chi0250-0047,chi0250-0048,chi0250-0049,chi0250-0050,chi0250-0051
0,1985-07-27 14:08:29+00:00,230.57082102805865,193.10573421039166,205.29029017040068,201.71341062429738,202.2407984038888,208.3327125776885,216.2742585864158,211.48261682188047,216.69443939889788,212.68474538177082,213.74062333952227,218.33485237279683,214.28805789814504,202.22896481929007,196.1668169826816,192.24091669836253,187.27128154828856,192.13165699178316,188.02681335099362,190.26277673804242,193.01315643712238,187.53197429778308,192.5263408415849,191.053395497586,194.6131750946053,197.83307554820226,200.22037907227354,203.01420560893519,212.38944487194001,,214.01843542835934,213.7515978903605,205.75936710764276,203.28424612830864,186.24378232422407,187.06702284491016,212.2271211806372,216.43393935212637,217.02052460779828,205.85629989676306,208.28422102195964,197.10679086536393,196.56426080900007,197.6388392738542,192.64424360653746,199.73570556646547,211.87585329236353,205.85374651162888,202.89481431269044,218.2808748645935,193.80307297516146,211.77988526842645
1,1986-02-04 14:05:35+00:00,248.7158861963119,189.37284592439903,206.0971882606975,202.84145096799756,208.13701527591965,217.38509751566056,226.60330498393427,228.81059896406612,225.84639007940683,229.25343357025713,235.82186163933267,240.9208959814835,234.62782228030582,226.60732018979573,218.72767151188987,214.0853916021644,211.0075008496178,217.63831357399798,219.49653823110788,214.9599733689741,218.82452145489538,216.14443198658327,215.69770477642598,210.79252965933975,213.40403614628593,219.40090894425063,223.60086305413287,238.70326271529618,,,,,,,,,,226.12615522324697,220.73225673960616,218.2229981223571,217.56111117579076,212.45973965504967,211.7695596825883,217.51675360229217,217.2670617842402,219.74225425840436,215.6688027866132,220.1651662825986,221.03037923062112,218.54675306248473,219.5006526097402,220.6097192163316
2,1986-07-30 14:00:52+00:00,217.47306663989735,197.9936966526936,207.19905923072878,196.83091517803703,196.2410543522135,203.01049735393292,202.22077905295112,196.05758803563498,194.88372276001712,192.89571275092877,203.41936886764665,211.45431366594266,204.8207145647278,197.5467329731968,196.38461285368524,182.7327832469736,175.62423799638566,198.30213867868005,186.07505058911403,183.3343882971131,191.38546253029608,179.1535557185831,184.23640800476687,189.78672853821197,188.15804041373752,193.5954610210416,198.178263282543,182.21115528922277,194.0776821306893,168.69570106669408,200.93378197678538,196.13522549705294,193.7964170601029,191.36987162593107,188.19496605672998,188.70221383182192,196.13850193163762,191.68459826484664,193.29955965064258,187.24111128338217,191.37286153813503,197.4787944928376,174.76527099874687,189.80973749996983,193.17722211635808,186.25945779267286,201.7072117645797,200.0805346397512,202.87052862219682,186.36986407552774,203.178481551017,187.0317126090241
3,1986-08-15 14:00:17+00:00,230.53958466294458,206.70314975775034,211.38657128925712,200.00247438996558,197.45565450516986,204.96556418717554,210.6615384599227,208.71140739560195,200.56143561105506,203.21008763019358,209.84477590583825,218.0307227091625,214.05763635003947,202.78830333058153,197.4368871068678,189.16777376769534,181.59646982613066,184.4206461976716,185.62463181806444,176.3232867515917,186.67019507469567,186.72959332819826,180.50775403001117,189.12301901895896,190.43103557140088,195.59132237430114,201.80882795336697,194.60840239717788,202.84484615004357,191.64638641334926,204.75351792050833,204.90331555798397,199.25881081743395,200.46967365177113,200.65558002420693,200.2782929462487,204.305428624709,197.1774671431894,194.51050896019908,192.71596281608106,195.36943550717683,205.17345493303088,178.89027910920032,196.62044307220157,194.3766512357794,189.3180284769293,209.55708673506854,207.2831318098782,200.05567169320707,185.23618617955836,205.15708843070445,190.51869188760935
4,1986-08-31 13:59:41+00:00,,186.82479028240797,197.85899024773542,189.1360133633627,188.67117460364358,191.07364465261742,187.6570100741502,183.15901129835896,176.26917979596033,178.67349924168676,181.28940276642885,189.45140887164152,192.35961644620144,185.8421161913433,183.69300112867154,174.66176592624777,170.96512764748678,169.32794201985052,172.4446707102327,176.51378825856665,172.05141042624518,173.53618663172372,174.53024488532975,177.68714036674524,174.7193085500304,175.27995819153242,180.79464154718173,186.38585021685628,183.2534512815948,,,188.84112618877515,189.57971758687168,183.86522942843504,181.85259303378888,187.3869474607979,184.867486804328,186.461087570868,185.62867239243946,179.92636002424268,170.94806970043837,177.03323482776597,177.8524084403426,172.8699692101485,167.90598822778747,184.6958381547882,184.3347948382045,194.8751416758392,189.8483677262238,192.11906808733,181.9136761198078,179.16574120130576
5,1986-09-16 13:59:10+00:00,249.27528529420044,191.52393054409663,206.51071648531627,194.2728786565001,193.24039732437774,200.76411544129036,199.70644178614282,189.60402686867417,189.47934237320192,194.50816544345435,199.49282078707137,208.45364087884792,209.02280416701166,199.5268671272228,197.02964494610592,186.66550039244558,183.33408761846425,179.35957007654747,175.4811109667981,185.162454377887,180.64737470071185,181.53070522873364,182.48944213947664,184.24043501131877,187.3012773563313,190.92397363496818,192.9162416473975,195.67919161951696,202.14289672844126,195.69991299986845,175.24275397462583,191.7402413266337,191.86237880698786,191.931629266576,191.62699602541497,194.4502065480487,193.6027680241107,194.4615193015036,189.48155226644906,193.1029059851566,181.26160810147744,196.65802241808302,190.83019751892306,189.54505594556832,178.78492484869096,188.8075336648905,191.92444148216865,201.33639375381105,193.19254680207302,196.8141949973635,195.47173870961421,196.81114168543493
6,1986-11-03 13:57:34+00:00,248.99449068831836,188.1412497594401,199.37572190042923,192.63322287316387,194.02539724933004,201.7309323889539,200.09019362992495,195.9061989909044,197.9085111105257,201.2845138587354,205.07787505939586,213.09904219189633,211.14694006959422,210.9691994515744,194.46993453007508,193.27632274661937,182.12657477635048,187.916941358998,185.40771691177684,189.33710289772927,185.77348326566664,187.0363735997004,192.66379878565436,189.7179578670101,184.08737170540545,193.43715710160438,198.29521713144112,202.5550299484449,200.1653457043619,,,198.35220267439323,193.9531214003132,193.41957380537605,185.73489979257272,186.00106009493987,195.16984550333515,190.3922282927135,183.35740368200737,186.73797905395656,185.16539870947824,190.83920221557347,173.88061613188916,180.37528764920953,180.3034294122222,183.19708905574606,190.58611635304948,196.6990200127827,187.87198999341686,195.27126028366268,195.0695586836178,189.77822486025806
7,1987-01-06 13:58:06+00:00,,182.42807249619293,199.04569454815993,194.77341320030396,202.47053164557207,206.75518030831006,216.8237840155014,216.55112305691785,216.7409187898624,220.1924822107677,224.64800891745165,233.87937511700392,221.46202561273032,213.28600696552124,210.74183941372888,204.00525559778944,204.24690165361432,209.7805781452056,210.8792042139184,215.2403944872285,213.20736035719995,216.28620340536418,208.29853508935162,209.613844559801,207.74452126374848,210.0964200711889,210.93930073312362,214.0880530041199,183.23856606232425,206.40410039040393,213.75653132665758,215.05002805788175,207.8835490628999,207.31304292519474,205.45038451924484,206.18401820353034,213.97583698731358,219.0785938608642,215.20947725708078,205.44484882207882,208.66943287251252,207.51604654919083,200.12776536085246,197.25403307676248,197.51203128080562,191.61311799726684,189.10593134883658,199.9354419430801,204.13343805545506,201.43584314028186,192.22777136676117,201.94019301903344
8,1987-02-07 13:59:09+00:00,,187.17487897416243,202.2417699034827,202.57480101169259,208.28530103795077,220.0432926521242,224.27840012763613,222.3697431760286,225.43274664713016,234.24427463552766,236.1932860750196,249.49253815122665,242.66449779219542,233.0942075197982,228.2394361751074,227.60250113295876,221.23513482846766,224.5843496967646,224.44669689562826,223.1659682132361,222.78779800042568,218.3564963368909,219.03325785080506,214.0914334578618,219.47953171370042,219.3379504937124,212.8410010170628,210.4112939775402,219.41871831679194,218.43544564407142,220.39097105019255,220.74546613618205,221.41353872525093,220.98874027046054,219.86788723899912,221.07003924068937,218.11499821704692,217.8652074484208,213.7680132254214,209.29337927136925,206.5227243963813,211.36472743920172,206.58266379960466,201.81935925165436,199.24294563714392,195.57436145337397,188.677077465367,192.8769352273404,187.95432529734904,185.00308066729298,182.2565024906092,195.83808268738443
9,1987-11-06 14:06:32+00:00,252.67990196041924,183.22811657035226,194.99012261783128,192.9228651880877,190.88597007820925,196.72928820691578,198.84363615541474,197.8285491765553,203.26946026218315,206.95392175952963,212.86375222322957,215.2793916441719,212.0741444631549,194.56180826599766,194.58586704584798,,183.02064861848595,187.52139305252518,187.64557452788802,192.0544488021502,191.7847898910635,189.802509566908,186.33506681019594,185.48759199545864,180.83443301308242,,200.9518110253934,200.173798795701,,211.8392918619498,209.49450490561475,213.2072520568643,206.37189654084796,198.40702450077202,195.12187965003997,199.07795970114017,195.2544332517654,190.05845325611915,189.37755424865338,187.3238540073313,187.44612826157513,184.9371725057405,179.74087582670532,169.1403473484128,169.94456068138084,176.65666319732978,179.60042052372805,190.69828012782116,187.90727446245182,187.52662793016515,190.60759374526376,190.22941544915983
