dates,nzd0172-0000,nzd0172-0001,nzd0172-0002,nzd0172-0003,nzd0172-0004,satname
1999-07-18 21:58:25+00:00,,367.36,369.06,357.17,,L7
1999-09-20 21:58:32+00:00,377.21,371.59,375.72,371.34,,L7
1999-11-07 21:58:56+00:00,377.21,371.36,376.59,373.33,380.25,L7
2000-01-10 21:58:52+00:00,377.21,372.18,377.92,374.62,377.47,L7
2000-03-14 21:58:11+00:00,383.37,375.50,382.21,382.77,382.14,L7
2000-03-30 21:58:09+00:00,386.17,376.57,383.21,383.47,383.99,L7
2000-05-17 21:58:07+00:00,386.17,378.18,385.14,383.46,384.11,L7
2000-07-04 21:57:14+00:00,386.34,378.18,385.14,383.46,380.26,L7
2000-07-20 21:56:59+00:00,386.34,376.03,382.80,381.98,379.93,L7
2000-08-05 21:56:44+00:00,386.34,376.03,382.80,381.74,380.49,L7
2000-08-21 21:56:38+00:00,386.34,375.32,381.98,381.13,380.41,L7
2000-11-25 21:55:59+00:00,386.68,373.09,379.21,378.86,376.81,L7
2001-01-12 21:56:30+00:00,,374.57,379.85,378.15,378.80,L7
2001-02-13 21:56:27+00:00,,380.24,383.82,379.31,380.28,L7
2001-03-01 21:56:21+00:00,,385.44,388.41,382.90,383.62,L7
2001-03-17 21:56:16+00:00,391.74,386.33,389.80,385.06,385.80,L7
2001-05-20 21:55:53+00:00,386.86,384.74,389.04,384.92,385.25,L7
2001-06-21 21:55:29+00:00,386.86,385.31,388.87,385.07,385.78,L7
2001-08-08 21:54:37+00:00,386.86,383.62,387.80,384.76,385.27,L7
2001-09-09 21:54:12+00:00,386.86,381.39,386.22,385.50,384.26,L7
2001-10-11 21:53:46+00:00,386.22,379.06,384.72,384.34,383.60,L7
2002-02-16 21:54:54+00:00,386.77,386.24,392.11,389.98,390.53,L7
2002-05-07 21:54:52+00:00,377.83,383.30,389.48,387.50,393.96,L7
2002-06-24 21:54:28+00:00,377.83,383.95,389.49,388.65,388.78,L7
2002-08-27 21:54:00+00:00,372.58,383.67,386.79,387.31,384.40,L7
2002-09-12 21:53:31+00:00,372.87,380.85,384.33,384.50,381.37,L7
2002-10-14 21:53:19+00:00,374.61,380.24,384.66,385.49,384.55,L7
2002-12-01 21:53:52+00:00,381.20,381.70,386.46,386.42,386.16,L7
2003-01-02 21:54:22+00:00,381.20,380.39,386.13,385.30,386.16,L7
2003-01-18 21:54:06+00:00,381.20,380.33,386.75,385.57,385.78,L7
2003-03-23 21:54:40+00:00,385.94,381.81,390.14,388.54,389.26,L7
2003-04-08 21:54:47+00:00,385.94,382.13,389.45,388.70,388.56,L7
2003-05-10 21:54:22+00:00,390.92,382.92,389.92,388.56,387.74,L7
2003-05-26 21:54:43+00:00,390.92,381.63,388.72,388.03,387.06,L7
2003-07-21 21:42:09+00:00,393.90,383.66,390.31,390.27,388.54,L5
2003-08-06 21:42:51+00:00,394.90,383.53,389.84,390.45,389.83,L5
2003-08-22 21:42:44+00:00,394.90,383.53,389.84,390.45,387.81,L5
2003-08-30 21:53:59+00:00,394.90,383.94,389.36,390.15,387.90,L7
2003-09-07 21:43:24+00:00,393.09,383.03,388.59,388.83,385.04,L5
2003-10-25 21:43:40+00:00,393.09,381.56,387.00,388.41,384.43,L5
2003-12-04 21:54:43+00:00,393.10,382.90,387.28,388.99,384.75,L7
2004-01-21 21:54:39+00:00,385.22,380.94,385.29,386.63,383.61,L7
2004-02-14 21:44:33+00:00,379.48,379.08,384.19,384.46,378.19,L5
2004-03-01 21:44:38+00:00,380.67,377.88,383.86,383.75,377.75,L5
2004-03-09 21:54:51+00:00,379.36,378.99,383.59,384.51,380.34,L7
2004-03-17 21:44:44+00:00,379.87,379.70,384.36,385.24,382.35,L5
2004-03-25 21:54:54+00:00,379.87,377.46,380.26,380.83,382.35,L7
2004-04-02 21:44:54+00:00,381.06,378.39,383.65,385.70,384.09,L5
2004-04-18 21:45:49+00:00,381.90,379.72,384.82,386.35,384.76,L5
2004-05-04 21:45:52+00:00,381.37,380.12,384.84,386.25,384.85,L5
2004-05-20 21:46:44+00:00,381.37,380.95,385.43,386.69,385.05,L5
2004-05-28 21:55:11+00:00,381.84,381.30,385.69,387.01,385.49,L7
2004-06-05 21:47:12+00:00,381.84,380.56,385.18,386.24,384.21,L5
2004-06-21 21:47:40+00:00,381.84,378.97,384.06,386.24,384.21,L5
2004-07-07 21:48:09+00:00,381.84,378.97,383.50,386.05,384.38,L5
2004-07-23 21:48:33+00:00,384.65,379.98,383.99,387.02,385.31,L5
2004-08-08 21:48:26+00:00,386.62,380.50,384.00,386.62,385.01,L5
2004-08-16 21:54:26+00:00,388.08,381.04,383.95,386.59,386.75,L7
2004-08-24 21:49:18+00:00,387.38,380.84,383.92,386.63,387.09,L5
2004-09-09 21:49:19+00:00,387.20,380.57,384.00,386.98,388.72,L5
2004-09-25 21:50:07+00:00,387.56,381.32,386.00,389.63,388.52,L5
2005-01-15 21:52:09+00:00,387.60,383.76,386.64,387.11,390.54,L5
2005-01-23 21:55:01+00:00,386.67,382.63,386.80,386.81,389.54,L7
2005-02-16 21:52:37+00:00,383.87,383.68,390.10,390.59,394.58,L5
2005-03-04 21:52:28+00:00,387.18,387.08,392.14,391.74,395.03,L5
2005-03-28 21:55:42+00:00,388.98,390.09,393.39,391.23,392.01,L7
2005-04-05 21:52:43+00:00,387.34,386.65,391.23,390.04,390.44,L5
2005-04-13 21:55:36+00:00,387.34,386.85,391.28,388.84,389.92,L7
2005-04-21 21:53:10+00:00,387.92,386.29,390.76,388.42,389.68,L5
2005-04-29 21:55:12+00:00,387.92,386.45,390.87,388.80,389.54,L7
2005-05-23 21:53:24+00:00,387.96,385.48,390.21,388.11,388.82,L5
2005-05-31 21:55:11+00:00,387.12,384.82,389.89,387.93,388.24,L7
2005-06-08 21:53:09+00:00,387.12,384.85,389.82,387.87,388.45,L5
2005-07-26 21:53:30+00:00,387.00,383.73,387.87,386.21,387.37,L5
2005-08-03 21:55:25+00:00,388.02,383.32,387.44,385.95,386.90,L7
2005-08-19 21:54:56+00:00,387.97,382.18,386.24,384.79,385.45,L7
2005-09-20 21:54:42+00:00,386.24,380.59,385.37,383.95,384.69,L7
2005-10-06 21:55:01+00:00,387.00,380.56,385.82,384.45,385.30,L7
2005-11-15 21:54:02+00:00,386.20,378.49,384.34,383.34,383.76,L5
2006-01-10 21:55:52+00:00,387.27,377.21,383.90,383.55,384.93,L7
2006-01-26 21:55:36+00:00,393.46,377.27,385.20,385.02,386.12,L7
2006-02-03 21:55:55+00:00,391.77,379.05,387.36,386.13,387.60,L5
2006-02-11 21:55:41+00:00,386.14,379.23,386.96,385.50,386.91,L7
2006-03-15 21:56:08+00:00,386.14,379.27,386.68,385.34,387.79,L7
