dates,satname,nzd0172-0000,nzd0172-0001,nzd0172-0002,nzd0172-0003,nzd0172-0004
1999-07-18 21:58:25+00:00,L7,,358.93,361.19,350.23,322.69
1999-09-20 21:58:32+00:00,L7,380.96,386.53,392.38,394.33,
1999-11-07 21:58:56+00:00,L7,,370.18,377.67,376.72,379.87
2000-01-10 21:58:52+00:00,L7,,358.49,366.82,365.21,365.99
2000-03-14 21:58:11+00:00,L7,392.57,389.35,394.35,396.94,396.18
2000-03-30 21:58:09+00:00,L7,386.08,389.40,395.08,395.98,394.54
2000-05-17 21:58:07+00:00,L7,,378.35,386.97,378.06,381.25
2000-07-04 21:57:14+00:00,L7,380.38,,,,355.20
2000-07-20 21:56:59+00:00,L7,,354.15,361.44,362.84,366.63
2000-08-05 21:56:44+00:00,L7,,,,373.72,378.66
2000-08-21 21:56:38+00:00,L7,,364.93,371.66,371.83,375.84
2000-11-25 21:55:59+00:00,L7,,378.75,384.52,382.34,381.89
2001-01-12 21:56:30+00:00,L7,,356.32,360.56,356.58,362.59
2001-02-13 21:56:27+00:00,L7,,377.53,377.99,370.69,377.39
2001-03-01 21:56:21+00:00,L7,,384.31,388.72,385.04,388.44
2001-03-17 21:56:16+00:00,L7,393.24,394.17,399.35,397.24,396.85
2001-05-20 21:55:53+00:00,L7,385.58,387.10,394.84,392.69,388.03
2001-06-21 21:55:29+00:00,L7,,383.01,384.29,383.94,385.55
2001-08-08 21:54:37+00:00,L7,,357.33,364.51,363.89,365.50
2001-09-09 21:54:12+00:00,L7,,381.23,384.24,386.33,383.16
2001-10-11 21:53:46+00:00,L7,393.80,387.78,396.77,395.79,396.39
2002-02-16 21:54:54+00:00,L7,378.04,378.85,385.18,378.89,386.19
2002-05-07 21:54:52+00:00,L7,376.53,384.61,390.83,393.51,
2002-06-24 21:54:28+00:00,L7,,385.40,389.64,391.09,383.68
2002-08-27 21:54:00+00:00,L7,,380.44,379.35,376.85,378.74
2002-09-12 21:53:31+00:00,L7,370.00,363.39,368.55,368.67,370.46
2002-10-14 21:53:19+00:00,L7,380.89,385.79,393.44,396.06,398.40
2002-12-01 21:53:52+00:00,L7,397.26,394.62,402.40,400.36,400.16
2003-01-02 21:54:22+00:00,L7,,373.57,383.06,381.15,380.81
2003-01-18 21:54:06+00:00,L7,,371.62,381.99,380.01,379.33
2003-03-23 21:54:40+00:00,L7,383.91,382.03,388.50,383.93,386.83
2003-04-08 21:54:47+00:00,L7,,379.42,381.98,385.98,382.78
2003-05-10 21:54:22+00:00,L7,396.10,391.24,396.91,395.83,393.82
2003-05-26 21:54:43+00:00,L7,,386.34,393.12,395.08,389.66
