dates,sar2467-0000,sar2467-0001,sar2467-0002,sar2467-0003,satname
1984-04-13 09:26:43+00:00,260.03,229.98,186.95,223.88,L5
1984-05-06 09:33:03+00:00,260.80,232.66,187.81,220.31,L5
1984-06-07 09:33:54+00:00,260.30,230.17,186.59,220.50,L5
1984-07-18 09:28:22+00:00,260.49,230.93,188.66,222.69,L5
1984-08-03 09:29:20+00:00,263.25,232.38,188.43,223.07,L5
1984-08-26 09:35:45+00:00,262.51,232.31,188.09,223.05,L5
1984-09-04 09:29:37+00:00,262.21,232.45,187.17,223.50,L5
1984-09-11 09:35:50+00:00,263.62,232.81,187.00,223.90,L5
1984-09-20 09:30:04+00:00,264.84,233.76,187.15,223.54,L5
1984-10-13 09:35:49+00:00,264.28,233.43,186.47,223.51,L5
1984-10-22 09:30:00+00:00,265.21,233.90,186.47,222.87,L5
1984-11-07 09:29:53+00:00,266.50,233.70,186.00,223.06,L5
1984-12-09 09:29:34+00:00,266.49,233.98,185.57,223.92,L5
1985-01-17 09:36:05+00:00,267.75,233.63,183.52,223.91,L5
1985-02-02 09:36:09+00:00,265.97,232.65,183.27,223.98,L5
1985-03-15 09:29:58+00:00,265.99,232.18,182.43,223.34,L5
1985-04-23 09:35:59+00:00,264.14,229.77,181.87,223.83,L5
1985-05-02 09:30:07+00:00,263.38,230.76,181.81,222.47,L5
1985-06-03 09:30:04+00:00,262.09,230.89,181.35,221.92,L5
1985-06-10 09:35:50+00:00,262.10,231.15,180.77,219.09,L5
1985-06-26 09:35:47+00:00,261.78,229.72,179.56,219.47,L5
1985-07-05 09:29:57+00:00,263.10,230.90,179.93,218.29,L5
1985-08-13 09:35:25+00:00,261.91,231.18,180.15,216.52,L5
1985-08-22 09:29:32+00:00,261.60,231.68,180.68,217.17,L5
1985-11-10 09:28:33+00:00,264.03,232.35,181.23,216.51,L5
1985-12-03 09:33:55+00:00,265.43,231.67,182.23,217.66,L5
1986-01-04 09:33:20+00:00,266.37,232.94,182.51,220.75,L5
1986-01-13 09:27:22+00:00,267.72,233.46,184.01,220.15,L5
1986-03-25 09:31:37+00:00,270.54,235.57,181.66,218.91,L5
1986-05-12 09:30:29+00:00,267.34,233.26,179.65,221.08,L5
1986-05-21 09:24:03+00:00,265.89,233.53,180.04,220.15,L5
1986-06-22 09:23:04+00:00,262.81,234.13,179.90,219.57,L5
1986-07-08 09:22:57+00:00,262.07,233.21,182.85,220.59,L5
1986-07-24 09:21:59+00:00,259.83,232.23,181.63,221.59,L5
1986-07-31 09:27:55+00:00,259.73,232.26,181.91,220.93,L5
1986-08-16 09:27:20+00:00,261.29,232.48,182.72,221.41,L5
1986-09-10 09:20:39+00:00,260.99,232.79,182.96,220.37,L5
1986-09-26 09:19:45+00:00,262.45,231.24,184.04,220.80,L5
1986-10-12 09:19:38+00:00,262.42,231.82,183.98,220.60,L5
1987-01-07 09:25:13+00:00,263.73,232.25,184.45,220.39,L5
1987-01-16 09:19:18+00:00,263.73,232.17,178.73,219.63,L5
1987-02-08 09:26:31+00:00,265.47,232.55,175.72,220.30,L5
1987-03-21 09:21:38+00:00,267.99,233.41,173.29,221.04,L5
1987-04-06 09:22:36+00:00,267.72,234.31,173.45,221.70,L5
1987-04-29 09:29:06+00:00,270.86,232.98,173.60,222.77,L5
1987-05-15 09:29:33+00:00,268.63,232.53,174.81,222.63,L5
1987-06-09 09:23:59+00:00,267.09,232.04,176.22,222.71,L5
1987-06-16 09:30:19+00:00,266.18,231.67,176.87,221.59,L5
1987-06-25 09:24:20+00:00,267.06,232.13,178.15,221.88,L5
1987-07-02 09:30:39+00:00,265.86,231.74,178.14,221.37,L5
1987-07-11 09:25:03+00:00,265.73,232.69,178.00,221.00,L5
1987-07-18 09:30:57+00:00,265.13,233.17,182.69,222.57,L5
1987-07-27 09:25:01+00:00,264.72,232.84,183.08,222.50,L5
1987-08-03 09:31:25+00:00,264.26,232.95,182.97,222.32,L5
1987-08-12 09:25:31+00:00,263.93,233.53,184.09,221.54,L5
1987-08-19 09:31:54+00:00,263.64,233.41,183.91,221.39,L5
1987-09-04 09:32:19+00:00,263.65,233.88,183.87,220.60,L5
1987-09-13 09:26:45+00:00,263.34,233.86,183.90,220.45,L5
1987-11-16 09:27:39+00:00,262.07,234.84,184.26,219.43,L5
1987-12-02 09:28:18+00:00,261.97,234.42,184.63,219.58,L5
1988-01-10 09:34:42+00:00,261.64,234.48,185.62,220.66,L5
