,dates,chi0479-0000,chi0479-0001,chi0479-0002,chi0479-0003,chi0479-0004,chi0479-0005,chi0479-0006,chi0479-0007,chi0479-0008,chi0479-0009,chi0479-0010,chi0479-0011,chi0479-0012,chi0479-0013
0,1985-01-25 14:05:39+00:00,223.29615805260653,240.17218403362224,266.73519879944774,284.63566108415915,286.5180539979098,,,284.1773439452102,267.3654837406161,257.1707137551262,261.106487281024,256.63357816644987,253.03620689794246,260.90771955280997
1,1986-02-04 14:08:23+00:00,213.71821700609448,240.28646765073128,260.57319501375554,268.7164705332734,268.1896864764451,245.37912194717785,247.9415594178819,287.0484564650347,284.9797379356649,281.39718772741696,272.03788379987503,264.2327362378381,245.6056467445419,242.50141037568352
2,1986-08-15 14:03:05+00:00,249.16224278568575,246.89291199111963,284.0087671933325,278.9165755729557,269.8417866591213,265.68476942247656,258.97623443857935,256.49940901221476,257.0213728575263,255.3295202328532,248.6777421357013,247.22730646934764,242.89535814020186,258.9773357635456
3,1986-09-25 13:55:30+00:00,283.66650146739426,322.2702287129376,,309.43532416850167,266.9683871320059,269.68680849950226,305.82055702688865,297.67544482681814,284.6969431670918,273.2372420339545,278.2598852572005,277.71577446467063,280.2519825521812,285.8958548040567
4,1986-10-18 14:00:56+00:00,281.59412112967664,289.47481425125017,289.60471268952745,280.47726355671756,266.77404776127173,267.11045013454054,284.2063852227826,273.20985992859653,255.84227739626823,256.5910090406538,256.9586099117569,268.29713675523465,269.13861006064343,268.2285575097022
5,1986-11-03 14:00:21+00:00,276.56968889944454,282.6251970050727,277.86373985542815,287.28407597643115,277.6286810643298,278.34869186601935,281.59284922377617,276.139900127439,266.8348441163307,259.79146656712055,258.6432200403228,274.6204561050698,277.98072029498206,268.093914733072
6,1986-11-12 13:53:50+00:00,277.89624978107764,301.06657334811234,295.2526800516892,301.04999892377276,293.73854380071833,294.7493205463787,294.97468632750275,286.46587929504295,284.46772182320655,285.33174170846723,284.7293051213024,284.9663428770768,291.98414522542504,280.1742170069593
7,1986-12-21 14:00:25+00:00,252.6788593028752,269.3191039218864,295.1649366220044,307.58118957859443,297.4417427248611,295.42421539820685,278.4937429422564,279.17226010340806,268.38062311259273,269.49626569288887,262.3897989078565,259.0147801715787,275.71136661970723,272.65514308365175
8,1986-12-30 13:54:30+00:00,277.5931968419635,269.431930557327,297.136803016251,336.6178075088902,324.5014125367709,314.74937667472767,306.77934532378515,307.80553414136534,295.7970253628083,291.75347069539583,291.2478747356821,285.81152144764883,288.40453132176145,303.8779557432359
9,1987-01-06 14:00:54+00:00,255.35518908257092,256.8846560339606,256.81711706470725,293.4628435185014,298.6618822759306,290.69739794076236,264.8781972260665,261.55008338278066,267.9015993192758,256.2489091874275,253.51525729380802,254.58411873327,256.8534837963833,262.2902656612419
10,1987-01-15 13:54:59+00:00,289.97324224573657,285.98879429858295,282.6470207420926,287.22066625757253,293.85769487054404,314.34089295496693,301.5544451119464,279.30682879707945,286.63255315013987,297.32787416254564,279.2512685083063,275.0080517695476,277.1780351685477,295.6205636003207
11,1987-01-22 14:01:21+00:00,276.09158495589026,271.11734567323276,266.452720664478,260.37466064313827,259.6486906443166,288.5095974278962,302.5956158733329,258.86631812277164,251.68394549914603,264.3678514078646,259.7679118059901,251.04335655100402,252.20314870337177,263.66473796209175
12,1987-01-31 13:55:29+00:00,294.90288043571996,286.4945784427988,,295.93629673064356,275.5236164438385,277.3337787939248,303.66725033119985,281.5038711615998,273.1944807588116,263.34959835701153,261.8727641137147,257.30093870382615,224.43724520123632,228.39961514809897
13,1987-02-07 14:01:56+00:00,309.17449170442626,,,305.40273247960664,273.9388299195151,281.3412535524271,312.8697373579585,279.8056820992742,266.93350546314247,279.4657733226043,,272.1780162276534,255.3149766341,260.94725297906734
14,1998-03-09 14:17:57+00:00,295.7626136828495,266.1799141580842,251.35257989366931,233.8299825595106,217.32089358091164,226.83573842267387,,225.87603811512733,246.35027527516223,259.3336703766021,260.79291935851063,256.4155004534375,252.6251050118778,244.21765125523478
