,dates,jap0107-0000,jap0107-0001,jap0107-0002,jap0107-0003,jap0107-0004,jap0107-0005,jap0107-0006,jap0107-0007,jap0107-0008,jap0107-0009,jap0107-0010,jap0107-0011
0,1984-07-31 00:43:53+00:00,140.91812339070128,145.19537406154913,135.1788285613843,135.717116486007,163.3012378341046,170.78083897688245,176.24196525135036,173.4616350745219,170.33145220662072,170.32863095449773,181.20156336519923,164.40344665101424
1,1984-08-16 00:44:25+00:00,122.81535313781114,126.25101508976483,138.40921214775673,144.34407801241963,153.4061671709501,154.82713912001674,161.72723033582483,168.5984677715213,170.3699674860461,170.98670713364717,169.3763551953386,150.66463924023222
2,1984-09-17 00:44:44+00:00,,,,,,,,,,,,
3,1985-05-31 00:44:45+00:00,144.75161819552918,143.52987852063018,147.545785278454,144.13787489569054,146.8516244958089,152.99272062127568,165.89668895430424,168.5134778886323,168.45293054638051,162.7077157679577,161.3349691229202,144.56202892710127
4,1985-06-16 00:44:43+00:00,132.3398931976698,144.68711983958312,,148.63992540924974,160.53176517343093,166.92968479344313,172.06389900612533,177.4629982289027,169.28423996622158,171.79285420961455,168.22941372894266,159.9310350756536
5,1985-08-19 00:44:15+00:00,151.74916216658082,157.2339692375355,159.27815520080964,171.0690446800037,174.5072559779988,173.03229133359102,174.50710757070414,178.18166842814827,181.05057675491395,180.6403671556049,188.74854014945387,168.77717888634598
6,1986-09-23 00:34:56+00:00,130.42773603377807,140.34200307336442,119.7762936715349,,,146.0988062353726,151.621593405342,142.01575248853717,136.1458562360225,143.66950552818102,145.34703173651528,122.07387800027718
7,1986-11-10 00:33:17+00:00,135.76996867062485,137.4538462331203,135.48011540651459,,,,152.37876953185747,149.1284184602278,152.29562736774267,155.44486130132776,165.42529577358215,144.1649641061052
8,1987-04-03 00:37:09+00:00,146.54591941974297,153.22023139589515,148.29886238018628,154.870961837454,161.61727949610622,161.10171985837536,167.40887101142764,167.07762130251092,164.4329654646005,170.02873338403668,167.51423465458902,154.30258842457286
9,1987-05-05 00:38:10+00:00,139.25515200252877,143.93402309284858,,146.33643202652266,157.05029921804146,167.69613996463167,164.64399090045214,168.49142994621135,169.84981424632036,179.4566322547493,178.86597536366207,169.83033220012166
10,1987-05-21 00:38:35+00:00,162.28912644162438,167.71942754626187,159.3140264796359,169.33460207065457,176.700665279944,179.73655934424718,186.3804577430723,173.90334509307684,174.74315607688203,179.94595814435604,180.78272336972282,170.99092577658595
11,1987-06-06 00:38:59+00:00,145.52083894093184,,94.25965914476063,,158.54172225512113,151.0312029446716,157.25908278173313,,152.99742714728285,160.85575910292562,158.3609409743774,143.6982858201265
12,1987-06-22 00:39:20+00:00,,,,,,,,,,,,
13,1987-07-08 00:39:39+00:00,131.71194105830568,137.71196983747905,,145.2025024929142,162.08004209708068,167.0195455376397,169.42857417346335,165.8842607684732,164.8440643980186,169.71615323863656,162.81838364653692,144.64760039417718
14,1988-12-01 00:45:12+00:00,140.72951985643985,135.47591926371106,128.2767802102263,124.84173385532549,142.38975484457322,153.68325780821465,156.14075902387128,149.5043002517434,154.02000332836585,150.05028596682521,147.82974457222068,135.03755737449688
15,1989-01-18 00:44:40+00:00,,,,,,,,,,,,
16,1989-07-29 00:41:44+00:00,151.52081367620804,150.4308868946326,154.25862222987644,151.59358121620258,160.18250969174412,154.60139273184686,165.30325640526243,173.28332865490967,171.07892271087564,174.08059332907354,169.4475466347025,160.52367916952545
17,1989-11-18 00:38:43+00:00,140.79200290800426,140.4476795515375,151.63462680051282,151.3155316085956,148.90980030555517,152.93791066246388,148.26218411690826,142.31805850811983,149.19032146339484,150.82394448856292,155.6821841693374,142.51020583195978
18,1990-02-22 00:35:55+00:00,148.65602727185103,151.62125864965282,162.45039918658324,164.70936972817634,169.51258182493316,172.3671161501325,171.72103709590556,171.31409467977448,177.62021948199728,175.59491471832374,172.85691163840048,155.1741983614639
19,1990-04-11 00:34:48+00:00,145.945574899385,152.35663984817876,153.09171566722955,153.22433129064734,159.65360761854225,162.95994094960773,154.8602568940506,162.02886052988202,167.18012585615458,166.79776615485383,171.8155250264382,152.45463253493966
