dates,satname,nzd0074-0000,nzd0074-0001,nzd0074-0002,nzd0074-0003,nzd0074-0004,nzd0074-0005,nzd0074-0006,nzd0074-0007,nzd0074-0008,nzd0074-0009,nzd0074-0010,nzd0074-0011,nzd0074-0012,nzd0074-0013
1999-09-27 22:04:48+00:00,L7,267.28,275.53,290.83,298.46,300.15,303.60,304.73,305.80,307.27,312.51,314.62,328.54,319.92,324.47
1999-11-14 22:04:42+00:00,L7,275.82,283.62,297.39,304.89,300.72,302.59,304.42,310.95,309.06,313.81,318.89,325.73,325.86,324.21
2000-01-01 22:04:37+00:00,L7,303.47,311.81,322.63,330.53,328.79,331.46,334.01,340.38,339.60,343.47,349.85,357.84,351.82,350.51
2000-01-17 22:04:35+00:00,L7,316.58,326.00,333.51,339.97,340.59,344.24,347.77,356.08,354.23,353.21,357.65,365.52,358.79,356.23
2000-05-24 22:03:46+00:00,L7,302.15,310.74,319.90,321.90,324.41,325.59,329.15,337.49,336.53,341.66,344.37,357.04,344.03,342.01
2000-07-11 22:03:17+00:00,L7,299.21,303.60,316.27,320.51,321.91,326.82,335.07,343.94,335.50,336.47,339.45,345.86,339.07,336.96
2000-08-12 22:02:54+00:00,L7,298.02,297.04,302.73,314.43,312.68,318.19,324.88,330.20,329.97,328.78,333.64,351.51,338.75,330.43
2001-01-03 22:02:12+00:00,L7,317.54,324.21,331.46,336.80,332.94,333.86,337.98,345.01,342.57,345.15,352.22,360.49,353.91,348.84
2001-06-12 22:01:24+00:00,L7,295.19,299.23,306.55,313.63,313.65,314.16,319.17,326.03,319.64,327.19,331.38,343.87,331.03,330.95
2001-08-15 22:00:38+00:00,L7,299.66,308.64,313.33,320.89,325.39,327.56,342.85,355.02,334.52,342.98,343.21,347.48,349.21,337.62
2001-10-02 21:59:40+00:00,L7,,,,,,,,,,,,,,
2001-12-05 22:00:18+00:00,L7,289.24,293.84,302.31,311.89,310.17,311.26,312.66,321.54,314.95,321.14,326.67,333.28,328.07,323.51
2001-12-21 22:00:29+00:00,L7,289.48,296.72,306.88,313.58,311.46,313.33,315.45,323.91,321.52,325.69,334.00,341.42,335.21,331.67
2002-01-22 22:00:16+00:00,L7,,,,,,,,,,,,,,
2002-02-23 22:00:43+00:00,L7,328.05,336.09,343.81,348.73,346.38,345.11,346.64,353.02,351.23,355.76,357.71,367.21,360.32,358.69
2002-03-27 22:00:37+00:00,L7,307.31,312.65,321.54,327.53,327.22,327.10,330.61,337.76,336.54,338.36,342.30,349.04,342.96,341.15
2002-04-28 22:00:38+00:00,L7,287.13,287.73,299.61,307.42,303.87,307.94,306.95,,,,,,,
2002-07-01 22:00:15+00:00,L7,300.17,305.51,316.80,323.72,324.35,323.01,322.66,331.70,327.52,331.24,335.70,343.91,335.96,335.99
2002-07-17 22:00:08+00:00,L7,302.22,305.02,309.50,316.56,319.20,318.67,324.45,339.41,326.20,328.41,332.19,348.53,338.20,333.90
2002-08-02 21:59:37+00:00,L7,,,,,,,,,,,,,,
2002-08-18 21:59:57+00:00,L7,311.56,315.50,309.40,321.56,337.64,353.94,367.83,382.06,366.83,353.20,365.21,378.90,369.78,363.66
2002-11-06 21:59:41+00:00,L7,269.99,275.30,290.76,299.47,298.94,301.78,304.20,310.33,307.88,315.96,321.08,330.02,326.07,327.29
2003-02-10 22:00:29+00:00,L7,319.31,324.49,332.60,339.06,334.91,339.06,343.31,350.11,348.06,352.67,354.39,366.66,357.09,357.98
2003-02-26 22:00:28+00:00,L7,,,333.59,339.26,350.19,354.64,362.22,355.32,359.09,355.25,356.29,380.58,373.48,364.85
2003-07-28 21:48:04+00:00,L5,295.17,303.83,315.01,321.77,325.01,326.72,325.99,331.95,328.13,326.75,333.60,343.07,331.43,332.04
2003-08-05 22:00:11+00:00,L7,300.43,308.65,317.85,327.48,321.81,327.55,332.68,345.41,335.75,342.19,344.46,353.18,341.43,335.67
2003-08-29 21:49:02+00:00,L5,293.62,297.91,305.73,309.66,311.27,313.21,314.69,325.98,311.48,322.42,326.98,334.10,331.92,330.65
2003-11-09 22:00:18+00:00,L7,281.16,293.94,304.47,312.24,315.15,312.81,314.30,321.93,318.83,326.77,331.13,342.26,,
2003-11-25 22:00:29+00:00,L7,271.43,277.25,288.58,299.57,299.54,302.05,301.74,310.54,303.42,314.59,,331.14,327.05,330.01
2003-12-19 21:50:27+00:00,L5,325.56,332.44,341.50,347.57,350.15,350.22,352.93,362.78,366.10,370.14,374.66,385.50,380.20,380.98
2004-02-05 21:50:17+00:00,L5,,,,,,,,,,,,,,
2004-05-03 22:00:59+00:00,L7,295.75,301.57,310.19,317.43,314.53,321.37,327.95,336.14,336.47,338.45,341.74,,,355.52
2004-06-20 22:00:50+00:00,L7,276.15,290.34,300.52,308.19,304.69,311.57,313.71,316.64,304.12,317.15,317.95,332.50,333.96,326.33
2004-07-06 22:00:48+00:00,L7,,,306.36,316.07,307.83,310.63,313.39,319.10,316.35,327.96,327.89,,318.93,328.19
2004-07-22 22:00:44+00:00,L7,291.66,305.02,323.05,313.45,309.56,312.86,316.02,326.97,320.74,328.56,332.55,343.72,337.47,337.50
