dates,nzd0074-0000,nzd0074-0001,nzd0074-0002,nzd0074-0003,nzd0074-0004,nzd0074-0005,nzd0074-0006,nzd0074-0007,nzd0074-0008,nzd0074-0009,nzd0074-0010,nzd0074-0011,nzd0074-0012,nzd0074-0013,satname
1999-09-27 22:04:48+00:00,282.95,294.33,307.92,315.55,317.24,322.40,323.53,324.60,322.94,329.60,330.29,345.63,337.01,340.14,L7
1999-11-14 22:04:42+00:00,282.55,292.77,306.11,313.68,312.44,316.29,317.77,321.58,319.16,325.16,327.75,339.13,334.89,335.34,L7
2000-01-01 22:04:37+00:00,286.52,295.52,308.34,316.02,314.61,317.75,319.59,324.24,322.98,327.99,332.12,342.10,337.26,337.40,L7
2000-01-17 22:04:35+00:00,291.08,299.59,311.41,318.78,317.88,320.82,323.08,328.65,327.83,331.07,335.55,344.73,339.41,339.15,L7
2000-05-24 22:03:46+00:00,301.68,309.32,319.10,324.56,325.02,326.90,330.11,337.78,337.73,339.87,344.90,353.89,345.30,343.86,L7
2000-07-11 22:03:17+00:00,298.98,305.05,315.59,319.82,321.33,323.82,328.93,337.44,335.09,336.14,340.16,348.50,339.66,338.07,L7
2000-08-12 22:02:54+00:00,294.13,296.99,306.78,312.76,313.48,316.73,322.90,330.41,328.34,329.45,333.49,345.29,334.43,330.80,L7
2001-01-03 22:02:12+00:00,296.98,298.75,308.15,315.25,313.84,316.76,323.11,330.18,328.07,328.13,333.83,343.95,335.24,330.80,L7
2001-06-12 22:01:24+00:00,305.69,310.92,318.28,324.49,322.57,323.21,327.77,334.72,330.44,335.44,341.13,351.46,341.75,339.23,L7
2001-08-15 22:00:38+00:00,291.00,296.24,302.94,310.26,312.52,313.16,323.31,332.83,320.66,328.09,330.88,338.68,333.12,327.87,L7
2001-12-05 22:00:18+00:00,294.92,300.84,307.64,315.71,316.65,317.93,325.16,334.46,323.26,330.68,333.97,341.79,336.35,330.91,L7
2001-12-21 22:00:29+00:00,293.74,300.87,308.54,316.48,316.70,318.52,324.79,334.62,324.61,330.97,335.57,341.76,338.53,331.88,L7
2002-02-23 22:00:43+00:00,305.03,312.22,320.70,327.76,325.70,326.57,328.25,336.16,332.01,337.23,342.24,350.33,344.23,340.73,L7
2002-03-27 22:00:37+00:00,305.23,311.88,320.50,327.30,325.67,326.25,328.39,336.11,332.77,337.10,341.88,349.60,343.50,340.46,L7
2002-04-28 22:00:38+00:00,304.41,310.41,319.37,326.37,324.36,325.95,327.46,336.11,332.77,337.10,341.88,349.60,343.50,340.46,L7
2002-07-01 22:00:15+00:00,306.62,311.64,321.49,327.89,326.50,326.94,327.87,336.76,335.04,338.09,341.85,349.69,342.72,341.89,L7
2002-07-17 22:00:08+00:00,304.61,308.96,317.85,324.39,323.80,323.93,325.82,335.72,331.41,334.12,338.01,347.86,340.04,338.47,L7
2002-08-18 21:59:57+00:00,303.49,307.32,313.96,321.44,323.62,326.19,330.09,341.71,335.76,334.96,340.72,351.08,343.01,340.78,L7
2002-11-06 21:59:41+00:00,295.36,299.58,305.94,314.65,319.35,323.60,329.03,340.12,331.48,331.52,337.92,349.66,341.82,339.58,L7
2003-02-10 22:00:29+00:00,299.90,304.63,310.50,319.61,323.41,331.13,337.98,347.03,340.53,340.19,346.50,358.10,350.56,349.25,L7
2003-02-26 22:00:28+00:00,300.90,307.39,320.20,327.14,329.23,333.16,337.91,339.92,339.45,342.51,345.03,360.30,353.43,351.15,L7
2003-07-28 21:48:04+00:00,305.16,311.66,322.22,328.52,331.86,334.81,338.51,340.46,340.65,340.04,343.65,358.59,349.15,347.18,L5
2003-08-05 22:00:11+00:00,302.19,308.99,319.99,327.12,328.21,331.74,335.80,340.45,338.38,339.44,342.81,356.10,346.08,343.26,L7
2003-08-29 21:49:02+00:00,299.41,307.06,316.14,322.91,322.64,326.09,328.05,338.05,328.12,333.73,338.01,346.72,338.20,335.79,L5
2003-11-09 22:00:18+00:00,296.80,306.13,315.36,322.38,322.90,325.12,326.96,336.37,327.75,334.12,338.25,347.75,338.20,335.79,L7
2003-11-25 22:00:29+00:00,295.06,304.36,313.64,321.45,321.87,324.51,325.92,335.20,326.22,333.85,338.25,348.06,339.96,338.51,L7
2003-12-19 21:50:27+00:00,298.17,306.67,316.13,323.66,324.43,326.43,328.06,337.43,330.90,337.75,343.17,352.15,345.42,344.64,L5
2004-05-03 22:00:59+00:00,295.56,303.80,313.46,321.48,322.12,324.11,326.73,335.35,333.29,339.76,346.40,357.57,356.26,355.67,L7
2004-06-20 22:00:50+00:00,288.37,298.86,307.99,315.44,312.25,319.37,323.73,329.29,322.72,330.44,332.26,342.50,343.96,343.35,L7
2004-07-06 22:00:48+00:00,288.37,298.86,311.69,319.90,315.02,321.12,324.95,330.56,324.48,333.85,334.70,342.50,337.81,342.18,L7
2004-07-22 22:00:44+00:00,292.30,304.31,316.85,320.60,315.97,321.61,325.27,332.21,325.67,334.85,336.29,347.75,340.79,343.14,L7
2004-07-30 21:54:28+00:00,292.72,304.17,315.39,319.84,316.80,321.04,323.44,332.03,325.89,334.36,336.10,346.90,341.93,344.83,L5
2004-08-07 22:00:37+00:00,290.21,300.79,312.26,317.24,314.54,318.44,320.73,329.86,323.80,331.42,333.64,342.13,338.46,341.05,L7
2004-08-15 21:54:49+00:00,289.11,299.15,310.75,315.77,313.11,317.11,319.53,328.35,322.78,329.99,333.10,341.06,336.60,338.84,L5
2004-09-16 21:55:41+00:00,289.62,299.65,310.77,316.14,313.92,318.18,320.51,329.47,324.07,331.30,334.90,344.02,338.46,339.97,L5
2004-11-11 22:00:45+00:00,288.12,299.18,310.61,315.73,314.03,317.96,320.12,329.14,323.37,331.17,335.22,344.66,338.46,338.72,L7
2004-11-19 21:56:55+00:00,290.62,301.51,312.70,318.13,316.70,320.76,323.28,332.24,326.40,332.68,336.54,346.48,340.35,340.05,L5
2004-12-13 22:00:36+00:00,290.62,301.51,312.70,318.13,316.70,320.76,323.28,332.24,326.40,332.68,336.54,346.48,342.45,341.63,L7
2005-01-14 22:01:13+00:00,289.97,301.08,311.90,316.59,316.44,320.49,322.77,332.48,328.81,333.05,337.98,348.46,344.62,343.35,L7
2005-02-15 22:01:25+00:00,290.47,302.85,313.76,321.82,322.71,326.69,330.09,337.77,336.39,339.25,345.75,356.22,352.91,349.29,L7
2005-02-23 21:58:31+00:00,293.11,304.71,315.56,324.59,324.95,327.95,330.95,338.41,337.35,340.46,346.74,357.76,354.47,350.83,L5
2005-03-03 22:01:30+00:00,294.08,305.12,315.88,324.89,325.55,328.56,331.58,339.15,338.22,340.46,346.74,358.71,355.22,351.34,L7
2005-03-11 21:58:44+00:00,295.20,305.78,315.91,325.28,326.07,329.00,332.04,339.90,338.86,341.43,347.54,359.83,355.21,351.58,L5
2005-03-19 22:01:30+00:00,296.21,307.21,317.56,326.60,327.15,329.48,332.71,340.28,339.69,341.59,348.16,360.44,356.30,352.72,L7
2005-05-06 22:01:01+00:00,296.21,307.21,317.56,326.60,327.15,329.48,332.71,340.28,339.69,341.59,348.16,360.44,356.33,353.55,L7
2005-06-07 22:01:19+00:00,297.21,307.63,317.68,327.59,327.90,329.54,332.16,339.52,340.61,343.46,350.59,363.50,356.22,355.87,L7
2005-07-09 22:01:14+00:00,297.54,308.03,317.79,327.97,329.09,329.32,331.65,339.00,339.48,342.88,349.54,362.43,355.33,355.20,L7
2005-07-17 21:59:35+00:00,299.81,308.37,317.41,326.98,328.23,327.68,329.93,337.97,337.59,341.15,348.26,359.91,354.87,355.42,L5
2005-07-25 22:01:13+00:00,299.98,309.80,318.52,326.68,327.47,327.67,329.89,337.77,336.84,341.05,348.12,359.61,354.57,354.98,L7
2005-08-10 22:01:10+00:00,299.30,308.93,317.78,326.67,327.47,327.67,329.01,337.16,335.66,340.09,347.78,359.22,353.96,354.08,L7
