dates,nzd0074-0000,nzd0074-0001,nzd0074-0002,nzd0074-0003,nzd0074-0004,nzd0074-0005,nzd0074-0006,nzd0074-0007,nzd0074-0008,nzd0074-0009,nzd0074-0010,nzd0074-0011,nzd0074-0012,nzd0074-0013,satname
1999-09-27 22:04:48+00:00,282.95,294.33,307.92,315.55,317.24,322.40,323.53,324.60,322.94,329.60,330.29,345.63,337.01,340.14,L7
1999-11-14 22:04:42+00:00,282.15,291.22,304.30,311.80,307.63,310.19,312.02,318.55,315.39,320.72,325.22,332.64,332.77,330.54,L7
2000-01-01 22:04:37+00:00,294.47,301.01,312.81,320.71,318.97,320.66,323.21,329.58,330.60,333.65,340.85,348.02,342.00,341.51,L7
2000-01-17 22:04:35+00:00,304.75,311.80,320.60,327.06,327.68,330.04,333.57,341.88,342.40,340.30,345.82,352.61,345.88,344.40,L7
2000-05-24 22:03:46+00:00,305.82,315.14,323.90,325.90,328.41,329.99,333.55,341.89,340.20,345.66,348.04,361.04,348.03,345.68,L7
2000-07-11 22:03:17+00:00,286.38,288.20,302.27,306.51,307.91,311.42,319.67,328.54,322.67,322.47,326.62,331.86,325.07,324.13,L7
2000-08-12 22:02:54+00:00,290.19,287.64,294.18,305.88,304.13,308.79,315.48,320.80,322.14,320.23,325.81,342.96,330.20,322.60,L7
2001-01-03 22:02:12+00:00,314.37,320.41,328.01,333.35,329.49,330.06,334.18,341.21,339.40,341.70,349.05,357.04,350.46,345.67,L7
2001-06-12 22:01:24+00:00,297.02,301.43,308.55,315.63,315.65,316.36,321.37,328.23,321.47,329.19,333.21,345.87,333.03,332.78,L7
2001-08-15 22:00:38+00:00,284.99,291.04,297.33,304.89,309.39,309.96,325.25,337.42,319.85,326.98,328.54,331.48,333.21,322.95,L7
2001-12-05 22:00:18+00:00,302.74,310.04,317.04,326.62,324.90,327.46,328.86,337.74,328.45,335.87,340.17,348.01,342.80,337.01,L7
2001-12-21 22:00:29+00:00,293.48,301.52,311.24,317.94,315.82,318.13,320.25,328.71,325.52,330.05,338.00,345.78,339.57,335.67,L7
2002-02-23 22:00:43+00:00,318.88,325.09,333.81,338.73,336.38,334.11,335.64,342.02,342.06,345.76,348.54,357.21,350.32,349.52,L7
2002-03-27 22:00:37+00:00,305.81,310.85,319.90,325.89,325.58,325.30,328.81,335.96,335.04,336.72,340.80,347.40,341.32,339.65,L7
2002-04-28 22:00:38+00:00,301.13,304.53,314.88,322.69,319.14,324.74,323.75,,,,,,,,L7
2002-07-01 22:00:15+00:00,300.67,306.11,317.35,324.27,324.90,323.61,323.26,332.30,328.02,331.79,336.20,344.46,336.51,336.49,L7
2002-07-17 22:00:08+00:00,296.55,298.22,303.32,310.38,313.02,311.87,317.65,332.61,320.53,322.23,326.52,342.35,332.02,328.23,L7
2002-08-18 21:59:57+00:00,297.89,299.10,294.49,306.65,322.73,337.54,351.43,365.66,353.16,338.29,351.54,363.99,354.87,349.99,L7
2002-11-06 21:59:41+00:00,286.32,294.90,308.58,317.29,316.76,321.38,323.80,329.93,324.21,333.78,337.41,347.84,343.89,343.62,L7
2003-02-10 22:00:29+00:00,315.48,319.89,328.42,334.88,330.73,334.46,338.71,345.51,344.23,348.49,350.56,362.48,352.91,354.15,L7
2003-02-26 22:00:28+00:00,,,323.59,329.26,340.19,343.64,351.22,344.32,349.92,345.25,347.12,370.58,363.48,355.68,L7
2003-07-28 21:48:04+00:00,294.84,303.43,314.65,321.41,324.65,326.32,325.59,331.55,327.80,326.39,333.27,342.71,331.07,331.71,L5
2003-08-05 22:00:11+00:00,296.26,303.65,313.30,322.93,317.26,322.55,327.68,340.41,331.58,337.64,340.29,348.63,336.88,331.50,L7
2003-08-29 21:49:02+00:00,307.12,314.11,320.46,324.39,326.00,329.41,330.89,342.18,324.98,337.15,340.48,348.83,346.65,344.15,L5
2003-11-09 22:00:18+00:00,288.99,303.34,313.02,320.79,323.70,322.21,323.70,331.33,326.66,335.32,338.96,350.81,,,L7
2003-11-25 22:00:29+00:00,288.10,297.25,306.76,317.75,317.72,322.05,321.74,330.54,320.09,332.77,,349.32,345.23,346.68,L7
2003-12-19 21:50:27+00:00,313.73,318.24,328.59,334.66,337.24,336.02,338.73,348.58,354.27,357.23,362.83,372.59,367.29,369.15,L5
2004-05-03 22:00:59+00:00,291.42,296.37,305.46,312.70,309.80,316.17,322.75,330.94,332.14,333.72,337.41,,,351.19,L7
2004-06-20 22:00:50+00:00,285.32,301.34,310.52,318.19,314.69,322.57,324.71,327.64,313.29,327.15,327.12,342.50,343.96,335.50,L7
2004-07-06 22:00:48+00:00,,,319.09,328.80,320.56,324.63,327.39,333.10,328.02,340.69,339.56,,331.66,339.86,L7
2004-07-22 22:00:44+00:00,300.16,315.22,332.32,322.72,318.83,323.06,326.22,337.17,329.24,337.83,341.05,352.99,346.74,346.00,L7
2004-07-30 21:54:28+00:00,293.99,303.73,309.58,316.80,320.11,318.75,316.12,331.28,326.74,332.42,335.35,345.20,345.35,351.62,L5
2004-08-07 22:00:37+00:00,280.16,287.28,296.60,304.23,303.27,305.49,307.19,319.01,313.34,316.72,321.35,327.84,324.59,322.15,L7
2004-08-15 21:54:49+00:00,283.59,290.98,301.67,306.96,304.51,309.12,312.33,319.33,316.72,321.40,329.87,336.76,327.29,325.58,L5
2004-09-16 21:55:41+00:00,292.70,302.65,310.93,318.69,319.57,325.65,327.39,337.27,333.06,340.49,347.51,358.82,349.66,347.85,L5
2004-11-11 22:00:45+00:00,280.95,293.04,304.19,309.45,310.74,314.45,319.57,328.35,326.54,332.63,339.95,348.50,,341.21,L7
2004-11-19 21:56:55+00:00,308.09,317.85,329.40,337.31,338.05,343.12,348.57,357.03,350.62,344.81,347.11,359.23,353.53,350.68,L5
2004-12-13 22:00:36+00:00,,,,,,,,,,,,,359.23,355.87,L7
2005-01-14 22:01:13+00:00,280.15,297.87,310.53,,,324.28,324.76,330.38,334.25,338.11,341.63,358.32,350.58,349.20,L7
2005-02-15 22:01:25+00:00,,,,,322.49,325.95,330.18,335.84,337.47,340.20,352.54,,351.54,350.90,L7
2005-02-23 21:58:31+00:00,303.64,312.13,322.73,332.91,333.89,334.26,335.21,341.57,342.14,346.52,351.72,363.91,362.29,360.07,L5
2005-03-03 22:01:30+00:00,298.97,307.21,317.48,326.10,328.56,332.23,335.36,343.58,343.45,,,363.46,359.72,354.92,L7
2005-03-11 21:58:44+00:00,301.92,309.72,316.09,327.22,329.16,332.08,335.31,345.19,343.37,347.24,352.34,366.59,355.13,353.55,L5
2005-03-19 22:01:30+00:00,299.75,312.68,322.47,,,,,,,,351.83,363.09,358.41,358.04,L7
2005-05-06 22:01:01+00:00,,,,,,,,,,,,,356.55,361.06,L7
2005-06-07 22:01:19+00:00,298.83,306.15,316.78,324.11,325.38,328.45,332.16,340.55,342.98,345.22,353.49,365.65,352.54,359.21,L7
2005-07-09 22:01:14+00:00,299.54,310.46,318.43,329.53,335.05,328.00,328.57,335.90,332.68,339.98,343.24,355.96,351.20,349.89,L7
2005-07-17 21:59:35+00:00,296.01,300.21,307.86,321.99,323.09,312.81,312.73,323.13,321.07,327.73,332.63,340.71,346.48,351.10,L5
2005-07-25 22:01:13+00:00,301.21,319.87,326.31,324.91,322.14,327.61,329.62,336.43,331.55,340.47,347.20,357.55,351.83,351.06,L7
2005-08-10 22:01:10+00:00,293.85,301.93,311.90,326.62,,,321.95,332.25,326.21,333.36,345.06,356.07,347.87,345.11,L7
2005-10-05 21:59:53+00:00,291.00,300.32,311.54,319.30,318.37,323.59,325.25,334.52,329.21,337.04,344.08,354.13,348.19,345.30,L5
2005-11-30 22:01:24+00:00,298.98,306.45,315.06,322.60,324.18,325.97,329.60,337.00,336.93,,345.15,357.26,345.34,349.64,L7
2006-01-01 22:01:10+00:00,,,,,,,,,353.98,360.25,363.98,378.98,367.37,,L7
2006-01-17 22:01:43+00:00,314.11,323.92,330.40,334.96,351.76,,,351.24,346.85,354.98,356.44,372.17,367.37,360.31,L7
2006-03-14 22:02:55+00:00,294.18,305.41,318.17,325.84,327.87,330.55,330.93,331.11,329.87,334.19,343.08,356.85,343.77,346.88,L5
2006-04-07 22:01:27+00:00,,,,,,,,,,341.07,347.09,355.68,349.88,352.85,L7
2006-04-15 22:03:30+00:00,308.74,318.43,328.60,339.07,332.87,337.18,340.56,348.82,346.35,353.47,359.17,379.84,368.31,373.70,L5
2006-05-17 22:03:57+00:00,303.26,314.43,324.78,334.65,335.77,336.82,338.37,347.92,344.22,356.08,357.63,371.64,366.28,356.76,L5
2006-06-02 22:04:12+00:00,295.95,306.25,315.49,324.33,323.37,324.75,323.85,333.97,326.68,337.58,341.78,358.10,355.89,348.29,L5
2006-06-10 22:01:49+00:00,291.45,299.21,309.94,318.64,320.26,318.78,322.26,,,332.27,337.80,352.30,347.23,350.22,L7
2006-06-26 22:01:44+00:00,290.94,298.61,318.57,,316.11,317.21,317.93,325.12,319.61,325.55,332.92,347.77,338.60,334.91,L7
2006-07-04 22:04:41+00:00,299.16,304.27,310.93,320.36,321.94,323.10,330.38,337.40,337.12,339.92,347.79,360.77,356.63,350.25,L5
2006-07-28 22:01:30+00:00,296.61,306.36,316.24,325.58,324.35,331.36,326.32,333.27,327.80,,,,,,L7
