dates,satname,nzd0208-0000,nzd0208-0001,nzd0208-0002,nzd0208-0003,nzd0208-0004,nzd0208-0005,nzd0208-0006,nzd0208-0007,nzd0208-0008,nzd0208-0009,nzd0208-0010,nzd0208-0011,nzd0208-0012,nzd0208-0013,nzd0208-0014,nzd0208-0015,nzd0208-0016,nzd0208-0017,nzd0208-0018,nzd0208-0019,nzd0208-0020,nzd0208-0021,nzd0208-0022,nzd0208-0023,nzd0208-0024,nzd0208-0025,nzd0208-0026,nzd0208-0027,nzd0208-0028,nzd0208-0029,nzd0208-0030,nzd0208-0031,nzd0208-0032,nzd0208-0033
1999-08-21 21:46:33+00:00,L7,373.02,373.48,370.89,372.39,379.74,382.47,383.65,377.05,373.44,371.41,368.93,367.53,358.24,364.55,369.10,373.36,380.19,384.63,375.68,365.43,361.04,352.88,352.57,351.09,355.28,356.23,342.45,,,372.34,384.68,390.93,389.17,378.73
1999-09-22 21:46:36+00:00,L7,400.91,385.19,387.30,382.57,392.95,391.58,395.12,397.23,400.43,398.38,395.12,395.61,392.68,389.06,388.48,389.43,391.33,402.95,395.01,383.36,379.58,370.26,365.64,371.15,371.63,374.86,379.34,381.60,384.42,388.21,394.79,403.03,418.97,387.02
1999-10-24 21:46:32+00:00,L7,394.81,379.38,380.13,382.19,385.35,387.89,395.20,393.61,391.50,385.36,381.72,383.77,380.36,385.56,383.77,388.71,392.54,394.40,387.39,379.91,374.14,368.93,363.95,371.84,376.53,376.82,377.63,384.34,386.32,388.17,390.23,403.17,406.35,387.63
2000-05-03 21:45:55+00:00,L7,398.81,390.63,386.02,382.21,382.27,389.97,396.24,392.33,384.83,378.56,374.30,374.83,364.93,373.83,378.14,380.93,385.59,391.09,381.33,374.37,368.27,362.82,358.70,360.75,360.58,360.64,368.29,,,,,,,
2000-05-19 21:45:43+00:00,L7,376.66,374.27,365.97,367.40,368.39,371.72,375.31,370.72,365.37,358.47,359.65,354.01,347.11,355.57,360.35,366.24,365.75,368.35,360.22,355.69,347.99,341.16,339.46,339.85,345.19,346.90,350.46,,,,,,,
2000-07-06 21:45:15+00:00,L7,378.46,375.82,368.64,369.48,372.58,375.51,378.89,370.61,353.08,350.24,356.52,357.83,352.20,358.86,362.21,367.90,371.27,378.79,370.72,365.08,350.84,352.85,336.22,345.49,344.93,349.11,356.17,361.76,362.04,368.50,350.32,349.17,,354.54
2000-08-07 21:44:45+00:00,L7,397.92,393.21,384.43,385.35,382.93,385.15,394.30,390.97,388.94,383.27,377.24,375.33,372.35,377.26,381.30,383.76,387.89,393.75,384.13,382.09,374.34,363.91,366.30,364.91,366.15,366.66,371.14,376.95,,,,,,
2000-09-24 21:44:07+00:00,L7,,,,,390.79,393.48,406.08,400.56,389.30,378.98,384.21,385.96,381.45,376.70,388.08,390.56,390.92,396.02,388.68,383.18,373.85,373.41,373.75,370.08,371.56,367.74,377.95,383.37,384.02,388.69,382.11,395.34,,407.34
2001-03-03 21:44:00+00:00,L7,397.18,394.44,388.36,387.73,392.64,393.22,399.88,397.78,390.16,388.05,385.91,386.76,384.97,389.57,392.95,396.47,396.36,408.24,400.84,391.80,382.41,376.91,379.47,375.69,377.62,380.23,385.57,386.64,388.38,386.71,379.87,379.60,379.56,382.38
2001-04-04 21:43:43+00:00,L7,410.41,391.12,391.69,392.01,393.10,399.89,406.49,397.70,391.04,393.55,390.49,383.28,391.10,381.64,389.44,389.09,393.14,401.16,400.70,394.68,380.05,377.62,372.97,375.53,374.41,377.84,381.38,382.16,381.51,385.35,379.44,385.52,380.84,411.09
2001-04-20 21:43:46+00:00,L7,390.23,381.79,376.90,378.04,378.67,382.75,391.96,388.84,386.99,378.68,383.67,383.89,382.14,379.63,376.95,388.78,390.50,399.51,391.26,387.37,381.05,373.24,370.30,370.29,369.38,369.12,374.01,379.73,378.79,378.14,376.18,382.25,374.85,387.48
2001-06-07 21:43:18+00:00,L7,,367.95,366.88,363.20,367.39,370.06,375.97,372.15,372.71,370.37,365.30,363.77,351.41,362.02,360.48,365.91,369.56,380.08,372.56,366.33,361.92,356.28,353.82,352.12,356.40,357.48,362.25,,,,,,,
2001-07-25 21:42:54+00:00,L7,368.96,363.90,362.97,363.44,366.45,367.71,373.29,368.86,369.38,367.06,362.02,361.44,348.05,356.14,359.32,365.56,372.25,381.34,372.99,367.98,,,,,,,,,,,,,,
2001-08-26 21:42:25+00:00,L7,372.98,371.23,372.46,372.79,376.11,376.99,379.67,378.50,378.74,377.21,368.94,366.51,357.46,369.23,373.95,377.55,380.43,392.18,382.31,374.74,368.35,369.38,366.70,367.61,366.79,366.14,369.22,375.89,374.81,376.17,376.04,383.76,376.92,385.19
2001-09-27 21:42:05+00:00,L7,,,,385.75,391.86,399.62,405.49,404.79,399.85,397.18,391.99,392.03,387.51,392.42,394.64,393.52,395.00,402.47,397.66,388.28,383.58,379.36,378.29,374.90,378.27,376.18,377.67,384.32,383.73,382.73,381.04,399.53,397.00,419.08
2001-10-13 21:41:51+00:00,L7,412.14,394.50,387.26,392.41,392.85,397.62,402.63,397.23,396.50,393.56,394.52,391.85,389.89,395.21,390.62,397.15,399.74,406.86,401.58,390.44,382.63,382.11,380.60,377.93,381.69,384.57,385.21,388.91,385.64,387.67,386.93,396.18,398.43,442.93
2001-10-29 21:41:57+00:00,L7,387.36,379.20,375.96,372.12,374.95,381.13,385.86,382.23,378.22,377.27,378.01,375.36,368.59,375.24,377.72,383.09,388.78,393.21,382.77,380.23,371.81,370.10,365.62,364.53,370.03,374.22,374.03,379.84,380.71,379.42,378.34,385.79,386.99,395.83
2002-04-07 21:42:28+00:00,L7,386.13,375.40,375.31,377.30,380.22,384.74,390.68,385.81,381.71,377.14,375.46,375.05,376.27,381.80,382.74,384.60,387.92,398.46,389.31,384.04,378.28,375.38,369.60,369.22,367.56,371.21,373.92,379.28,378.96,378.20,377.35,389.30,388.25,387.61
2002-08-29 21:41:39+00:00,L7,370.57,368.25,369.54,368.05,370.38,373.88,389.58,386.85,377.54,366.70,367.82,366.30,366.99,362.85,371.72,376.80,378.74,386.78,377.54,375.44,370.20,366.17,364.80,368.10,368.79,366.79,370.28,379.03,378.44,383.82,377.03,389.38,379.75,377.41
2002-09-14 21:41:31+00:00,L7,374.47,370.05,373.55,369.83,365.72,375.40,388.05,386.12,382.21,366.68,370.35,371.86,375.20,364.85,380.11,386.09,387.14,385.92,382.71,379.03,372.38,367.24,367.64,369.19,375.47,372.40,374.28,376.89,380.28,382.96,379.62,392.79,384.87,379.44
2002-11-01 21:41:30+00:00,L7,372.19,373.12,371.82,371.95,369.09,373.74,378.13,378.23,380.36,377.17,367.05,367.17,374.93,372.52,383.39,383.31,394.42,395.01,375.92,375.42,367.30,363.86,370.11,367.00,369.72,365.75,374.85,382.84,383.28,384.27,384.78,390.91,389.90,385.93
2003-04-10 21:42:26+00:00,L7,382.58,378.24,373.36,374.97,374.87,381.20,394.26,390.63,388.25,382.46,383.49,379.34,380.64,384.49,385.49,388.31,391.46,398.50,388.91,384.95,378.61,376.51,376.91,374.40,379.07,382.51,385.12,388.20,389.19,391.50,387.76,391.96,385.13,373.14
2003-04-26 21:42:25+00:00,L7,397.89,386.23,381.68,381.07,380.17,387.55,400.31,397.26,398.38,390.32,387.85,383.36,383.76,386.95,384.38,390.35,395.39,402.61,396.08,388.27,376.68,378.67,379.30,379.27,380.83,383.14,382.80,389.02,386.02,393.04,387.78,396.46,384.62,381.97
2003-05-28 21:42:22+00:00,L7,394.81,,,,,,,,,,,,,,,,391.70,397.19,393.38,386.36,379.11,373.10,370.26,371.93,374.58,372.64,378.14,382.42,385.86,,,,,
2003-07-23 21:30:14+00:00,L5,,389.19,382.80,392.78,,,,,,,,,,,,,,,,,338.52,,,,,,340.78,357.22,364.11,385.54,390.85,402.69,387.03,336.74
2003-08-16 21:42:04+00:00,L7,362.95,358.50,359.20,361.22,362.61,363.99,369.75,364.30,360.27,355.00,350.15,,,,344.39,356.66,364.69,368.72,357.78,355.29,348.05,345.51,344.84,347.79,350.49,,,358.09,363.61,360.77,360.66,364.84,,352.29
2003-11-04 21:42:03+00:00,L7,382.84,374.50,381.80,387.28,386.18,393.28,397.78,404.95,389.85,385.45,384.87,,,,379.35,384.70,394.70,399.50,387.65,390.76,379.03,377.54,375.73,377.24,377.19,,,384.74,386.24,389.73,390.58,399.73,397.13,395.57
2003-11-20 21:42:19+00:00,L7,381.05,377.03,379.05,379.30,389.69,395.59,398.79,396.63,382.36,375.44,380.81,377.19,366.78,,,384.96,394.70,400.00,385.08,383.20,379.01,375.53,373.82,378.77,375.56,375.56,378.50,,,389.42,385.01,399.95,397.72,399.10
2003-11-28 21:32:10+00:00,L5,356.97,352.14,354.51,359.98,366.12,369.94,376.23,369.78,362.85,354.61,354.39,339.00,335.70,336.35,340.96,347.32,354.90,358.68,363.70,358.99,353.25,347.81,351.27,362.02,350.05,354.32,357.79,363.10,358.41,369.06,369.92,378.52,373.74,364.86
