dates,nzd0208-0000,nzd0208-0001,nzd0208-0002,nzd0208-0003,nzd0208-0004,nzd0208-0005,nzd0208-0006,nzd0208-0007,nzd0208-0008,nzd0208-0009,nzd0208-0010,nzd0208-0011,nzd0208-0012,nzd0208-0013,nzd0208-0014,nzd0208-0015,nzd0208-0016,nzd0208-0017,nzd0208-0018,nzd0208-0019,nzd0208-0020,nzd0208-0021,nzd0208-0022,nzd0208-0023,nzd0208-0024,nzd0208-0025,nzd0208-0026,nzd0208-0027,nzd0208-0028,nzd0208-0029,nzd0208-0030,nzd0208-0031,nzd0208-0032,nzd0208-0033,satname
1999-08-21 21:46:33+00:00,363.42,363.88,362.89,363.66,370.14,372.87,374.05,367.45,363.84,361.81,359.33,357.93,347.57,354.95,359.50,364.63,371.46,375.03,366.95,355.83,353.04,344.15,344.57,343.09,347.28,349.37,335.07,,,364.34,377.30,384.07,382.77,366.73,L7
1999-09-22 21:46:36+00:00,376.26,368.63,370.18,367.75,375.64,376.32,378.69,376.44,376.24,374.19,371.32,370.87,363.57,366.11,368.09,371.66,376.03,383.09,375.62,363.69,361.39,351.84,350.19,352.20,354.54,357.90,352.66,372.52,374.59,371.36,381.50,389.34,396.94,369.50,L7
1999-10-24 21:46:32+00:00,381.38,371.15,372.61,371.59,377.81,379.11,383.12,381.10,380.26,376.85,373.72,374.10,367.98,371.52,372.25,376.38,380.56,385.79,378.57,368.03,364.75,356.57,353.89,357.86,360.98,363.44,360.17,377.20,379.12,376.07,383.59,393.18,399.36,374.21,L7
2000-05-03 21:45:55+00:00,394.81,386.63,382.69,378.57,378.27,385.97,392.24,388.33,380.83,374.56,370.30,370.83,360.49,369.83,374.14,377.29,381.95,387.09,377.69,370.37,364.94,359.18,355.37,357.42,357.25,357.78,365.21,,,,,,,,L7
2000-05-19 21:45:43+00:00,389.03,383.75,377.08,375.99,376.63,382.14,387.08,382.82,376.40,369.81,368.27,365.72,357.47,366.00,370.54,374.76,376.85,381.02,371.96,366.33,359.22,353.17,350.16,351.38,353.97,354.69,360.38,,,,,,,,L7
2000-07-06 21:45:15+00:00,389.71,385.31,377.77,377.63,379.48,384.13,388.55,382.95,372.83,367.49,368.56,367.29,360.38,367.82,371.97,376.29,378.81,384.48,375.36,370.11,359.92,356.88,349.02,352.92,354.46,355.83,362.20,371.45,372.54,379.00,360.01,358.17,,370.29,L7
2000-08-07 21:44:45+00:00,390.76,386.28,378.60,378.65,379.34,383.39,388.99,383.96,375.86,370.44,369.73,368.30,362.26,369.18,373.30,377.25,380.17,385.79,376.64,372.11,362.69,357.73,352.50,355.09,356.55,357.82,363.67,372.66,372.54,379.00,360.01,358.17,,370.29,L7
2000-09-24 21:44:07+00:00,390.76,386.28,378.60,378.65,378.47,382.25,389.24,384.12,375.38,368.98,369.46,368.67,362.59,367.52,373.10,377.04,379.45,384.68,376.18,371.16,362.29,357.99,354.12,355.45,356.92,357.55,364.09,372.18,371.70,377.26,364.99,371.11,,378.94,L7
2001-03-03 21:44:00+00:00,395.38,392.64,386.86,386.09,382.91,384.55,394.18,390.37,380.93,374.72,376.26,377.56,373.43,374.33,381.71,385.51,385.64,393.33,386.76,378.69,370.80,367.16,369.27,365.55,367.25,367.69,375.00,378.24,378.87,380.37,374.23,381.18,378.36,383.86,L7
2001-04-04 21:43:43+00:00,395.79,384.78,383.36,382.60,384.87,388.56,395.19,389.74,382.60,382.80,380.20,377.02,379.14,377.61,383.19,385.50,387.48,396.70,393.50,385.24,374.57,369.99,369.56,368.94,369.35,373.32,377.32,378.25,378.28,379.37,373.50,376.85,374.87,386.74,L7
2001-04-20 21:43:46+00:00,391.07,380.92,378.82,378.47,379.94,383.75,391.24,386.57,381.20,378.56,378.49,376.44,376.96,375.41,378.25,383.99,385.88,394.77,390.14,383.08,374.34,368.47,367.41,367.00,366.97,369.87,374.01,376.54,376.06,376.57,372.19,376.60,372.95,383.40,L7
2001-06-07 21:43:18+00:00,391.07,379.73,377.54,376.51,378.85,382.38,389.48,385.02,381.12,378.56,377.24,375.32,372.85,374.12,375.86,381.33,383.66,393.15,387.61,380.94,372.94,367.28,365.72,364.99,366.03,368.24,372.65,376.54,376.06,376.57,372.19,376.60,372.95,383.40,L7
