,dates,aus0322-0000,aus0322-0001,aus0322-0002,aus0322-0003,aus0322-0004,aus0322-0005,aus0322-0006,aus0322-0007,aus0322-0008,aus0322-0009,aus0322-0010,aus0322-0011,aus0322-0012,aus0322-0013,aus0322-0014,aus0322-0015,aus0322-0016,aus0322-0017,aus0322-0018,aus0322-0019,aus0322-0020,aus0322-0021,aus0322-0022,aus0322-0023,aus0322-0024,aus0322-0025,aus0322-0026,aus0322-0027,aus0322-0028,aus0322-0029
0,1987-05-22 23:08:32+00:00,222.16846181567476,229.89928448743183,218.2935689439851,204.20519281935094,199.09755053333782,207.8612731962139,197.45373686383505,198.24292779039925,198.3129426733676,197.96963449819916,193.25059677483867,199.57988125520026,200.49790576369787,197.974276870107,193.47574422391514,208.42021850250023,207.36961692852609,216.11074067886548,218.9295971028881,221.75424234689896,216.20414055214587,225.07840250150537,223.71195936093773,223.77537943504635,225.58879652008073,221.24818407673527,220.17630199574396,221.70834640178705,232.42385710510416,221.74353935385173
1,1987-05-29 23:14:53+00:00,217.36737399503482,225.3307384907875,216.74802068439192,210.790227132357,204.0219661874716,211.2017145773643,207.23605661656282,203.24858537458752,199.50976472843797,201.20859753281928,193.8276452893063,197.2058850731143,199.8084813753214,195.23031314221137,194.94085199752104,201.62177784202748,207.63470047630267,217.4327907654565,211.22861675227864,211.54064598540046,216.29420561254696,220.3292638263827,223.0683130379278,223.0097275404477,223.90806455886428,224.48026978995654,223.22731382056708,224.33929354592297,227.56456273732,213.34607320568566
2,1987-09-18 23:17:38+00:00,265.3389808678453,261.2371297294655,251.89424096463108,242.8234037540127,238.15252210015345,236.31278626776722,232.43086323270387,233.39720486340337,228.5738201984707,219.66761345348064,210.46555011959302,214.93425692633363,214.8147826012153,214.7647548056301,213.28964605862782,213.52980979137197,218.3017831904782,226.54964821666985,222.85968898851647,221.24681028834445,227.2000894750392,232.29511636363412,228.5402342864927,229.54532848310515,225.6094043661318,223.9757241854428,217.0767069660942,212.17237945056598,216.22149433060397,207.45683380237983
3,1987-09-27 23:11:39+00:00,273.38275667813014,272.28277986245797,259.4070043537671,251.38945371331366,249.36755370724327,245.81813421542907,243.80288243495306,240.36943878035672,239.21404875733006,223.1623021334805,217.11942420971423,219.529396169454,217.03246001628236,217.48389233923243,218.59757380986287,216.10030087522847,217.154728847296,223.93376673915338,226.79887136497865,227.300825011047,225.6023735165235,227.0391274236581,224.2005249529042,225.01089074132153,231.118077966426,226.39430925493673,219.09292138597368,221.5485956818663,221.06527232698426,212.26253315448292
4,1987-10-04 23:17:58+00:00,262.92277025097326,258.8666982354314,249.83255211260777,245.84634700439986,236.2159836560032,231.18346312902298,234.1214995883767,226.31750587237343,230.893474767385,223.08776603587557,215.17318406849907,209.78638541601535,211.8141475303762,216.2625191404886,213.51885803978425,208.6760445913548,214.2463932150898,216.7085499123172,217.75661600324418,224.79784491357609,225.13384796649038,227.95830299024385,225.89402075052516,223.44832545760633,227.47134051023247,216.4079688201773,208.1408722902698,204.149262659127,212.0786370587263,201.15648827003366
5,1987-10-13 23:11:57+00:00,278.6845633542488,266.75470052240115,253.43550633561176,250.396415560987,245.7750949775715,242.43212740829088,234.94551155004234,225.17591160638833,231.65858375369143,223.66285089310296,213.1678877871492,209.49572806669337,209.89042622842538,217.16677633447117,217.53853147022372,209.85625631968276,208.4433827712888,219.82337188561925,220.9068529649011,224.01191846031912,229.2752435954803,222.09123883908683,218.17456218303516,218.4605045538387,224.84475969224047,222.21175149062185,207.8511725385674,207.88841569553603,206.25831867372122,200.30307138200726
6,1987-10-20 23:18:15+00:00,250.17498716844943,253.31682352085468,248.49325220442157,238.79645610447355,229.58508719900505,226.45824259623822,224.45743675612042,220.87521335143504,220.70473849925185,207.59316544840374,192.21652903878766,185.83690026377434,186.0756488461035,206.03922183794162,205.22167015651766,,,218.54711527536918,206.9782434554727,,210.15636692665825,220.51807958331875,216.83007791955632,216.05267775159047,213.62042958270595,204.28517710459448,207.08648970672814,205.37867379690175,205.478424553898,197.1163745703286
7,1987-10-29 23:12:13+00:00,273.7028214401666,267.28803169800887,262.6978070421259,254.6188369466733,248.04873174349834,238.00070381336144,229.90481369283643,233.84580877302997,233.15505752912478,228.38115604388662,220.21170041734726,209.4139605201682,211.71644732839385,215.50023963977273,211.38447807267124,211.78382296681542,211.33188563053233,224.96210842501816,221.609935417309,221.95433866597728,227.5502425158257,224.02301936297553,217.85240741157756,229.5529280575461,224.3879047133465,219.0609765158308,209.00973765467538,219.3070370471483,215.84684682363363,207.06176189455553
8,1987-11-14 23:12:35+00:00,257.2432784303715,264.2197045323603,250.99761933492056,244.79852142850464,240.3123941736824,237.03431977553035,229.20018631287402,229.35600853621463,229.7438985105243,221.10032741429788,222.95275903781223,202.32426946002988,214.12394864933378,213.60333998002847,214.14910632162355,213.49347342518246,215.84547705413732,225.28187695884597,220.8443481345981,218.9841392920239,224.777317532598,224.02404718048024,215.1046005746259,224.67100200023052,221.05543330359777,217.42398434779795,207.61587207547518,217.74013376984294,223.71161104859988,208.42485461696756
9,1987-11-21 23:18:53+00:00,260.4402364764567,264.80321383039853,257.5620587203522,248.77661175370253,244.66004248437906,239.7775468352838,242.53008048979297,242.6402839822235,237.44796280069409,228.7328364329481,221.69675912254323,218.69550758021632,206.79299056975222,217.25896838042664,214.31776476459487,210.6232331209447,222.00756371389554,230.3240992174367,219.09450323623741,227.19771732781146,237.74464739674045,229.50309134083398,219.92180855292338,231.1316163282139,224.0618123629397,222.955159380445,221.42375159593044,229.34005714748525,231.10644562729527,216.23132826407524
