dates,satname,nzd0151-0000,nzd0151-0001,nzd0151-0002,nzd0151-0003,nzd0151-0004,nzd0151-0005,nzd0151-0006,nzd0151-0007,nzd0151-0008,nzd0151-0009,nzd0151-0010,nzd0151-0011,nzd0151-0012
1999-07-18 21:58:25+00:00,L7,,,,,,,,,,,,,
1999-08-26 22:04:44+00:00,L7,402.08,384.00,377.38,369.08,381.40,384.94,387.63,386.53,394.84,394.82,392.71,390.62,393.95
1999-09-27 22:04:48+00:00,L7,366.01,354.46,348.97,345.15,357.12,362.05,364.94,364.71,367.49,371.51,367.24,365.77,364.82
1999-10-13 22:04:48+00:00,L7,362.45,343.40,332.91,335.41,353.77,360.39,360.97,355.45,356.93,372.10,367.82,,
1999-11-14 22:04:42+00:00,L7,365.84,354.84,352.14,347.04,360.53,367.46,365.87,371.80,370.81,372.18,368.67,369.33,366.79
1999-12-25 21:58:28+00:00,L7,341.22,336.91,332.04,324.08,338.68,343.50,346.26,349.06,347.35,354.09,352.88,350.97,351.30
2000-02-11 21:58:22+00:00,L7,369.65,360.23,355.06,351.87,365.19,370.04,374.21,376.29,379.00,381.60,378.81,371.15,373.02
2000-07-11 22:03:17+00:00,L7,456.51,409.84,407.35,400.78,404.53,,,418.48,418.86,408.25,412.83,418.60,437.56
2000-07-20 21:56:59+00:00,L7,349.69,345.87,335.32,324.83,339.93,346.42,350.35,354.58,351.06,353.30,351.38,,
2000-10-15 22:01:56+00:00,L7,351.91,341.80,342.27,336.99,342.07,351.16,354.83,355.07,358.27,356.37,354.56,353.94,352.71
2000-12-11 21:56:24+00:00,L7,362.98,353.30,350.70,346.33,357.90,364.88,365.36,373.86,375.44,377.26,374.35,366.82,364.59
2001-01-03 22:02:12+00:00,L7,420.98,392.88,386.43,380.33,389.21,395.43,389.46,378.86,380.61,386.43,388.13,388.18,393.26
2001-01-28 21:56:08+00:00,L7,361.68,351.11,352.02,348.92,361.61,364.29,368.80,376.85,375.91,381.46,378.10,371.35,365.59
2001-02-04 22:02:14+00:00,L7,459.24,425.78,415.17,409.69,422.18,425.60,422.19,386.35,389.89,385.92,383.16,379.79,388.42
2001-02-13 21:56:27+00:00,L7,363.21,353.41,350.76,347.35,360.01,366.04,370.06,372.16,374.61,378.69,376.71,370.39,365.79
2001-03-17 21:55:52+00:00,L7,422.48,398.30,389.48,386.45,397.17,399.81,398.82,397.78,398.66,399.02,394.70,399.42,403.46
2001-03-24 22:01:59+00:00,L7,365.24,359.17,358.59,354.74,367.99,373.15,374.67,377.13,377.71,383.83,378.46,376.33,379.31
2001-06-05 21:55:40+00:00,L7,378.61,360.17,355.98,354.23,367.65,369.88,374.53,378.20,381.11,382.18,381.67,383.99,387.46
2001-06-12 22:01:24+00:00,L7,,,,,,,,379.42,381.44,387.11,391.57,385.26,386.97
2001-06-21 21:55:29+00:00,L7,388.11,357.95,350.56,346.08,362.82,364.03,361.63,368.19,378.63,369.42,368.79,,
2001-08-08 21:55:01+00:00,L7,365.86,350.97,347.29,340.22,353.94,361.47,364.23,364.19,366.55,371.64,370.80,369.42,365.62
2001-08-15 22:00:38+00:00,L7,474.60,455.31,441.86,432.66,440.86,439.69,432.69,441.33,440.69,429.43,426.54,419.35,428.76
2001-09-09 21:54:12+00:00,L7,379.01,357.49,352.76,349.31,360.41,370.56,373.25,374.40,380.22,382.58,378.44,381.46,378.37
2001-10-11 21:53:46+00:00,L7,455.50,423.40,411.62,404.16,413.24,415.21,411.17,408.54,411.33,404.47,404.58,400.77,399.81
2001-10-18 22:00:06+00:00,L7,354.74,351.38,342.83,337.08,345.67,340.85,,,,,361.21,359.32,358.31
2001-12-05 22:00:18+00:00,L7,346.49,334.40,328.31,324.64,336.04,339.81,344.46,346.18,348.98,352.75,349.41,353.96,356.04
2002-01-22 22:00:40+00:00,L7,435.53,415.21,402.05,391.44,401.17,402.97,401.42,398.84,401.25,401.20,397.83,394.79,399.48
2002-02-16 21:54:54+00:00,L7,349.14,341.00,338.00,335.80,347.85,353.13,351.47,350.78,355.78,356.81,352.41,353.63,353.70
2002-04-28 22:00:38+00:00,L7,360.76,349.49,345.48,341.49,354.04,359.43,360.00,364.56,363.41,366.22,363.73,358.50,
2002-05-30 22:00:25+00:00,L7,368.34,357.57,352.20,348.35,362.88,370.02,372.20,373.31,373.79,375.86,368.18,367.97,367.52
2002-06-15 22:00:19+00:00,L7,366.46,355.47,351.89,349.21,362.74,368.76,373.63,374.21,372.23,374.57,372.09,367.69,368.46
2002-07-01 22:00:15+00:00,L7,394.78,370.95,366.59,357.69,368.50,374.43,375.24,378.65,379.09,383.27,377.28,377.28,387.13
2002-07-17 22:00:08+00:00,L7,443.90,407.92,393.17,383.66,385.61,394.38,379.02,389.48,408.05,394.88,402.98,407.93,409.61
2002-08-18 21:59:57+00:00,L7,472.99,449.18,434.62,427.02,435.17,435.30,430.83,435.07,436.26,423.90,427.64,419.40,
2002-08-27 21:53:36+00:00,L7,368.00,355.87,352.04,347.44,361.33,368.57,367.30,369.15,375.07,373.88,373.68,369.65,369.20
2002-10-05 21:59:31+00:00,L7,425.99,408.15,388.73,385.70,395.12,397.08,396.84,391.03,396.91,385.94,386.78,383.20,384.44
2002-10-14 21:53:19+00:00,L7,470.50,430.44,416.50,407.71,417.01,421.76,416.72,414.44,415.11,413.61,412.41,412.38,414.69
2003-01-18 21:54:06+00:00,L7,366.15,354.33,352.93,349.17,361.37,367.20,366.28,369.37,371.57,372.13,372.64,370.45,365.59
2003-01-25 22:00:18+00:00,L7,437.35,406.83,385.05,377.21,387.44,388.27,386.32,386.22,388.77,386.84,386.59,383.72,386.68
2003-03-23 21:54:16+00:00,L7,368.88,354.43,351.98,346.97,358.80,363.94,364.64,369.04,370.88,377.15,376.50,372.07,368.84
2003-04-15 22:00:34+00:00,L7,388.72,372.33,358.23,351.57,361.08,366.31,367.30,367.10,371.84,377.86,376.62,373.76,378.32
2003-05-10 21:54:22+00:00,L7,442.49,423.51,413.54,405.90,412.31,422.08,411.41,400.24,407.18,405.10,403.90,405.87,401.59
2003-08-05 22:00:11+00:00,L7,435.03,393.65,,,,,378.20,377.75,383.41,384.24,379.68,383.55,388.58
2003-08-06 21:42:27+00:00,L5,463.02,428.49,411.55,404.46,405.34,415.88,395.64,400.79,402.72,397.57,398.59,398.50,404.88
2003-08-13 21:48:45+00:00,L5,364.17,354.58,350.77,345.46,349.91,356.05,355.11,357.30,358.10,365.88,358.93,367.64,370.13
2003-08-30 21:54:22+00:00,L7,349.94,,,,,,360.37,359.01,354.56,364.56,357.42,358.12,362.12
2003-09-30 21:49:30+00:00,L5,358.07,352.86,347.38,346.61,353.80,358.76,362.02,364.26,368.58,373.17,367.52,367.36,369.52
2003-10-25 21:44:04+00:00,L5,376.50,363.06,360.51,357.05,367.99,373.72,369.68,369.66,372.15,372.77,365.63,365.81,371.51
2003-11-17 21:50:09+00:00,L5,432.69,412.53,394.37,380.37,390.28,393.32,404.58,403.21,402.18,402.23,400.68,398.76,410.74
2003-12-04 21:54:19+00:00,L7,,,432.95,420.32,428.36,431.10,425.64,427.08,425.54,417.96,415.95,414.63,
2003-12-12 21:44:34+00:00,L5,360.23,357.03,356.04,349.56,365.00,375.84,377.24,374.72,378.67,379.88,378.59,378.11,376.73
2003-12-27 22:00:42+00:00,L7,,,,330.35,341.84,346.09,350.38,360.18,360.47,366.13,365.02,362.99,
2004-01-28 22:00:52+00:00,L7,,,387.52,377.63,382.40,384.60,382.52,381.72,380.93,382.58,,,
2004-02-13 22:00:55+00:00,L7,,,,381.52,390.63,391.88,390.73,389.16,388.43,382.12,379.44,380.50,
2004-02-14 21:44:33+00:00,L5,437.05,416.52,405.42,403.53,411.72,407.23,403.82,401.05,401.92,401.74,398.07,398.61,408.53
2004-03-01 21:44:38+00:00,L5,448.31,420.35,413.94,406.45,411.56,416.82,414.69,414.36,416.76,407.12,411.68,410.08,429.71
2004-03-09 21:54:51+00:00,L7,349.75,353.08,,,,,,366.19,368.50,365.64,365.55,362.43,362.65
2004-03-25 21:54:54+00:00,L7,374.80,374.23,370.25,358.64,368.45,372.89,,,,,375.82,370.60,371.87
2004-04-02 21:44:54+00:00,L5,457.99,420.31,407.48,399.80,413.64,413.41,409.01,406.36,408.12,410.63,405.86,404.54,421.64
2004-04-18 21:45:25+00:00,L5,378.74,373.99,364.89,360.42,371.19,383.10,381.99,381.43,380.88,382.31,381.35,376.27,377.70
2004-05-03 22:00:59+00:00,L7,,,,387.27,397.25,402.69,395.90,395.25,400.94,391.52,395.65,398.78,405.62
2004-05-04 21:46:16+00:00,L5,,379.62,374.55,366.15,374.84,381.95,382.02,389.44,384.21,375.84,372.75,360.01,346.04
2004-05-12 21:55:13+00:00,L7,,,402.01,390.81,404.09,406.60,401.32,399.69,406.39,397.36,393.02,,
2004-05-19 22:00:59+00:00,L7,369.28,367.21,357.84,354.03,363.26,,,,,,372.69,369.17,368.81
2004-05-20 21:46:44+00:00,L5,374.99,368.82,362.78,359.38,369.24,372.65,374.90,372.45,373.00,375.68,368.36,368.99,372.55
2004-06-05 21:47:12+00:00,L5,370.53,363.83,363.95,352.48,362.33,367.73,371.19,370.63,367.72,374.70,371.76,367.91,371.41
2004-06-12 21:53:11+00:00,L5,,,,,,,,,,427.73,429.16,430.91,447.26
2004-07-06 22:00:48+00:00,L7,362.94,364.93,357.35,355.46,365.21,369.28,373.71,373.68,,,,,
2004-07-07 21:48:09+00:00,L5,379.54,382.15,371.24,364.41,375.39,376.37,378.99,375.52,380.70,383.21,379.61,380.74,375.98
2004-07-23 21:48:33+00:00,L5,392.56,382.56,379.68,373.84,377.32,385.61,382.66,385.26,384.09,386.90,382.55,382.77,383.84
2004-07-30 21:54:28+00:00,L5,447.73,417.03,403.37,393.43,407.19,411.73,409.28,411.17,413.78,407.56,410.95,405.49,418.42
2004-07-31 21:54:51+00:00,L7,394.94,388.09,380.76,374.78,382.17,,,,,,389.68,388.44,392.96
2004-09-25 21:49:43+00:00,L5,470.85,447.75,427.47,415.01,425.08,426.25,425.02,424.54,426.78,419.42,420.48,422.61,437.92
2004-10-02 21:56:02+00:00,L5,351.96,359.75,356.22,349.72,360.17,361.95,363.07,362.98,362.67,372.01,370.09,366.33,365.78
2004-11-03 21:56:42+00:00,L5,384.25,381.04,372.12,355.36,365.16,369.72,368.39,368.43,369.77,375.66,383.60,382.11,379.73
2004-11-11 22:00:45+00:00,L7,,,,,378.97,383.06,380.90,383.28,386.74,385.96,384.45,383.26,385.53
2005-01-15 21:52:09+00:00,L5,366.89,365.86,365.98,371.21,380.01,380.97,382.56,382.69,384.72,388.50,383.45,380.24,378.71
2005-01-22 21:58:02+00:00,L5,429.39,412.35,395.99,385.90,404.39,408.43,407.80,404.09,406.64,409.70,409.41,400.34,410.13
2005-03-11 21:58:44+00:00,L5,365.85,362.70,358.57,353.06,364.40,369.73,368.69,370.94,367.31,368.80,367.53,365.91,367.25
2005-03-19 22:01:30+00:00,L7,441.46,420.72,410.44,398.57,,,,,,,412.73,414.05,426.43
2005-03-28 21:55:42+00:00,L7,368.98,363.31,,,,,,372.14,373.39,375.39,373.03,369.65,366.61
2005-04-12 21:58:55+00:00,L5,371.71,363.51,361.63,354.73,362.64,369.41,364.30,363.54,364.14,362.51,364.32,362.94,360.64
2005-04-29 21:55:12+00:00,L7,383.59,369.77,368.93,359.57,371.23,,,,,384.51,377.57,375.98,375.67
2005-05-06 22:01:25+00:00,L7,424.15,396.66,,,,,,391.11,396.23,389.38,388.54,393.89,406.84
2005-05-22 22:01:24+00:00,L7,,397.34,383.80,,,,400.90,400.89,398.42,,,,
2005-05-23 21:53:24+00:00,L5,409.48,383.89,378.16,369.66,382.77,384.85,384.71,391.24,391.34,391.29,391.13,389.84,393.70
2005-05-30 21:59:15+00:00,L5,428.95,400.52,391.12,384.62,394.23,397.14,400.60,397.86,403.43,399.37,405.47,405.49,417.71
2005-05-31 21:55:11+00:00,L7,,,,,492.96,512.69,,,,,,397.84,430.30
2005-06-07 22:01:19+00:00,L7,402.07,381.67,372.95,,,,,,380.38,383.09,379.87,375.30,379.65
2005-06-08 21:53:33+00:00,L5,383.35,379.91,374.34,367.65,376.01,383.32,381.85,381.35,381.19,381.55,377.46,377.54,376.46
2005-07-09 22:01:14+00:00,L7,390.44,366.12,355.04,351.85,361.45,370.85,374.83,376.78,379.30,,,,
2005-07-18 21:55:03+00:00,L7,296.92,,,,,,,,,,,550.29,
2005-07-26 21:53:30+00:00,L5,386.43,382.67,372.71,368.46,376.35,376.57,376.67,379.28,374.86,376.64,369.42,374.62,373.98
2005-08-03 21:55:25+00:00,L7,424.80,393.26,385.46,,,,,,399.70,396.28,394.14,397.61,403.07
2005-08-19 21:54:56+00:00,L7,,,,,,381.49,382.92,383.75,386.42,386.98,387.70,387.60,390.25
2005-09-11 22:00:53+00:00,L7,405.62,385.82,383.10,,,,,379.18,386.89,385.99,382.06,383.44,391.75
2005-09-20 21:55:06+00:00,L7,364.52,356.15,354.14,348.48,358.88,365.52,367.85,367.10,369.33,,,,
2006-01-10 21:55:28+00:00,L7,,,415.07,407.70,415.70,418.97,421.42,428.34,429.11,427.88,423.24,422.20,
2006-01-26 21:55:36+00:00,L7,437.10,415.33,409.64,399.31,410.98,415.60,,,,,413.62,407.84,413.05
2006-02-03 21:56:19+00:00,L5,375.22,363.11,359.23,353.52,363.25,362.68,365.26,361.73,350.82,372.97,368.90,363.33,362.41
2006-02-11 21:56:04+00:00,L7,403.54,386.11,384.80,380.85,389.47,392.49,,,,,,387.37,389.44
2006-02-18 22:01:53+00:00,L7,374.14,361.03,354.51,350.16,361.95,366.01,371.00,,,,,,
2006-03-15 21:56:08+00:00,L7,377.51,363.23,357.20,352.21,363.23,368.50,,,,,,370.97,365.74
2006-03-22 22:01:54+00:00,L7,,372.42,365.38,356.63,367.75,372.01,374.41,373.45,370.43,369.90,366.62,,
2006-03-31 21:55:42+00:00,L7,367.17,354.80,356.32,350.05,361.62,367.55,367.76,,,,,,359.55
2006-04-08 21:57:36+00:00,L5,441.71,417.78,410.32,401.36,412.12,414.39,422.27,421.07,417.47,415.67,410.71,411.62,420.59
