dates,nzd0151-0000,nzd0151-0001,nzd0151-0002,nzd0151-0003,nzd0151-0004,nzd0151-0005,nzd0151-0006,nzd0151-0007,nzd0151-0008,nzd0151-0009,nzd0151-0010,nzd0151-0011,nzd0151-0012,satname
1999-08-26 22:04:44+00:00,400.58,382.80,376.38,368.08,380.54,384.08,386.77,385.67,393.98,394.07,391.96,389.87,393.09,L7
1999-09-27 22:04:48+00:00,412.29,391.83,382.01,375.95,385.40,389.63,392.42,391.76,397.31,397.29,394.10,392.32,395.52,L7
1999-10-13 22:04:48+00:00,413.68,390.09,377.64,374.44,385.14,390.17,392.23,389.94,394.13,397.89,394.34,392.32,395.52,L7
1999-11-14 22:04:42+00:00,408.84,386.98,376.02,372.34,383.06,388.57,389.71,389.48,392.38,395.03,391.49,389.41,391.38,L7
1999-12-25 21:58:28+00:00,411.12,389.60,377.76,373.22,383.21,388.58,390.05,390.42,392.40,394.74,391.66,389.67,392.64,L7
2000-02-11 21:58:22+00:00,409.79,389.17,377.69,373.38,383.40,388.68,390.60,391.26,393.36,395.34,392.31,389.32,392.55,L7
2000-07-11 22:03:17+00:00,405.33,378.83,376.03,371.15,380.43,389.18,393.35,392.96,394.50,391.05,391.94,391.00,400.86,L7
2000-07-20 21:56:59+00:00,400.62,378.91,371.69,364.94,374.83,379.65,383.71,388.07,387.92,385.38,385.34,391.00,400.86,L7
2000-10-15 22:01:56+00:00,401.70,378.37,372.09,364.64,371.13,376.22,380.01,384.99,385.01,380.47,380.76,387.64,396.71,L7
2000-12-11 21:56:24+00:00,397.40,376.40,370.32,363.65,370.89,376.53,379.23,385.28,385.69,382.36,381.84,384.29,390.10,L7
2001-01-03 22:02:12+00:00,400.11,378.10,372.21,365.65,373.41,379.83,380.36,382.86,383.53,382.17,382.10,384.01,389.46,L7
2001-01-28 21:56:08+00:00,404.39,383.77,377.85,373.14,379.84,386.08,386.76,388.30,389.70,390.38,388.79,385.07,386.18,L7
