dates,nzd0151-0000,nzd0151-0001,nzd0151-0002,nzd0151-0003,nzd0151-0004,nzd0151-0005,nzd0151-0006,nzd0151-0007,nzd0151-0008,nzd0151-0009,nzd0151-0010,nzd0151-0011,nzd0151-0012,satname
1999-08-26 22:04:44+00:00,400.58,382.80,376.38,368.08,380.54,384.08,386.77,385.67,393.98,394.07,391.96,389.87,393.09,L7
1999-09-27 22:04:48+00:00,424.01,400.86,387.64,383.82,390.26,395.19,398.08,397.85,400.63,400.51,396.24,394.77,397.96,L7
1999-10-13 22:04:48+00:00,416.45,386.60,368.91,371.41,384.63,391.25,391.83,386.31,387.79,399.10,394.82,,,L7
1999-11-14 22:04:42+00:00,394.34,377.64,371.14,366.04,376.82,383.75,382.16,388.09,387.10,386.43,382.92,383.58,383.08,L7
1999-12-25 21:58:28+00:00,420.22,400.11,384.71,376.75,383.82,388.64,391.40,394.20,392.49,393.59,392.38,390.47,396.44,L7
2000-02-11 21:58:22+00:00,403.15,387.03,377.39,374.20,384.33,389.18,393.35,395.43,398.14,398.35,395.56,387.90,392.16,L7
2000-07-11 22:03:17+00:00,407.51,370.64,374.68,368.11,376.53,,,390.48,390.86,383.75,388.33,394.10,409.56,L7
2000-07-20 21:56:59+00:00,391.19,379.07,362.99,352.50,363.64,370.13,374.06,378.29,374.77,374.05,372.13,,,L7
2000-10-15 22:01:56+00:00,406.41,385.40,378.60,373.32,373.21,382.30,385.97,386.21,389.41,383.62,381.81,381.19,383.85,L7
2000-12-11 21:56:24+00:00,384.48,370.50,365.03,360.66,370.19,377.17,377.65,386.15,387.73,388.01,385.10,377.57,376.88,L7
2001-01-03 22:02:12+00:00,410.98,384.88,379.76,373.66,383.50,389.72,383.75,373.15,374.90,381.43,383.13,383.18,387.55,L7
2001-01-28 21:56:08+00:00,415.68,394.31,388.02,384.92,392.47,395.15,399.66,407.71,406.77,408.46,405.10,398.35,396.45,L7
2001-02-04 22:02:14+00:00,414.24,389.78,385.17,379.69,396.47,399.89,396.48,360.64,364.18,363.42,360.66,357.29,362.71,L7
2001-02-13 21:56:27+00:00,400.71,383.41,375.76,372.35,381.44,387.47,391.49,393.59,396.04,397.44,395.46,389.14,387.22,L7
2001-03-17 21:55:52+00:00,406.48,385.50,378.81,375.78,388.03,390.67,389.68,388.64,389.52,391.02,386.70,391.42,394.32,L7
2001-03-24 22:01:59+00:00,381.24,371.97,369.26,365.41,377.13,382.29,383.81,386.27,386.85,391.83,386.46,384.33,388.45,L7
2001-06-05 21:55:40+00:00,376.11,358.17,354.31,352.56,366.22,368.45,373.10,376.77,379.68,380.93,380.42,382.74,386.03,L7
2001-06-12 22:01:24+00:00,,,,,,,,385.99,388.01,392.86,397.32,391.01,393.54,L7
2001-06-21 21:55:29+00:00,394.11,362.75,354.56,350.08,366.25,367.46,365.06,371.62,382.06,372.42,371.79,,,L7
2001-08-08 21:55:01+00:00,407.36,384.17,374.96,367.89,377.65,385.18,387.94,387.90,390.26,392.39,391.55,390.17,389.33,L7
2001-08-15 22:00:38+00:00,419.10,410.91,404.86,395.66,409.15,407.98,400.98,409.62,408.98,401.68,398.79,391.60,397.05,L7
2001-09-09 21:54:12+00:00,399.01,373.49,366.09,362.64,371.84,381.99,384.68,385.83,391.65,392.58,388.44,391.46,389.80,L7
2001-10-11 21:53:46+00:00,421.00,395.80,388.62,381.16,393.53,395.50,391.46,388.83,391.62,387.22,387.33,383.52,380.10,L7
2001-10-18 22:00:06+00:00,410.74,396.18,380.16,374.41,377.67,372.85,,,,,389.21,387.32,390.31,L7
2001-12-05 22:00:18+00:00,402.99,379.60,365.98,362.31,368.33,372.10,376.75,378.47,381.27,381.00,377.66,382.21,388.33,L7
2002-01-22 22:00:40+00:00,423.53,405.61,394.05,383.44,394.31,396.11,394.56,391.98,394.39,395.20,391.83,388.79,392.62,L7
2002-02-16 21:54:54+00:00,399.64,381.40,371.67,369.47,376.71,381.99,380.33,379.64,384.64,382.06,377.66,378.88,382.56,L7
2002-04-28 22:00:38+00:00,411.76,390.29,379.48,375.49,383.18,388.57,389.14,393.70,392.55,391.72,389.23,384.00,,L7
2002-05-30 22:00:25+00:00,414.34,394.37,382.87,379.02,389.17,396.31,398.49,399.60,400.08,398.86,391.18,390.97,393.81,L7
2002-06-15 22:00:19+00:00,408.46,389.07,379.89,377.21,386.74,392.76,397.63,398.21,396.23,395.57,393.09,388.69,392.46,L7
2002-07-01 22:00:15+00:00,401.28,376.15,370.92,362.02,372.21,378.14,378.95,382.36,382.80,386.52,380.53,380.53,390.84,L7
2002-07-17 22:00:08+00:00,427.40,394.72,382.17,372.66,376.18,384.95,369.59,380.05,398.62,386.63,394.73,399.68,400.18,L7
2002-08-18 21:59:57+00:00,421.49,407.98,400.29,392.69,405.74,405.87,401.40,405.64,406.83,398.15,401.89,393.65,,L7
2002-08-27 21:53:36+00:00,409.50,389.07,379.71,375.11,385.04,392.28,391.01,392.86,398.78,394.63,394.43,390.40,392.91,L7
2002-10-05 21:59:31+00:00,403.99,390.55,374.06,371.03,382.55,384.51,384.27,378.46,384.34,374.94,375.78,372.20,371.87,L7
2002-10-14 21:53:19+00:00,441.00,406.84,396.83,388.04,400.15,404.90,399.86,397.58,398.25,398.86,397.66,397.63,397.83,L7
