,dates,chi0187-0000,chi0187-0001,chi0187-0002,chi0187-0003,chi0187-0004,chi0187-0005,chi0187-0006,chi0187-0007,chi0187-0008,chi0187-0009,chi0187-0010,chi0187-0011,chi0187-0012,chi0187-0013,chi0187-0014,chi0187-0015,chi0187-0016,chi0187-0017,chi0187-0018
0,1985-07-27 14:07:41+00:00,193.04378943273406,192.05681263674333,192.1633555967627,195.70278286410036,202.00088720225193,197.53610553136988,213.5397601656922,,206.11253731835214,209.08386085293884,213.43186024954616,222.8031906713498,236.90104035895894,236.70354594013088,233.34538346735707,230.22595848273767,237.0326205864182,226.7040037790706,223.86368501680545
1,1986-02-04 14:04:48+00:00,203.16847494728935,203.2510037069883,208.42737719426404,217.75107308597566,220.27143005272288,219.9421751910248,243.65814164827972,237.30363303777108,233.87464600834767,221.50007288027706,227.98706546154395,236.33076517788757,244.9272316483555,241.62123677152653,241.66271320007255,242.14380718384845,246.05790044679088,235.8589564668835,243.60380724201173
2,1986-07-30 14:00:05+00:00,188.46714392052706,180.24682635594291,186.6581919597249,193.023241877395,202.7023697127492,186.5796292540686,214.43196577930425,201.25636685748628,214.1597763497343,211.72905769868822,228.01283185194833,238.14825985201023,242.5122528259099,241.1879916358901,238.39251643263884,232.17989770811565,237.60175073699804,231.3173598080971,225.75888126891482
3,1986-08-15 13:59:29+00:00,197.73463771688193,186.606072732295,192.8732999269996,198.08394464691028,202.97491154317208,193.35302196614765,215.0972254682459,214.10058897778538,213.98364075759062,211.75689972131116,225.16539303226696,239.12178414363538,241.33289293568615,243.157808412173,234.047265234478,229.24482337600247,233.67469749256307,225.74846524860078,234.55663417443716
4,1986-08-31 13:58:53+00:00,188.94564545912627,185.45708486222745,193.76086500466798,195.56700041764856,197.55992345651654,198.40155815546456,214.10616390105028,214.84555746758343,219.1058934386134,218.5461031295647,220.35889083927682,234.4966097013545,245.14067850116592,246.18821698536473,231.97640369577599,228.83254778552296,233.59453720083025,227.056950601039,232.3986145965505
5,1986-09-16 13:58:22+00:00,195.86937735901094,189.2143481198692,200.22545844964503,202.84278222723896,200.66826784694362,206.36653123826372,221.41472979773485,214.9907451918382,219.01132768798868,212.02770605926247,222.20261522932503,236.37697841298646,243.33195819851778,241.0855541986989,234.70591768244122,239.04649960311906,239.40187682399952,233.96676761290496,230.02142862094937
6,1986-10-18 13:57:20+00:00,186.488963125607,181.74643626870534,182.9074336075435,186.25455629580944,182.40090705314913,186.84576918355083,204.4157470735619,200.25276516541334,201.54418076745006,201.43245266120132,203.36150857200195,212.50611737913283,206.84825438512198,216.01037757281136,228.137062149019,226.5729594956037,231.28482811212973,219.00838385741596,221.47394139730136
7,1986-12-21 13:56:50+00:00,189.64239111711706,189.27681014848173,191.49500371231255,203.7386300524132,207.05108821965675,211.10838951556656,233.94701000615618,232.09666538345758,219.25002153842766,218.79530013826707,,245.11205359374867,239.87012713567904,233.77000268430055,224.12620514065785,232.43075025686377,252.22336483969144,233.2879761102792,236.32545118081293
8,1987-02-07 13:58:21+00:00,193.81400918654003,187.80478615528293,194.89273028437825,205.13942954736424,214.06722660146536,219.39514574644087,243.57433893716518,228.26800754048378,197.74980497172766,,,,,232.15015217140734,227.07048637434434,223.77327015427824,246.6394505996285,242.1162280645706,228.77179055009017
9,1987-11-22 14:06:04+00:00,199.54968047180665,200.0321166113263,200.96070366164443,205.75042568003025,210.01653017752145,211.21036595008198,226.55197281295557,203.9068723438963,219.24467407499642,209.8683744736108,213.8377629689015,223.67889609546486,232.63579678050195,237.77379372432898,232.68071359604096,229.76815896298163,234.46839306898048,235.79195435285735,223.66861732808687
