,dates,jap0270-0000,jap0270-0001,jap0270-0002,jap0270-0003,jap0270-0004,jap0270-0005,jap0270-0006,jap0270-0007,jap0270-0008,jap0270-0009,jap0270-0010,jap0270-0011,jap0270-0012,jap0270-0013,jap0270-0014,jap0270-0015,jap0270-0016,jap0270-0017,jap0270-0018,jap0270-0019,jap0270-0020,jap0270-0021,jap0270-0022,jap0270-0023,jap0270-0024,jap0270-0025,jap0270-0026,jap0270-0027,jap0270-0028,jap0270-0029,jap0270-0030,jap0270-0031,jap0270-0032,jap0270-0033,jap0270-0034,jap0270-0035,jap0270-0036,jap0270-0037,jap0270-0038,jap0270-0039
0,1984-08-30 00:59:01+00:00,,,,,,,294.71907669261094,287.37541877579827,,,206.06090494456942,199.32578826798377,191.94983313676596,,178.2256320556228,170.9416289131818,170.19881802453347,164.5686431554305,158.63352419338906,158.61497895782819,144.9403304703651,143.45800164648858,141.85821307550253,137.4923535956767,147.0254925640309,149.37380663070746,149.34888356108752,150.74070198154928,142.67626126941937,148.32769571758,150.58610427925382,146.4279421957169,150.03444568778306,147.15978781589448,,,,142.0365148803885,144.78490134897928,142.75249360255296
1,1984-11-02 00:58:57+00:00,104.5076387869082,126.40790205620631,177.4552262743811,,,249.9856684104371,264.1492112343085,276.90970523676236,265.9422921188559,250.0805645250807,235.3594224020324,229.60328350098894,224.93216517849507,224.05870005362226,214.38960029088042,204.17799546879678,200.1970885789633,196.0147838712308,191.79898117784964,193.01750196287347,180.81680641569068,175.42309621693636,173.88447747064714,169.33294686975844,163.44715151920448,169.8083600262061,166.45148774774682,164.6960700827759,159.6240978676978,166.58780546403048,164.14242260412664,168.2479596744417,168.43003456422707,172.02588170627772,171.2467030153244,172.49085433470907,161.20973533490465,168.88075159524274,165.4391719877112,160.48309749732186
2,1984-12-04 00:58:56+00:00,108.07863343640308,134.41777841110192,158.40835797263495,,,230.88918843002088,262.73039760143445,275.04161853255385,265.54643540136476,249.23516314915568,232.06681454682925,218.55557164082896,214.72561192766295,222.36444723519455,207.78849437456722,199.20940865598308,189.64171221101898,190.3392603540873,187.4499581896745,182.28140637497367,173.5768206143049,172.24988686412857,165.3708939436425,161.2733083399283,155.4993585942555,162.55839800807908,156.73678599316491,159.48103741525173,152.89680179207525,156.4324580082491,157.8291368658338,161.26665344422275,159.69126152496943,166.84172071791085,169.37171138993955,174.04508537991464,169.66962466419528,175.3609103013402,168.89857476729279,164.18462263857424
3,1985-08-01 00:58:46+00:00,91.143573059804,105.78770997681949,110.13108793271617,,,172.3215728094299,218.0968088758172,236.74619836923412,230.7381251702661,226.07756190410316,216.9967248658746,209.94886703179162,213.82446797615896,216.25471531171536,207.7545046670778,201.37257808121367,198.5462425865211,183.735992728475,176.653395607558,168.0289400619907,170.87455477778116,159.15812116939506,159.81703823946575,157.34540758667268,161.01276292954208,163.2030336160605,152.63574412851594,164.93922680644434,161.4575822525987,170.10636798553043,160.9530003301753,162.62816160858662,171.78011727641618,171.94023739297592,173.45309375212153,169.19353291669336,174.9784520411629,179.74419234730945,175.54362808571787,171.31769542728566
4,1985-09-02 00:58:26+00:00,62.77009728398498,76.53010594728755,113.98170372508169,,201.11566166977633,206.1159516813523,222.72682703173209,236.60969224903795,239.74959160242904,230.16333032648717,215.15261642548538,212.1495228537131,217.6409522977202,205.8302930559492,204.29409241621318,201.12061357038934,200.36560534667052,192.3492621391173,189.61992077660142,179.70036693057796,177.97993406205424,171.01865315415472,165.3201709286787,165.51563777849418,165.78658665653995,170.44308410666693,167.60611922782678,159.9497695269757,156.82437842978337,174.773935684997,179.26146676596858,177.3289264776729,178.4038981612813,174.8813773246699,189.7740465494913,184.82185898713206,190.20152963527093,186.4781811649763,175.5328342784013,167.36936287220917
5,1986-03-13 00:55:06+00:00,,,,,169.01990459284755,186.82702459863563,195.59910710148563,217.25194781474443,206.44292343031543,195.96535759750125,185.1703773630292,185.81371410366106,185.24333441830265,196.07789807235937,194.8015332484956,190.41889000110862,182.80125726949535,187.73626520630881,179.36565399731748,169.3025471886706,157.20946087523862,156.19833471107245,155.39932956012592,147.9435897611653,157.7688556344215,153.87060533314929,153.36101330052617,156.34517905719244,152.28547968959037,161.07955672063594,169.20513004183906,166.1912649554022,168.52448883775511,166.89599017997057,167.06394416343105,181.25290987141332,167.46965336426763,167.01979449647135,172.2071245378569,172.82515080797603
6,1986-04-14 00:54:26+00:00,52.185995817176845,53.83117800004666,85.26807826959097,121.20629919964531,168.06798589591554,171.94104428839165,200.00722517344914,219.92497854198245,227.68203390624842,216.35710868614902,216.06910147727015,210.03078764757447,208.00195430522538,204.66168627783568,192.81535147534785,189.0027574293067,183.5898107783889,186.7025615994931,176.6430698872316,170.5267582530569,170.72405588875694,162.1176030858018,150.07969579776517,154.2677546533394,162.77036688602988,164.5843998742905,160.54201942416867,158.64474089397095,158.3125881084299,160.26595235674867,172.48543908638212,171.87148004454878,171.07529319444157,172.91628740669253,186.75753808857272,181.5284038385162,181.08294830787358,193.74876871369753,184.9252002664335,181.36401492447385
7,1986-06-01 00:53:10+00:00,31.259324860056804,54.658694857190966,76.99556238563831,120.4777785791328,153.98626009221718,174.84155311366757,197.4608309291417,211.85983983031673,209.22781716503013,209.2077504739424,196.83993967173274,195.66822100336432,187.39415800433505,192.36697472792213,198.2018411606823,198.93259312293785,184.80031177263177,183.65721882903338,173.88836504767767,172.09547598616365,168.82798652759124,159.66923293671238,147.37044720647492,153.29549291525393,162.32304421232135,169.05366580681596,157.2667034311803,167.48085523928592,168.74480704558758,175.46501633460647,177.88232274789476,177.87147997660853,172.1932643858837,172.89678093514718,179.15274861713962,183.15631011753706,186.220819600008,176.0743721159218,167.25727519628077,164.78394484792503
8,1986-08-20 00:50:27+00:00,26.80830778591291,47.93358434599422,85.25153315962578,122.06754728531611,133.89298312203024,152.04842481742074,169.37927946911537,185.01307020402194,190.90917243420472,175.84297025882282,168.06596560295228,164.6932861017352,161.17381234901362,183.96749043748258,177.26824038870654,177.3210681461732,179.7960299581567,165.90335922887877,150.33965988058264,147.92933982832324,146.47039975070558,151.89748048368548,139.3560651864568,141.58682499358204,144.5905922554955,136.1616332145615,130.5506670042808,138.86379394531548,135.33718054643057,157.33091912676994,161.62390621552797,153.36367024179154,155.3444292673369,157.5803898596133,156.32352670520126,155.80826361443485,166.05375444160498,168.99375369317298,148.52333665757212,140.53925435777995
9,1986-10-23 00:48:18+00:00,86.49002757743521,107.80123807877715,127.0151409996654,151.87665681314206,171.20882073809236,186.72948212305698,201.82534196417296,222.19183514831144,225.86290764909,206.72473821872512,207.88390240168587,193.33732612630322,199.85025630553767,202.75842148034073,203.03347647310522,200.15806689255882,199.59406905244853,192.59823460145475,181.41700946074093,185.43816845971395,185.71697212601163,181.8005462706033,171.97328558585474,176.0168008017637,181.46621103724436,193.95230402985553,192.8700159005039,199.42367110249472,194.18692112900828,204.6285955218474,198.61508513356137,191.1471667905757,188.06255152803433,192.66678767917784,197.8629539467388,184.8133325388572,181.66422131273472,183.00656578697263,184.50059547340845,172.76387296562854
