,dates,chi0353-0000,chi0353-0001,chi0353-0002,chi0353-0003,chi0353-0004,chi0353-0005,chi0353-0006,chi0353-0007,chi0353-0008,chi0353-0009,chi0353-0010,chi0353-0011,chi0353-0012,chi0353-0013,chi0353-0014,chi0353-0015,chi0353-0016,chi0353-0017,chi0353-0018,chi0353-0019,chi0353-0020,chi0353-0021,chi0353-0022,chi0353-0023,chi0353-0024,chi0353-0025,chi0353-0026,chi0353-0027,chi0353-0028,chi0353-0029
0,1985-01-25 14:04:27+00:00,180.0957765778828,166.80478298106252,182.4365925125156,170.23387830587936,165.45815809230444,175.8108809821332,171.66392445830664,177.11400223758304,164.64360862281328,150.7021719386036,158.64902524902234,186.5776872705617,200.65820379400637,189.3506717034705,182.00931572863269,212.5345812272295,208.09156896233495,183.48712317398753,169.86319740021045,,191.159919673129,195.24234769111152,200.38428508949602,208.1249236140206,210.24872438866586,202.35921205715445,,,182.3649863610513,181.99891739122154
1,1986-01-28 14:01:10+00:00,178.54229917887218,157.5833193972611,156.2306800724559,159.08211840976415,146.27141780566123,146.30794616452656,150.87099421563724,149.35037955096413,146.14091340892395,146.03205859310253,159.93182838135033,178.20698270954205,179.17519020845512,167.39773797321624,176.06962439635973,219.35825819810918,182.13319088990536,166.7917671991073,138.74841782824774,141.05011561157124,155.51816794536904,168.09131994831583,168.9567789082959,182.24257579601218,175.46455594971053,171.69963765326082,155.1364388036178,142.2235834095891,148.07360522196194,146.43175931114607
2,1986-03-17 14:00:06+00:00,187.7161658508875,163.98305682618954,175.10551348855802,180.96741124781224,178.98603630155372,172.1297099871657,174.6750183005889,186.56056049752178,180.6277454053136,171.09846347192877,168.66945174560885,193.60968333158903,184.24766792234388,180.53259962304944,189.78279560673397,198.83115834918706,202.58487002523444,175.99428901579543,160.3175743224991,160.01596858672264,175.3999094793694,189.5654099083653,,215.31387569365114,179.8063835390456,178.60146700661147,177.0143713351139,179.33926546723998,168.3996732190754,170.03835813163965
3,1986-05-04 13:59:02+00:00,173.77577588554772,155.4367970452578,156.71475422079834,140.9614695031654,135.92275994203925,159.64493648346627,164.67200535575097,167.0857753241804,168.43233482759302,152.52221891445157,146.30065661424757,155.5155494559726,173.6575035068747,174.86740995040228,128.07012535477193,221.4927794644243,188.6243147971651,177.2203452117631,153.71757459284206,154.24879026571838,162.81532435763694,170.6820972938059,171.42394194442508,189.43362092322292,186.14910033946532,169.15802100314426,160.90536189442076,149.06951134407967,141.95936916648623,31.28865621187019
4,1986-08-15 14:01:53+00:00,180.26758500422966,157.9725445417096,161.7523667056024,169.62688174384627,140.36265207682237,146.01408565897162,134.35757957637418,117.11882800526365,143.9450411471748,138.40982832298164,140.09098874048314,157.53058226892767,173.15569238981604,177.8899660013291,94.38484925735327,215.62584125525328,170.14263067298805,163.40642202929314,157.11264853038395,154.5366640996474,135.37437697108265,176.48425768418807,183.35251945163097,198.26384790643317,196.36865303047458,136.89566666275235,85.60305691189662,107.30164549269044,77.09185722685963,14.985299829480097
5,1986-08-31 14:01:16+00:00,151.39037603168498,136.98981911390078,,109.96167481803282,,,,104.87448110337233,116.36074353875283,,95.45771193213542,137.22005871086097,150.5779396262201,134.92748873751216,98.28146020572716,,167.08275538524177,156.54731581683123,135.56447307722095,,,,,,,,,95.75776905408244,79.89138517953671,44.298059487698026
6,1986-09-16 14:00:46+00:00,167.26810119450448,151.68121111496094,138.41556698644192,146.7409202541487,,135.01111025477644,128.2897773601213,120.57136523588383,132.96522546700368,122.72661307527592,130.5571311156559,149.7016591292791,159.24455418656078,150.791009180687,111.05793344171866,,169.6368301963328,154.8080192788564,142.36576041352723,,,,,,,,80.67181266744355,98.84560112241613,101.09538253119663,39.29852371250308
7,1986-10-11 13:53:47+00:00,174.29936715155276,162.7159747556269,158.3899244794056,153.528501990299,162.70711507249553,148.98857354949115,134.53992364199254,137.75116081292327,134.6790897307903,127.39999215183337,136.89423387862067,165.36636352054194,170.4740346516448,168.9711267327851,159.17994358717522,217.7460996991701,176.96368684114708,170.68282316708564,161.63829517055711,160.6024057956122,158.44610768702455,156.9059965873585,172.67656104764885,186.2320547997792,183.3698950575033,146.39691491686517,114.84006364014793,101.01971565911892,111.55660085563929,137.92957775613894
8,1986-11-03 13:59:10+00:00,190.71620261997376,169.77715962601414,171.61754370004132,164.71064983907334,166.28001150345156,163.26564889464865,146.96872895907987,150.14670146254835,149.1879540593353,140.45208177500544,145.62894987566838,166.34148092982105,172.17080167198293,191.94091910829067,184.26400932749723,201.59109810530384,185.0789620661115,176.63441102231025,163.31784592261778,166.34551274323718,154.1232333616084,163.1241012202331,173.87526657962403,186.02272597278446,189.07433645422523,160.4677167677217,107.0171637933198,110.70602033655246,119.39940046182278,143.62697499716884
9,1986-12-21 13:59:13+00:00,186.71458471559134,174.45578172648436,185.26480927986972,174.68446594449375,154.1101955901294,159.08219199000263,151.61994936653707,172.9799244875782,167.4072825837819,155.33465665790067,128.12231478820252,146.0762630858434,178.94388318093127,196.91317037574711,190.976428595588,197.09356925767142,184.80319866671093,169.54018979602517,154.42273315409943,152.74407364612665,156.83713814120156,166.6013935675559,172.71086861776848,172.66035865353615,182.7590479656367,167.41289726520495,154.4047270827901,151.801805224786,152.26435052562687,160.02385498151313
