dates,nzd0140-0000,nzd0140-0001,nzd0140-0002,nzd0140-0003,nzd0140-0004,nzd0140-0005,nzd0140-0006,nzd0140-0007,satname
1999-09-20 21:58:32+00:00,367.15,372.24,381.08,385.29,,,,407.86,L7
1999-10-22 21:58:28+00:00,,383.79,397.64,391.04,392.52,392.21,392.17,396.53,L7
1999-12-09 21:58:33+00:00,384.05,392.13,389.25,400.35,391.09,384.89,390.24,389.05,L7
2000-01-10 21:58:28+00:00,391.04,396.02,392.95,403.00,400.19,399.91,393.05,399.26,L7
2000-02-27 21:58:16+00:00,399.15,396.15,389.39,396.98,397.75,397.01,394.30,397.09,L7
2000-03-14 21:58:11+00:00,389.81,396.10,405.10,398.77,397.78,394.47,391.71,398.64,L7
2000-09-06 21:56:22+00:00,396.21,390.72,387.10,385.14,381.11,370.28,378.69,386.57,L7
2000-12-27 21:56:05+00:00,391.14,398.15,399.12,401.90,403.98,388.14,390.74,395.43,L7
2001-01-12 21:56:06+00:00,388.26,392.62,388.19,389.52,395.48,387.01,395.04,392.23,L7
2001-06-05 21:55:16+00:00,393.53,403.98,401.11,396.89,396.40,387.40,388.47,401.16,L7
2001-08-24 21:54:24+00:00,395.68,395.63,389.42,385.77,387.74,384.66,387.79,384.49,L7
2001-09-09 21:54:12+00:00,396.04,395.18,400.96,396.68,396.44,393.45,389.12,379.83,L7
2001-09-25 21:54:04+00:00,397.63,398.94,407.56,411.51,402.23,397.84,393.64,396.53,L7
2001-10-11 21:53:46+00:00,394.10,400.61,401.98,396.82,396.40,391.19,390.63,401.46,L7
2002-01-31 21:54:26+00:00,391.42,396.14,393.73,404.96,394.26,389.13,395.34,397.88,L7
2002-04-05 21:54:25+00:00,384.49,386.56,388.87,389.53,394.51,391.46,381.28,381.92,L7
2002-05-23 21:54:18+00:00,392.65,399.10,395.38,388.91,388.53,385.58,389.42,387.56,L7
2002-08-27 21:53:36+00:00,403.81,405.26,402.91,402.72,405.23,400.42,394.22,393.68,L7
2002-09-28 21:53:22+00:00,,,,,392.56,396.24,391.88,393.10,L7
2002-10-14 21:53:19+00:00,392.47,394.04,400.85,394.85,396.91,395.08,395.43,401.57,L7
2002-10-30 21:53:25+00:00,,,407.72,400.85,409.15,399.76,409.07,408.92,L7
2003-01-02 21:53:58+00:00,392.30,389.18,386.40,394.65,395.92,397.41,394.45,400.23,L7
2003-01-18 21:54:06+00:00,396.37,396.42,401.59,401.31,403.00,397.46,394.83,404.17,L7
2003-05-26 21:54:19+00:00,390.74,388.63,398.44,397.30,393.32,392.87,394.06,400.66,L7
2003-07-21 21:42:09+00:00,400.67,411.32,398.80,403.78,405.95,397.98,400.52,412.30,L5
2003-08-06 21:42:27+00:00,,399.09,402.16,396.22,394.91,389.60,391.62,404.80,L5
2003-08-22 21:42:44+00:00,,,,,369.37,,,,L5
2003-08-30 21:53:59+00:00,383.69,390.13,387.08,387.16,386.98,382.94,390.70,370.61,L7
2003-09-07 21:43:00+00:00,,,,392.59,395.82,393.98,395.94,400.89,L5
2003-10-17 21:53:51+00:00,395.61,391.89,389.34,397.59,395.51,398.82,395.91,402.36,L7
2003-10-25 21:43:40+00:00,398.98,396.09,396.31,394.40,398.44,394.34,389.40,401.34,L5
2003-12-04 21:54:19+00:00,391.69,404.34,402.74,398.36,398.36,393.29,402.89,414.69,L7
2004-02-06 21:54:44+00:00,400.26,394.47,400.82,397.04,401.95,400.20,393.25,403.90,L7
2004-02-14 21:44:33+00:00,392.23,395.89,394.93,396.44,396.37,395.83,397.17,400.81,L5
2004-03-09 21:54:51+00:00,390.67,389.50,386.38,376.52,380.00,377.62,382.71,381.11,L7
2004-03-25 21:54:54+00:00,400.13,398.68,389.73,398.99,388.38,392.97,393.56,402.49,L7
2004-04-02 21:44:54+00:00,,401.88,397.74,396.18,395.79,391.00,392.84,403.24,L5
2004-04-18 21:45:25+00:00,385.56,389.00,389.55,392.12,389.00,385.33,391.04,392.44,L5
2004-05-04 21:45:52+00:00,377.90,388.83,391.09,396.62,392.54,388.10,393.41,401.21,L5
