,dates,nzd0480-0000,nzd0480-0001
0,1999-08-26 22:07:32+00:00,172.0697603592999,
1,1999-10-13 22:07:36+00:00,,166.39240477136502
2,1999-11-30 22:07:23+00:00,,183.1859033680792
3,1999-12-16 22:07:33+00:00,183.52465703863078,179.36362779555796
4,2000-03-21 22:06:49+00:00,180.01838919431864,
5,2000-05-08 22:06:44+00:00,166.47722275476573,174.49505306036005
6,2000-05-24 22:06:10+00:00,164.88282363399645,172.23985480065417
7,2000-05-31 22:12:18+00:00,136.24383489873856,157.25124946095212
8,2000-06-25 22:06:19+00:00,169.421639586361,185.76568763278493
9,2000-07-27 22:05:24+00:00,173.7500970615678,182.51544383996887
10,2000-08-03 22:11:31+00:00,153.91347263359017,166.83464611687427
11,2000-08-12 22:05:17+00:00,157.1371096811693,168.0690641605001
12,2000-09-20 22:10:50+00:00,173.72563889504679,169.3931288603618
13,2000-12-02 22:04:57+00:00,173.13582995781675,171.01463480929473
14,2000-12-18 22:05:01+00:00,192.9120621108248,
15,2001-01-03 22:04:36+00:00,172.36172395307568,172.95727015611118
16,2001-02-20 22:04:36+00:00,164.9286526229425,
17,2001-03-08 22:04:56+00:00,179.27842117922395,
18,2001-03-31 22:10:31+00:00,170.54020815535054,170.5165202083063
19,2001-04-09 22:04:41+00:00,164.64501998982576,
20,2001-07-14 22:03:57+00:00,170.08050330759002,176.08076799099624
21,2001-08-15 22:03:02+00:00,171.73591181005423,176.23151708976954
22,2002-03-11 22:03:31+00:00,177.1884539033328,
23,2002-03-27 22:03:01+00:00,162.85254582048282,175.14564725013082
24,2002-04-12 22:03:25+00:00,182.01703158248222,
25,2002-05-14 22:02:55+00:00,163.7744554478098,182.87995068589282
26,2002-06-15 22:03:07+00:00,,171.085107359215
27,2002-11-22 22:02:21+00:00,167.35855244610107,
28,2002-12-08 22:02:27+00:00,162.5095681676921,146.27541017868953
29,2002-12-24 22:02:57+00:00,168.51900905489518,172.56032479871803
30,2003-08-05 22:02:59+00:00,176.41758358711826,187.49378718803837
31,2003-08-13 21:51:08+00:00,,
32,2003-09-14 21:51:42+00:00,,169.48861565767325
33,2003-10-16 21:52:08+00:00,166.8975265591711,171.63842974357473
34,2003-11-17 21:52:33+00:00,155.36927086151178,160.1227163484173
35,2003-12-10 21:58:53+00:00,,
36,2004-01-12 22:03:07+00:00,176.58127736663172,
37,2004-01-20 21:53:24+00:00,183.49488177328053,
38,2004-05-03 22:03:47+00:00,,
39,2004-05-19 22:03:23+00:00,,159.90914168058575
40,2004-05-27 21:55:06+00:00,,175.09242566910638
41,2004-06-12 21:55:35+00:00,,181.15165488419328
42,2004-06-28 21:56:04+00:00,,196.99257320222287
43,2004-07-06 22:03:12+00:00,,
44,2004-07-30 21:57:15+00:00,176.2565411872557,
45,2004-08-15 21:57:13+00:00,159.12417364043904,
46,2004-08-23 22:03:23+00:00,170.04768521584865,170.35342405194405
47,2004-08-31 21:58:03+00:00,160.75085715656417,180.53339762253626
48,2004-09-08 22:02:53+00:00,,
49,2004-09-24 22:03:12+00:00,169.28670658166996,171.87304204410464
50,2004-10-18 21:59:11+00:00,181.4036276285998,
51,2004-11-03 21:59:30+00:00,,181.33995320873015
52,2004-11-27 22:03:41+00:00,168.90540270901468,184.36381963155233
53,2004-12-29 22:03:56+00:00,,166.26073049652535
54,2005-01-13 22:06:28+00:00,,
55,2005-02-14 22:06:57+00:00,,
56,2005-03-03 22:04:17+00:00,185.55714509761208,184.22982260825606
57,2005-03-11 22:01:07+00:00,,
58,2005-04-03 22:07:28+00:00,,
59,2005-04-12 22:01:42+00:00,163.01791669303083,167.110848780671
60,2005-04-19 22:07:31+00:00,164.7012611014816,169.42620374469837
61,2005-04-20 22:03:44+00:00,163.40945280468378,174.11823965565102
62,2005-04-27 22:09:57+00:00,153.2972073281234,158.6226821631107
63,2005-06-07 22:03:42+00:00,180.63936418648117,
64,2005-06-22 22:07:59+00:00,189.24052982962405,
65,2005-06-23 22:03:37+00:00,,
66,2005-06-30 22:09:47+00:00,158.82209554228103,174.74340034464524
67,2005-07-08 22:08:03+00:00,,
68,2005-07-09 22:03:38+00:00,,182.04166557342091
69,2005-08-26 22:03:27+00:00,178.96791770768436,181.08960555382123
70,2005-09-27 22:03:16+00:00,174.72731425994291,177.19625984136422
71,2005-10-05 22:02:17+00:00,161.4174713465976,163.67293360895138
72,2005-11-06 22:02:46+00:00,178.9713729874256,
73,2006-02-01 22:10:37+00:00,,
74,2006-02-17 22:10:58+00:00,,172.57649121015228
75,2006-02-26 22:04:59+00:00,156.32034191519398,
76,2006-03-22 22:04:18+00:00,,182.69291068460157
77,2006-04-14 22:10:24+00:00,,
78,2006-05-08 22:12:26+00:00,,
79,2006-05-17 22:06:45+00:00,,184.0819458326772
80,2006-06-26 22:04:08+00:00,203.64789589475876,
81,2006-07-12 22:04:01+00:00,160.57066364782506,171.9913396044808
82,2006-07-19 22:10:08+00:00,,
83,2006-07-27 22:13:34+00:00,165.2877594030305,
84,2006-07-28 22:04:18+00:00,,175.88910717940587
85,2006-08-04 22:10:04+00:00,155.13141543341243,168.45743114160206
86,2006-08-12 22:13:47+00:00,,
87,2006-08-21 22:08:07+00:00,170.3155940444074,
88,2006-08-28 22:13:59+00:00,131.60328375397665,
