,dates,aus0348-0000,aus0348-0001,aus0348-0002,aus0348-0003,aus0348-0004,aus0348-0005,aus0348-0006,aus0348-0007,aus0348-0008,aus0348-0009,aus0348-0010,aus0348-0011,aus0348-0012,aus0348-0013,aus0348-0014,aus0348-0015,aus0348-0016,aus0348-0017,aus0348-0018,aus0348-0019
0,1987-05-22 23:08:56+00:00,199.4160255033245,197.30515786763155,190.9845386019022,198.6929811631354,191.99280849740435,193.57300413655312,200.80711602176117,208.7381773558249,209.3963119611761,207.27024158397435,202.10349086246276,200.42137273691318,218.77641351199333,213.8631707741611,194.6238882243404,181.82815509266018,187.23736011883886,208.86909426456998,193.13124564486316,199.42181929018034
1,1987-05-29 23:15:17+00:00,203.9907966318425,201.07215151165096,193.24024607708017,194.594403301687,185.18944005342465,187.29462121028908,200.02344887527255,213.8885332106089,217.59497665379868,213.54631340496633,209.34565579924396,212.7430702918204,208.97151106539087,202.41045986399524,196.38223837209034,182.83948884093698,185.64403269538462,208.6708289166672,189.2583461581462,199.73878740171082
2,1987-09-27 23:12:03+00:00,234.8578864880597,230.82808342378337,223.28404234127487,223.12021525088372,220.34731216174526,214.68272378717208,215.70679699713386,211.48745425958546,212.1422688850971,210.95101625315846,217.77752480134566,217.44485624927324,222.54262880644671,208.009325592319,194.0412703316191,175.9197070071487,176.53139973280278,197.74154786526748,182.4214536333934,194.15040654795067
3,1987-10-04 23:18:22+00:00,222.62838459752263,222.49253830362028,214.44585381769159,218.43318159423248,203.36863202812648,215.46695911811776,210.1891117150152,206.8841635936884,205.37004950407302,211.268007957267,204.52115758720888,203.58000390906204,209.36645775524266,199.99155634607877,182.5753541813741,165.32075046242952,167.54042293231456,194.45643528040304,182.5743353137856,192.11976946571392
4,1987-10-13 23:12:21+00:00,223.69765291825757,222.81886312864987,215.2769133916661,214.87085050062905,207.6976746005246,212.57389034290176,218.15267739080056,215.96115968191788,216.88842814277663,211.65306560955776,210.31955694134393,207.00287708079335,211.9592957747888,192.45516240396668,178.79769034248068,163.68045758028404,168.93073443852117,188.11875572201436,180.07169106410186,190.59635627727178
5,1987-10-29 23:12:37+00:00,219.09520390125323,219.2314766821067,213.47655773912683,217.9548749428286,213.55727616232824,212.1386756843121,219.87164976371156,214.8744870029231,215.6493890728566,213.3174868773357,213.64705459982898,204.91767240878292,210.5223075607073,204.03159561071007,188.0333679579487,170.9860390944993,180.25062796653145,193.46010402410255,187.8493302350529,196.88629851772225
6,1987-11-14 23:12:59+00:00,220.52140510571664,227.74099098382834,213.17960791682384,219.56642816789446,215.90720080241516,215.19944674783517,217.58955919301349,210.94762252746054,215.2762843252515,211.99783886480736,216.1855912235677,209.36518853395242,203.78018967099132,208.25989072035918,191.67047682222406,179.23317556045825,179.72946217755947,197.58721213413452,192.34897504825716,233.06623393871953
7,1987-12-23 23:19:46+00:00,210.79186747761278,215.2332889992929,204.7482156300193,207.85024662456024,212.70237526618834,209.2886301111934,207.35535581711719,203.76845284169175,199.73029445337966,201.19409217768478,194.89041005273225,196.33365751738523,198.6802571561742,185.69587182904604,172.799734736352,167.45542328655154,157.84513275942686,184.84567077195743,167.87817873633952,179.7611544972486
8,1988-01-24 23:20:20+00:00,197.62921899207612,192.11010158634548,204.22997600581692,212.43368550924419,202.7244362727222,207.47091517975855,205.79115977919847,208.02114194443294,198.39881829995363,200.20485217516193,187.0741620488575,188.63852816027813,199.2670338258434,201.92679726738254,190.13807241708724,192.81360117542255,196.40036300755054,191.1172595556173,179.8516504295349,190.8814681383158
9,1988-02-25 23:20:50+00:00,205.09054761077076,205.88817347663826,197.1519738025056,205.9791230248436,204.10017765167868,201.08746926438093,202.9363859641371,206.95029229179488,209.8302827975734,206.0011930657718,203.93903683212613,199.98721275110316,201.44050409335074,197.74243430524186,184.646505041466,174.88168644701318,170.96549821752347,182.4145257120698,169.5564886195828,182.86783848828884
