,dates,aus0348-0000,aus0348-0001,aus0348-0002,aus0348-0003,aus0348-0004,aus0348-0005,aus0348-0006,aus0348-0007,aus0348-0008,aus0348-0009,aus0348-0010,aus0348-0011,aus0348-0012,aus0348-0013,aus0348-0014,aus0348-0015,aus0348-0016,aus0348-0017,aus0348-0018,aus0348-0019
0,1987-05-22 23:08:56+00:00,201.77321487794197,200.33582992071115,194.0152106549818,201.46011651594722,195.02348055048395,196.92269430048322,204.34290008368737,211.7688494089045,212.9320960231023,210.80602564590055,205.45318102639285,203.77106290084328,221.6693277444784,217.21286093809118,197.27572627078504,185.17784525659027,191.4803009931503,212.05129992030356,195.00313132470643,202.60402494591392
1,1987-05-29 23:15:17+00:00,203.10840688848245,199.93765041304516,192.10574497847438,193.5585544725252,184.05493895481885,186.040698943409,198.69986426023246,212.7540321120031,216.2713920387586,212.22272878992624,208.0917335323639,211.48914802494033,207.8885781985399,201.15653759711518,195.38954991081027,181.5855665740569,184.05573115733654,207.47960276313114,188.55762489136026,198.54756124817476
2,1987-09-27 23:12:03+00:00,232.25230757848144,227.47805339718275,219.93401231467425,220.06149218311793,216.99728213514464,210.98005902092927,211.79842863276647,208.13742423298484,208.23390052072972,207.04264788879107,214.07486003510286,213.74219148303044,219.3448728719643,204.30666082607618,191.10999405834355,172.2170422409059,171.8413576955619,194.22401633733682,180.35231744049304,190.63287502002
3,1987-10-04 23:18:22+00:00,222.4452473560583,222.2570761360233,214.2103916500946,218.21819439773088,203.1331698605295,215.20671145919476,209.91440585281873,206.64870142609143,205.09534364187655,210.99330209507053,204.26090992828588,203.31975625013905,209.14169841344554,199.73130868715577,182.36932478472676,165.06050280350652,167.2107758976788,194.2092000044262,182.42890279850513,191.87253418973708
4,1987-10-13 23:12:21+00:00,223.3004801104265,222.30821237572417,214.76626263874041,214.40460416100126,207.1870238475989,212.0094868791418,217.55691817905392,215.45050892899218,216.29266893103,211.05730639781112,209.75515347758397,206.4384736170334,211.4718564197234,191.89075894020672,178.3508709336707,163.11605411652408,168.21582338442522,187.58257243144237,179.75628912847128,190.0601729866998
5,1987-10-29 23:12:37+00:00,220.11455655989457,220.5420729575027,214.78715401452286,219.15150632471193,214.86787243772426,213.58722946238137,221.40067875167358,216.18508327831913,217.17841806081861,214.84651586529773,215.09560837789826,206.3662261868522,211.77333127813077,205.48014938877935,189.18013969892021,172.43459287256857,182.08546275208587,194.83623011326836,188.65881616985632,198.26242460688806
6,1987-11-14 23:12:59+00:00,221.68747102598977,229.24021859560807,214.67883552860357,220.93528816125857,217.4064284141949,216.85648779243382,219.33865807342318,212.44685013924027,217.0253832056612,213.74693774521705,217.84263226816637,211.02222957855108,205.2112705731447,209.91693176495784,192.98230098253134,180.8902166050569,181.8283808340511,199.16140112650325,193.27496857317993,234.64042293108827
7,1987-12-23 23:19:46+00:00,205.48662129336236,208.41225819097093,197.92718482169732,201.6223489300054,205.88134445786636,201.74959605989017,199.39748654074154,196.94742203336978,191.772425177004,193.23622290130913,187.351376001429,188.794623466082,192.16927320277597,178.1568377777428,166.83133277907027,159.9163892352483,148.29568962777608,177.68358842321936,163.66518911943479,172.59907214851054
8,1988-01-24 23:20:20+00:00,198.85827738215488,193.69031951644678,205.81019393591822,213.87649318455405,204.30465420282349,209.21747183934417,207.63474736431664,209.60135987453424,200.2424058850718,202.0484397602801,188.8207187084431,190.38508481986375,200.77542366821282,203.67335392696816,191.52076310592588,194.56015783500817,198.61266810969232,192.77648838222365,180.82766738636218,192.54069696492215
9,1988-02-25 23:20:50+00:00,207.30559401811948,208.7360902860866,199.99989061195396,208.57939489433994,206.94809446112703,204.23516679061333,206.25895557516017,209.79820910124323,213.1528524085965,209.32376267679487,207.08673435835854,203.13491027733556,204.15897013873325,200.89013183147426,187.13843224973334,178.0293839732456,174.95258175075116,185.40483836199058,171.3154960607127,185.85815113820962
10,1988-03-12 23:21:00+00:00,212.77897659454425,207.7232703723173,205.01856565160057,212.30908085663162,208.11106215207963,216.3540820359995,217.0783729627827,213.09409240364997,217.82782528363802,219.16773045068575,216.83963636228285,224.1376522802808,224.25775781279327,216.8010089752775,203.10146512376235,194.5039871895163,183.4007661358224,196.7470158055836,178.11858301452688,200.34603449121093
11,1988-03-28 23:21:07+00:00,197.34828513390474,201.73443677952633,203.78601768854242,205.67880132266276,211.3443709043398,206.93864462692295,205.76032913625832,207.57119685251212,207.69731905548315,205.6643286083376,206.88938433150943,207.77422988015564,222.82214333849603,215.8694731502279,195.21295522892896,180.4828579285134,180.82957789029325,190.6123520787235,169.45295423097738,190.90710982383936
12,1988-04-06 23:14:59+00:00,185.7848569352554,189.3611581319666,194.89017561771038,196.273375183204,209.46335601214685,196.20318259678294,206.48121379766076,197.08219555724844,197.4053581299736,198.05994741644668,203.43850802480364,204.56839910247447,213.63809772372622,201.57807518612302,189.4794844603222,169.13221899200764,186.02750623333316,190.62169806892337,171.90563623456717,182.10337167256097
13,1988-04-13 23:21:11+00:00,194.96087769549723,201.264411649267,195.95146645440275,206.72892582706885,202.10893151388328,198.38358148727372,206.4670982590532,199.80049680422155,201.47665078908219,198.773824023805,210.45945221951297,207.8754745280973,213.77572791200095,207.74894449966496,185.2883481304066,180.00762778220832,180.28746079093304,191.3717469106445,172.60453876617288,183.86142131876585
14,1988-04-22 23:15:04+00:00,190.5798327254102,200.89126290167965,189.98301553653033,195.11953273472147,199.99854272005356,202.52391481333302,202.0670736732401,199.9583393562692,201.84232954395924,202.85393036648594,220.51408863001066,223.7421155279465,213.15346376935236,204.00705136020892,194.78316364339344,193.89574272153283,196.11885374485183,188.98789476140627,173.4059164882433,179.65423747868215
15,1988-05-08 23:15:14+00:00,188.38491509477495,196.38252606456211,189.70398641094633,195.44384746523843,196.44229208869268,200.92290483766672,207.6755372933598,212.0825380128334,214.71221387133883,224.43139368924892,222.00473152478423,225.8336378989116,236.82686387645379,229.00870767745573,222.53897205097448,219.70068806644392,206.17601710673677,200.03124449072243,183.18531695073773,197.91361188990203
16,1988-05-31 23:21:35+00:00,197.5268998197711,203.67852553765596,199.0068138020962,208.4892584468883,203.07275081257671,207.23377083805335,209.3877235466013,210.53795339263172,211.5245151168126,212.08878104326942,212.28505742247629,212.02253901164767,221.74568380646687,211.82538791985797,207.47541956669298,193.8713131073999,182.81204608077894,210.46035847542896,195.33145776959543,203.4111199523868
17,1988-06-09 23:15:27+00:00,196.74585080449555,193.7737413465608,184.23698855192185,200.99702206958614,195.22081875725615,199.00621298153357,200.1031538914049,207.3792326505558,208.80277161169033,211.3729973711308,204.83656930423757,212.3955321256399,221.5622565529086,225.76002762066042,218.35044221041704,203.54877301464697,194.81746834211617,203.5778865959522,196.4071148757553,202.73954316025362
18,1988-07-27 23:15:38+00:00,213.48860894673598,207.37786191116342,193.37744199858594,195.32175336293955,197.12132457860574,197.64349585318593,197.60583096578569,200.94774511175387,204.12769429810024,202.33291430847572,198.33713578883894,209.40280988312665,206.27931480149618,194.9319556093621,188.45246613491582,168.64683828771578,183.7767956408778,211.12676595544767,199.17150778504916,201.2286726359715
19,1988-08-03 23:21:49+00:00,245.3751032569734,235.06497807459453,213.81023543678884,216.52650389224226,212.4839372960262,220.03522410524857,219.1292018741304,219.8647663280277,220.76168579086013,219.14776038061535,212.61991696583075,214.91157291201858,220.95683812208722,211.66698030532714,195.33867781808343,179.0474829630578,189.47131480362359,208.65133869231164,201.59560331980646,209.27474774442635
20,1988-08-12 23:15:37+00:00,218.59559603224568,209.29528891103948,197.41837422564907,201.31243457489614,190.33992380441242,199.05230642519666,194.02497374623232,193.5801295880962,194.07168596586462,197.85683877416352,188.74029416208336,182.3591614547047,180.84167866147143,170.9524945967957,160.860299844331,140.6697041786337,162.5114754908901,188.69585891508285,174.81740667451442,181.9444374215022
21,1988-08-28 23:15:42+00:00,231.05204661897838,220.47093414325656,207.90805063340213,214.0429879133334,209.86760011356915,207.63337757062172,204.64439802065647,196.18166233075394,203.7021091202558,203.8085073333011,194.7625132023859,195.7944361658415,192.0493249759299,187.17794541894642,170.35498223382206,156.07406061446736,165.00150490397147,195.01009301552554,181.4481255405245,193.7744572228898
22,1988-09-04 23:21:53+00:00,219.71630709473348,207.14901424317054,201.66897786107893,206.1560421861211,205.06624612528645,205.47522948999006,197.1242333177737,193.27231267902528,201.50920719547273,203.3200825241978,193.11533135606413,190.22749403679802,191.10119022010042,187.63020195730604,180.17799353569228,168.31840913812067,155.73530662999514,169.30778828790278,175.2576504861239,195.325833956076
23,1988-09-13 23:15:40+00:00,210.6165173390238,206.0904821105127,202.10176667724144,202.30068553409467,200.7859196697569,205.31896259172962,201.00452905023533,192.32623889102817,199.6757108373875,205.11768542332723,196.45392204692996,192.49836858192302,194.8664296333634,185.35593460799143,180.94415200305997,162.17301580940995,165.17979612289986,193.75023036397846,184.7760886264355,192.36767060670172
