,dates,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091
0,1999-12-25 21:58:52+00:00,161.27351365002318,178.6890244021151,186.94963333154664,189.46984001645956,196.09433715614455,183.2702968212588,167.94272121150215,149.062274664832,133.64903664276028,122.43496305170093,103.17913587046786,97.55577680006914,90.61219909205221,92.15450897314258,89.51541395578752,93.45264868189224,108.73932710532156,151.94971203923734,175.6688514253115,201.9227543395192,212.29393647024614,216.32615270422946,213.90416913048432,203.79740904938376,208.36535875512632,210.94580527615344,205.65607827913178,202.74076433596966,188.1912151653255,185.99977113358958,189.769792833327,182.06355993486014,177.3538782222804,169.5801102543429,167.19595996743033,167.19070140799894,156.23392996874313,152.35479482557702,153.9586358529266,161.7204239021835,171.91414162571155,181.95530766930432,189.03777319451743,194.99874603128322,198.36668122597706,200.04161835872466,207.09103597752696,204.60013837367626,199.89748283961183,197.66568767688727,201.11098868136818,199.60906234073116,201.02926436762723,202.60473533946248,204.8308225744676,211.04552030177803,204.43186845016163,208.18647322210668,204.95023283400377,206.03242653078058,207.50847358159814,206.7942999057852,206.7419659768496,198.21649148950152,201.06368382289662,205.0696063966919,201.8371064324169,193.11256419833694,183.04234987151338,167.176889639426,163.8742077901971,160.12529406260109,145.29806457967868,125.2151411561221,105.54077360861058,83.05270229236072,,,,,,,70.19284338448033,99.15535950188755,128.51698011795003,104.98119182521847,68.22091385526238,21.077481190964647,15.17791584520078,29.452220582390336,53.943037794320645,106.55714985350446
1,2000-01-10 21:58:52+00:00,171.6057706151268,188.242433294975,204.10143837979857,202.7478095806021,204.34717161431305,193.60413196397536,174.17511222984714,153.7678602790378,138.86334266596958,129.18556466153927,109.41500506086837,96.30615953952446,93.3609863203193,95.36435167301386,90.55424837869458,99.49920160861305,123.48070742933606,157.14691521599516,191.11030167956005,223.09613937109947,232.7451327504163,233.10989872038706,233.38901224756592,237.62206421794195,237.7212597716564,237.37310216928262,231.48146036260886,220.88362789180948,207.96797074224884,197.97680495801637,200.3508917787872,199.09926114355818,187.37150142487093,181.73845787675094,181.125027055345,183.3664148204444,175.40620517571097,168.85157561676797,172.70789681426604,185.15843444766713,194.1075194256273,197.96340496930196,200.09571834277656,208.92855419297052,213.2260479694862,227.43105408966773,231.2123498875028,227.3203279738454,229.11068043399635,225.4793321687218,223.3806075893881,225.29156058910536,224.57149222921095,225.19970177271992,225.69621608299096,227.84372568938437,229.22189419975246,223.97169681392606,220.620670934232,219.55052734427545,220.4716918152596,228.16623659514124,231.38711052790853,226.89098097717522,225.2284661018258,220.78412888201942,221.96290599208126,204.6701305907856,197.1182718492691,188.29838465358932,175.4834154994364,176.6417490090464,173.55237803635038,161.49188444902597,143.54703736707512,120.73743655496403,,,,,,,87.55019199918446,114.91404837516099,130.78138693250057,121.7240795362422,79.77116519447853,35.941408226018886,25.168152716516282,37.44288243892618,72.68463794589127,104.66200723164101
2,2000-02-27 21:58:40+00:00,145.73708719883587,187.4869644987646,203.4026572030696,213.19992869230595,205.14282686155127,196.6520629186277,181.54505148507116,156.55288102989797,137.77033512710295,128.7254101600613,115.09649463872628,102.14336696333135,100.84351670515258,103.18139683060029,108.21846899295636,125.62080702782282,155.6450168900872,202.51408112438432,,269.0801046872707,,,275.0585613285547,252.78365971198338,245.6342230345286,242.66884430152965,243.3069080774158,233.1016010632241,221.10944270495298,230.46879026659673,235.14598290738522,227.36593413893888,211.73991884113937,206.98662046456428,206.14175399787615,200.90810891531078,188.86234987463084,190.8304730144662,215.5804563655957,213.74461908167723,218.0302718132669,236.24072905956453,233.98690692842723,234.45152759073102,229.28422528802264,236.37707960332335,245.63271672280197,252.30963399049307,260.45040418481034,251.64482943206514,244.38844946066715,237.86627784607094,238.20480286940818,242.5275345933072,243.7905715529351,250.91587037206529,252.73998438521178,249.35957392150942,242.93326918958797,238.94662727830064,231.96769628787823,239.86110920421442,247.1391329232259,253.12019823165267,247.19361188140698,234.47261310504118,205.78297806568597,209.82825716626695,214.6645409508567,199.98245684286005,209.22426805499995,195.98544012974028,188.84239115575798,202.26776619586227,,,257.06468838067633,247.7012120464096,,,,,,,,,81.9160057909926,39.48721753810207,35.719813688785656,39.148532387446,78.00886117928766,127.69318801767432
3,2000-03-14 21:58:35+00:00,163.90915546122255,183.6811735742681,199.97648932474743,206.65206508390293,201.59273139361082,194.24089306761996,183.75313101773816,163.8877514697646,145.5069467362158,135.57242750650167,124.26836430939375,108.13489765962248,119.4917678629676,113.50124086792854,106.69753989948146,125.73073042906033,162.61945932173083,223.67229990727967,,285.3936613493921,,,251.43707756702716,,,257.6110114334946,234.8749276424554,234.09899779737958,241.58146956295147,235.51215556509976,226.44202402423383,233.65008672447405,230.39713750406344,228.97326718413458,208.04381268214894,207.21457968370876,193.85936207615086,190.20929911015983,203.29071622898343,219.02354912587907,228.1861221983455,229.13458413842486,232.60180213950937,235.24684971181193,238.13640248259037,249.4911566487676,265.88305016490204,269.6943692483828,279.5906860533361,270.9789403695088,257.9224649130244,246.5016465075638,248.94622057333643,247.4910467579817,250.8419487518901,253.53804713639352,257.21886236928924,260.28095466343945,264.7300252020119,255.87497945204697,250.9221646054189,249.22569820750792,242.7478151610742,247.4389935310955,254.0341059170014,265.26889253548234,273.49012547619856,248.36053478572364,243.0235387402783,201.0227857342087,214.08928076650068,205.2926222921093,195.7399516459093,200.48916472800698,,,272.499832996427,271.7580228038244,,,,,,,,119.78036581696605,,54.88488273440047,35.848134840614506,51.34796891308024,71.32852914255984,129.3486936334275
4,2000-03-30 21:58:33+00:00,151.50341749888761,165.64912561158476,183.2792888082002,192.23669207963428,198.32747128793466,185.37413904361426,169.09261573318204,151.7042735759282,128.52230832225132,119.5352719476094,102.14169925338214,86.53751714484709,93.24699419439871,90.06835591669716,93.17137499956235,110.65143451483587,148.26475161077573,197.6531730598182,238.54266669724325,246.22244317040577,263.563407824943,284.8664870980301,285.4765566159739,282.9170307873582,265.87162677002806,243.45774380552217,228.6768619553974,235.21623882937567,234.5601538036017,219.85886478109185,220.0171412247725,210.3405444971664,201.68590104306594,193.8533418181382,190.2110073197896,194.36249840287607,184.11276078218617,184.91218493258938,194.05156879789428,210.16293942707952,214.2574721390854,212.04813840658045,212.66177448063078,210.22321312573575,213.45829523702332,223.6034121783889,225.07989543138547,235.2674279758827,241.0019556641547,242.2368074695567,231.70471944056885,228.83900938341685,222.74194477301043,222.3957218609842,225.21363334248645,237.62014355426345,237.24823013076326,239.492315745662,233.1374439670471,232.54732693800796,234.3708437587955,233.16399974639725,235.80946490045218,234.16636775121955,237.6369074239952,245.76455962078398,232.0651242091741,218.20155196106145,205.05701233173022,191.29539088539445,187.19335467780363,180.8979923100879,177.64844917016,176.699111269553,181.01523115465497,198.3935464346339,,,,,,,,,113.3139960742463,127.35746311213025,100.67149946765278,39.153128412820436,31.513285638083605,33.34520817549648,59.57692823367467,105.8541830543422
5,2000-04-15 21:58:19+00:00,151.45079774691783,164.80222955733322,175.05218186957808,188.60050161682375,181.95840660679292,177.79348926165247,164.6311066572541,147.6652647177187,131.97805979216346,113.57609253288797,94.67643827159455,80.7244881951349,85.77510920767286,84.53107944911346,88.55358604060825,99.46727620547523,135.2137314001037,181.27512973371518,212.17841195355584,222.7166080411522,234.87552011746055,250.5212835805183,258.9401361624548,255.8655950418733,247.43110041764373,226.67217380718728,214.9659072116861,214.96966960285312,211.31225846589,207.03174447813828,200.34913254922787,193.4073560348363,183.64551416707323,182.25411557535043,174.66765253502015,170.2820548250666,164.3386538282753,164.41304016712456,174.68049081279372,183.8729274779545,196.38837271676442,200.4568385623361,199.58724808618885,201.44076008776835,196.06574681525183,202.73645334283435,215.3048306484893,223.1239148883379,223.829523240618,221.17314047857644,219.06399283430113,214.49175418311378,207.28554781949356,204.5618727313311,211.43059811618664,219.57841406517727,226.7798042548408,226.71937155258803,223.57896383273143,220.81987226065763,217.8007340358646,211.04002828175766,212.8799846323539,214.2817589891315,219.05749979522423,214.3458383483293,206.22617106743763,195.44166096114444,180.14828580225355,166.65444008308037,163.5767996481079,159.2193774767236,149.12975271389388,145.16374999553653,148.01747382050593,157.00473353466754,,,,,,,89.28334034069104,122.77492890549743,119.54309826554719,121.1838273794578,117.79959858559371,,22.374111102421367,12.860382706007023,34.47023997300582,
6,2000-08-05 21:57:08+00:00,126.58705257285067,143.482522028326,157.65645434416345,163.13282604665946,163.76592791833113,159.78722351390562,149.81231327844733,123.02072068107591,,98.8599919122549,79.07197231054127,86.99128348856783,74.62921435278113,85.49652735686419,,,,,,,,,,,301.99263861206595,271.79525752338947,237.9736944448577,218.45975682719924,242.5663498753053,231.62908541070345,225.92408389806343,227.90868478721396,219.03165880987825,194.89674425379127,187.20664315371005,188.42154559533896,185.74639071702475,189.56073809232953,199.4648782251902,187.07440936078643,189.19264416338774,209.5689512127188,234.8427017552336,226.14614917428528,229.07489676503025,240.54304446424908,225.566738442841,225.34804359098086,231.8649332212853,230.99812840723422,228.38357677668006,243.68618723473742,247.79969894494158,237.25536658212735,235.26749792061815,233.6862773527621,231.892413552079,237.34848775187555,239.7175180066489,244.86206197786058,250.46931316335338,249.81364035308692,249.96870549300405,249.3709789717855,233.69866182533943,220.51969612641733,208.74455763140227,207.80196094251988,223.31468846227048,201.19194832717534,201.32862346324134,208.57423721419144,219.95168770658054,,,,211.1189614106742,,,,,,,,,123.80795701692631,,29.20018014034781,34.44433949363053,45.030428044016205,,
7,2000-11-09 21:56:21+00:00,,,,,,,,,,65.29456824209281,63.38337106846522,58.25409325454373,63.042907493382316,84.37670940148624,,195.12837997257907,228.85206830715924,,265.3299272404188,276.5504557499446,,285.12299254187946,274.1555473402134,271.49973295588035,259.76698207952154,242.1747393460117,225.7020128051072,209.1447163349842,,191.23359405317981,191.6987828546298,192.53525590612873,188.71567822674422,183.13756068022684,168.90185114393233,163.0430218912554,155.34329942597185,158.6726678204151,169.17319495878195,180.98322122790313,179.1385540679077,180.37119504897768,,187.6562898343475,188.04328593825903,199.72742563957078,206.4129496323506,200.40009601290274,202.39835432532192,206.851431861747,211.67147143650146,214.04321078265278,213.48241744064615,215.96170953221176,218.52815271843724,210.3824541187396,206.841209418984,207.07203724068432,209.61612391866768,207.44395159188008,,,204.97314706239956,,200.21844718585305,197.40169071474116,199.32212841410052,199.76495119263737,193.70824024321217,192.29483070376176,192.21194645585805,190.61023845921102,186.64091228322897,175.40969666697316,183.11354361489683,196.73763300380898,190.3704076703428,,116.33231068700894,102.2587142337511,,144.38506407168353,,159.11966014715108,128.34079130362082,103.577655066609,,53.84426795205804,35.83801750666885,59.156520393678186,89.2780729034325,132.20695857114873
8,2001-03-17 21:56:16+00:00,104.97958185573282,110.61198648096155,,105.15188537113883,,,,,,103.86832271006884,122.1729796343194,,,,,,,,294.460226366346,298.753224527183,,,,304.099441771784,,,,,279.029528958528,,,,228.11823188492775,215.68316811190192,196.33148367900412,196.15902555424273,192.83548138757737,198.30762277191494,,212.65276099642404,211.65600953783098,210.4751760670385,225.78008803275497,,,,243.54629047449808,,,,246.2320662540452,241.0295422022833,239.48736892078358,247.94183123100643,246.65429534176144,243.03527249500107,,,,,267.68091126403476,250.62822286718193,229.8845012423176,246.725162661246,257.00357816567544,259.9642786350804,263.86857452857066,,227.06894376324865,249.1762321946325,,246.43321786359454,212.13477294446255,190.12274061511525,,,,,125.81269587441318,118.51917317564866,,183.17644574985573,,,,,,83.70453723380311,,102.72181321589655,123.8558284316553,132.2846076063056
9,2001-06-05 21:55:40+00:00,19.446755227438707,42.858642344654584,,,,,,,,79.40700134021668,84.54374338336298,99.46153424830604,123.55903741500359,132.21809501476747,,185.7248090199941,210.46626560919378,241.59009311015583,272.5991553293587,279.06325727792074,264.68514476920245,252.1587666588977,245.75613541554284,,232.87265133403875,227.68309246176392,210.1259869233347,196.82303675354535,,189.5178901269079,191.51103686361637,184.73877615859982,,,155.9353213423677,148.39557994095006,,,139.9808200004608,,,,,165.75824050366282,178.89172324225717,181.21789508137022,,180.50906081570201,189.02751079191555,193.33878726006787,,,,,,,185.33214186307353,199.10759639051133,202.76400905097938,208.17595915807027,,,,,,,,186.00842306356145,,,,,,,,,,,,,,,,,,,,,,,,
