dates,sar2537-0000,satname
1995-02-14 09:17:07+00:00,216.61,L5
1999-08-05 09:52:28+00:00,223.27,L7
1999-08-12 09:58:37+00:00,217.98,L7
1999-08-21 09:52:25+00:00,216.05,L7
1999-08-28 09:58:41+00:00,225.32,L7
1999-09-13 09:58:35+00:00,217.43,L7
1999-09-22 09:52:29+00:00,229.64,L7
1999-09-29 09:58:45+00:00,219.23,L7
1999-10-31 09:58:37+00:00,198.77,L7
1999-11-09 09:52:28+00:00,198.93,L7
1999-11-25 09:52:19+00:00,227.40,L7
1999-12-02 09:58:32+00:00,232.26,L7
1999-12-18 09:58:40+00:00,229.46,L7
2000-01-03 09:58:33+00:00,234.50,L7
2000-01-11 09:40:43+00:00,226.69,L5
2000-01-12 09:52:23+00:00,200.28,L7
2000-02-04 09:58:30+00:00,228.04,L7
2000-02-13 09:52:17+00:00,232.30,L7
2000-03-07 09:58:18+00:00,227.01,L7
2000-03-16 09:52:08+00:00,204.28,L7
2000-03-23 09:58:20+00:00,228.42,L7
2000-04-01 09:52:04+00:00,221.06,L7
2000-04-08 09:58:08+00:00,219.14,L7
2000-04-24 09:58:03+00:00,218.25,L7
2000-05-03 09:51:48+00:00,220.05,L7
2000-05-19 09:51:37+00:00,220.82,L7
2000-06-04 09:51:26+00:00,220.97,L7
2000-06-11 09:57:36+00:00,212.19,L7
2000-06-20 09:51:22+00:00,213.58,L7
2000-06-27 09:57:25+00:00,227.52,L7
2000-07-06 09:51:08+00:00,225.29,L7
2000-07-22 09:50:52+00:00,213.86,L7
2000-07-29 09:56:55+00:00,214.78,L7
2000-08-07 09:50:38+00:00,226.98,L7
2000-08-14 09:56:49+00:00,217.58,L7
2000-08-23 09:50:33+00:00,219.60,L7
2000-08-30 09:56:38+00:00,222.72,L7
2000-09-08 09:50:17+00:00,195.82,L7
2000-09-15 09:56:19+00:00,216.83,L7
2000-09-24 09:50:00+00:00,226.06,L7
2000-10-26 09:49:51+00:00,214.14,L7
2000-11-27 09:49:55+00:00,224.01,L7
2001-01-21 09:56:15+00:00,230.52,L7
2001-02-06 09:56:08+00:00,219.32,L7
2001-02-22 09:56:07+00:00,225.10,L7
2001-03-03 09:49:53+00:00,220.48,L7
2001-03-19 09:49:46+00:00,227.29,L7
2001-05-13 09:55:39+00:00,214.66,L7
2001-05-29 09:55:31+00:00,218.43,L7
2001-06-07 09:49:12+00:00,215.93,L7
2001-06-14 09:55:19+00:00,219.46,L7
2001-06-23 09:48:58+00:00,214.27,L7
2001-06-30 09:55:05+00:00,218.04,L7
2001-07-09 09:48:55+00:00,212.46,L7
2001-07-25 09:48:48+00:00,219.62,L7
2001-08-01 09:54:52+00:00,216.97,L7
2001-08-10 09:48:30+00:00,225.95,L7
2001-08-17 09:54:34+00:00,217.57,L7
2001-08-26 09:48:19+00:00,230.67,L7
2001-09-02 09:54:23+00:00,217.86,L7
2001-09-11 09:48:07+00:00,194.13,L7
2001-10-04 09:53:59+00:00,214.12,L7
2001-10-13 09:47:44+00:00,215.60,L7
2001-10-29 09:47:50+00:00,216.93,L7
2001-11-05 09:54:07+00:00,224.48,L7
2001-12-07 09:54:17+00:00,215.59,L7
2001-12-23 09:54:25+00:00,217.69,L7
2002-01-08 09:54:28+00:00,220.66,L7
2002-01-17 09:48:21+00:00,225.70,L7
2002-02-02 09:48:23+00:00,234.23,L7
2002-02-09 09:54:38+00:00,228.42,L7
2002-03-06 09:48:28+00:00,212.51,L7
2002-03-13 09:54:38+00:00,232.93,L7
2002-04-07 09:48:22+00:00,211.94,L7
2002-04-23 09:48:18+00:00,222.71,L7
2002-04-30 09:54:34+00:00,211.50,L7
2002-05-09 09:48:22+00:00,225.82,L7
2002-05-25 09:48:13+00:00,217.92,L7
2002-06-01 09:54:21+00:00,217.48,L7
2002-06-17 09:54:14+00:00,228.74,L7
2002-06-26 09:47:58+00:00,221.42,L7
2002-07-03 09:54:10+00:00,212.41,L7
2002-07-12 09:47:56+00:00,222.74,L7
2002-07-19 09:54:03+00:00,219.87,L7
2002-08-04 09:53:55+00:00,219.18,L7
2002-08-13 09:47:44+00:00,220.58,L7
2002-08-20 09:53:52+00:00,215.83,L7
2002-09-05 09:53:43+00:00,225.95,L7
2002-09-21 09:53:30+00:00,223.81,L7
2002-09-30 09:47:17+00:00,220.24,L7
2002-10-07 09:53:26+00:00,218.97,L7
2002-10-16 09:47:17+00:00,227.55,L7
2002-12-19 09:47:50+00:00,198.02,L7
2002-12-26 09:54:05+00:00,219.62,L7
2003-01-04 09:47:53+00:00,224.57,L7
2003-01-27 09:54:14+00:00,215.74,L7
2003-02-12 09:54:24+00:00,220.79,L7
2003-03-16 09:54:27+00:00,204.42,L7
2003-03-25 09:48:11+00:00,221.12,L7
2003-04-01 09:54:27+00:00,228.93,L7
2003-04-17 09:54:29+00:00,222.89,L7
2003-05-03 09:54:30+00:00,221.87,L7
2003-05-28 09:48:15+00:00,217.84,L7
2003-10-10 09:53:47+00:00,222.32,L7
2003-11-04 09:47:57+00:00,221.05,L7
2003-12-13 09:54:30+00:00,209.86,L7
2004-01-30 09:54:48+00:00,219.17,L7
2004-02-16 09:38:28+00:00,232.36,L5
2004-05-14 09:48:44+00:00,220.89,L7
2004-07-17 09:48:31+00:00,218.40,L7
2004-08-25 09:54:30+00:00,214.87,L7
2004-09-03 09:48:16+00:00,225.72,L7
2004-10-21 09:48:16+00:00,213.84,L7
2005-02-10 09:49:07+00:00,224.37,L7
2005-04-06 09:55:22+00:00,231.74,L7
2005-04-22 09:55:16+00:00,228.53,L7
2005-06-02 09:49:06+00:00,216.72,L7
2005-11-09 09:48:59+00:00,227.56,L7
2005-11-16 09:55:14+00:00,203.25,L7
2005-12-18 09:55:21+00:00,214.68,L7
2006-01-12 09:49:24+00:00,224.46,L7
2006-01-19 09:55:39+00:00,222.43,L7
2006-06-12 09:55:45+00:00,194.46,L7
2006-07-14 09:55:32+00:00,228.99,L7
2006-08-15 09:55:24+00:00,215.54,L7
2006-10-11 09:48:58+00:00,220.71,L7
2006-12-05 09:55:51+00:00,218.99,L7
2007-07-01 09:55:58+00:00,217.44,L7
2007-10-14 09:49:19+00:00,215.23,L7
2008-01-25 09:56:04+00:00,230.16,L7
2008-02-10 09:56:02+00:00,212.79,L7
2008-02-19 09:49:49+00:00,206.47,L7
2008-03-13 09:55:52+00:00,219.33,L7
2008-04-07 09:49:42+00:00,229.27,L7
2008-04-23 09:49:39+00:00,218.92,L7
2008-07-19 09:55:05+00:00,219.17,L7
2008-08-04 09:54:58+00:00,218.70,L7
2008-08-13 09:48:43+00:00,215.73,L7
2008-10-16 09:48:15+00:00,218.29,L7
2008-11-01 09:48:31+00:00,212.84,L7
2008-11-08 09:54:48+00:00,222.40,L7
2009-01-11 09:55:25+00:00,218.51,L7
2009-02-12 09:55:37+00:00,231.52,L7
2009-03-16 09:55:54+00:00,215.55,L7
2009-05-19 09:56:10+00:00,224.01,L7
2009-06-04 09:56:10+00:00,213.86,L7
2009-06-29 09:49:56+00:00,219.59,L7
2010-04-20 09:57:56+00:00,246.09,L7
2010-05-22 09:57:50+00:00,228.92,L7
2010-06-23 09:57:54+00:00,219.65,L7
2010-10-22 09:52:00+00:00,225.56,L7
2011-01-02 09:49:28+00:00,221.43,L5
2011-04-07 09:59:21+00:00,233.76,L7
2011-05-18 09:53:07+00:00,213.02,L7
2011-08-13 09:59:08+00:00,213.17,L7
2011-08-29 09:59:06+00:00,222.63,L7
2011-09-30 09:58:59+00:00,220.91,L7
2011-10-09 09:52:46+00:00,224.11,L7
2011-10-16 09:59:01+00:00,207.82,L7
2011-11-10 09:53:04+00:00,236.92,L7
2011-11-17 09:59:20+00:00,218.27,L7
2011-11-26 09:53:15+00:00,218.29,L7
2011-12-03 09:59:29+00:00,232.23,L7
2011-12-19 09:59:36+00:00,216.73,L7
2011-12-28 09:53:31+00:00,231.28,L7
2012-01-13 09:53:35+00:00,221.27,L7
