dates,nzd0222-0000,nzd0222-0001,nzd0222-0002,nzd0222-0003,nzd0222-0004,nzd0222-0005,nzd0222-0006,nzd0222-0007,nzd0222-0008,nzd0222-0009,nzd0222-0010,nzd0222-0011,nzd0222-0012,nzd0222-0013,nzd0222-0014,nzd0222-0015,nzd0222-0016,nzd0222-0017,nzd0222-0018,nzd0222-0019,nzd0222-0020,nzd0222-0021,nzd0222-0022,nzd0222-0023,nzd0222-0024,nzd0222-0025,nzd0222-0026,nzd0222-0027,nzd0222-0028,nzd0222-0029,nzd0222-0030,nzd0222-0031,nzd0222-0032,nzd0222-0033,nzd0222-0034,nzd0222-0035,nzd0222-0036,nzd0222-0037,nzd0222-0038,nzd0222-0039,nzd0222-0040,nzd0222-0041,nzd0222-0042
1999-09-29 21:52:52+00:00,202.33237771114466,191.2940470361794,192.78145333570404,180.2530549493149,185.49434956748163,185.9438138939553,197.14889572466026,188.79864250439562,196.42729854705135,196.7428628423998,196.46675296656946,202.97678227755654,201.86309239865733,202.27640399981888,202.69039363143247,203.80902200604467,192.949533951998,205.27596833685809,199.90719571225853,197.65049853513733,200.52454110541532,204.93718099632713,199.61744631275778,192.54790946142188,193.3738062305933,192.73612843639262,191.75082124046438,192.2392218517888,205.23720324303542,204.77918299417192,208.52016921473316,192.241860589092,193.81292976846296,183.48226970895485,182.1762921390357,178.85315917050198,189.089257781453,181.9670072743934,142.66286430722676,92.98745368607891,,,157.24804932753537
1999-10-15 21:52:49+00:00,190.70050571051706,189.65216814255643,189.72463312506926,184.70000550679163,180.77690776320688,184.90733135853367,175.90587038686334,187.81804411142303,179.82285114094455,188.4245571419161,186.5485517843949,192.31864040915818,186.5082067615802,198.74100137474917,192.9076610861461,191.10786621399131,188.88699993685785,186.5582160830317,188.89157490162407,185.66225534746596,184.92021509638724,178.45277835460993,190.06754528862564,181.60029180566525,183.6004857589007,168.7551834122892,174.4730797694263,177.14425310434203,185.45149089185637,197.04026609127,187.52321897721396,183.67033647751018,186.23053273399222,180.99231159611566,172.0873232721181,176.3447207312895,166.90046021820496,160.25527789762836,135.08806824409552,,,125.74129215293091,152.47120473093233
2000-02-04 21:52:37+00:00,186.16277461976244,177.7930382808086,182.65719555050813,184.47715748396328,179.28793433340005,186.74186191992126,185.73951537290102,190.69749640049523,188.54300950430672,186.78213998585886,182.9509295443944,191.4471356919592,186.6881311880585,193.3694027925373,193.29295076913024,189.3556305121761,189.6788067497099,188.2152439628297,187.53826765633556,184.6801250225945,188.5430202267648,181.69700890761774,185.08404888486916,177.9198752133514,182.26632794026924,175.93127844001532,173.48155242070968,174.89683864649461,178.23838449181378,176.45334509114977,174.23179880393147,174.97439804199198,174.22196500315843,174.39345869293982,170.81400081331964,170.43342278416804,179.03859641193117,171.04627040606496,112.21169478840065,,,129.57594299709328,136.89425180748114
2000-02-20 21:52:29+00:00,196.76468918385723,185.9356662420544,189.67808329099665,189.19606002773304,184.7487641893907,194.11759641784343,184.19089169997062,192.5988168237552,178.58062308234318,187.52934968130904,185.042467576271,190.1310074067437,191.84230861602663,196.99168843381102,191.22545698830467,191.70567717010863,196.2255639019303,187.6911547014699,193.40688511605154,187.22445235537842,188.26220680540303,184.96694993413203,191.4010690736541,183.7507166258874,175.95817428555534,173.56740248766627,176.89454225924163,181.78009276867112,186.2637944827252,187.63761861817054,178.10121200570055,179.06308210179265,174.9486839782447,181.60810940623222,178.5689959394371,178.12039541264215,178.68644287282868,165.60188099094358,134.87278863551657,,,134.780085625295,145.30669058360553
2000-05-26 21:51:48+00:00,182.4311921905722,183.492830928208,181.20186077139488,181.12432265459958,184.56886251972642,184.6521608370701,186.38962440873536,185.53716648426447,,,,,,189.63404741283813,194.17576116139625,193.8950299695283,193.4413424628232,191.5058938911168,189.682388574787,191.3715264445324,189.1512457942659,189.29180035410934,180.54210148794448,186.49393849494652,179.6803439650793,179.86017625162626,177.1785870972283,184.72702536859182,189.38569645021076,188.12290283361915,186.11481747626775,181.8241694361659,185.36686765342486,184.3677584750774,185.39837513054553,184.76713167525017,188.41891580781223,178.52381908474504,156.1742944822358,,,,160.4622384310004
2000-08-14 21:50:56+00:00,182.53548840616043,186.03098544666742,192.56591579314426,190.57168414320182,195.3202731323654,196.54653330017928,196.6533423892839,190.65007105460438,196.07909018518825,184.9759463575457,195.3940099017528,193.6732170753085,194.3873655208138,191.50062978942276,191.12671676103446,192.73015813534838,191.7786641140497,189.1545137464407,188.33994290718073,194.20653444493865,181.30283696014084,186.86654785892932,179.90203202873965,181.16420124041582,181.7800419568793,183.13342510855304,183.800433407975,185.11572512141734,187.15807118320956,187.98437451269754,183.77468450158318,178.0799180321477,176.98012266530884,173.32123445676405,174.25926403294292,170.6972117036267,174.69345387620243,172.77497413731086,169.35921183902417,,,,138.76394303210026
2000-09-15 21:50:25+00:00,177.81556303777998,182.08519176003065,178.47916421534282,184.04350258778763,184.94546906717753,195.87525072386822,200.14719665173027,200.50059410893923,193.4830614879964,190.40210655104036,188.70992327073128,195.29699208009978,205.6212200069092,196.84803233352864,196.6890140923398,197.52589583985733,202.0574480594008,203.88869518588362,198.78319396305687,200.7375452756529,202.05603434609304,195.96883683486732,196.74896780441944,208.13856702131952,202.8716814109432,249.2976749671769,216.746106529054,193.1598687394108,195.6730040530273,,,,,,,,,,,,,,
2000-11-02 21:50:13+00:00,175.86092485477675,157.30040762943477,149.38587230114487,149.52218305650325,152.38466878621023,162.65519809978676,165.93972915834402,177.14753352774807,178.69772689246338,167.55236051066294,167.10879983542105,170.82362480061695,173.7655192721788,175.80798293141967,179.867361748441,178.15680862707495,180.71467840937206,182.05233099977247,178.45845946382377,173.54077275379362,173.96556982462567,164.73265592843953,160.6110072251194,164.21687161311226,163.676518365014,169.30829496704848,167.41380036285005,167.71605816532184,169.90827747717904,172.22225374786532,170.67178299782378,172.55116367571526,163.07441893039461,160.80305909251157,159.59043002836287,157.45525648911982,163.31355645796367,159.10883258716876,160.58946525753657,88.57473178680524,,92.6423027257771,109.67801356402197
2000-12-04 21:50:10+00:00,184.87227078284724,164.56401613646867,157.23941517658335,158.2677978556576,152.4775415196376,157.86128453668624,163.17340449574698,176.52224656612117,174.46481341118428,171.71538841694337,168.96734713833655,167.95149338473075,168.98047955413534,180.62447114231364,175.29647313346945,181.4498357345231,182.79182612450373,177.95980863723187,174.75174851479994,176.54084529538844,179.31625239791276,165.47172763733977,168.70875864880077,158.37423621668876,161.16048888580954,157.26359395121133,161.4169667136389,162.95450994613748,167.96489078815628,169.8973908619998,163.3648008351855,162.5241802919098,157.40344768041123,160.57786986476725,160.73700175136008,158.97830759311069,150.96710395566532,144.53572359407102,167.116241484003,80.94709033643032,,82.83180871405564,98.84059416643144
2000-12-20 21:50:16+00:00,168.13915862723115,159.56095810864136,164.36198485452337,147.11574182398155,156.59958440505105,155.403659075903,159.73538433172783,159.78957605112487,160.920774177393,159.63587584016435,159.72572387727982,153.7031637042509,149.9786149837913,156.0060234708079,156.79793040016628,165.56742002592313,160.35057679405168,169.53348686279378,159.6632492349074,163.61140422572473,157.38354334972848,152.93914219420867,153.38190962626228,154.2492211060608,155.9908422675213,148.02397638663822,153.924361296779,152.583287841585,159.06655880854598,154.86144382584732,152.32554574838747,149.29202368752527,158.40493121819895,153.30761900799166,151.0387258027776,143.72209650958038,139.36480755097946,136.0128824611969,124.43786879899989,,,102.26635596331572,100.38761986442988
