dates,satname,nzd0222-0000,nzd0222-0001,nzd0222-0002,nzd0222-0003,nzd0222-0004,nzd0222-0005,nzd0222-0006,nzd0222-0007,nzd0222-0008,nzd0222-0009,nzd0222-0010,nzd0222-0011,nzd0222-0012,nzd0222-0013,nzd0222-0014,nzd0222-0015,nzd0222-0016,nzd0222-0017,nzd0222-0018,nzd0222-0019,nzd0222-0020,nzd0222-0021,nzd0222-0022,nzd0222-0023,nzd0222-0024,nzd0222-0025,nzd0222-0026,nzd0222-0027,nzd0222-0028,nzd0222-0029,nzd0222-0030,nzd0222-0031,nzd0222-0032,nzd0222-0033,nzd0222-0034,nzd0222-0035,nzd0222-0036,nzd0222-0037,nzd0222-0038,nzd0222-0039,nzd0222-0040,nzd0222-0041,nzd0222-0042
2002-01-24 21:48:42+00:00,L7,389.96,387.86,388.52,385.85,395.08,392.40,399.08,401.36,403.40,405.49,401.26,400.10,401.56,400.85,394.57,403.99,401.50,399.37,396.15,402.67,399.26,396.98,399.21,396.58,392.74,388.62,395.96,391.49,400.17,393.37,394.29,383.26,383.27,379.89,385.48,377.25,377.33,374.98,374.77,373.99,360.29,343.98,414.78
2002-02-25 21:48:47+00:00,L7,383.68,387.54,389.64,385.65,392.35,388.71,393.89,394.16,394.01,395.76,391.56,393.91,394.23,397.15,392.69,397.77,389.30,394.79,390.49,396.31,393.34,392.29,390.67,384.69,384.17,381.05,385.64,388.25,392.12,388.19,386.95,377.48,376.08,371.96,373.62,371.55,371.93,368.38,359.82,343.74,342.11,328.83,221.57
2002-04-14 21:48:38+00:00,L7,384.77,380.76,382.88,380.66,381.00,382.75,388.66,387.61,391.03,389.77,385.90,389.05,388.76,391.02,390.56,394.16,383.37,391.54,387.00,383.51,380.29,384.98,381.19,375.55,378.94,376.88,375.84,381.95,384.65,384.82,378.86,373.23,373.35,365.89,365.65,365.59,363.76,356.77,349.96,341.86,332.93,288.38,
2002-06-01 21:48:28+00:00,L7,380.34,383.87,385.98,389.52,385.74,393.05,387.78,396.76,395.26,397.33,393.89,388.97,391.42,395.53,396.02,389.16,396.68,397.69,397.84,389.40,398.90,393.46,390.99,388.20,383.96,381.76,381.90,379.96,386.44,395.93,390.23,388.48,380.39,376.07,368.10,369.74,356.91,354.55,354.97,352.55,338.27,301.08,253.15
2002-08-20 21:47:58+00:00,L7,393.82,389.22,388.57,395.81,391.81,396.65,400.70,409.16,402.27,407.19,405.54,407.00,402.52,406.34,408.19,405.16,404.52,400.41,400.53,394.98,398.09,392.40,391.97,380.90,386.39,384.94,394.12,395.52,399.25,394.53,390.56,388.48,383.36,381.59,379.76,378.35,367.29,371.22,363.05,357.85,356.87,328.80,292.12
2002-10-23 21:47:39+00:00,L7,367.08,376.75,359.04,375.23,371.25,374.09,373.94,382.48,382.86,385.11,384.40,378.96,386.76,381.77,385.81,385.24,383.68,377.65,387.15,382.93,381.92,379.70,378.42,373.94,365.50,366.57,368.71,375.39,375.31,378.27,370.25,372.20,358.64,357.70,362.33,361.84,348.70,346.75,341.91,346.47,319.77,301.22,268.12
2002-11-08 21:47:44+00:00,L7,358.55,359.85,358.11,352.64,364.97,359.28,368.47,372.35,376.37,376.30,378.87,385.16,373.91,384.72,377.44,381.74,375.36,378.14,373.71,377.26,381.88,366.55,369.51,369.79,374.12,,,,,,,,,,,,,,319.75,322.90,291.07,281.24,262.81
2002-11-24 21:48:02+00:00,L7,359.89,358.60,353.19,354.73,358.85,355.19,364.01,369.61,370.16,374.48,374.03,376.15,373.76,380.48,380.75,379.06,374.23,376.55,373.00,378.57,379.23,367.91,368.91,368.12,375.79,371.52,379.97,373.85,375.68,374.78,375.14,374.05,371.61,372.53,365.87,364.20,355.90,350.95,346.13,344.85,319.61,290.11,264.05
2002-12-26 21:48:11+00:00,L7,382.24,380.10,379.43,372.22,376.63,373.84,375.80,375.54,386.09,382.65,380.76,383.18,385.69,391.03,390.25,396.05,385.70,392.72,386.82,381.75,378.62,384.58,375.53,373.66,375.65,379.79,383.66,390.12,391.03,386.32,372.00,367.89,366.65,362.00,362.09,363.62,367.16,358.90,353.58,358.93,357.20,301.10,286.35
2003-01-11 21:48:14+00:00,L7,383.43,384.10,381.41,380.00,379.85,371.14,372.72,370.80,380.69,379.94,378.21,378.40,382.96,379.66,385.17,383.30,382.86,382.64,380.14,382.57,374.86,376.40,372.32,365.76,363.56,368.26,369.68,375.73,378.30,381.55,373.24,372.04,367.80,360.57,366.81,371.20,366.25,376.79,379.08,368.47,368.52,359.09,328.48
2003-03-16 21:48:34+00:00,L7,372.80,386.58,385.85,387.17,385.89,376.05,374.88,376.09,369.10,381.56,386.29,386.38,390.40,380.26,377.53,384.72,385.23,376.19,376.84,374.23,375.26,372.76,370.79,361.57,364.42,367.75,367.61,375.92,379.45,383.62,376.56,376.04,376.22,373.01,367.94,372.03,369.57,371.82,362.74,368.09,358.53,346.19,315.56
2003-04-01 21:48:34+00:00,L7,385.31,384.27,379.13,377.27,376.01,385.96,388.08,387.09,391.82,385.53,388.84,380.04,383.02,378.20,382.34,381.04,379.23,377.86,374.76,374.39,368.95,371.68,366.27,367.53,364.24,370.58,369.27,372.53,374.69,378.90,371.63,367.27,364.71,362.61,357.25,360.86,362.33,355.66,362.12,358.79,356.25,344.06,299.16
2003-04-17 21:48:36+00:00,L7,362.76,363.73,363.65,374.46,378.63,379.93,378.61,379.39,374.66,380.58,374.50,375.71,379.81,378.60,374.13,375.36,371.48,370.16,376.20,370.39,366.86,361.05,361.96,360.85,361.97,358.22,362.27,357.27,367.42,362.95,361.39,362.65,354.84,350.59,355.22,358.71,355.90,346.99,345.94,338.53,338.98,328.85,313.59
2003-05-03 21:48:37+00:00,L7,369.42,373.88,371.74,375.17,375.31,376.61,376.62,383.64,380.65,384.17,384.95,381.05,380.93,374.76,375.72,379.70,373.88,374.06,377.85,372.76,374.24,367.09,365.97,365.54,365.91,358.15,364.26,366.55,372.02,370.71,360.24,352.63,353.15,354.29,360.37,362.38,347.87,347.25,345.80,333.16,336.21,328.90,315.06
2003-08-15 21:36:48+00:00,L5,384.91,386.11,392.14,388.68,385.23,385.62,394.31,390.93,395.03,401.47,401.35,405.23,404.36,402.95,404.51,403.38,397.24,397.96,395.49,390.20,386.94,388.71,379.58,373.86,373.99,374.45,382.80,387.38,389.51,391.06,389.29,377.06,375.65,367.46,369.39,375.47,374.75,361.17,354.36,359.35,353.53,347.81,335.65
2003-08-23 21:48:14+00:00,L7,377.49,384.88,389.50,385.69,385.99,387.64,393.02,391.69,392.80,394.61,389.09,393.33,391.22,391.84,389.12,392.86,385.50,386.79,381.01,381.41,383.04,379.62,377.15,368.05,368.51,371.26,374.43,376.44,383.25,388.65,382.23,365.76,370.62,367.18,372.18,377.33,374.11,354.07,363.45,367.41,357.56,360.51,332.52
2003-10-18 21:37:48+00:00,L5,,,,202.60,203.83,186.60,184.96,238.40,245.25,411.71,407.63,408.05,409.00,415.83,405.62,412.64,408.42,405.41,408.25,406.86,397.07,395.75,394.27,384.41,391.03,388.94,396.38,397.28,405.91,406.07,401.91,400.92,394.34,399.23,387.06,385.22,375.56,374.30,370.99,380.83,377.48,366.82,354.29
2003-10-26 21:48:14+00:00,L7,382.89,385.99,383.77,386.15,386.57,396.00,396.59,397.07,397.00,390.33,401.47,396.48,400.48,395.74,395.56,402.64,397.12,391.71,390.92,393.89,382.89,385.87,383.76,379.90,378.76,380.74,378.95,386.54,384.82,391.53,389.03,383.81,382.09,385.63,373.86,374.61,366.80,360.73,359.93,359.62,358.45,350.44,331.00
2003-11-19 21:38:14+00:00,L5,431.26,387.14,388.74,397.92,398.65,399.66,399.46,402.10,403.96,401.03,404.16,402.28,405.19,405.06,413.41,405.35,403.00,400.03,398.10,402.79,401.06,388.73,385.99,392.76,392.51,395.43,394.15,398.11,399.07,398.51,402.47,401.69,393.44,391.71,388.82,391.33,393.29,385.99,383.28,378.47,371.75,375.31,351.94
2003-12-05 21:38:22+00:00,L5,410.95,379.25,372.28,381.82,384.20,391.57,391.42,395.17,398.49,394.89,398.15,394.50,395.68,399.77,407.64,398.57,394.21,391.14,394.98,399.63,400.09,391.18,387.42,388.66,389.64,387.88,387.16,390.75,394.31,392.97,394.32,394.74,381.72,381.97,381.25,389.85,392.50,382.83,381.39,382.75,367.29,360.38,347.55
2004-01-22 21:38:40+00:00,L5,383.87,383.20,378.18,377.69,373.84,376.67,382.08,387.40,386.37,517.63,507.22,469.08,391.46,382.46,386.89,388.70,384.19,385.31,386.27,382.99,381.87,379.30,,,,,,,,,,,,,,370.04,372.23,369.09,365.64,362.14,356.57,341.18,333.86
2004-03-18 21:49:07+00:00,L7,,,213.73,216.26,225.64,200.22,196.05,237.18,254.43,259.51,,,,418.46,392.55,405.76,395.20,396.64,398.41,390.56,393.97,389.17,385.27,377.62,380.41,380.57,382.11,381.68,387.32,387.42,,,,,,,,381.68,378.08,378.17,381.48,362.13,372.08
2004-04-03 21:49:06+00:00,L7,391.09,388.98,384.75,384.20,386.99,385.61,390.94,396.16,396.15,389.13,395.65,396.96,397.08,396.88,399.72,394.61,389.87,381.89,392.42,393.28,399.40,394.88,386.11,389.23,387.77,381.87,378.73,389.56,385.17,392.14,386.43,384.61,384.93,388.46,387.56,390.51,390.75,385.31,387.33,387.90,393.52,356.11,354.71
2004-06-06 21:48:56+00:00,L7,395.90,396.27,392.06,400.84,396.86,400.92,400.08,411.11,175.39,227.35,,,,,,322.96,320.92,321.17,287.80,284.89,296.72,295.88,295.73,303.63,291.70,275.21,287.95,261.84,239.85,234.78,244.77,250.58,261.55,277.54,305.83,308.83,309.56,297.34,264.04,229.80,203.77,176.79,167.21
2004-06-22 21:48:52+00:00,L7,404.09,392.98,398.59,401.18,404.70,406.51,409.12,405.31,414.39,406.11,411.44,405.64,403.20,407.41,396.03,408.39,407.31,402.39,411.07,405.89,405.58,403.87,392.24,395.88,395.99,400.78,402.62,409.73,409.03,413.86,401.55,246.60,,,,,,,,,,,
2004-06-30 21:41:46+00:00,L5,429.53,405.00,401.15,409.73,406.98,406.85,413.71,409.27,412.85,407.21,409.44,408.64,407.39,406.90,409.98,412.54,410.25,406.79,403.45,404.47,404.53,406.06,399.62,397.30,392.00,397.39,396.17,401.13,406.26,406.78,402.28,401.14,395.38,392.61,394.65,386.27,389.74,390.23,389.66,389.06,394.83,383.05,354.86
2004-07-24 21:48:45+00:00,L7,,,223.07,229.47,228.97,209.31,198.45,249.17,257.85,267.10,407.87,405.19,406.68,401.66,410.42,407.66,406.53,401.70,405.46,402.95,402.82,401.14,389.08,396.77,394.20,392.57,399.48,401.46,405.70,401.04,395.74,402.26,393.75,391.22,393.47,379.68,394.59,386.79,387.69,384.37,387.48,369.28,362.45
2004-08-09 21:48:39+00:00,L7,394.27,391.98,387.65,388.37,392.29,388.15,395.04,394.68,393.10,397.20,390.09,394.11,392.40,392.96,391.17,391.47,389.73,393.85,388.84,388.28,183.05,387.76,175.02,225.32,215.56,182.60,,,231.55,219.89,166.27,237.24,,,216.75,,,,356.75,379.73,372.99,361.10,340.96
2004-08-25 21:48:37+00:00,L7,393.62,395.20,388.73,390.44,386.89,396.92,398.81,403.63,397.67,404.59,399.70,402.85,400.52,399.15,399.34,399.45,400.00,395.36,391.75,398.23,397.52,397.33,391.21,395.59,389.74,387.19,392.91,403.13,400.01,393.95,394.71,382.60,389.23,380.89,383.36,378.69,384.41,381.91,378.67,380.97,372.92,372.80,346.27
2004-09-02 21:43:21+00:00,L5,382.27,383.66,381.72,383.30,385.84,382.81,391.80,393.73,394.43,390.33,391.59,387.33,397.85,400.18,398.23,398.38,395.65,394.89,393.81,397.19,391.93,394.27,393.46,390.99,377.61,384.49,385.02,397.25,398.04,394.54,390.87,379.90,380.25,373.62,372.09,375.98,375.56,368.51,370.19,367.74,363.06,351.51,340.96
2004-09-10 21:48:31+00:00,L7,392.92,390.58,386.74,384.72,381.70,385.46,397.37,396.73,393.82,396.35,385.81,394.78,398.92,398.68,391.46,389.33,388.68,395.39,392.05,390.71,392.17,388.04,387.53,381.11,379.64,378.78,,391.95,224.31,391.61,393.39,386.90,382.92,376.29,376.95,382.51,377.83,374.75,371.12,373.37,366.85,358.15,341.73
2004-10-20 21:44:28+00:00,L5,393.00,384.53,384.25,386.97,385.92,390.77,390.26,391.81,393.57,396.07,391.87,397.24,399.01,398.44,400.80,396.52,393.58,395.40,394.63,388.53,394.88,392.21,391.76,383.50,387.24,385.93,399.78,398.63,405.79,407.20,399.00,394.31,386.40,384.89,377.75,376.41,374.74,370.76,375.49,383.78,373.06,362.37,348.02
2005-02-09 21:46:19+00:00,L5,382.42,383.37,387.49,385.74,382.79,385.67,384.35,390.64,390.70,387.30,385.96,388.89,392.49,389.52,385.94,387.00,387.19,384.38,385.24,382.27,376.99,378.50,380.29,378.67,373.21,372.37,375.20,374.91,379.25,383.49,376.76,373.90,375.33,379.30,375.94,371.73,367.67,373.45,375.83,373.73,371.95,361.53,336.27
2005-02-17 21:49:28+00:00,L7,373.41,374.63,371.28,376.33,379.25,378.56,380.50,381.06,379.85,382.64,385.37,382.46,387.04,383.42,387.18,387.56,386.37,387.93,388.18,382.26,379.40,384.25,379.31,375.40,370.48,373.35,373.15,380.88,381.92,386.35,378.89,376.77,371.82,367.16,356.94,185.60,137.38,139.81,130.58,75.05,,,
2005-02-25 21:46:35+00:00,L5,382.72,379.40,382.66,387.66,380.10,383.04,377.41,383.04,385.27,385.97,383.10,389.91,386.61,388.98,386.98,387.16,391.37,392.14,393.53,389.56,392.99,387.06,387.61,379.29,382.11,379.75,384.39,381.69,385.00,389.08,390.78,387.76,380.81,382.89,385.34,383.50,376.36,378.76,374.78,377.25,370.46,361.53,334.13
2005-03-05 21:49:32+00:00,L7,383.82,386.85,389.16,392.30,384.25,391.40,391.05,395.34,394.18,392.84,391.27,398.04,395.53,394.41,401.41,402.42,397.31,399.38,398.08,390.32,396.80,393.57,393.60,394.77,388.17,386.15,388.85,390.34,396.30,396.79,394.04,395.04,388.49,393.71,397.52,398.70,386.84,395.50,387.85,389.24,382.27,388.49,374.39
2005-03-13 21:46:47+00:00,L5,381.75,376.04,384.75,388.66,386.84,390.79,391.40,393.80,389.60,393.42,387.51,395.46,390.03,390.36,387.15,392.96,390.53,388.51,386.55,388.80,392.02,385.44,384.96,379.60,381.29,380.26,381.18,381.13,385.06,393.74,390.70,386.13,381.57,381.44,378.28,379.84,375.68,378.70,378.46,380.49,370.76,362.15,334.82
2005-03-29 21:46:54+00:00,L5,381.92,379.84,386.07,384.90,384.75,384.84,390.94,389.77,389.67,395.60,391.86,397.05,399.48,403.74,397.98,398.63,395.32,397.56,393.52,392.34,395.50,392.47,384.95,379.11,383.12,379.56,387.33,385.96,389.48,391.71,385.75,379.63,381.47,376.92,373.18,372.79,373.15,376.32,379.61,380.69,369.26,360.32,350.97
2005-04-30 21:47:03+00:00,L5,395.55,397.39,398.71,401.89,404.38,406.80,410.03,413.82,408.21,413.76,409.06,412.64,414.89,407.61,413.69,410.86,411.19,405.93,408.87,409.07,402.01,396.05,391.88,389.36,387.08,385.74,393.94,397.87,402.88,398.58,392.95,394.42,395.47,397.82,395.24,397.70,391.60,388.63,402.46,396.64,389.17,390.99,361.81
2005-05-08 21:49:28+00:00,L7,395.40,390.34,397.38,392.71,400.23,398.58,399.94,397.76,400.37,393.98,401.99,405.78,402.83,402.36,405.17,406.75,405.77,404.31,401.28,404.55,399.40,191.78,237.94,,,,,274.12,235.57,237.13,,,,,,,391.60,388.41,393.06,393.42,394.93,378.56,357.81
2005-05-24 21:49:26+00:00,L7,382.29,387.56,384.13,386.61,382.30,391.34,388.55,394.15,386.86,387.74,388.46,398.68,397.39,396.20,400.51,390.96,398.40,390.29,391.46,386.96,381.75,381.63,380.79,371.91,367.87,371.12,370.54,377.29,378.93,384.44,378.28,375.25,374.02,380.17,380.10,375.28,378.01,379.97,382.55,379.76,380.43,361.37,353.45
2005-06-01 21:47:18+00:00,L5,411.25,404.52,412.01,413.28,412.13,416.83,415.64,416.44,418.08,413.36,414.18,417.93,413.16,422.19,419.58,423.17,422.48,424.37,419.39,419.32,421.70,418.58,410.66,403.90,398.77,395.00,405.36,406.80,414.83,418.01,409.32,399.88,404.29,405.64,405.80,409.44,405.69,407.86,401.76,403.78,411.00,402.39,420.43
2005-06-09 21:49:20+00:00,L7,395.79,396.22,393.57,395.60,406.42,406.95,402.20,411.59,414.79,412.05,408.88,,,,,271.76,262.91,297.26,287.01,301.60,178.28,296.11,297.21,302.16,292.55,271.34,279.56,261.32,234.67,225.56,239.73,249.09,260.24,280.40,301.40,306.13,302.13,288.29,287.31,223.69,195.29,176.46,168.28
2005-06-25 21:49:15+00:00,L7,394.53,396.57,394.22,403.61,404.59,405.71,402.13,413.47,400.66,408.80,403.30,402.77,403.77,400.01,401.73,407.91,402.46,402.00,403.93,392.15,399.34,396.84,399.92,388.28,390.23,386.25,391.30,387.45,392.45,394.34,396.71,386.45,383.99,386.50,379.25,379.73,379.22,382.90,386.75,388.16,377.84,380.96,363.82
2005-07-19 21:47:39+00:00,L5,408.84,405.40,410.02,409.66,409.09,418.91,419.45,418.02,417.61,417.36,411.43,413.61,411.43,419.11,409.53,413.59,412.56,411.69,409.95,403.21,400.58,402.39,407.76,403.06,401.62,395.57,398.30,397.75,408.68,408.62,407.56,404.69,391.96,394.42,400.73,396.46,386.35,397.71,397.52,398.12,396.92,400.47,380.95
2005-08-12 21:49:11+00:00,L7,389.60,389.71,389.21,392.49,396.35,402.02,403.05,401.82,405.73,409.42,405.13,403.64,405.35,398.97,405.38,,,,96.35,112.27,153.25,123.70,,257.41,306.12,258.29,251.50,241.94,218.15,173.74,150.21,238.65,243.63,286.22,193.12,228.30,214.41,201.03,188.71,251.67,203.88,169.03,161.85
2005-08-28 21:49:05+00:00,L7,392.76,387.47,379.91,383.45,384.70,392.83,394.77,395.68,403.29,403.04,386.52,392.12,392.83,390.65,387.63,392.82,398.86,391.00,384.58,379.63,387.51,383.45,382.66,374.74,380.01,377.69,377.84,378.74,385.43,386.93,390.86,388.66,381.21,380.55,374.06,373.60,375.01,378.06,378.16,382.78,369.73,365.29,358.43
2005-09-29 21:48:55+00:00,L7,399.24,397.17,388.49,387.44,389.28,400.07,402.01,397.43,405.29,402.85,396.93,396.82,399.38,395.53,398.88,399.46,405.87,399.04,90.42,120.88,142.84,122.64,,264.05,282.25,268.85,238.97,241.30,209.04,188.81,141.84,217.54,229.64,277.36,200.54,246.71,,225.55,190.66,386.73,393.58,398.36,429.28
2005-10-31 21:49:11+00:00,L7,393.20,379.91,384.12,379.82,375.95,379.14,378.97,385.38,381.10,381.44,377.58,379.06,377.87,380.53,377.31,377.04,378.70,434.41,383.17,376.25,374.36,373.20,372.66,368.94,369.87,367.28,365.35,,,,,,,,,,,,,351.89,361.85,360.97,361.03
2005-11-08 21:48:04+00:00,L5,405.79,399.82,395.95,401.40,394.35,398.47,395.72,399.64,396.83,400.61,392.75,398.54,396.04,400.24,397.89,403.81,397.30,396.97,398.77,392.00,394.07,391.94,389.70,383.43,386.65,384.18,390.37,390.32,396.30,394.95,392.69,386.60,383.45,381.65,377.20,379.67,376.15,377.30,384.39,384.00,370.70,381.72,374.31
2005-11-24 21:48:28+00:00,L5,409.97,397.14,395.85,396.83,401.74,396.66,400.66,401.59,401.11,405.58,401.97,399.17,398.07,400.63,396.99,407.11,405.10,397.13,395.35,396.73,392.21,395.01,394.01,396.90,396.71,389.49,393.68,391.42,401.00,399.04,396.12,385.02,381.10,377.08,381.50,380.46,378.98,381.00,383.12,382.67,382.83,389.18,386.05
2006-01-27 21:49:58+00:00,L5,394.55,398.02,393.86,396.12,390.80,393.04,391.99,391.40,391.29,398.09,393.61,398.62,401.45,402.19,404.82,396.96,398.30,393.69,394.19,393.71,392.41,393.34,387.37,386.87,383.52,382.90,379.17,385.64,387.57,391.40,388.17,388.39,382.41,384.94,379.93,378.18,376.07,377.16,380.49,384.52,385.92,390.53,388.63
