dates,nzd0222-0000,nzd0222-0001,nzd0222-0002,nzd0222-0003,nzd0222-0004,nzd0222-0005,nzd0222-0006,nzd0222-0007,nzd0222-0008,nzd0222-0009,nzd0222-0010,nzd0222-0011,nzd0222-0012,nzd0222-0013,nzd0222-0014,nzd0222-0015,nzd0222-0016,nzd0222-0017,nzd0222-0018,nzd0222-0019,nzd0222-0020,nzd0222-0021,nzd0222-0022,nzd0222-0023,nzd0222-0024,nzd0222-0025,nzd0222-0026,nzd0222-0027,nzd0222-0028,nzd0222-0029,nzd0222-0030,nzd0222-0031,nzd0222-0032,nzd0222-0033,nzd0222-0034,nzd0222-0035,nzd0222-0036,nzd0222-0037,nzd0222-0038,nzd0222-0039,nzd0222-0040,nzd0222-0041,nzd0222-0042,satname
2001-01-05 21:50:16+00:00,385.20,375.81,375.18,372.65,373.20,379.81,383.29,385.38,385.47,380.43,382.42,385.11,384.67,385.77,385.24,387.22,388.01,388.50,384.26,385.65,383.85,377.41,375.36,377.97,377.49,371.09,372.88,377.33,382.79,379.58,376.07,373.91,371.23,370.87,368.60,364.11,365.36,368.93,369.01,323.04,229.66,312.47,325.20,L7
2001-03-10 21:50:10+00:00,384.88,374.15,372.61,370.45,370.30,376.75,379.41,384.30,382.47,379.90,379.15,382.13,381.65,385.09,385.16,386.11,386.80,386.23,383.55,383.25,382.84,375.35,375.27,376.18,375.77,368.28,369.38,374.81,380.34,377.19,372.17,372.06,370.12,370.55,366.74,364.21,363.17,367.16,362.60,324.52,219.05,310.02,324.40,L7
2001-03-26 21:50:01+00:00,387.04,374.88,374.19,370.91,370.30,374.60,376.88,382.09,380.98,378.96,378.44,380.51,378.24,384.48,383.71,385.33,384.55,385.08,382.98,381.28,381.01,373.24,373.22,371.65,372.79,369.85,371.90,372.21,377.76,378.53,373.70,373.33,371.36,371.73,367.99,365.96,365.21,367.43,362.46,331.16,219.05,316.36,329.46,L7
2001-06-30 21:49:12+00:00,392.02,385.58,386.14,385.26,386.50,387.83,389.30,389.89,389.85,388.54,389.11,387.29,388.40,394.87,392.50,393.08,391.23,391.16,389.72,390.33,388.55,385.40,382.72,382.48,380.48,378.72,379.77,380.54,384.52,386.80,384.18,384.20,380.63,377.44,373.86,371.95,374.55,376.35,370.98,343.62,257.75,328.33,341.17,L7
2001-09-02 21:48:29+00:00,388.52,384.54,385.69,389.13,391.36,392.90,391.37,392.54,392.43,391.23,389.95,391.49,390.59,396.29,394.23,393.07,393.38,392.42,390.93,392.15,391.60,387.77,383.31,379.91,381.96,380.32,382.10,380.49,384.12,386.38,385.77,384.25,379.50,374.81,371.48,372.12,372.28,375.54,364.62,348.45,285.12,328.33,339.47,L7
2001-09-18 21:48:17+00:00,386.96,384.59,384.00,389.31,391.67,391.61,392.80,391.53,392.41,392.17,391.76,391.86,393.42,395.38,395.00,393.33,392.31,393.40,389.68,390.31,390.13,387.45,381.03,379.19,378.98,380.23,381.17,382.30,384.01,387.76,387.20,383.22,375.36,370.84,370.35,370.70,370.83,371.35,366.08,351.36,291.83,334.82,335.29,L7
2001-10-20 21:48:09+00:00,380.36,379.65,378.62,383.85,386.76,387.22,387.12,386.13,389.31,389.52,388.41,387.97,390.45,391.30,392.31,388.91,390.36,389.82,384.72,387.34,386.77,386.49,377.04,375.80,373.99,377.20,376.18,380.34,380.39,383.41,382.43,378.82,368.92,366.08,366.89,360.52,360.05,365.00,358.33,345.89,285.93,327.94,328.78,L7
2001-11-05 21:48:14+00:00,378.23,376.37,375.23,381.67,383.74,383.06,383.19,382.44,386.91,388.05,386.16,385.75,388.13,388.73,390.75,385.37,387.26,386.18,382.37,383.15,383.04,382.74,375.01,372.69,370.01,372.90,373.18,377.11,377.94,379.53,379.08,376.96,366.59,364.77,364.06,355.09,356.84,361.24,355.47,344.27,288.68,327.94,328.78,L7
2002-01-24 21:48:42+00:00,376.68,374.82,374.92,379.23,382.29,380.39,381.72,381.91,386.09,388.24,385.68,386.10,388.05,387.72,388.77,385.71,387.06,385.95,382.62,383.45,382.60,381.63,377.10,373.31,370.81,371.89,374.44,376.56,380.50,379.11,378.37,373.39,364.80,364.28,366.69,356.40,357.11,357.84,353.01,348.75,307.72,332.98,325.06,L7
2002-02-25 21:48:47+00:00,376.73,376.30,377.01,379.94,383.60,381.41,383.38,383.58,386.99,388.83,386.16,386.84,388.67,388.63,388.30,387.06,386.74,386.95,383.57,385.22,384.03,382.82,378.80,374.84,372.60,372.93,375.78,378.00,382.07,380.25,379.43,373.70,366.14,364.90,367.48,358.38,359.21,359.09,353.78,346.69,312.23,325.40,325.06,L7
2002-04-14 21:48:38+00:00,379.25,376.31,377.36,377.19,380.53,378.64,381.49,382.50,387.52,389.20,384.90,386.00,386.19,387.98,387.48,387.53,385.18,386.93,383.15,384.25,382.70,383.32,379.96,375.78,373.86,373.09,376.13,378.59,382.83,379.28,377.24,372.75,367.83,366.52,367.22,355.82,357.50,357.44,351.54,345.53,319.45,317.40,,L7
2002-06-01 21:48:28+00:00,384.22,384.74,386.61,385.27,388.39,389.08,392.20,394.82,395.75,396.81,392.95,392.78,393.83,395.87,393.00,396.00,392.43,395.65,392.72,392.82,392.80,391.69,390.29,386.10,384.77,381.88,384.62,385.21,390.70,390.43,387.43,380.46,378.05,373.18,373.06,370.81,367.33,363.47,359.73,352.54,342.90,314.82,260.01,L7
2002-08-20 21:47:58+00:00,384.69,384.80,386.46,387.60,387.41,389.98,392.44,396.61,395.29,396.94,393.80,394.25,393.88,396.94,395.90,396.00,392.87,395.70,393.65,390.74,392.34,390.28,388.23,382.02,383.00,380.74,383.93,385.99,390.30,390.55,386.34,381.61,377.83,373.31,371.47,370.84,364.66,362.30,356.64,347.96,341.50,310.21,267.92,L7
2002-10-23 21:47:39+00:00,381.75,384.03,378.30,387.29,383.37,388.36,387.91,396.57,393.96,397.33,395.21,392.31,394.05,395.33,398.01,393.97,395.79,392.48,395.61,389.54,393.40,389.21,387.80,381.45,379.13,378.33,382.19,384.22,387.43,390.01,384.11,383.49,374.77,372.57,370.50,370.62,358.07,358.11,353.74,353.73,339.75,312.53,273.61,L7
2002-11-08 21:47:44+00:00,379.75,380.14,374.49,379.86,380.00,382.33,384.29,391.75,390.98,394.32,392.83,392.43,390.39,394.93,396.67,393.17,393.04,390.49,391.37,387.70,391.76,385.53,385.13,379.77,379.33,378.33,382.19,384.22,387.43,390.01,384.11,383.49,374.77,372.57,370.50,370.62,358.07,358.11,346.48,350.15,331.70,310.90,277.98,L7
2002-11-24 21:48:02+00:00,378.12,377.15,370.99,375.60,376.53,377.66,380.99,388.08,387.68,391.74,390.12,390.34,387.91,393.42,395.83,391.73,390.72,388.68,388.46,386.64,390.01,383.22,383.06,378.20,379.52,377.90,383.00,382.94,385.44,387.15,382.82,382.08,375.39,374.29,370.29,370.42,358.48,357.63,347.17,351.62,331.82,310.54,279.54,L7
2002-12-26 21:48:11+00:00,378.72,376.52,369.75,372.21,374.78,373.89,378.66,383.91,385.93,388.93,387.59,389.29,386.84,392.65,394.89,393.23,388.66,387.78,386.32,385.18,386.03,381.56,380.07,375.36,377.94,377.52,383.56,385.60,386.68,384.84,378.35,377.02,372.08,370.93,368.88,369.02,361.12,358.83,346.96,353.13,335.84,310.89,286.58,L7
2003-01-11 21:48:14+00:00,379.12,377.57,371.57,373.38,375.50,373.31,377.55,381.60,384.91,387.20,385.86,387.29,386.05,390.26,392.88,391.35,387.45,386.76,385.17,384.62,384.04,380.50,378.59,373.64,375.39,375.47,380.57,383.42,384.85,384.03,377.18,375.87,371.01,368.59,368.31,369.24,362.00,362.22,352.19,355.27,340.87,318.30,292.84,L7
2003-03-16 21:48:34+00:00,376.02,377.36,371.25,372.07,374.65,370.01,373.38,376.22,379.54,383.17,382.83,384.05,384.18,386.15,388.18,388.19,384.50,382.89,381.35,381.29,380.37,377.44,375.26,370.55,371.89,372.25,375.50,379.72,381.05,382.01,374.54,373.54,369.81,367.16,366.11,368.21,362.62,362.56,352.27,357.43,341.59,321.87,297.52,L7
2003-04-01 21:48:34+00:00,377.70,378.55,372.49,372.93,374.96,372.40,375.59,377.89,381.42,383.72,383.85,383.66,384.14,385.22,387.70,387.37,383.96,382.32,380.52,380.42,378.85,376.80,374.15,370.23,370.93,372.15,374.65,378.70,380.13,381.62,374.19,372.63,369.16,366.64,364.77,367.18,362.70,361.59,353.79,358.00,344.07,325.61,298.40,L7
2003-04-17 21:48:36+00:00,376.60,377.13,371.63,373.37,375.67,373.59,376.22,378.32,380.86,383.78,383.02,383.05,383.88,384.85,386.77,386.32,382.88,381.12,380.23,379.42,377.60,375.23,373.01,369.31,370.10,370.54,373.29,376.04,378.60,379.24,372.64,371.49,367.54,364.87,363.69,366.39,362.02,359.90,353.06,356.40,344.26,327.26,301.73,L7
2003-05-03 21:48:37+00:00,376.70,376.66,373.16,373.30,376.11,373.84,376.49,378.41,380.51,383.55,383.00,383.21,383.08,383.86,385.32,385.52,381.53,380.59,379.01,378.08,376.58,373.55,371.36,368.20,370.08,369.24,372.55,374.68,378.06,378.09,371.14,368.62,366.65,364.25,363.34,366.37,361.83,359.87,353.49,354.53,346.11,330.41,307.24,L7
2003-08-15 21:36:48+00:00,379.19,381.26,379.85,381.90,381.56,382.18,383.85,384.78,383.80,389.11,389.05,387.76,389.20,385.41,387.00,387.29,383.98,380.99,381.58,377.74,375.80,374.42,370.99,367.22,367.69,367.63,371.17,373.79,377.97,378.80,373.17,368.48,366.91,364.04,363.38,367.89,363.43,358.44,355.54,356.09,353.20,345.91,323.52,L5
2003-08-23 21:48:14+00:00,377.42,381.02,380.98,382.05,381.82,382.61,384.89,385.45,384.75,389.15,388.39,387.94,389.00,385.60,385.87,387.34,383.32,381.33,381.00,377.87,376.52,374.51,371.28,366.88,367.26,367.59,371.02,373.57,378.37,379.96,374.20,367.54,366.81,363.69,364.37,368.75,364.73,357.05,356.38,356.36,352.32,345.93,322.26,L7
2003-10-18 21:37:48+00:00,380.45,383.42,385.49,384.21,383.21,384.32,389.02,389.79,390.68,399.42,396.84,398.13,397.25,397.77,396.16,398.57,392.76,392.07,391.44,388.60,386.11,384.05,380.46,373.75,375.79,374.25,380.59,383.00,388.46,389.91,384.20,374.88,374.61,373.47,373.04,376.26,368.86,360.29,359.44,362.81,358.82,354.95,338.88,L5
2003-10-26 21:48:14+00:00,382.72,385.00,385.60,385.24,384.59,387.78,391.45,392.15,392.87,398.38,398.36,398.46,398.38,398.15,397.37,400.17,394.45,392.55,391.76,390.08,385.90,385.10,381.78,375.41,376.89,376.12,380.88,384.30,388.16,390.66,385.60,377.10,376.74,376.68,373.63,376.57,368.88,360.97,359.97,363.61,360.18,356.20,339.76,L7
2003-11-19 21:38:14+00:00,394.22,386.07,388.56,389.63,389.13,392.25,395.87,395.47,397.23,399.88,400.78,401.12,402.08,402.34,401.74,403.43,398.32,396.42,394.78,395.06,390.23,387.78,384.20,379.83,381.00,382.20,385.38,389.19,392.54,395.19,393.02,385.88,383.27,382.30,378.29,380.84,376.93,367.30,366.43,369.24,363.85,360.33,341.25,L5
2003-12-05 21:38:22+00:00,396.30,383.99,384.90,387.66,387.74,391.71,394.57,395.00,397.01,398.43,399.87,399.49,400.64,401.29,401.67,402.00,396.98,395.10,394.47,395.48,391.53,387.80,384.21,380.96,382.04,382.69,385.19,388.98,392.49,394.48,392.89,387.01,382.51,381.62,378.44,381.83,379.19,369.41,368.58,370.35,363.29,358.63,340.35,L5
2004-01-22 21:38:40+00:00,395.66,384.67,384.24,386.47,385.89,389.67,392.95,394.20,395.77,398.43,399.87,399.49,399.77,399.33,400.79,400.82,395.92,394.21,393.70,394.10,390.55,387.23,384.21,380.96,382.04,382.69,385.19,388.98,392.49,394.48,392.89,387.01,382.51,381.62,378.44,380.74,378.59,369.92,368.56,370.51,363.66,358.14,341.71,L5
2004-03-18 21:49:07+00:00,402.40,383.98,380.79,385.95,385.87,391.02,392.44,395.48,396.51,398.33,401.98,399.35,400.42,402.30,399.28,401.69,396.41,394.62,395.83,395.80,392.50,387.81,385.88,383.72,385.35,385.45,386.39,389.56,393.34,394.35,396.29,394.65,386.95,388.48,382.11,382.28,380.13,375.32,372.89,372.58,367.75,357.75,346.60,L7
2004-04-03 21:49:06+00:00,398.97,384.32,381.20,385.22,385.71,389.56,391.76,395.24,396.01,395.80,400.19,398.29,399.51,401.03,398.51,400.18,394.96,392.45,395.07,395.16,393.21,388.39,385.44,384.32,385.38,384.43,384.66,389.13,391.66,393.66,393.94,392.26,385.99,387.78,382.82,383.19,381.58,376.38,374.68,373.87,370.53,356.16,346.21,L7
2004-06-06 21:48:56+00:00,395.36,392.35,386.65,389.23,387.55,389.38,392.68,399.87,391.77,385.68,393.03,394.04,394.77,398.48,391.72,395.57,388.93,387.39,391.93,388.51,391.31,387.09,382.54,381.38,381.68,378.49,377.50,382.80,384.20,387.73,384.53,382.71,382.12,385.01,385.66,380.94,381.94,378.10,376.58,374.63,375.75,350.97,351.07,L7
2004-06-22 21:48:52+00:00,399.35,393.53,390.22,392.80,392.42,394.25,397.38,401.82,400.21,398.03,403.86,401.65,398.45,401.78,394.61,399.84,394.64,391.89,397.30,393.44,395.47,392.23,386.98,386.99,387.37,386.96,386.99,392.85,393.26,397.22,394.21,382.71,382.12,385.01,385.66,380.94,381.94,378.10,376.58,374.63,375.75,350.97,351.07,L7
2004-06-30 21:41:46+00:00,403.11,394.54,391.67,395.45,394.59,396.03,399.91,402.57,402.31,398.85,404.02,402.08,399.66,401.46,395.40,401.04,396.35,393.92,397.79,394.91,396.54,393.81,388.72,388.65,387.44,388.34,387.96,393.65,395.58,398.69,395.67,390.07,386.01,385.44,388.31,380.89,383.31,379.85,378.93,375.15,377.44,354.37,346.74,L5
2004-07-24 21:48:45+00:00,405.77,396.16,394.34,399.19,399.08,400.17,403.66,405.66,406.56,398.85,405.31,403.23,402.95,404.63,398.97,404.16,400.12,396.72,401.26,398.53,400.36,397.58,389.08,390.46,389.01,389.44,390.54,395.47,397.80,399.35,395.92,394.45,389.06,387.95,390.34,383.19,390.14,383.64,383.98,379.17,383.62,359.08,351.24,L7
2004-08-09 21:48:39+00:00,402.24,394.63,392.60,396.62,397.32,397.37,401.54,403.07,402.62,397.52,401.71,400.79,400.40,402.07,396.64,401.44,397.75,395.81,398.86,396.49,400.36,395.41,389.08,390.46,389.01,389.44,390.54,395.47,397.80,399.35,395.92,394.45,389.06,387.95,390.34,383.19,390.14,383.64,378.13,377.95,380.16,357.48,346.90,L7
2004-08-25 21:48:37+00:00,399.24,393.84,391.45,395.09,395.08,396.79,400.58,402.65,400.93,397.83,400.68,400.35,399.85,400.86,395.69,400.36,397.24,395.19,397.41,396.30,399.38,394.99,388.65,390.81,388.54,388.38,390.21,396.05,397.66,397.94,395.07,390.73,387.97,384.79,387.84,380.94,387.95,382.45,377.71,376.76,377.26,357.50,343.89,L7
2004-09-02 21:43:21+00:00,398.59,393.39,390.64,393.98,394.34,395.37,399.90,401.96,400.62,397.81,400.18,399.38,400.21,401.70,397.56,401.03,398.01,395.80,397.46,396.92,398.89,395.71,390.23,391.41,387.66,388.60,390.29,397.02,398.29,398.03,395.05,389.37,387.63,384.03,385.50,381.15,386.28,381.06,377.22,377.40,377.16,359.53,346.78,L5
2004-09-10 21:48:31+00:00,396.81,392.43,389.80,392.47,392.41,393.78,399.23,400.95,399.19,396.87,397.90,398.26,399.66,400.80,395.93,399.17,396.38,395.36,396.55,395.92,397.70,394.36,389.36,389.77,386.24,386.91,390.29,395.90,398.29,396.88,394.41,388.49,386.15,381.89,383.61,380.68,384.40,379.61,376.11,375.73,374.70,357.61,344.14,L7
2004-10-20 21:44:28+00:00,398.24,392.55,390.12,393.21,392.66,394.81,399.54,400.80,399.33,398.67,397.96,398.90,400.33,399.99,398.52,399.78,398.25,397.74,397.26,396.66,398.35,395.74,391.91,391.45,387.89,389.40,396.43,400.27,404.44,401.14,396.65,390.63,387.16,382.24,382.49,379.10,382.25,378.06,374.89,377.31,373.34,361.64,343.53,L5
2005-02-09 21:46:19+00:00,389.95,388.09,386.15,386.59,384.99,388.69,392.88,395.67,394.45,395.58,391.48,394.77,398.16,397.85,396.26,394.79,393.71,393.55,391.86,391.75,391.06,390.65,389.40,386.33,381.91,382.23,389.87,393.67,396.92,394.52,391.31,383.88,383.36,379.65,377.58,377.60,376.40,374.37,374.62,377.12,370.77,363.07,344.71,L5
2005-02-17 21:49:28+00:00,386.53,385.47,383.45,384.67,383.81,386.78,390.60,393.02,391.77,393.03,390.17,392.39,396.06,395.05,394.08,393.19,392.07,392.33,391.03,389.95,388.90,389.23,387.39,384.29,379.75,380.46,386.15,391.24,393.66,392.94,389.02,382.48,381.12,377.18,373.92,377.60,376.40,374.37,374.62,377.12,370.77,363.07,344.71,L7
2005-02-25 21:46:35+00:00,387.71,384.54,383.41,385.18,383.66,385.44,388.01,390.56,390.81,391.70,388.74,391.73,394.83,395.13,395.02,392.91,392.49,393.06,392.30,389.48,389.12,389.08,388.29,382.55,379.62,380.52,386.12,389.01,391.83,393.10,389.34,384.31,381.16,379.28,375.23,380.29,375.96,375.36,375.01,380.27,374.18,366.67,348.96,L5
2005-03-05 21:49:32+00:00,384.77,383.25,383.61,385.64,382.35,385.83,386.84,389.79,389.58,390.22,387.25,391.91,393.29,392.27,392.34,391.69,390.78,392.46,391.97,387.29,388.89,387.30,386.71,382.14,380.16,379.41,385.10,386.43,390.23,392.44,388.83,385.80,380.99,380.74,378.42,382.99,376.97,379.03,377.29,380.41,373.85,367.81,348.51,L7
2005-03-13 21:46:47+00:00,386.67,382.96,384.51,387.52,384.43,387.95,387.07,390.52,390.28,391.96,389.23,393.91,393.17,393.11,395.40,394.53,393.42,392.89,392.28,388.20,390.09,388.83,388.17,383.11,381.88,381.29,385.53,386.31,390.13,394.02,389.60,386.89,382.58,383.82,379.87,384.63,378.01,381.85,380.23,386.73,379.53,375.96,355.53,L5
2005-03-29 21:46:54+00:00,387.69,383.47,385.28,387.69,385.03,388.05,388.17,390.97,390.82,393.48,390.36,395.21,394.68,395.63,397.46,396.11,394.74,394.27,393.00,389.34,391.41,390.23,388.55,383.09,382.70,381.78,386.57,387.02,390.59,394.24,389.60,386.41,383.23,383.84,379.46,383.61,377.84,381.81,380.77,387.86,379.96,376.56,358.43,L5
2005-04-30 21:47:03+00:00,388.03,385.30,387.34,389.82,387.66,390.34,390.99,394.10,392.90,396.00,392.81,397.39,396.94,396.93,399.28,398.15,397.24,395.76,395.03,392.27,392.42,390.76,388.56,383.92,382.67,381.74,385.73,386.90,390.16,393.00,388.73,386.41,384.52,385.67,381.96,387.14,380.64,384.78,385.26,389.98,382.62,381.29,360.68,L5
2005-05-08 21:49:28+00:00,389.14,386.04,388.66,390.24,389.29,391.43,392.17,394.62,393.91,395.86,394.04,398.54,397.75,397.72,400.21,399.34,398.43,396.91,395.88,393.87,393.36,390.76,388.56,383.92,382.67,381.74,385.73,386.90,390.16,393.00,388.73,386.41,384.52,385.67,381.96,387.14,382.28,385.40,386.44,390.71,384.61,381.26,360.68,L7
2005-05-24 21:49:26+00:00,388.72,386.40,388.26,389.95,388.63,391.53,391.88,394.68,393.25,395.16,393.58,398.73,397.83,397.75,400.58,398.61,398.64,396.32,395.50,393.21,392.18,389.82,387.78,382.54,380.97,380.58,384.01,385.87,388.88,392.05,387.55,385.14,383.39,385.21,381.85,385.66,381.87,384.89,386.08,389.76,384.51,379.40,360.49,L7
2005-06-01 21:47:18+00:00,389.98,387.65,390.31,391.96,390.65,393.73,393.93,396.53,395.36,396.39,395.19,400.15,399.00,399.61,401.48,400.47,400.40,398.71,397.56,395.50,394.81,392.44,389.77,384.56,382.52,381.70,385.87,387.70,391.41,394.58,389.61,386.42,385.18,386.82,384.15,388.03,384.16,386.95,387.46,390.11,386.25,380.15,360.49,L5
2005-06-09 21:49:20+00:00,391.20,388.82,390.84,392.52,392.31,395.16,394.91,398.13,397.39,398.23,396.75,400.15,399.00,399.61,401.48,400.47,400.40,398.71,397.56,395.50,394.81,392.44,389.77,384.56,382.52,381.70,385.87,387.70,391.41,394.58,389.61,386.42,385.18,386.82,384.15,388.03,384.16,386.95,387.46,390.11,386.25,380.15,360.49,L7
2005-06-25 21:49:15+00:00,392.52,390.05,391.46,393.78,393.67,396.38,395.85,399.74,398.05,399.72,397.76,400.95,399.85,400.31,402.64,401.82,401.29,399.48,398.51,395.56,395.59,393.53,391.41,385.33,383.77,382.70,386.99,388.23,391.92,394.96,390.72,386.83,385.66,387.53,384.06,387.77,384.07,387.10,387.80,391.27,386.76,382.25,363.43,L7
2005-07-19 21:47:39+00:00,392.89,390.73,392.60,394.71,394.57,397.82,397.38,400.86,399.22,400.55,398.41,401.53,400.46,401.31,402.25,402.23,401.63,400.10,399.15,395.88,395.69,393.79,392.37,386.60,384.99,383.41,387.53,388.63,393.10,395.86,391.91,388.11,385.73,387.53,385.24,388.09,383.93,387.59,388.34,390.75,386.54,382.21,363.04,L5
2005-08-12 21:49:11+00:00,393.10,391.03,392.62,395.12,395.50,398.97,398.70,401.61,400.25,402.05,399.73,402.57,401.40,401.88,403.50,403.22,402.53,401.24,400.19,396.90,397.17,394.93,393.21,387.16,385.89,384.20,388.42,389.67,394.24,396.86,393.19,389.29,386.41,387.92,385.93,389.51,385.32,388.68,389.35,391.65,387.20,383.07,364.49,L7
2005-08-28 21:49:05+00:00,394.64,392.54,393.86,396.03,396.94,401.18,401.36,404.07,403.11,404.54,400.80,404.09,402.90,403.10,404.02,404.69,404.20,401.99,400.14,397.01,398.04,395.07,393.58,387.55,386.89,384.63,388.81,389.76,395.25,397.38,394.38,390.38,387.47,389.23,387.49,387.59,384.69,387.93,389.19,390.56,385.48,380.97,364.05,L7
2005-09-29 21:48:55+00:00,396.02,394.95,394.60,396.51,398.78,403.84,403.61,405.85,405.90,405.94,402.36,404.18,404.05,402.79,403.26,404.53,405.98,402.76,402.43,398.92,398.55,395.70,394.85,388.05,387.02,384.57,388.85,390.31,396.71,397.99,395.45,391.07,387.76,389.95,388.71,387.97,386.43,388.60,391.40,389.05,387.08,381.61,363.47,L7
2005-10-31 21:49:11+00:00,395.01,392.76,392.89,394.05,395.69,400.82,400.26,402.76,402.90,402.25,398.87,400.02,399.63,399.27,398.36,399.74,401.33,405.92,398.40,393.87,394.24,391.23,391.01,384.23,383.66,380.94,383.49,388.48,395.24,397.65,395.73,390.17,385.88,387.96,387.17,385.69,385.38,388.32,389.37,382.41,382.62,376.30,360.96,L7
2005-11-08 21:48:04+00:00,396.45,393.94,392.88,395.05,395.23,400.94,399.96,403.08,402.70,403.15,398.12,399.44,399.03,399.30,398.00,399.66,400.58,405.21,398.23,392.27,393.67,391.74,391.22,384.37,384.39,381.75,384.84,389.20,395.72,397.50,395.52,389.87,385.92,387.46,385.81,385.13,383.02,386.77,388.14,381.78,380.13,377.50,364.95,L5
