,dates,per0129-0000,per0129-0001,per0129-0002,per0129-0003,per0129-0004,per0129-0005,per0129-0006,per0129-0007,per0129-0008,per0129-0009,per0129-0010,per0129-0011,per0129-0012,per0129-0013,per0129-0014,per0129-0015,per0129-0016,per0129-0017,per0129-0018
0,1986-04-10 14:42:40+00:00,,,,,,138.1382891324358,131.55115088250645,154.31812920718494,144.1509613229221,138.82877813271287,148.99707838675533,154.52326078328264,170.4767959801115,173.18955384409665,161.58563997230027,161.32185126457077,171.79274562406326,177.85025459249175,179.30915589094775
1,1986-12-15 14:29:44+00:00,,,,,,,,,,,,,,,,,,,
2,1987-03-28 14:39:28+00:00,,,,,,,,,,,,,,,,,,,
3,1988-01-26 14:46:24+00:00,148.08312533298187,146.69785622995184,145.99966608844989,155.97992955564672,149.33235428126434,154.05073796700546,156.79682448680418,162.92395466059665,150.7103053375429,151.27983955547637,156.50482423337425,170.64697004673448,174.90407631705548,171.1305844581973,162.90108404282842,169.7951159307545,172.52287750722107,175.56662796935265,183.4979784094131
4,1988-03-30 14:47:10+00:00,120.03932361542614,,,125.42364048017892,115.78355331622159,122.16418056031418,117.23137209606504,136.0835539910337,122.01123412600268,123.42829091028905,119.03109335779179,143.08135297962536,148.41612574789008,156.30909014574203,142.73207740630193,144.84358632380955,148.15191272271977,163.83380201826807,162.93830462896972
5,1989-03-01 14:46:53+00:00,153.17081882807702,148.0662260062376,142.5729753866023,148.3707352229003,134.99339823117384,153.03548002305942,159.01656993227954,173.6876511062122,163.0477849258415,161.38575863758072,161.17962791772956,170.85500830398615,176.0421917888979,175.94381311693462,168.97092771582925,173.08655700391404,181.12928992971118,184.65368411252766,184.19728887421508
6,1989-05-04 14:45:53+00:00,,,,,,,,,,,,,,,,,,,
7,1990-10-14 14:36:43+00:00,,140.4676192055602,130.26231285586854,127.6797533823305,118.21054795483273,121.14548958898762,127.53935189704693,140.88793623782428,123.57651416480863,124.0116405053738,127.22202860777634,143.43057182105267,151.84299620901902,154.54472674747055,147.66198113231292,143.63645627526643,142.01528766859428,152.16719922169176,154.0853136514044
8,1991-01-18 14:37:29+00:00,154.50725617812424,148.09536093335336,142.36807372210973,147.43243035052473,148.90816878688145,158.18018611287067,160.91371639233654,166.6826868847432,157.5884249028751,164.42768826925538,167.98143488024033,173.03656266643088,179.40794413520445,179.58822515359432,177.79878503698697,185.46139083226223,,188.76591996959448,196.94795910395038
9,1991-01-27 14:31:30+00:00,,,,,,,,,,,,,,,,,,,
10,1991-06-04 14:33:43+00:00,,,,,,,,,,,,,,,,,,,
11,1991-06-20 14:33:54+00:00,,,,,,,,,,,,,,,,,,,
12,1991-07-06 14:34:09+00:00,,,,,,,,,,,,,,,,,,,
13,1991-08-30 14:40:48+00:00,,,,,,,,,,,,,,,,,,,
14,1991-09-15 14:41:02+00:00,,,,,,,,,,,,,,,,,,,
15,1991-11-18 14:41:20+00:00,,,,,,,,,,,,,,,,,,,
16,1991-12-13 14:35:24+00:00,132.51336210430037,139.6799889234025,119.48119275242409,138.6693064694424,135.28932160338965,150.60907657416317,158.31086469802577,157.97615732127815,142.25072714946305,141.73964311063992,135.02600478989703,139.2067596515977,147.9825899565377,140.40141334212137,,146.25855047618987,159.61658587163916,160.08355193258546,167.76752325863384
17,1992-03-18 14:35:08+00:00,,,,,,,,,,,,,,,,,,,
18,1992-05-28 14:40:42+00:00,,,,,,,,,,,95.64522021953127,113.02666822743215,113.44362969302553,,,,,,
19,1992-06-06 14:34:26+00:00,,,,,,,,,,,,,,,,,,,
20,1993-02-08 14:39:02+00:00,,,,,,,,,,,,,,,,,,,
21,1993-10-06 14:39:23+00:00,139.86857415185813,146.78787115364455,138.72889432878048,147.855186963316,135.27957654005564,136.60030674054687,137.37834593302034,156.88495900647436,148.05629069064025,149.94987902824934,151.70992966979222,160.30235060627288,165.03465321241006,168.2874583962846,162.03150386316588,163.8071221171502,169.0328478603691,174.10850088180177,185.36338480767856
22,1993-12-25 14:38:49+00:00,93.83012443714163,,,111.28289531286005,109.81773791303405,122.90843360509044,118.82501215904266,133.29912366817126,117.06501126757378,129.2855464577635,131.16230355240927,138.65407706108002,157.9217689741402,155.58901532079247,140.04530842844542,151.39147266696565,163.22637715490055,163.42570347944806,169.55392187114177
23,1994-04-16 14:37:10+00:00,135.18431189562006,,,107.3794445857596,128.3455124197663,137.35652300713076,131.45542086452122,144.53803183641048,123.91407801431146,127.66212970341357,135.44414811854395,147.6134609614278,160.6779970368378,169.37938176838006,164.97684239627574,158.0044075243449,156.76075855339477,161.94708329589525,167.3588901976605
24,1995-02-14 14:28:30+00:00,132.72508079902428,142.28175985866795,140.830643335722,143.75281621640204,130.0597220814175,135.12230556397412,143.06553249543128,155.14302829006533,140.3453234175991,150.36736582902856,145.19721324034234,156.45176784013174,166.68420599165407,170.28058333189446,159.29991503763702,157.8033949491031,164.8087927688727,179.077972084687,182.2470222649018
25,1995-04-03 14:26:34+00:00,135.02047853333198,146.91519357349335,140.88895263471093,132.2760093857171,122.09735621040286,139.47449847645422,130.96486903400353,146.4506293663194,133.36992432827213,138.61109063760532,147.07313126212276,154.73507299563593,164.33265125391267,173.4049626230924,157.64537509770213,157.57376287895306,162.9374016873251,170.4446055317942,171.8299272123106
26,1995-05-05 14:25:11+00:00,101.89259642834688,,,92.94499482770485,110.69671276137969,125.62330512967466,120.98097907104399,134.61696121265322,112.71185865312768,118.14431692909733,135.06779971961313,143.56283639117427,151.34488887487169,160.45775103754684,153.01968818093184,150.7924907162868,150.28738469133384,155.84135737688888,162.9572135559478
27,1996-03-04 14:23:47+00:00,,141.16085509334698,,140.9943990457419,112.14555569686969,126.07906981363972,125.1570888815011,125.9053832188005,103.15757664639001,135.6217628044037,135.18666005840558,145.97213966968795,146.8696005136234,150.68074127677116,140.3187872097029,145.87079695401036,145.37242644428554,153.10510719759037,159.24550835202555
28,1996-03-13 14:18:12+00:00,,,,,,,,,,,,,,,,,,,
29,1996-03-20 14:24:50+00:00,141.116671188382,144.56543239489216,144.2018724255746,141.17106078580932,125.0989266908136,140.15514743125692,137.8148886310847,145.8298691421995,142.68009933730815,141.66723076366017,139.84552489068778,150.30572079439665,167.37255085959092,167.79391970931184,154.7022002104582,159.1374432561521,166.81774964589374,165.64251634402603,171.30170077866148
30,1996-03-29 14:19:13+00:00,,,,,,,,,,,,,,,,,,,
31,1996-04-14 14:20:13+00:00,153.5547763923859,148.605147134876,143.1475017214028,121.99735829209689,112.47652650662526,125.88487050333457,125.38530772840161,,,,,,,,,,,,
32,1996-04-30 14:21:10+00:00,,,,,,,,,,,,,,,,,,,
33,1996-05-16 14:22:06+00:00,,,,,,,,,,,,,,,,,,,
34,1997-01-18 14:40:58+00:00,136.47307266699488,133.9276047015352,136.13809242314898,141.0712322059621,132.31646673628433,143.6888253386874,142.81006295221215,147.62123286595786,145.83714432506048,150.23973301911136,149.25086500416907,158.50766814876744,167.7580585760588,166.14480307100246,156.50837565446855,164.88834798544184,169.1018723084822,170.12938970708873,173.6195731444173
35,1997-02-03 14:41:41+00:00,156.86358469954956,150.96860017006694,149.80829560305045,160.8964860895217,153.08003008041112,154.75263628443918,155.74885262121154,168.76741389641813,158.20990562869696,161.00478084371517,157.1304027879306,175.71386036339018,182.03396556165865,182.25009707904977,168.7194651347254,175.73545978053374,182.52129163850788,181.2608935017196,191.06924140041806
36,1997-09-15 14:49:32+00:00,151.62968957697584,146.50118840878145,141.52176870182026,143.5455130739078,124.60814871663028,133.3669403386492,136.93486268021303,146.4280711247464,142.940321084627,146.47124456250597,143.33783824713882,150.2552163640332,159.67372973776548,167.63352086005725,160.00032668430057,159.25081318139613,169.34776124029494,166.19254532531284,172.26475566777978
37,1998-03-10 14:53:39+00:00,165.4360704426129,161.8274444143435,157.11420676902506,160.30995093786822,146.94459267539406,151.53197402722338,154.92431123267818,165.40801056228958,159.97091970547243,165.33986530140515,165.44018346819496,168.61399011019643,180.91366925715474,179.3610481322704,174.3305734711359,179.9764160798832,194.57714522182488,190.79205523415357,205.88120022335835
