,dates,per0129-0000,per0129-0001,per0129-0002,per0129-0003,per0129-0004,per0129-0005,per0129-0006,per0129-0007,per0129-0008,per0129-0009,per0129-0010,per0129-0011,per0129-0012,per0129-0013,per0129-0014,per0129-0015,per0129-0016,per0129-0017,per0129-0018
0,1986-04-10 14:42:40+00:00,,,,,,136.71810128653195,130.69903817496413,153.40515130624675,143.16775435268096,137.5506090713994,147.71890932544187,153.36128890936132,169.4116550956836,172.20634687385552,160.5204990878724,159.72413993792892,170.5145765627498,176.5720855311783,178.0309868296343
1,1986-12-15 14:29:44+00:00,,,,,,,,,,,,,,,,,,,
2,1987-03-28 14:39:28+00:00,,,,,,,,,,,,,,,,,,,
3,1988-01-26 14:46:24+00:00,147.74069566546206,146.46438145664288,145.76619131514093,155.6374998881269,148.76163816873134,153.48002185447245,156.45439481928437,162.55706573111115,150.31519418271236,150.7661950541967,155.99117973209457,170.18002050011657,174.47603923265572,170.73547330336675,162.47304695842865,169.15306030415488,172.00923300594138,175.05298346807297,182.9843339081334
4,1988-03-30 14:47:10+00:00,123.3066130250615,,,128.69092988981427,121.22903566561384,127.60966290970643,120.4986615057004,139.58422121564303,125.7811834448127,128.32922502474207,123.93202747224481,147.53674762912812,152.50023750993427,160.07903946455204,146.8161891683461,150.96975396687583,153.0528468371728,168.7347361327211,167.83923874342275
5,1989-03-01 14:46:53+00:00,152.56507130783342,147.65321633334423,142.15996571370894,147.7649877026567,133.98381903076785,152.02590082265343,158.41082241203594,173.0386359059512,162.34884547940658,160.47713735721533,160.27100663736417,170.02898895819942,175.28500738859339,175.2448736704997,168.21374331552474,171.9507804034573,180.22066864934578,183.74506283216226,183.28866759384968
6,1989-05-04 14:45:53+00:00,,,,,,,,,,,,,,,,,,,
7,1990-10-14 14:36:43+00:00,,143.06054243554607,132.85523608585441,131.48270745297646,124.54880473924266,127.48374637339754,131.34230596769288,144.96252988494493,127.96453809247703,129.71607161134273,132.92645971374526,148.6164182810244,156.59668879732646,158.93275067513895,152.41567372062036,150.7669951577276,147.7197187745632,157.87163032766068,159.7897447573733
8,1991-01-18 14:37:29+00:00,156.11416447936983,149.19098022965716,143.46369301841352,149.03933865177032,151.58634928895742,160.85836661494665,162.52062469358214,168.40437435036347,159.44254986585076,166.83805072112375,170.3917973321087,175.2278012590385,181.41657951176143,181.44235011657,179.80742041354395,188.4743438970977,,191.17628242146284,199.35832155581875
9,1991-01-27 14:31:30+00:00,,,,,,,,,,,,,,,,,,,
10,1991-06-04 14:33:43+00:00,,,,,,,,,,,,,,,,,,,
11,1991-06-20 14:33:54+00:00,,,,,,,,,,,,,,,,,,,
12,1991-07-06 14:34:09+00:00,,,,,,,,,,,,,,,,,,,
13,1991-08-30 14:40:48+00:00,,,,,,,,,,,,,,,,,,,
14,1991-09-15 14:41:02+00:00,,,,,,,,,,,,,,,,,,,
15,1991-11-18 14:41:20+00:00,,,,,,,,,,,,,,,,,,,
16,1991-12-13 14:35:24+00:00,132.93427277243885,139.96697346986056,119.76817729888214,139.09021713758088,135.99083938362043,151.31059435439394,158.73177536616424,158.4271330371408,142.73639330500743,142.37100911284762,135.65737079210473,139.7807287445138,148.50872829171078,140.88707949766575,,147.0477579789495,160.24795187384686,160.71491793479316,168.39888926084154
17,1992-03-18 14:35:08+00:00,,,,,,,,,,,,,,,,,,,
18,1992-05-28 14:40:42+00:00,,,,,,,,,,,97.13562116568852,114.3815781784842,114.68563048148991,,,,,,
19,1992-06-06 14:34:26+00:00,,,,,,,,,,,,,,,,,,,
20,1993-02-08 14:39:02+00:00,,,,,,,,,,,,,,,,,,,
21,1993-10-06 14:39:23+00:00,139.88582387603049,146.79963232921662,138.74065550435256,147.87243668748835,135.3083260803429,136.62905628083413,137.3955956571927,156.9034408538019,148.07619421853144,149.97575361450788,151.73580425605076,160.325872957417,165.05621536762553,168.30736192417578,162.05306601838134,163.83946534997338,169.05872244662763,174.1343754680603,185.3892593939371
22,1993-12-25 14:38:49+00:00,98.27673566133785,,,115.72950653705627,117.22875662002775,130.31945231208414,123.27162338323888,138.06334997981006,122.19571652626172,135.95546329405784,137.8322203887036,144.71763782134758,163.4800330043855,160.71972057948042,145.6035724586907,159.72886871233356,169.89629399119488,170.0956203157424,176.2238387074361
23,1994-04-16 14:37:10+00:00,131.6012393154726,,,103.79637200561214,122.3737247861872,131.38473537355168,127.87234828437376,140.6990255005382,119.7797634987567,122.28752083319239,130.06953924832277,142.72745289759035,156.1991563116535,165.2450672528253,160.49800167109143,151.28614643656843,151.38614968317358,156.57247442567407,161.9842813274393
24,1995-02-14 14:28:30+00:00,136.68733146650757,144.9832944046793,143.53217788173333,147.71506688388533,136.66347319388967,141.7260566764463,147.02778316291457,159.38829686236886,144.91715111084906,156.3107418302535,151.14058924156728,161.8548369321544,171.6370193260082,174.85241102514442,164.25272837199114,165.2326149506343,170.75216877009765,185.02134808591194,188.19039826612675
25,1995-04-03 14:26:34+00:00,131.6928750490165,144.64637301600553,138.6201320772231,128.9484059014016,116.55135040321039,133.92849266926174,127.63726554968804,142.88533991883853,129.53038184636966,133.61968541113208,142.08172603564952,150.19743188066028,160.17314689851833,169.56542014118992,153.48587074230778,151.33450634586154,157.94599646085186,165.45320030532096,166.83852198583736
26,1995-05-05 14:25:11+00:00,98.1363418753013,,,89.18874027465927,104.43628850630373,119.3628808745987,117.22472451799841,130.59240276296154,108.37771878422893,112.50993509952896,129.43341789004478,138.44067109156666,146.64957068356472,156.1236111686481,148.32436998962487,143.74951342932636,144.6530028617655,150.20697554732052,157.32283172637943
27,1996-03-04 14:23:47+00:00,,143.04654749952886,,143.7600812414753,116.75502602309203,130.68854013986206,127.9227710772345,128.86861414280057,106.34874841069778,139.7702860980038,139.33518335200569,149.74352448205167,150.32670325829014,153.87191304107893,143.77588995436963,151.05645107101049,149.52094973788564,157.25363049119048,163.39403164562566
28,1996-03-13 14:18:12+00:00,,,,,,,,,,,,,,,,,,,
29,1996-03-20 14:24:50+00:00,140.84723667756765,144.38172704660963,144.01816707729208,140.90162627499495,124.64986917278966,139.70608991323297,137.54545412027034,145.54118930918412,142.36921336329158,141.2630789974386,139.44137312446622,149.93831009783162,167.03575772107297,167.48303373529527,154.36540707194024,158.63225354837516,166.41359787967218,165.23836457780448,170.89754901243992
30,1996-03-29 14:19:13+00:00,,,,,,,,,,,,,,,,,,,
31,1996-04-14 14:20:13+00:00,156.82683401276046,150.8360955124041,145.3784500989309,125.26941591247146,117.92995587391621,131.33829987062552,128.65736534877618,,,,,,,,,,,,
32,1996-04-30 14:21:10+00:00,,,,,,,,,,,,,,,,,,,
33,1996-05-16 14:22:06+00:00,,,,,,,,,,,,,,,,,,,
34,1997-01-18 14:40:58+00:00,139.96725235014165,136.30999994004435,138.52048766165814,144.56541188910887,138.1400995415289,149.51245814393198,146.30424263535892,151.36499681218652,149.86889011330675,155.4810025438315,154.4921345288892,163.27245862578573,172.12578317999225,170.17654885924873,160.876100258402,171.439934891342,174.34314183320234,175.37065923180887,178.86084266913744
35,1997-02-03 14:41:41+00:00,159.55451847184946,152.80332774208958,151.6430231750731,163.5874198618216,157.56491970091093,159.237525904939,158.43978639351144,171.6505572238823,161.31482921211992,165.041181502165,161.1668034463804,179.3833155074355,185.3976327770335,185.35502066247273,172.08313235010024,180.78096060359604,186.5576922969577,185.29729416016943,195.1056420588679
36,1997-09-15 14:49:32+00:00,155.06381778309242,148.84263945840638,143.8632197514452,146.9796412800244,130.3316957268246,139.0904873488435,140.3689908863296,150.10749420272845,146.9027767070692,151.62243687168086,148.4890305563137,154.9381184632831,163.96638999541122,171.59597648249945,164.2929869419463,165.68980356786471,174.49895354946983,171.34373763448772,177.41594797695467
37,1998-03-10 14:53:39+00:00,169.64653098862163,164.69821296844037,159.98497532312194,164.52041148387696,153.96202691874197,158.5494082705713,159.1347717786869,169.9192182901561,164.82914341240559,171.65555612041828,171.7558742872081,174.35552721839016,186.17674493966567,184.21927183920357,179.59364915364682,187.8710296036496,200.892836040838,197.1077460531667,212.19689104237148
38,1998-04-11 14:54:04+00:00,143.98448311394662,145.30739191471866,145.4747132091689,143.30520277927076,120.8726565497328,139.75677255257568,136.04002559945255,146.48423753097805,139.24019630635678,135.24882187143837,140.90284840303252,147.55460126959161,162.64422567534285,164.47019596561066,159.20539033656874,157.1792439804938,160.90775743850708,159.9887106462043,164.22826444852183
39,1998-04-27 14:54:16+00:00,,,,,,,,,,,,,,,,,,,
