,dates,usa_CA_0218-0000,usa_CA_0218-0001,usa_CA_0218-0002,usa_CA_0218-0003,usa_CA_0218-0004,usa_CA_0218-0005
0,1984-05-02 18:13:15+00:00,187.21190788471773,188.3537502423464,187.86174070884059,187.7988434369478,196.0175372400561,198.22439898704963
1,1984-05-18 18:13:47+00:00,183.25822878245725,193.74399182766192,194.67228345355804,199.34209884502332,198.59641733536844,207.98919482982126
2,1984-06-03 18:14:10+00:00,196.1258581421676,188.2311076762199,190.20672681535513,190.7543072658789,188.55245023767867,206.09582558548058
3,1984-06-10 18:20:29+00:00,190.24251582109702,197.57137583293232,199.79909344985433,196.16704828486368,196.71146216894326,195.69927466443426
4,1984-06-26 18:20:42+00:00,204.74517586237812,188.27082210744794,182.51161926174885,186.2398812012895,181.98511706781252,223.6063828019761
5,1984-09-07 18:16:09+00:00,222.5750078914032,215.10523576496036,207.85284039539968,200.51270607951702,201.0505171309627,230.4295969296586
6,1984-09-23 18:16:11+00:00,200.60500575642044,199.85979556391558,198.06795935150603,194.86442588340037,191.48274142799005,229.16698033039094
7,1984-10-25 18:16:05+00:00,219.08631258801935,219.19677663188196,219.08671504931442,212.40543188723206,214.11378649723824,239.18830245574486
8,1984-11-17 18:22:07+00:00,189.34568910389797,188.71149867623117,184.89731937322847,188.41801013528303,189.1935682610183,192.97084021679254
9,1984-12-12 18:16:08+00:00,176.03808704189566,186.79980951668554,197.11447652421467,194.31093140560748,195.7140345163848,198.06169813775153
10,1985-05-12 18:22:21+00:00,196.5113011173946,199.27777584295967,195.20631699585655,195.90521187193247,193.0741024570079,211.54213592972562
11,1985-10-12 18:15:03+00:00,210.73787758845023,204.71542514719783,202.03956064368347,197.40756952348136,195.70203635702964,228.67029840671955
12,1985-10-28 18:14:51+00:00,206.82195629453165,200.11627662284934,199.62350588232422,191.72835899142137,191.0492728931673,234.4214284413615
13,1985-12-06 18:20:22+00:00,189.73434521157787,184.28129773130593,189.94678728138092,191.84043048693943,195.24287851322,192.63003163632814
14,1986-01-23 18:19:27+00:00,171.38318952653594,174.59063717872723,178.91833685942996,,171.22783658732303,206.12791527323643
15,1986-02-01 18:13:04+00:00,135.00648180726407,154.84482877871037,158.0570000578367,,172.76884604050477,187.49397665634723
16,1986-02-08 18:19:05+00:00,184.05693526852036,170.36211977163293,176.11582632359148,,181.14136570272115,201.23564746530553
17,1986-02-24 18:18:43+00:00,201.28160071155054,193.88562908340995,194.1021130901471,201.3296860175078,178.68271752789425,212.24319504414356
18,1986-03-21 18:12:01+00:00,184.42249604510542,175.46025412722588,184.4540477888642,194.14084268428664,193.29107779757976,212.60060355448175
19,1986-05-08 18:10:55+00:00,204.4191904654354,198.36149551308475,196.89892256224158,199.8254626267607,208.243490210328,206.77595739354726
20,1986-05-24 18:10:28+00:00,206.60063157248922,198.19197388134208,189.92438898696665,203.2256577486825,206.76385430622756,215.52297672812603
21,1986-06-09 18:10:00+00:00,186.69983902596312,177.28348827723678,176.54737723785115,187.19250566249494,193.12607300631834,203.10870867097907
22,1986-07-11 18:08:57+00:00,203.4946740132206,191.93038110823764,188.720247678112,185.96206439704926,189.34726570684197,208.56269759429728
23,1986-10-31 18:05:05+00:00,194.68764849896584,192.26497255141837,192.68275371915954,191.79758519120236,193.7580296321628,233.50476778203574
24,1986-11-16 18:04:28+00:00,200.31910974367756,199.42992764653684,205.1566520783139,204.86904492156205,204.89672671754386,234.79713631617958
25,1986-11-23 18:10:25+00:00,188.6577893002906,190.61177111133293,194.73791755631052,197.96008230811432,202.19973245423506,213.67244889962444
26,1986-12-02 18:04:29+00:00,192.00576740229454,198.3448964683596,200.34882171954806,202.9892855034179,199.29182340662092,235.3233638358254
27,1986-12-18 18:04:58+00:00,177.6501319208906,177.83640956583488,179.343251504499,197.56359697477694,201.19608821414292,197.73901096672012
28,1987-01-10 18:11:50+00:00,183.1170848345189,179.95488606665234,184.30086593344794,187.66413286434488,200.10212876182746,200.70193128984414
29,1987-01-19 18:05:54+00:00,183.96907716442712,168.89112635946822,181.46069192142113,195.47772378160482,203.44139187288187,215.27838124712858
30,1987-01-26 18:12:16+00:00,168.95780652836245,160.45381668128948,174.16843264841555,182.9711920150583,192.44878870820833,204.48401430209364
31,1987-02-04 18:06:27+00:00,182.84435973286526,175.44685707817746,191.96415273951402,196.9950169938503,209.66635997009772,209.93690412193476
32,1987-02-20 18:07:05+00:00,180.63543615089955,176.3798002677373,186.46924905250924,188.64846308955796,198.6529691875215,206.91068462625793
33,1987-02-27 18:13:32+00:00,197.809823879502,195.15067021595763,,,,
34,1987-03-15 18:14:08+00:00,186.38740653091835,181.72213143850556,194.29711248887006,195.46436541520814,196.0141820575507,198.40981271600612
35,1987-03-31 18:14:42+00:00,186.39908730498718,180.98844587253498,184.55148699645787,192.6163658840847,188.68168252266025,195.2675591682397
