dates,satname,nzd0283-0000,nzd0283-0001,nzd0283-0002,nzd0283-0003,nzd0283-0004,nzd0283-0005,nzd0283-0006,nzd0283-0007,nzd0283-0008,nzd0283-0009,nzd0283-0010,nzd0283-0011,nzd0283-0012,nzd0283-0013,nzd0283-0014,nzd0283-0015,nzd0283-0016,nzd0283-0017,nzd0283-0018,nzd0283-0019,nzd0283-0020,nzd0283-0021,nzd0283-0022,nzd0283-0023,nzd0283-0024,nzd0283-0025,nzd0283-0026,nzd0283-0027,nzd0283-0028,nzd0283-0029,nzd0283-0030,nzd0283-0031,nzd0283-0032,nzd0283-0033,nzd0283-0034,nzd0283-0035,nzd0283-0036,nzd0283-0037,nzd0283-0038,nzd0283-0039,nzd0283-0040,nzd0283-0041,nzd0283-0042,nzd0283-0043,nzd0283-0044,nzd0283-0045,nzd0283-0046,nzd0283-0047,nzd0283-0048,nzd0283-0049,nzd0283-0050,nzd0283-0051,nzd0283-0052,nzd0283-0053,nzd0283-0054,nzd0283-0055,nzd0283-0056,nzd0283-0057,nzd0283-0058,nzd0283-0059,nzd0283-0060,nzd0283-0061,nzd0283-0062
1999-08-21 21:46:56+00:00,L7,643.88,357.43,348.90,354.48,357.79,366.04,362.28,352.56,345.05,346.08,342.89,330.66,317.14,308.24,306.84,312.83,316.78,326.51,336.01,341.24,345.14,340.46,331.63,322.74,319.10,318.58,323.56,322.10,319.82,327.04,329.90,328.66,321.57,324.95,330.45,340.59,341.12,337.24,348.22,347.55,350.35,338.94,340.77,337.06,337.56,341.30,319.14,310.08,296.01,307.47,314.45,314.47,308.92,307.81,316.00,330.60,327.36,333.44,330.69,334.72,334.07,331.02,336.09
1999-09-22 21:47:00+00:00,L7,643.73,383.71,399.10,403.36,411.06,418.26,406.15,387.48,370.38,361.08,374.32,364.55,346.41,342.70,339.39,345.86,348.06,359.74,361.74,370.82,379.97,364.04,348.09,346.78,346.26,346.34,338.58,339.19,342.58,344.23,345.17,342.02,350.45,342.58,329.24,352.69,368.80,364.14,365.23,369.67,363.18,365.96,359.92,355.04,342.69,339.78,328.74,312.51,324.78,331.75,324.39,316.08,318.09,343.84,359.78,357.45,366.34,393.41,367.42,368.34,384.43,384.67,397.28
1999-10-24 21:46:56+00:00,L7,643.01,362.11,362.92,358.08,358.17,361.67,361.21,339.86,322.59,319.04,326.90,317.89,312.79,304.58,302.14,307.46,310.60,319.61,328.04,338.19,343.34,332.80,324.40,325.32,317.33,316.86,318.11,312.04,308.55,316.81,329.97,325.62,315.19,309.16,311.22,334.51,360.12,354.82,340.55,347.01,345.11,329.33,326.14,323.69,327.75,339.95,303.71,303.02,307.96,299.99,283.29,291.76,304.54,308.02,306.75,311.96,321.67,336.39,331.50,324.65,328.42,328.75,342.39
2000-01-12 21:46:54+00:00,L7,643.74,,,269.84,,,,,,,,,,280.13,276.97,282.81,290.21,297.75,309.16,319.74,331.83,316.62,308.66,307.95,304.38,298.52,294.54,300.34,301.93,299.55,308.31,313.52,311.25,303.44,302.16,306.52,308.96,319.89,332.74,349.80,337.70,335.19,326.97,334.52,348.70,333.27,319.93,320.14,296.55,291.29,288.79,291.61,296.02,297.68,296.33,297.96,303.15,,,,,,
2000-02-13 21:46:48+00:00,L7,645.20,370.97,367.85,368.80,368.45,377.15,373.69,358.56,347.24,348.12,347.03,343.91,328.23,315.35,313.52,316.98,319.05,327.19,340.80,350.35,353.15,341.72,331.29,326.41,324.85,316.72,316.19,327.35,324.91,323.88,329.18,328.84,328.55,325.18,333.72,331.08,341.98,351.88,373.52,380.29,377.26,366.81,349.24,333.90,329.93,330.48,325.88,330.04,317.52,312.21,302.13,312.92,314.27,310.80,315.40,314.90,317.64,331.52,330.23,327.82,326.74,325.29,336.41
2000-05-19 21:46:07+00:00,L7,645.71,356.23,346.44,348.16,356.92,363.70,358.38,351.24,335.87,327.08,333.92,324.69,316.25,308.41,311.32,311.10,320.47,325.78,331.34,350.70,355.64,337.81,330.36,323.64,322.75,321.14,322.77,323.05,320.38,315.92,325.90,318.06,312.60,313.13,323.40,327.06,316.39,332.46,344.34,350.88,345.73,345.03,342.93,327.79,318.35,314.35,314.42,310.57,309.65,306.20,305.81,297.63,305.39,300.18,302.45,304.84,315.06,329.12,324.92,322.77,,,
2000-08-07 21:45:08+00:00,L7,644.09,351.54,359.21,355.06,360.91,369.02,361.91,348.85,337.83,330.64,339.37,328.44,310.56,306.69,307.51,303.07,307.18,324.71,336.65,341.34,346.25,335.68,328.00,321.81,324.18,317.97,311.08,314.26,317.65,324.00,327.73,324.57,323.18,322.62,325.63,325.39,334.47,340.41,355.85,370.60,358.75,349.11,348.43,338.41,333.54,325.79,318.40,313.28,305.26,311.94,302.19,313.17,312.20,308.72,303.31,311.48,322.50,331.74,314.56,326.54,327.66,,
2000-12-13 21:44:28+00:00,L7,,,,,344.40,349.99,342.34,327.99,316.06,315.69,323.41,312.74,300.85,293.26,292.68,294.12,297.33,303.15,316.35,326.70,337.07,322.08,316.87,313.56,308.46,310.17,305.78,302.05,322.56,326.39,327.99,321.38,319.14,322.10,325.58,333.85,339.02,353.27,360.50,372.11,363.50,357.44,343.01,332.31,333.86,344.12,336.44,330.84,332.77,320.00,315.52,317.15,322.04,322.46,321.29,331.43,334.79,341.03,339.63,334.04,329.70,329.54,348.74
2001-04-04 21:44:06+00:00,L7,643.76,376.56,378.60,376.58,380.94,388.60,383.47,372.97,363.90,366.32,366.05,356.49,344.64,328.78,325.04,329.10,328.45,329.65,342.79,361.80,374.24,362.73,346.72,338.82,327.48,327.32,325.97,328.54,330.25,334.24,341.73,343.29,343.65,348.47,347.39,351.81,357.85,364.26,364.46,380.31,379.11,375.60,369.21,356.15,353.45,353.74,360.84,352.18,344.67,328.20,328.76,329.40,330.73,333.75,339.32,338.13,351.10,362.88,356.78,352.81,349.74,360.43,372.19
2001-04-20 21:44:10+00:00,L7,645.85,381.85,379.29,384.68,387.69,387.48,385.45,379.98,377.05,385.12,368.28,366.75,357.20,340.32,327.76,326.06,334.96,347.84,351.24,365.76,377.81,370.01,350.71,343.49,336.37,338.93,333.71,341.18,343.94,342.55,346.51,349.43,352.22,353.02,350.82,348.32,358.38,367.00,380.88,391.84,381.03,384.14,382.76,373.02,374.08,371.36,361.00,350.09,337.96,329.42,327.62,339.05,339.46,335.60,336.75,343.39,353.47,369.48,373.87,372.06,370.03,393.90,393.10
