dates,nzd0283-0000,nzd0283-0001,nzd0283-0002,nzd0283-0003,nzd0283-0004,nzd0283-0005,nzd0283-0006,nzd0283-0007,nzd0283-0008,nzd0283-0009,nzd0283-0010,nzd0283-0011,nzd0283-0012,nzd0283-0013,nzd0283-0014,nzd0283-0015,nzd0283-0016,nzd0283-0017,nzd0283-0018,nzd0283-0019,nzd0283-0020,nzd0283-0021,nzd0283-0022,nzd0283-0023,nzd0283-0024,nzd0283-0025,nzd0283-0026,nzd0283-0027,nzd0283-0028,nzd0283-0029,nzd0283-0030,nzd0283-0031,nzd0283-0032,nzd0283-0033,nzd0283-0034,nzd0283-0035,nzd0283-0036,nzd0283-0037,nzd0283-0038,nzd0283-0039,nzd0283-0040,nzd0283-0041,nzd0283-0042,nzd0283-0043,nzd0283-0044,nzd0283-0045,nzd0283-0046,nzd0283-0047,nzd0283-0048,nzd0283-0049,nzd0283-0050,nzd0283-0051,nzd0283-0052,nzd0283-0053,nzd0283-0054,nzd0283-0055,nzd0283-0056,nzd0283-0057,nzd0283-0058,nzd0283-0059,nzd0283-0060,nzd0283-0061,nzd0283-0062,satname
1999-08-21 21:46:56+00:00,642.58,351.65,,,,,354.85,345.13,336.38,335.68,332.49,321.99,308.47,299.57,298.17,304.16,309.35,317.84,328.58,333.81,336.47,331.79,322.96,314.07,310.43,309.91,316.13,313.43,311.15,318.37,322.47,321.23,314.14,317.52,323.02,333.16,333.69,330.74,340.79,341.05,343.85,331.51,333.34,329.63,330.13,333.87,311.71,302.65,288.58,300.04,307.95,307.04,302.42,300.38,309.50,324.82,322.16,,325.96,328.94,,,,L7
1999-09-22 21:47:00+00:00,640.98,371.49,385.35,,,,390.44,371.77,352.05,339.08,352.32,346.22,328.08,324.37,321.06,327.53,332.35,341.41,346.03,355.11,361.64,345.71,329.76,328.45,327.93,328.01,322.87,320.86,324.25,325.90,329.46,326.31,334.74,326.87,313.53,336.98,353.09,350.39,349.52,355.92,349.43,350.25,344.21,339.33,326.98,324.07,313.03,296.80,309.07,316.04,310.64,300.37,304.34,328.13,346.03,345.23,355.34,,357.42,356.12,,,,L7
1999-10-24 21:46:56+00:00,640.36,350.33,349.67,,343.03,346.53,346.07,324.72,,,,,295.12,286.91,284.47,289.79,295.46,301.94,312.90,323.05,325.67,315.13,306.73,307.65,299.66,299.19,302.97,294.37,290.88,299.14,314.83,310.48,300.05,294.02,296.08,319.37,344.98,341.57,325.41,333.76,331.86,314.19,311.00,308.55,312.61,324.81,288.57,287.88,292.82,284.85,270.04,276.62,291.29,292.88,293.50,300.18,311.07,326.75,321.86,312.87,315.17,313.61,324.72,L7
2000-01-12 21:46:54+00:00,647.24,,,,,,,,,,,,,303.46,300.30,306.14,310.21,321.08,329.16,339.74,355.16,339.95,331.99,331.28,327.71,321.85,314.54,323.67,325.26,322.88,328.31,333.52,331.25,323.44,322.16,326.52,328.96,337.39,352.74,367.30,355.20,355.19,346.97,354.52,368.70,353.27,339.93,340.14,316.55,311.29,306.29,311.61,313.52,317.68,313.83,313.52,317.15,,,,,,,L7
2000-02-13 21:46:48+00:00,646.20,375.41,372.85,374.51,374.16,382.86,379.40,364.27,353.91,356.12,355.03,350.58,334.90,322.02,320.19,323.65,324.76,333.86,346.51,356.06,359.82,348.39,337.96,333.08,331.52,323.39,321.90,334.02,331.58,330.55,334.89,334.55,334.26,330.89,339.43,336.79,347.69,356.88,379.23,385.29,382.26,372.52,354.95,339.61,335.64,336.19,331.59,335.75,323.23,317.92,307.13,318.63,319.27,316.51,320.40,319.34,321.64,335.16,333.87,332.26,331.74,331.00,343.08,L7
2000-05-19 21:46:07+00:00,645.91,357.12,347.44,349.30,358.06,364.84,359.52,352.38,337.20,328.68,335.52,326.02,317.58,309.74,312.65,312.43,321.61,327.11,332.48,351.84,356.97,339.14,331.69,324.97,324.08,322.47,323.91,324.38,321.71,317.25,327.04,319.20,313.74,314.27,324.54,328.20,317.53,333.46,345.48,351.88,346.73,346.17,344.07,328.93,319.49,315.49,315.56,311.71,310.79,307.34,306.81,298.77,306.39,301.32,303.45,305.73,315.86,329.85,325.65,323.66,,,,L7
2000-08-07 21:45:08+00:00,644.94,355.32,363.46,359.92,365.77,373.88,366.77,353.71,343.50,337.44,346.17,334.11,316.23,312.36,313.18,308.74,312.04,330.38,341.51,346.20,351.92,341.35,333.67,327.48,329.85,323.64,315.94,319.93,323.32,329.67,332.59,329.43,328.04,327.48,330.49,330.25,339.33,344.66,360.71,374.85,363.00,353.97,353.29,343.27,338.40,330.65,323.26,318.14,310.12,316.80,306.44,318.03,316.45,313.58,307.56,315.26,325.90,334.83,317.65,330.32,331.91,,,L7
2000-12-13 21:44:28+00:00,,,,,360.97,366.56,358.91,344.56,335.39,338.89,346.61,332.07,320.18,312.59,312.01,313.45,313.90,322.48,332.92,343.27,356.40,341.41,336.20,332.89,327.79,329.50,322.35,321.38,341.89,345.72,344.56,337.95,335.71,338.67,342.15,350.42,355.59,367.77,377.07,386.61,378.00,374.01,359.58,348.88,350.43,360.69,353.01,347.41,349.34,336.57,330.02,333.72,336.54,339.03,335.79,344.32,346.39,351.58,350.18,346.93,344.20,346.11,368.07,L7
2001-04-04 21:44:06+00:00,640.21,360.78,360.85,356.29,360.65,368.31,363.18,352.68,340.23,337.92,337.65,332.82,320.97,305.11,301.37,305.43,308.16,305.98,322.50,341.51,350.57,339.06,323.05,315.15,303.81,303.65,305.68,304.87,306.58,310.57,321.44,323.00,323.36,328.18,327.10,331.52,337.56,346.51,344.17,362.56,361.36,355.31,348.92,335.86,333.16,333.45,340.55,331.89,324.38,307.91,311.01,309.11,312.98,313.46,321.57,322.35,336.90,349.97,343.87,337.03,331.99,340.14,348.52,L7
2001-04-20 21:44:10+00:00,643.05,369.41,365.29,368.68,371.69,371.48,369.45,363.98,358.38,362.72,345.88,348.08,338.53,321.65,309.09,307.39,318.96,329.17,335.24,349.76,359.14,351.34,332.04,324.82,317.70,320.26,317.71,322.51,325.27,323.88,330.51,333.43,336.22,337.02,334.82,332.32,342.38,353.00,364.88,377.84,367.03,368.14,366.76,357.02,358.08,355.36,345.00,334.09,321.96,313.42,313.62,323.05,325.46,319.60,322.75,330.95,342.27,359.30,363.69,359.62,356.03,377.90,374.43,L7
