dates,nzd0603-0000,nzd0603-0001,nzd0603-0002,nzd0603-0003,nzd0603-0004,nzd0603-0005,nzd0603-0006,nzd0603-0007,nzd0603-0008,nzd0603-0009,nzd0603-0010,nzd0603-0011,nzd0603-0012,nzd0603-0013,nzd0603-0014,nzd0603-0015,satname
2000-01-10 21:58:52+00:00,227.26,214.86,225.51,214.05,210.85,216.12,213.11,214.87,241.36,256.94,242.21,225.62,220.57,232.94,235.70,230.13,L7
2000-02-11 21:58:45+00:00,235.87,225.07,,,,,,,246.02,286.11,271.89,229.44,221.78,239.73,257.49,251.68,L7
2000-03-30 21:58:33+00:00,221.88,215.37,228.31,205.08,203.03,209.22,198.75,204.26,285.32,272.41,,208.22,214.55,213.86,,214.97,L7
2000-05-17 21:58:07+00:00,243.91,235.65,247.74,230.47,226.60,217.83,226.44,220.15,265.79,292.92,,242.34,250.89,234.69,283.74,232.45,L7
2000-07-04 21:57:38+00:00,,,,214.01,203.83,207.44,207.24,206.84,233.92,248.90,242.31,223.31,198.31,214.44,223.96,216.20,L7
2000-08-05 21:57:08+00:00,232.92,225.27,227.23,223.85,218.20,213.40,221.05,214.14,234.15,276.29,258.25,233.64,220.02,233.26,241.15,239.39,L7
2001-01-12 21:56:30+00:00,235.61,221.02,232.22,214.27,209.88,212.60,208.14,211.09,242.25,263.68,252.54,228.65,217.87,231.94,238.05,221.05,L7
2001-03-01 21:56:21+00:00,228.62,218.53,219.23,218.90,208.16,211.90,214.09,213.70,234.29,270.96,257.99,226.56,217.02,230.52,236.33,232.15,L7
2001-03-17 21:56:16+00:00,238.74,232.75,235.53,219.54,210.20,219.74,205.10,208.18,,301.25,263.19,213.90,219.05,219.44,212.01,217.69,L7
2001-06-21 21:55:29+00:00,235.32,,,227.53,208.51,224.97,218.71,217.52,240.51,274.99,264.58,235.61,226.13,237.95,246.65,232.54,L7
2001-08-08 21:55:01+00:00,226.03,213.50,219.58,210.06,204.53,211.49,207.15,215.04,235.08,253.53,239.51,225.16,216.61,228.03,230.58,227.57,L7
2001-09-09 21:54:36+00:00,238.68,226.37,241.13,226.65,217.88,215.05,215.31,215.86,243.59,302.09,278.98,241.93,242.64,262.16,,,L7
2001-09-25 21:54:28+00:00,226.05,213.67,228.59,223.24,204.43,204.51,202.87,206.74,273.20,286.63,291.53,220.71,215.02,219.42,220.06,222.54,L7
2001-10-11 21:54:09+00:00,225.15,211.15,219.92,209.02,195.84,200.11,190.88,202.28,208.63,266.44,,207.26,210.53,212.81,215.38,213.52,L7
2002-06-24 21:54:28+00:00,251.55,,250.59,238.37,227.44,219.43,224.90,221.21,240.51,301.89,305.94,,,236.92,,233.01,L7
2002-08-27 21:54:00+00:00,233.74,224.48,226.17,220.22,218.02,215.11,214.21,215.65,238.15,251.08,241.62,227.55,217.53,231.37,231.61,226.26,L7
2002-10-14 21:53:43+00:00,225.43,207.34,219.51,204.57,195.93,201.64,197.57,201.69,208.80,255.55,,209.29,212.26,215.12,207.76,214.20,L7
2003-01-02 21:54:22+00:00,235.73,226.92,241.57,222.96,217.28,222.90,211.76,220.84,243.71,285.82,266.82,249.86,232.43,253.95,,245.76,L7
2003-01-18 21:54:30+00:00,228.11,218.29,223.45,208.72,208.20,221.87,212.07,215.54,234.56,252.17,249.32,219.64,219.32,230.36,236.56,234.03,L7
2003-04-08 21:54:47+00:00,238.15,222.74,235.76,224.50,207.17,217.31,214.88,211.63,239.20,292.83,272.74,238.99,227.25,243.42,270.74,,L7
2003-04-24 21:54:46+00:00,234.36,220.46,230.25,220.94,200.62,219.50,205.14,206.00,,291.24,258.63,,212.97,217.66,212.29,210.40,L7
2003-07-21 21:42:33+00:00,240.87,229.06,238.10,221.23,209.16,212.47,218.81,213.22,277.58,295.37,225.34,233.42,225.35,228.41,219.25,219.72,L5
2003-07-29 21:54:29+00:00,222.62,215.80,217.90,212.14,210.87,215.58,210.15,211.83,229.22,,231.71,223.04,219.30,229.91,229.17,230.15,L7
2003-08-06 21:42:51+00:00,230.25,220.20,225.54,213.63,209.54,213.21,203.71,216.75,252.50,279.04,209.92,223.57,218.99,213.23,206.45,210.48,L5
2003-08-22 21:43:08+00:00,229.12,215.66,228.12,213.93,209.75,212.13,197.90,208.81,238.80,272.32,,199.72,202.72,213.44,207.51,220.80,L5
2003-08-30 21:54:22+00:00,234.59,220.67,226.67,216.81,209.16,,,,,,,,221.67,236.17,237.82,230.34,L7
2003-09-07 21:43:24+00:00,225.10,210.93,220.60,208.98,196.89,208.27,205.43,203.10,239.65,258.05,194.72,201.29,214.66,207.16,199.45,216.26,L5
2003-10-25 21:44:04+00:00,235.62,224.29,226.74,220.33,214.08,214.18,216.96,216.86,235.75,267.55,,237.15,230.66,234.49,241.89,231.44,L5
2003-12-04 21:54:43+00:00,,,219.30,206.51,200.51,204.72,208.46,204.44,213.07,258.46,207.84,218.15,212.40,218.76,209.31,,L7
2004-03-01 21:45:02+00:00,234.34,214.84,237.07,212.65,214.21,204.57,194.23,204.10,273.01,279.15,,,,,,,L5
2004-03-09 21:55:15+00:00,235.67,220.16,228.38,214.89,210.92,215.36,212.31,216.08,244.21,266.16,243.22,226.97,218.95,233.37,239.64,229.48,L7
2004-03-25 21:55:18+00:00,228.82,218.76,226.91,215.66,214.60,215.06,215.61,216.46,240.33,258.73,244.54,231.65,220.29,236.24,236.84,230.44,L7
2004-04-10 21:55:14+00:00,229.08,220.95,221.84,,,,,,,,,,,,248.22,235.38,L7
2004-04-18 21:45:49+00:00,230.54,221.50,235.64,225.16,223.51,218.89,218.16,219.68,239.12,281.03,272.84,255.29,235.49,244.25,255.43,242.15,L5
2004-05-20 21:46:44+00:00,228.98,218.83,227.79,215.92,211.77,225.97,216.13,222.15,240.13,250.20,235.14,220.77,224.36,233.67,230.38,229.64,L5
2004-05-28 21:55:11+00:00,237.04,221.96,238.07,211.99,205.64,212.80,212.22,,,279.39,253.99,220.69,213.76,219.63,213.88,214.13,L7
2004-07-07 21:48:09+00:00,236.85,223.47,235.12,226.98,208.56,218.03,205.73,207.42,238.67,290.76,276.36,226.50,194.66,238.91,242.33,235.64,L5
2004-07-23 21:48:33+00:00,244.68,230.91,243.31,227.90,214.99,214.87,223.04,212.46,239.95,295.43,281.72,252.07,236.49,247.31,267.87,263.91,L5
2004-08-16 21:54:50+00:00,,,,,,,219.93,217.17,231.07,263.46,,,,,,,L7
2004-08-24 21:49:18+00:00,233.01,213.35,229.63,199.34,208.81,207.29,198.37,211.46,278.74,276.70,242.27,205.54,212.91,212.28,,218.75,L5
2004-09-09 21:49:43+00:00,217.37,209.28,225.12,211.94,195.66,209.99,206.75,204.13,255.91,271.76,244.80,219.65,217.35,218.44,,222.59,L5
2004-09-25 21:50:07+00:00,215.54,205.27,217.85,202.24,204.63,200.77,202.89,205.44,257.25,257.22,221.74,210.06,219.77,217.34,,214.33,L5
2004-10-19 21:54:43+00:00,230.12,219.03,229.16,214.63,209.31,215.26,209.94,214.06,234.30,284.18,,228.55,219.31,236.76,,248.04,L7
2004-11-04 21:54:55+00:00,261.23,260.03,269.80,232.29,225.59,240.42,237.52,223.44,,321.13,,,,,,,L7
2005-01-15 21:52:09+00:00,237.04,229.62,232.37,222.49,221.15,217.74,216.53,221.59,238.75,,257.64,229.39,216.01,234.20,241.96,234.47,L5
2005-01-23 21:55:25+00:00,,,,,214.23,230.91,221.95,213.11,265.24,,240.11,249.29,241.47,,,,L7
2005-02-16 21:52:37+00:00,245.64,238.49,245.33,217.08,207.50,215.30,222.54,206.70,253.43,306.48,238.21,,202.59,226.50,222.40,219.91,L5
2005-03-20 21:53:02+00:00,217.46,220.87,240.45,231.74,217.00,214.33,202.73,218.47,216.94,262.95,218.34,224.64,213.32,223.23,218.62,226.75,L5
2005-03-28 21:55:42+00:00,225.52,213.84,223.17,216.12,207.74,216.63,217.09,214.45,243.29,264.83,243.20,225.92,218.92,228.64,235.46,226.54,L7
2005-04-05 21:53:07+00:00,215.78,209.33,223.38,203.31,203.42,201.48,195.38,204.69,206.98,,,207.35,,205.22,,,L5
2005-04-13 21:55:36+00:00,232.59,222.11,227.44,218.98,214.70,217.98,212.22,218.00,240.08,257.08,242.37,227.25,220.31,232.63,239.07,229.05,L7
2005-04-21 21:53:10+00:00,220.89,215.19,234.27,213.39,208.78,210.49,205.46,221.17,267.17,273.68,219.16,229.57,218.76,222.91,219.97,228.09,L5
2005-05-23 21:53:24+00:00,238.11,232.08,239.85,227.52,210.48,216.13,211.86,217.26,242.87,274.82,255.76,244.08,224.19,228.90,227.32,229.16,L5
2005-05-31 21:55:35+00:00,209.79,211.35,230.17,,198.48,214.39,199.88,208.40,244.09,267.73,209.64,209.93,214.06,217.78,214.50,214.32,L7
