dates,nzd0260-0000,nzd0260-0001,nzd0260-0002,nzd0260-0003,nzd0260-0004,nzd0260-0005,nzd0260-0006,nzd0260-0007,nzd0260-0008,nzd0260-0009,nzd0260-0010,nzd0260-0011,nzd0260-0012,nzd0260-0013,nzd0260-0014,nzd0260-0015,nzd0260-0016,nzd0260-0017,nzd0260-0018,nzd0260-0019,nzd0260-0020,nzd0260-0021,nzd0260-0022,satname
1999-12-25 21:59:16+00:00,326.14,311.36,282.44,287.38,314.56,322.75,318.47,305.59,316.72,332.43,321.92,327.92,330.33,326.29,343.53,339.85,342.42,336.79,337.01,330.60,327.13,333.90,333.41,L7
2000-01-10 21:59:16+00:00,325.28,311.21,302.90,325.49,351.03,353.76,338.54,327.47,340.15,342.01,342.92,331.19,337.56,351.87,357.78,365.12,356.04,344.01,344.11,341.24,336.39,338.86,344.90,L7
2000-03-14 21:58:59+00:00,327.84,301.21,299.96,322.75,342.47,362.60,355.35,360.03,351.53,348.00,330.71,345.70,358.75,366.34,349.84,374.02,355.99,346.14,334.12,347.12,354.15,342.09,340.14,L7
2000-03-30 21:58:57+00:00,318.27,289.38,278.45,,349.40,366.94,365.66,361.68,347.14,355.66,329.85,335.21,348.31,346.54,365.02,359.87,355.65,337.12,335.06,325.80,335.84,322.96,322.37,L7
2000-07-04 21:58:02+00:00,328.01,291.75,252.77,,,333.04,,,,,,,,,349.45,359.23,341.03,331.86,330.10,322.09,328.46,336.23,330.20,L7
2000-08-05 21:57:32+00:00,316.12,257.55,,,,,,,,,,,,,,,,,,,,,,L7
2000-09-22 21:56:53+00:00,324.19,299.62,291.40,,,,,,,,,,,,,,330.20,322.31,313.37,308.43,316.05,334.96,323.12,L7
2000-11-09 21:56:45+00:00,328.80,313.94,277.24,292.65,333.95,343.61,328.50,,310.49,325.86,322.19,332.65,340.47,360.41,362.34,365.11,360.21,343.77,331.92,331.02,340.61,334.22,335.30,L7
2000-11-25 21:56:47+00:00,314.97,300.96,280.41,290.11,314.29,324.16,323.27,,305.12,327.40,309.91,308.39,317.68,330.07,346.97,337.95,341.56,328.99,,,,330.86,332.24,L7
2001-03-17 21:56:40+00:00,316.68,282.50,270.66,305.73,338.92,353.30,344.93,359.55,352.26,351.71,348.29,,360.89,366.52,374.00,382.09,379.99,374.69,365.31,367.09,371.36,357.32,340.88,L7
