dates,sar0580-0000,sar0580-0001,sar0580-0002,sar0580-0003,sar0580-0004,sar0580-0005,sar0580-0006,sar0580-0007,satname
1984-05-06 09:33:27+00:00,222.62,216.91,215.15,220.28,221.17,218.35,211.04,207.19,L5
1984-09-11 09:36:14+00:00,224.32,216.19,212.12,219.50,224.58,224.73,212.66,212.84,L5
1985-05-25 09:36:15+00:00,222.81,212.45,209.17,212.19,223.79,225.20,213.13,211.79,L5
1985-07-12 09:36:05+00:00,224.38,215.76,212.52,218.31,225.59,227.06,214.72,212.33,L5
1985-07-28 09:35:58+00:00,226.28,219.39,214.85,220.24,228.60,228.29,215.96,212.85,L5
1985-08-13 09:35:48+00:00,227.05,222.02,216.70,222.51,229.99,230.18,216.98,215.26,L5
1985-08-29 09:35:38+00:00,227.95,223.37,217.84,222.23,230.56,230.90,217.56,216.47,L5
1985-12-03 09:34:19+00:00,228.96,224.19,218.33,224.34,230.60,231.56,217.32,216.36,L5
1986-05-12 09:30:53+00:00,226.88,219.38,211.56,222.13,227.29,226.28,211.22,213.70,L5
1986-05-28 09:30:26+00:00,227.40,221.29,214.07,223.36,230.37,225.45,211.72,214.35,L5
1986-07-15 09:28:53+00:00,225.35,220.47,214.25,222.26,230.04,224.37,210.57,214.84,L5
1986-09-17 09:26:37+00:00,225.54,220.17,213.95,221.58,228.31,223.78,210.48,213.75,L5
1986-12-22 09:25:09+00:00,224.24,215.28,211.86,217.22,222.18,222.49,206.03,206.13,L5
1987-01-23 09:26:04+00:00,225.30,214.75,210.87,215.18,222.58,221.50,206.17,204.03,L5
1987-03-28 09:28:28+00:00,225.04,213.68,209.56,213.77,223.48,220.66,205.73,203.63,L5
1987-04-29 09:29:30+00:00,224.84,213.41,209.08,213.50,222.92,220.23,205.51,205.05,L5
1987-05-15 09:29:57+00:00,224.41,212.65,209.01,213.67,222.37,217.84,206.15,205.05,L5
1987-06-16 09:30:43+00:00,224.48,213.47,209.57,214.40,222.45,218.95,207.13,207.09,L5
1987-07-02 09:31:03+00:00,224.49,214.97,210.46,216.31,224.40,220.17,209.35,210.07,L5
1987-07-18 09:31:20+00:00,224.98,215.02,211.09,217.00,224.73,222.21,211.59,212.33,L5
1987-08-19 09:32:18+00:00,225.28,215.95,212.62,218.16,225.47,222.79,211.81,213.83,L5
1987-09-04 09:32:43+00:00,225.60,216.76,213.19,219.01,226.65,223.10,212.11,214.37,L5
