,dates,nzd0320-0000,nzd0320-0001,nzd0320-0002,nzd0320-0003,nzd0320-0004,nzd0320-0005,nzd0320-0006,nzd0320-0007,nzd0320-0008,nzd0320-0009,nzd0320-0010,nzd0320-0011,nzd0320-0012,nzd0320-0013,nzd0320-0014,nzd0320-0015,nzd0320-0016,nzd0320-0017,nzd0320-0018,nzd0320-0019,nzd0320-0020,nzd0320-0021,nzd0320-0022,nzd0320-0023
0,1999-08-26 22:05:56+00:00,269.5176269773506,262.56957409246235,260.08279162591265,,247.47193648863194,260.300524667528,246.48487971310743,240.90414517842817,232.08308761463195,233.96087847624244,241.32029557702515,244.496830374453,247.71461058864486,236.52188784229654,213.69753637744327,205.74126679090946,211.1978907252347,202.8775772618892,238.4110879314264,268.7701883400033,273.19481813973255,,,234.8076422094819
1,1999-09-27 22:06:00+00:00,,242.525946353415,238.12363194118615,247.55331656109112,259.1607328330837,,201.4930481740698,198.9437609875244,214.53261941275017,226.91083426772633,221.209895297253,227.18270692722797,233.38589157089356,225.23615687618104,200.17648971316723,184.97024858101346,194.17348343377338,179.97764475212267,223.12638593134875,251.96110579428847,253.10524562316988,,192.2270567184084,218.77776853288447
2,1999-10-13 22:06:00+00:00,,,228.65347557305745,233.81205587601,253.59487197931205,259.4447469898768,,215.16895999362436,215.14333791036455,227.1862585129436,217.37766980981044,219.71718128538757,223.48546650426798,212.97250304716874,188.82311797620346,191.50979984661728,189.42866071448017,178.88356654440378,,,,,185.39950575358162,211.35503020299925
3,1999-11-21 22:12:00+00:00,252.527193369025,,248.83122360606205,255.87894391243202,243.4337234362372,,206.38579871884775,210.49625766147315,215.68140619564096,233.69718272109517,234.91553186183376,234.80392894073034,243.23570761024232,235.27688641820686,209.41416289152193,206.52523429036964,209.37747595499917,203.34962234097276,248.34381485290345,255.45823532238663,,,203.23521054087814,225.6038253191653
4,1999-12-16 22:05:57+00:00,240.62659408748655,232.15691626053942,237.08605248173987,250.47640445830507,,266.07770546594077,,,,,,,,,,,,,,,,,,
5,2000-02-18 22:05:41+00:00,,241.18678236994774,242.8811169590518,,266.39693073425696,,234.9693763435942,183.9740725445604,195.19146721795306,236.7240283814672,228.4109062357186,229.56808068846135,240.39260172511507,239.616022182962,210.57786550019907,208.906748723407,210.28837335468356,206.4545404861434,256.34714996079606,,263.02865353803617,,209.29524897027792,224.03712531870877
6,2000-02-25 22:11:49+00:00,248.38191910073502,234.7699525755481,244.0208922098531,253.62272585801455,,305.8370837708895,,,,,,,,,,,,,,,,,,
7,2000-03-05 22:05:36+00:00,237.03405283319796,221.5989528891264,221.78369237824373,235.8691743679373,249.06563240518688,251.74964741445586,192.00375950661157,177.77554985332688,193.05844152329007,218.7708281149434,224.17222386357975,222.0966720424504,231.11633774121293,215.35632657324427,189.16042358743442,192.4353700009081,197.64670566452486,192.10063566200108,235.05693847156454,254.0902972655898,,,195.04314817401396,215.10394837566417
8,2000-03-21 22:05:37+00:00,,230.4995079753129,236.54829388952734,249.92380020740046,259.8310474349394,269.7601943696629,,,221.60503434504878,221.02744137369947,219.82720000500956,224.50438970538886,233.15208466453933,221.87865567843508,200.24394256088755,189.22085802811046,198.61475662036142,193.05239601033668,233.899902728705,253.92532917212827,249.6166396973429,,,216.62035710224808
9,2000-04-13 22:11:30+00:00,238.95006885789047,229.96732849293414,236.29102817234747,259.6791544992232,268.4685473913311,269.607195250575,,,,,,,,240.36372560223225,219.29736895410795,,,,,,,253.9774883298402,,
