dates,satname,nzd0386-0000,nzd0386-0001,nzd0386-0002,nzd0386-0003,nzd0386-0004,nzd0386-0005,nzd0386-0006,nzd0386-0007,nzd0386-0008
1999-07-02 21:59:57+00:00,L7,611.16,634.16,610.03,579.40,643.97,632.89,,,600.56
1999-07-18 22:00:01+00:00,L7,337.33,331.59,330.71,328.58,330.46,340.21,342.73,339.60,343.79
1999-09-04 22:00:09+00:00,L7,347.61,338.24,346.60,347.87,352.27,347.73,348.96,347.10,348.60
1999-09-20 22:00:08+00:00,L7,335.26,336.96,347.03,345.41,348.58,345.76,,,343.04
1999-10-22 22:00:04+00:00,L7,352.79,357.15,366.51,365.36,363.84,362.68,360.52,352.77,356.33
1999-12-09 22:00:09+00:00,L7,356.90,353.78,358.64,354.99,357.24,351.48,349.43,351.38,352.55
1999-12-25 22:00:04+00:00,L7,343.15,335.35,344.16,339.10,342.30,335.48,340.50,338.42,339.42
2000-01-26 22:00:02+00:00,L7,337.69,335.28,342.68,337.78,336.79,335.60,335.71,336.92,337.48
2000-02-11 21:59:57+00:00,L7,350.90,346.75,352.49,347.36,346.35,342.95,344.64,343.87,345.76
2000-02-27 21:59:52+00:00,L7,346.66,352.61,352.75,348.19,351.93,347.60,347.82,352.15,357.04
2000-03-30 21:59:45+00:00,L7,361.42,360.75,368.07,357.02,358.60,361.52,360.63,364.49,363.56
2000-04-15 21:59:31+00:00,L7,365.21,359.08,370.51,366.59,363.67,370.26,368.96,368.70,372.98
2000-05-01 21:59:30+00:00,L7,365.92,361.75,359.16,356.18,359.32,361.88,368.48,372.21,374.91
2000-06-18 21:59:03+00:00,L7,126.03,92.77,339.82,341.28,344.10,348.94,351.05,351.47,356.84
2000-08-05 21:58:20+00:00,L7,346.16,332.81,336.25,336.11,338.25,337.63,344.46,345.70,352.79
2000-09-06 21:57:58+00:00,L7,352.17,343.77,349.14,346.84,351.72,346.94,352.07,358.65,356.15
2000-11-09 21:57:33+00:00,L7,361.37,359.29,370.00,366.60,363.37,360.66,360.03,362.65,367.33
2000-11-25 21:57:34+00:00,L7,353.11,356.89,362.93,352.31,356.03,355.98,355.58,354.72,358.80
2001-02-13 21:57:39+00:00,L7,352.64,340.42,348.01,343.17,344.17,342.70,341.42,346.22,347.82
2001-05-20 21:57:04+00:00,L7,346.77,344.21,348.72,337.51,344.03,339.51,344.74,351.57,357.63
2001-06-05 21:56:52+00:00,L7,351.73,354.32,353.63,352.60,355.69,357.88,366.02,369.74,370.68
2001-07-07 21:56:36+00:00,L7,140.92,337.27,352.03,354.13,359.01,355.97,357.68,359.55,370.88
2001-08-08 21:56:12+00:00,L7,351.16,341.99,345.59,343.97,346.67,346.97,346.63,347.75,353.24
2001-08-24 21:56:00+00:00,L7,350.30,338.54,344.33,342.07,344.78,340.51,339.71,340.05,341.85
2001-09-25 21:55:40+00:00,L7,356.24,347.09,352.57,350.55,351.23,351.57,353.29,353.78,350.94
