dates,nzd0386-0000,nzd0386-0001,nzd0386-0002,nzd0386-0003,nzd0386-0004,nzd0386-0005,nzd0386-0006,nzd0386-0007,nzd0386-0008,satname
1999-07-18 22:00:01+00:00,355.90,350.16,345.15,339.41,342.28,350.21,354.55,352.60,356.79,L7
1999-09-04 22:00:09+00:00,355.90,348.35,349.10,346.06,349.91,351.20,354.39,352.75,355.60,L7
1999-09-20 22:00:08+00:00,348.92,344.45,348.33,345.78,349.41,349.34,354.39,352.75,351.34,L7
1999-10-22 22:00:04+00:00,345.82,343.56,349.71,348.30,350.43,350.48,352.98,348.96,349.74,L7
1999-12-09 22:00:09+00:00,347.52,345.09,351.10,349.34,351.46,350.40,351.68,349.11,349.94,L7
1999-12-25 22:00:04+00:00,348.65,345.32,351.38,348.72,351.12,348.92,350.86,348.53,349.49,L7
2000-01-26 22:00:02+00:00,349.38,346.60,353.90,350.64,352.59,348.51,349.97,348.56,348.90,L7
2000-02-11 21:59:57+00:00,352.45,349.48,355.92,351.84,353.52,349.25,351.20,350.11,350.45,L7
2000-02-27 21:59:52+00:00,352.87,351.01,356.41,352.05,354.05,349.66,351.55,351.32,352.08,L7
2000-03-30 21:59:45+00:00,355.44,354.32,359.33,353.19,354.51,351.15,351.97,352.43,354.16,L7
2000-04-15 21:59:31+00:00,354.34,352.59,358.92,353.51,354.18,352.29,352.62,352.84,354.89,L7
2000-05-01 21:59:30+00:00,355.80,352.99,357.87,352.26,353.50,352.10,353.50,355.14,357.09,L7
2000-06-18 21:59:03+00:00,356.01,353.24,355.26,350.36,351.66,351.61,353.50,354.93,357.40,L7
2000-08-05 21:58:20+00:00,357.43,353.67,354.50,350.65,352.03,353.21,355.44,357.26,360.87,L7
2000-09-06 21:57:58+00:00,356.12,349.58,351.82,349.17,350.97,353.14,355.97,358.40,361.07,L7
2000-11-09 21:57:33+00:00,358.57,350.62,350.91,349.29,351.09,350.00,353.63,356.52,360.18,L7
2000-11-25 21:57:34+00:00,353.06,348.05,350.74,347.96,349.97,349.41,351.91,353.84,357.58,L7
2001-02-13 21:57:39+00:00,355.18,350.45,357.80,352.44,354.05,351.76,352.50,355.81,357.77,L7
2001-05-20 21:57:04+00:00,347.32,343.65,350.48,342.27,345.83,344.17,345.00,348.37,352.28,L7
2001-06-05 21:56:52+00:00,346.09,342.03,346.79,341.93,345.24,344.39,348.00,352.84,355.71,L7
2001-07-07 21:56:36+00:00,346.09,339.91,347.38,344.44,348.09,346.79,349.83,353.87,358.85,L7
2001-08-08 21:56:12+00:00,349.64,342.16,348.44,345.41,348.97,347.81,350.35,353.93,359.01,L7
2001-08-24 21:56:00+00:00,348.99,341.72,347.66,345.16,349.05,347.34,349.97,352.65,357.78,L7
2001-09-25 21:55:40+00:00,352.50,344.33,349.81,347.06,350.51,348.96,351.62,354.04,357.84,L7
2001-12-30 21:55:49+00:00,360.08,346.85,352.67,350.84,353.43,351.08,353.22,354.95,358.47,L7
2002-02-16 21:56:06+00:00,361.03,352.10,355.06,352.10,354.21,350.48,353.20,355.89,357.50,L7
2002-03-20 21:56:00+00:00,357.08,349.09,354.09,352.22,352.95,353.24,354.36,356.16,356.38,L7
2002-05-07 21:56:03+00:00,348.40,343.23,349.90,349.16,348.77,349.28,350.19,349.64,353.53,L7
2002-08-11 21:55:24+00:00,353.12,349.21,352.98,351.76,351.50,350.90,350.98,350.58,354.67,L7
2002-09-12 21:55:07+00:00,356.42,352.33,354.77,351.45,351.10,351.46,351.56,350.90,353.13,L7
2002-10-14 21:54:55+00:00,357.44,353.30,353.53,349.72,350.68,347.81,348.75,348.47,351.28,L7
2002-10-30 21:55:01+00:00,358.64,353.88,354.59,350.31,351.95,349.18,349.73,349.41,352.89,L7
2003-01-18 21:55:42+00:00,358.96,353.32,353.39,349.29,351.84,348.94,348.39,350.02,352.05,L7
2003-03-23 21:55:52+00:00,357.61,351.12,350.81,345.72,348.71,347.81,346.16,348.81,353.48,L7
2003-04-08 21:55:59+00:00,357.39,350.52,351.61,344.90,349.20,347.97,346.05,347.50,350.69,L7
2003-04-24 21:55:58+00:00,355.57,348.26,350.13,342.85,346.94,346.95,346.29,347.49,352.11,L7
2003-07-21 21:43:45+00:00,357.44,338.90,348.60,339.58,345.48,346.02,346.75,348.68,353.81,L5
2003-07-29 21:55:41+00:00,351.18,336.82,345.84,338.87,345.31,345.18,346.14,347.12,353.41,L7
2003-08-06 21:44:03+00:00,351.02,336.78,345.31,338.67,344.34,344.44,345.28,346.30,352.48,L5
2003-08-30 21:55:34+00:00,351.22,337.14,344.65,338.95,344.28,344.35,345.21,347.19,353.32,L7
2003-10-17 21:55:27+00:00,350.33,336.05,342.69,339.24,343.93,343.81,346.87,349.51,356.12,L7
2003-11-18 21:55:51+00:00,350.44,336.05,343.39,339.29,344.17,343.95,346.84,349.90,355.91,L7
2003-12-28 21:45:57+00:00,354.26,339.22,345.26,340.30,344.72,344.70,349.00,352.50,358.23,L5
2004-03-09 21:56:27+00:00,360.94,352.44,353.03,345.15,348.52,347.70,355.17,360.25,364.16,L7
2004-04-02 21:46:30+00:00,357.19,350.53,351.38,345.36,347.27,347.14,354.10,358.46,362.16,L5
2004-04-10 21:56:26+00:00,358.58,351.45,354.20,343.83,346.86,346.96,354.03,358.27,361.76,L7
2004-05-04 21:47:27+00:00,353.39,346.95,352.89,342.33,345.34,346.33,351.79,355.44,359.15,L5
2004-05-20 21:47:56+00:00,351.46,345.50,351.45,341.63,344.03,344.37,350.73,355.75,360.54,L5
2004-06-05 21:48:24+00:00,351.46,345.50,349.06,341.06,343.96,343.51,350.29,354.54,359.10,L5
2004-07-07 21:49:21+00:00,347.09,342.96,347.00,341.18,344.68,343.52,349.24,353.19,357.67,L5
2004-07-31 21:56:03+00:00,346.72,342.45,347.53,342.43,345.85,344.49,349.36,353.54,357.99,L7
2004-08-24 21:50:29+00:00,347.02,341.56,346.75,342.06,345.75,344.05,348.68,352.57,356.63,L5
2004-09-01 21:55:57+00:00,346.12,341.27,346.18,342.19,345.84,344.19,348.38,352.98,356.49,L7
2004-09-25 21:51:19+00:00,344.53,340.71,344.96,341.50,345.68,344.74,348.22,351.17,354.17,L5
2004-10-19 21:55:55+00:00,344.45,340.63,343.98,342.20,346.74,345.13,348.25,350.63,353.61,L7
2004-11-04 21:56:07+00:00,348.97,346.07,346.24,344.57,348.85,346.82,349.96,351.25,353.60,L7
2004-11-20 21:56:13+00:00,351.59,349.22,348.34,346.88,351.46,349.34,351.52,352.02,353.04,L7
2004-12-06 21:56:23+00:00,351.83,348.81,350.50,348.04,352.45,350.17,352.08,352.29,353.20,L7
2005-01-15 21:53:21+00:00,354.13,350.75,352.85,349.45,353.81,351.20,352.93,353.11,353.48,L5
2005-03-04 21:54:04+00:00,359.10,356.75,356.86,351.78,356.56,353.49,355.47,353.81,355.08,L5
2005-03-12 21:56:56+00:00,358.08,355.90,355.82,350.78,355.14,352.48,354.60,352.62,353.86,L7
2005-04-05 21:54:19+00:00,358.88,355.79,356.01,351.60,354.56,351.44,353.67,353.56,355.35,L5
2005-04-21 21:54:22+00:00,357.77,354.17,353.74,351.88,354.56,351.03,352.73,353.52,355.67,L5
2005-05-31 21:56:47+00:00,356.28,348.01,349.33,348.13,351.55,347.71,350.17,351.86,355.03,L7
2005-06-08 21:54:44+00:00,356.83,348.35,346.51,346.66,349.84,346.82,348.66,350.94,355.56,L5
2005-07-10 21:54:55+00:00,356.83,348.35,345.67,346.05,349.30,346.32,348.84,350.96,355.26,L5
2005-08-03 21:56:37+00:00,350.70,343.32,343.94,345.88,347.63,345.38,347.36,349.51,354.71,L7
2005-08-27 21:55:20+00:00,351.34,344.35,345.01,346.29,347.76,345.90,347.80,350.62,355.86,L5
2005-09-20 21:56:18+00:00,346.71,338.89,341.46,344.57,345.62,343.51,347.23,350.74,354.97,L7
2005-09-28 21:55:20+00:00,348.08,340.54,342.12,344.57,346.09,344.27,347.90,351.22,355.62,L5
2005-10-22 21:56:27+00:00,348.05,340.47,342.10,342.68,344.08,342.90,347.92,350.73,354.94,L7
2005-11-07 21:56:39+00:00,351.13,340.47,342.10,342.68,345.15,343.25,348.16,351.32,355.66,L7
2005-12-25 21:56:55+00:00,350.77,342.86,344.73,344.04,345.53,343.87,348.48,352.67,356.38,L7
2006-01-10 21:57:04+00:00,349.92,342.57,345.68,344.95,344.87,343.62,347.75,351.72,355.92,L7
2006-01-26 21:57:12+00:00,349.75,342.97,346.85,346.96,346.11,344.23,348.17,351.30,355.21,L7
2006-02-11 21:57:16+00:00,350.35,343.26,347.16,347.05,345.50,343.78,347.65,351.14,354.51,L7
2006-02-19 21:57:51+00:00,350.86,344.16,347.70,347.27,345.92,343.91,347.19,351.13,354.63,L5
2006-03-15 21:57:19+00:00,350.28,343.96,347.05,346.95,346.28,344.18,346.93,350.80,353.84,L7
2006-03-31 21:57:18+00:00,352.17,345.17,349.50,349.01,347.60,345.62,346.88,350.70,355.08,L7
2006-04-08 21:58:48+00:00,351.83,345.34,349.82,349.30,347.91,346.49,347.63,351.52,356.30,L5
2006-06-19 21:57:12+00:00,349.93,345.31,349.42,349.82,348.87,348.27,348.35,352.97,358.10,L7
2006-06-27 22:00:00+00:00,350.11,345.24,347.77,349.21,349.87,348.59,349.16,353.94,359.05,L5
2006-07-21 21:56:57+00:00,351.14,342.37,345.78,348.11,350.00,347.93,348.77,354.16,359.77,L7
2006-10-09 21:56:36+00:00,349.59,332.37,334.29,339.70,347.47,345.20,347.81,353.36,359.74,L7
2006-10-25 21:56:53+00:00,349.59,332.37,338.48,342.69,348.37,345.60,347.65,351.95,357.50,L7
2006-11-02 22:01:32+00:00,350.03,336.26,340.56,344.08,349.55,347.14,346.85,349.42,353.97,L5
2006-11-10 21:57:06+00:00,353.52,336.26,340.56,344.08,349.40,347.02,347.20,349.16,351.92,L7
2006-11-26 21:57:16+00:00,358.03,342.56,344.81,346.48,351.14,348.56,348.49,349.16,351.92,L7
2006-12-12 21:57:23+00:00,356.70,344.10,346.44,347.08,351.47,348.36,348.16,348.64,351.20,L7
2006-12-28 21:57:26+00:00,358.62,347.36,351.87,350.84,352.49,348.94,347.68,346.20,348.31,L7
2007-01-05 22:02:04+00:00,356.47,345.34,349.20,348.41,351.16,347.82,346.39,345.19,347.54,L5
2007-01-21 22:02:09+00:00,355.88,348.32,351.34,348.27,351.09,347.95,345.95,344.16,345.86,L5
2007-01-29 21:57:33+00:00,354.37,348.01,351.52,348.62,351.58,348.57,346.14,344.03,346.19,L7
2007-03-18 21:57:45+00:00,352.91,347.24,351.75,349.00,351.51,349.05,346.30,344.34,346.64,L7
2007-04-19 21:57:43+00:00,353.16,347.69,351.66,349.27,351.79,349.21,346.10,344.21,346.40,L7
