,dates,usa_CA_0035-0001,usa_CA_0035-0002,usa_CA_0035-0003,usa_CA_0035-0004,usa_CA_0035-0005,usa_CA_0035-0006,usa_CA_0035-0007,usa_CA_0035-0008,usa_CA_0035-0009,usa_CA_0035-0010,usa_CA_0035-0011,usa_CA_0035-0012,usa_CA_0035-0013,usa_CA_0035-0014,usa_CA_0035-0015
0,1984-03-23 17:50:13+00:00,198.2813969893985,201.34197706708594,204.04265689580998,194.52741388240977,186.56626003642288,193.90583407799502,199.77204523869753,200.85813790149504,201.13368544406578,203.1609268409809,202.43673786100277,198.33036388732611,207.51089485396267,215.29631598854854,225.19875485334336
1,1984-04-27 17:55:52+00:00,187.04566034997566,185.42965118704967,173.65519216803872,186.8107005396539,167.60152436908749,172.5965774289711,184.3186439735732,182.2020910932487,182.53603530990705,181.32816614728688,187.0203983222016,186.30606474543316,184.10715599940715,188.71885650074387,197.1863554648763
2,1984-05-06 17:49:52+00:00,199.65689883710036,196.12886580200623,198.2715703703989,205.67645040996126,186.4207691549554,185.26853850074065,196.00298275602444,198.2601530477059,200.57627471527002,196.2086414588611,203.43932284967718,198.44658366526465,192.51273741131823,199.0589495378246,208.51238487823636
3,1984-05-29 17:56:43+00:00,199.30688224652857,192.4724049475819,181.11051259603045,,161.67331160538623,165.24647879432786,176.0499747652315,181.67087971634544,183.52607543791572,173.15022588791146,176.91694987830766,180.88537497331345,180.59952598836378,187.4417424923694,193.7656544371603
4,1984-06-07 17:50:43+00:00,210.06673597188023,205.30006645784346,210.22932602721173,198.9778783920649,193.05370858466847,193.53930837790142,207.88873018946555,207.72506869053535,201.46722167077877,202.2572186171246,206.0086478866732,200.99400752648742,202.81430067368774,212.6180755325912,216.88212267486267
5,1984-06-23 17:50:58+00:00,199.7612570025431,194.61178603878506,200.40386339409218,193.6724693372098,188.14618362258204,202.20698927247605,202.83462469234902,190.33544679651564,196.85168047236448,196.2168150370112,200.71354055482175,197.72904104923055,199.95927422767807,203.45334984355148,203.79707579508081
6,1984-07-16 17:57:29+00:00,191.19220577785387,190.0291644828702,200.93148524985054,204.12521505851907,192.47379816309504,217.49699798933042,211.7339449877262,188.70562718681072,194.37032109739638,199.94596747304917,197.50366580878807,199.3905759977746,215.84396425299119,215.2253767912492,209.67021099806414
7,1984-08-26 17:52:34+00:00,172.94716557268256,177.40930379065122,165.32700039987873,173.98101749996528,168.6361554536312,180.55763828386884,192.74380161080947,177.663453279315,175.46730005060317,176.71045074730318,183.53711095658733,181.83224435586905,184.21905218275703,184.96608625672548,184.1206614687544
8,1984-10-13 17:52:38+00:00,188.6008253990703,186.28202136133635,171.3041734755082,171.88934343620784,162.9599876151015,163.94823914616737,181.63646178856038,189.77339389133377,190.07097258588473,185.4746284195257,192.18486962137717,196.2922881732427,199.4371637922684,195.24451281428736,184.80146435906852
9,1984-12-16 17:52:39+00:00,185.2594255428992,194.17470571204603,191.11010094730642,181.26040615760513,175.81665538651305,177.33663004773106,191.99836484190243,193.45491109257472,186.56998166029385,184.16294917817305,195.61348629451783,194.28957692004553,191.91372645572892,197.82494601723528,200.0308609669862
10,1985-03-29 17:59:06+00:00,202.47596315756786,198.33691284841422,195.26900548779898,197.6489899955876,186.19225998988836,186.63787330975748,203.35473747696147,207.3774439384659,200.16892084106118,197.63153449136396,206.8556618607534,204.96772345174261,197.70024544487094,203.16825142225034,213.3908081668441
11,1985-04-23 17:52:47+00:00,202.7734906377015,195.98400223954656,197.9285869547348,196.54939124931417,177.67203913878637,177.20494711848846,187.34901356169502,191.96990116743154,197.75032015902306,193.36482471193494,204.3874658705368,198.09084630935826,195.98809537834188,203.02670594992549,203.3283016877376
12,1985-08-29 17:52:02+00:00,176.74710159406547,182.5872190455275,170.39340731036833,169.8016966748669,165.39948183550558,171.26086678878875,189.44586754736378,180.1859464293929,172.16325977559953,174.50303306504577,189.76790581465764,182.4457279544799,182.69838045707473,179.8762585075948,175.5149217035142
13,1985-09-21 17:57:55+00:00,188.92467474650005,187.93090638236595,182.80010100593097,186.409322588724,183.33521942939808,192.2786925172312,201.0312472496148,178.8799001345313,182.90117037300826,190.6834696092386,195.23752106103285,194.18722292822198,199.14195787829374,203.3457528807335,201.8106215056237
14,1985-10-07 17:57:46+00:00,183.83692948254208,187.45895353785946,179.88812260493546,175.98404168577792,167.32037798199804,184.34852788384666,200.11730159684214,182.1528727434356,182.53106713869076,177.25704411423314,190.0544432815674,192.60913825331284,193.61602909250564,201.404639292046,188.92146288927586
15,1985-11-01 17:51:17+00:00,179.80186467644904,186.56972443109964,166.6337470573175,168.50987322052944,166.2494501307963,166.38952192689345,174.28020505282296,170.34010931752238,169.65487199856736,170.00770127570775,173.63380899003664,185.87084472452378,191.68332734947444,187.975266960007,177.26495929413437
16,1985-11-17 17:51:01+00:00,166.83081136905605,183.43237123604632,168.32747023172794,147.7148015559524,173.70691692304985,174.70165903427713,184.9253738017962,178.9641045069886,175.42171917640337,170.86994964384263,173.53148951681112,179.0974162747766,184.10654690141962,188.15744292374478,173.80896999557132
17,1985-12-10 17:56:46+00:00,189.6632264691831,191.8104995968364,183.75279797691402,166.8695271038603,177.53792631404974,176.64539071786595,187.46623129237145,186.47320482433946,183.6814013710998,181.70572674075612,184.27655974855642,184.3213046577802,178.55826589048058,185.45092610937226,192.6656189799238
18,1986-01-27 17:55:50+00:00,185.52019269244573,194.3995612024275,175.8786265711122,186.2363598292672,175.885398550635,178.14558632218777,192.13104295015623,191.5513367337663,190.90587665542648,186.80635407257068,191.3960287244135,192.62478701988942,184.42119302441517,193.05484651694846,195.61306398424438
19,1986-02-05 17:49:27+00:00,176.62972262846995,183.4380040263351,181.1587492225043,177.43134099773508,170.77717354383225,176.02378179494372,192.29637000484848,189.05050123829477,187.44461479624567,185.19104242504613,192.35690362271237,186.8024587824174,177.64302804382385,193.74589317991737,195.08769030400578
20,1986-02-21 17:49:05+00:00,171.14762926028507,178.08529947965826,174.20971386129156,188.19010509949925,175.39614165281432,178.00865932297734,186.96102452394663,187.2449388021964,180.6559639685862,178.83777922014337,186.97579278786444,182.66773226558607,173.36463121656996,186.15225296045494,183.79437694483158
21,1986-04-17 17:54:06+00:00,184.13116371602794,195.53111181245245,202.7398342192271,192.8929018571772,182.01241978585557,184.27629306570168,200.68047656388723,195.82639192009955,195.5075322567543,193.40452368104587,201.94241260642428,197.94979582948793,198.82977171758142,203.89337077890448,211.27385500538475
22,1986-05-03 17:53:42+00:00,179.6883120322961,189.6620071625068,193.36269964750767,181.21926709291614,173.37726481962838,180.67364102619376,193.16106136684812,192.13120901530056,192.9141396462876,189.83606789130073,194.56118732524044,196.53765145759922,191.47500663413496,197.9949991335523,205.17133841797892
23,1986-05-12 17:47:17+00:00,201.44056130121845,194.23556289659442,199.9163528760183,194.73640793285773,181.68128626847147,183.42371668983142,194.94348859441982,200.44712824523674,196.30451526057772,194.89475004467585,203.79935083724268,197.65706507582792,195.66127748228138,200.65002185484798,208.16017095132534
24,1986-06-13 17:46:21+00:00,198.96181441830058,201.99045109718168,202.82608916369531,186.47788265154452,186.80004378982716,195.698348955991,191.23226346152433,196.07678130127985,205.40300025338297,207.19668170315475,213.4105179358862,212.33594821108738,209.5297044323691,215.5094869078863,224.10708982255318
25,1986-06-20 17:52:18+00:00,177.8832881547297,174.65370395028077,,,154.35718582947382,158.52661962403215,153.03471889484234,169.95064042978444,177.2794687923759,170.20738632935206,180.2733458694879,180.65334725646213,176.55021020863936,182.47011911066878,
26,1986-07-15 17:45:17+00:00,191.33894820876162,199.67255681220422,204.4149334700253,187.43208955351588,190.21008445905625,203.9632655052815,206.22162997628578,187.78491814635362,189.1041901673537,198.17168626502237,202.19608508003893,208.03702153184048,201.35508682975268,205.27348322448825,203.87636552605017
27,1986-08-23 17:50:03+00:00,181.3161837702974,186.91660962340637,185.9023302149244,179.95609425460748,176.98467886110996,195.6842129987716,196.6545055982108,181.04094587833902,184.8318479219001,186.69911462002466,204.24923289312238,201.3716680556754,205.5634100543425,212.20928158007524,199.60710385748027
28,1986-09-01 17:43:32+00:00,181.82399523744698,191.06179473287438,173.46578611343608,174.20478454817626,180.55186886783878,189.76857362778387,199.82058631368864,180.37500466726866,180.8068737830387,187.8332222179743,195.8770250243262,197.83299017761186,200.12759742346867,199.21231595759448,192.17125255848657
29,1986-09-08 17:49:28+00:00,175.8511868419295,186.02105739210697,168.65517581611576,173.63347017990353,173.41227121734727,185.35337485677337,191.45836837223638,172.11618134465607,178.38206933857893,180.32098828128997,196.34884218026613,192.88354795774467,199.4148581806683,196.29545413992943,187.71483815886762
30,1986-09-17 17:43:01+00:00,185.1545185122068,192.57246885477525,188.00438215679918,185.79591430529763,184.0584075324964,191.16541301496392,191.58848762537582,180.7651468129646,183.7302363374793,191.62400369521436,205.8813526733227,209.6440200553322,209.21143237600376,211.52041808457307,202.6577544517411
31,1986-10-03 17:42:31+00:00,176.71494365287083,178.43751004010653,167.37716354287886,167.61790693467498,178.57555036666258,175.76121390252644,181.19906370020027,181.74418090375093,184.5519055398084,179.55625744110637,191.21861762164468,183.26489815471805,194.79786419830978,189.768361274048,177.3764252091587
32,1986-11-04 17:41:25+00:00,176.80833986635548,186.58437202464202,165.80057161518727,177.57360823322117,178.7945427273628,176.65811201634887,180.46227520913232,185.01160980712095,187.59629324645033,175.64179808463996,181.90337126990067,189.32409487616025,184.0802899789819,185.37699027059287,173.94236013482646
33,1986-11-11 17:47:19+00:00,198.67698404258232,201.80600937958673,214.08775421525468,198.92575028825607,191.43031487998496,185.2996595475863,198.7631920646994,192.3087294407291,197.60753546166148,198.37744501892996,210.59283422071414,211.06373773294328,208.86780563357956,211.00264213069556,212.42896073748474
