,dates,per0186-0000,per0186-0001,per0186-0002,per0186-0003,per0186-0004,per0186-0005,per0186-0006,per0186-0007,per0186-0008,per0186-0009,per0186-0010,per0186-0011,per0186-0012,per0186-0013,per0186-0014,per0186-0015,per0186-0016,per0186-0017,per0186-0018,per0186-0019
0,1985-01-10 14:42:03+00:00,201.85673264392582,194.33612431679302,198.18999008119175,197.19917818120064,200.64912075263214,205.4285101534864,198.330364301516,189.96662328717812,182.9911314225675,186.3132798185144,188.7049213933055,206.29759983215922,173.85024959762956,175.13368568080733,185.5733943356512,181.38066706923132,178.65991508334048,189.6970766069809,190.3186942209614,196.6531793837628
1,1985-01-26 14:42:08+00:00,201.42424456831026,198.62883166581784,206.0603998351876,201.36434676496077,200.58834817385912,210.53944220324786,209.4804768389507,193.09628036206152,184.19844601593977,,,,,,,,,,,
2,1986-04-19 14:37:04+00:00,196.7742852412726,181.07735887675744,199.76919121740758,,176.89382720603612,201.05637947236292,,,,,,,,,,,,,,
3,1986-05-05 14:36:40+00:00,192.02328631579968,175.69770778121563,176.64657753068184,,165.98493171285287,187.41599214386272,,,,,,,,,,,,,,
4,1986-12-15 14:30:32+00:00,201.90748306304675,190.80513758395668,200.07372473243316,204.62623342241145,200.71537374075743,211.54600170912977,217.22478177953445,204.14864968644414,189.33099294737912,193.18328672243965,198.72305080418852,186.93908692208123,200.73763725462652,190.4766147490713,181.4418211062607,187.92018973998074,197.626418424265,191.4084193861725,186.8563651159907,206.1388070542135
5,1986-12-31 14:31:01+00:00,196.471946788416,180.56780689586333,194.33305370872404,199.16308217498482,192.70265322580954,208.71876108457514,212.6595455323523,198.7688404668498,190.30596492324764,194.99504076180676,201.3239917347914,184.51836271704065,197.87067410615694,185.21831680370371,181.11572349253123,183.49188788438914,199.85752163224421,190.922769387365,192.99313402289846,205.90353846327312
6,1987-04-06 14:34:23+00:00,191.53975848615434,173.811248766042,198.39387184248238,,170.67727603213194,211.80437212145154,210.77459435498594,,,,,,,,,,,,,
7,1987-05-24 14:35:48+00:00,192.9457092049052,176.25825527609024,164.31128628943418,,173.4692788461429,206.30219812134675,197.55307233890534,189.9069720964501,,,,,,,,,,,,
8,1987-10-31 14:39:29+00:00,200.77229464794794,184.51759031184758,185.50873850821145,197.04339125187272,200.6975603861673,195.08724206331794,205.36576537566583,191.49977116955876,191.6260961764741,188.15493936791293,187.44536046889857,,,,,,,,,
9,1987-11-16 14:39:51+00:00,203.722625557833,187.91286282001275,190.68834561451868,,,,,,,,,,,,,,,,,
10,1987-12-18 14:40:20+00:00,215.22109738726516,197.76613282602798,208.4893234955403,215.14329035495746,205.63072393713875,208.74694989795444,203.11422217082006,203.95115185464033,205.99770616284536,184.467413166604,199.10173745230503,197.06251028009123,200.9558038705562,166.35891538088424,175.00290186633828,,,,,
