,dates,aus0302-0000,aus0302-0001,aus0302-0002,aus0302-0003,aus0302-0004,aus0302-0005,aus0302-0006,aus0302-0007,aus0302-0008,aus0302-0009,aus0302-0010,aus0302-0011,aus0302-0012,aus0302-0013,aus0302-0014,aus0302-0015,aus0302-0016,aus0302-0017,aus0302-0018,aus0302-0019,aus0302-0020,aus0302-0021,aus0302-0022,aus0302-0023,aus0302-0024,aus0302-0025,aus0302-0026,aus0302-0027,aus0302-0028,aus0302-0029,aus0302-0030,aus0302-0031,aus0302-0032,aus0302-0033,aus0302-0034,aus0302-0035,aus0302-0036,aus0302-0037,aus0302-0038,aus0302-0039,aus0302-0040,aus0302-0041,aus0302-0042,aus0302-0043,aus0302-0044,aus0302-0045,aus0302-0046,aus0302-0047,aus0302-0048,aus0302-0049,aus0302-0050,aus0302-0051,aus0302-0052,aus0302-0053,aus0302-0054,aus0302-0055,aus0302-0056,aus0302-0057,aus0302-0058,aus0302-0059,aus0302-0060,aus0302-0061,aus0302-0062,aus0302-0063,aus0302-0064,aus0302-0065
0,1987-05-22 23:08:32+00:00,165.30571595225211,180.42924753720274,175.63303973926256,180.83388107144648,178.05050255220394,178.11849771843515,178.16930724079182,181.05704175038827,178.95704745173506,184.2855716866141,194.93970223506966,207.87404086570103,205.76548242416413,204.83177869744563,198.9513370331113,188.48491290771565,189.78290777536645,186.16780387540828,192.31049032214077,198.78865063141743,202.19479555934157,201.24429518166158,205.0446242893516,211.2071551655639,205.99164013074784,215.45680598727768,216.86710323961327,201.73343726042518,194.86546111159439,194.0833833909253,190.572678434151,190.07939867644382,206.32635811752004,207.6989660199756,198.37410424367476,190.74886302285668,194.10897060257182,200.64427704915516,207.95530950870256,213.27330325659395,208.06103889545088,200.56700328809725,195.50872933891495,196.5470672023337,195.06465899544799,190.00611674547758,172.22465138058482,186.36533234439815,175.22467359087432,176.03838944450425,183.3726717839107,176.66254402441783,188.00956869139907,190.60614485595048,198.75509833633336,189.03426454793293,194.314981769945,194.1192647061373,201.9755018155264,194.4830894261235,189.8015228377417,209.32586214108798,206.78181002833006,199.75106380641387,186.64611285830043,211.01443346022373
1,1987-05-29 23:14:53+00:00,167.4330210237564,180.0257840871416,176.27209166145732,177.5412716590272,177.07262809028575,174.58457194915866,175.2371625936142,178.83483080234583,182.2361214617202,184.47822489126108,190.97594475812193,195.24802159233323,202.54164320018154,201.54710607247728,195.5932807102094,192.65265315866716,187.88250324070083,189.5451140505872,191.16408497479608,196.73406724049724,206.4437683877024,206.30664995912653,206.25908881149783,212.79911512215213,211.01904504082145,214.5296112789869,211.85744725167504,198.117508832907,192.364322187912,188.17854973295073,194.4782212872775,196.49954529607686,209.36455291370805,203.01078673478492,190.46982281591457,187.2090636906455,190.38975241326062,206.44731212249314,203.1892250457461,205.5858102340716,195.9439131577248,196.8338434505468,198.57722857733182,205.75703195280812,197.86865064725862,195.83737842941156,179.67911678870564,188.69578143290568,181.35967581146195,179.7725914868028,180.75643989187904,182.16225024485522,185.0052777220194,187.9567408167701,195.9199761729825,193.33411613989557,196.23964826914917,195.51180145489823,196.5926150435718,193.0514250272186,194.6353102596803,211.6442974315289,207.75109360628701,197.96080684761176,185.89160088667026,192.24453107500358
2,1987-09-02 23:17:14+00:00,178.8725717022744,208.54218997010292,198.5034980092621,188.12346288934987,181.42800748196024,177.7063163958121,176.03543553159537,182.02783673487087,182.7360307923969,181.48713651329638,190.99874577441463,198.38608678819202,198.70701917912982,202.1402429483394,195.35088993747777,185.58151206506184,185.95590494315834,186.32994437220836,199.41828512900074,201.41576524385366,204.32125611635536,211.09244764482403,213.7862247612941,207.15998264134797,203.0156837748364,207.84934456593965,209.19262803710296,202.17723142181976,197.01727146348713,186.45792567638836,192.9887860668451,199.54384803890684,201.59720221633765,189.83172664564032,188.01858398869246,186.24082323716254,189.78241001485304,204.02946997708892,203.0010475155197,199.3749522196988,195.41632846007758,196.24610626743961,197.64910026400946,195.09897738600893,192.0593742185317,179.05341369963733,167.82787929075278,183.46251542848586,170.4339549226838,163.01444595837657,170.44740368226832,176.36410689045928,180.1045741943364,187.98551939160208,200.58131480658142,193.96488330446118,192.90404217713274,195.59422092387769,197.51729086494032,193.19576122136917,205.76239350682377,207.0768941690854,202.45767327381822,193.63526284645798,187.51302334817908,199.68532995455266
3,1987-09-18 23:17:38+00:00,202.71695916856248,222.8039350810924,215.5003966519883,210.86324907396968,199.253313972309,193.18167144182732,189.01720932437507,189.35897560573693,195.61493599021466,191.56238606011212,190.99964092321989,210.68283397363496,216.8622021344167,215.47451318708718,214.96457268436131,205.99965163673443,194.18516103893293,197.54965855880883,202.5274320991954,213.6316332720909,221.68385625499758,226.612510347573,221.16960995948978,218.162639863207,217.37265282756016,220.89819859157728,222.0432593218321,216.3253084834451,210.50569880582083,199.61442767228039,193.97763663419437,203.3981641574217,208.01989428731056,199.85097896579532,201.1108750874187,197.52232366328056,192.13592279324158,221.64178207325998,222.25498524077216,211.98673367354831,209.79632024370142,207.82527741750908,207.71717620897763,205.04325187006776,197.03355156258985,190.8727505415363,178.36840021534255,192.78015887097996,183.68417874962734,181.8649943546694,186.86442692805116,190.33830499552315,202.82491984481706,211.6034779815891,221.62885798687535,207.39516222459227,204.3239317837024,204.1618183438912,205.2700269861968,207.64013230525651,219.30987525343795,223.7588306090796,216.0474657404012,206.5618470522674,200.3242997826113,207.13806767729972
4,1987-09-27 23:11:39+00:00,206.2807841856339,222.90550072509035,225.19944673881557,214.5196214445326,208.82077535428468,197.86225794448976,198.94899281715718,191.39938084331126,195.58209239851394,204.96344326495537,201.00576284829515,211.30553264413297,222.13544650251887,218.42479689992626,215.2987941011471,210.09686379846562,208.44081155084814,203.58558627004632,209.39306845871943,214.8570751142161,226.97831778817584,225.05201359773787,225.8951296644954,217.31910024374824,217.53028208411752,217.92604713839762,217.39632182462302,208.66079865128702,204.14940435104637,198.15759969906006,202.20608321178295,200.57117651891232,210.15285249520835,198.15312145832905,196.81443934199189,196.87495024933014,191.37297401035048,220.9649782305642,220.8256348599144,219.879054983938,217.84379365984572,210.82047122704157,207.96390125823442,206.06708318700487,200.47106017499638,204.35668894475126,181.98128429177484,199.42341439884842,193.36889774576704,188.91447857250273,190.59813017143378,200.02091196042238,210.25504245892748,214.64574851200297,217.8579865121156,214.26061280949088,199.50654600505325,207.86478178381978,210.0964819350541,211.8343604612992,213.27923004962474,220.50431865995068,215.13183733652426,204.70598719855602,194.174296953995,216.40271062754584
5,1987-10-04 23:17:58+00:00,189.15653795637203,218.02444001994067,214.8821881049445,207.02895508130246,198.06809788519325,187.21881197648742,188.86517298291938,181.15792263527555,183.9781350656884,192.96410534344145,194.70096245564355,205.77130801118716,213.50068028702563,210.3791903827428,208.07090610675345,202.95328936861378,194.47293898696503,191.8680031992848,196.16420293944435,207.69159432534298,216.2520266380445,222.28808570331714,218.46843275778863,218.0638923117345,212.25233351105499,217.43669970946004,213.86598256805738,201.7312708325146,196.9642751421691,196.54692557167496,193.5013926520213,205.2891128934096,206.18400354203843,195.39933466920272,191.6919836907487,187.7876185269739,185.2147720189613,211.74239155169167,213.1578894062285,207.44696408403647,208.8289230610973,202.93978999230296,196.7158255475166,196.6048693729592,193.85832022142574,192.73151467812255,178.24078584237293,188.5094551588641,177.19009990285682,182.31086240670734,182.63008868744376,188.2269180674276,195.76344720730953,201.17583776892576,205.74135350975325,201.21778331364598,200.98485881323762,202.6033893613646,204.42792774175072,209.86231086213405,218.5074703409973,220.51839172385382,213.7623827622476,197.98526624849023,194.06880392793263,204.00983487022486
6,1987-10-13 23:11:57+00:00,202.1475180152633,235.6940755506883,220.43271973363318,212.54577796838103,197.13507788115723,190.86958977600366,192.64407971281037,190.24446676629725,192.09593073955696,194.00631109402508,201.54665570132988,211.2383803623898,221.88868147691156,215.56722794968965,213.88705960830862,204.51895430849518,200.90519709465968,198.16622200618107,203.59918081463005,215.2526772560967,224.73951202175957,227.71678339273856,222.6003155268681,217.0401283459046,220.19230410269375,228.19896041511097,216.7550401982735,201.3994488176051,207.0254843350246,196.3668140745911,198.2601757788424,205.42532801033258,209.60902369039098,196.97092979288382,188.93361521752212,190.7820218354672,184.38112866092538,217.7703509155636,220.50129898360086,215.22332256546915,213.76153772198356,212.57365907057036,203.09914262922945,200.0611140200946,202.67631963627488,195.13204323670493,183.10619828981388,190.89518561637456,187.704004787416,181.04018498175498,188.61311356906486,204.98982732901692,213.0714344884388,210.60110146359642,215.34290447774737,207.64536045878512,204.67447696667193,210.20628544114703,213.6818514694333,215.8434515791852,217.0257876666612,227.88161654115876,220.42574520252003,204.02702780802332,197.99344837965694,205.618067075681
7,1987-10-20 23:18:15+00:00,183.30151522711512,221.44088165509902,206.15640760709067,194.56650122198545,188.12735207420542,162.2024391650117,178.46622750435947,189.99050559790433,186.13778538384366,189.0783432355326,196.9607524926052,196.66138279256188,199.32152897413943,201.84756045207547,200.7379716998554,190.14749011490733,184.2079554700673,195.88916214949953,187.04937191617023,206.35912555193903,207.52658122543582,215.7165375693787,210.5339965182453,206.1696027043278,204.32455866501454,215.22372289931715,210.5522837402649,199.94738309003813,194.63640944197738,183.0601821638893,185.47298708694922,190.47685699185055,198.8442337895581,185.94938504323216,170.18848160968412,178.56614389009155,,,202.24666521566922,193.81287039461228,191.33368169521881,194.52952807456174,186.10917232257586,188.7906299419188,182.1148904490445,,,,,164.19667639833784,,174.5620236063491,177.93260784647126,175.9427029878653,193.76714800958297,199.06333936096573,172.11234676713832,182.37762112820806,187.38889966495876,191.4635266611924,195.69962944509567,201.88055391981112,190.13943883152245,183.7160542305555,181.65008228388558,193.48289443124634
8,1987-10-29 23:12:13+00:00,213.0547776620192,231.70615672459056,222.93399892588317,209.74567734229893,198.86883932324633,203.31817610043788,203.29355361686547,200.2842399628608,193.88377214575127,197.6308714092056,203.97583587855135,218.02550715052263,213.19553302623706,215.5561808745224,215.2515649579386,208.63421870962407,199.48939588475665,207.8618639995602,203.309534786099,210.8251006430217,221.09427804526626,227.61267637344483,216.9093329616962,212.6782626390875,221.46691099589893,225.36430448395157,227.17012040782598,218.93283102397152,199.0552691728243,202.6427182516875,205.13397550913515,209.35788250257218,211.46710433362097,212.993712151801,191.47984841472837,183.98354882424906,186.79671569080386,218.0470604406392,212.32918738530452,205.32047601097474,208.9756971385638,216.93874096835984,201.17375275493632,203.79406901994622,202.48737328335721,203.23980775105724,176.18226843846801,192.85848789650194,173.7484060750633,181.45616587145977,188.65030198033332,195.726312111508,195.59412040691365,186.51870318897681,206.58917769828255,204.3209558076683,193.33493696929813,206.30364927289088,203.5540137950088,199.82426362380227,210.24465469573022,215.86665871875599,205.52176305041095,198.66278539221096,192.4966368356576,206.665748156993
9,1987-11-14 23:12:35+00:00,201.6044982113138,219.86163124880056,210.17989276142242,204.152133958081,189.29158258095626,193.22244778555498,189.6224252307433,193.2079751840419,192.32201599492203,188.6485927212962,197.52525563718632,202.5321168134431,202.72054827780016,204.72732390552093,205.91057127095263,197.761936581404,191.41346697439477,200.0399792786746,198.70315274776377,203.88544431983254,222.20539902897661,223.9885117193227,221.4449765748227,209.65703840565055,213.57860597713673,221.48321485159818,220.9378604316827,216.1028765604381,203.53783587340564,191.5168269789041,203.07268768804963,203.26816520796922,206.93442809669375,213.8813037661095,200.04992053103948,187.45490447153273,192.86633714421893,219.5146391494297,217.70755402074792,206.6927171005909,202.71848798974145,213.665195752412,198.99660833062327,196.3087884011424,195.09485156344545,205.1393558236215,176.6465145039914,188.9073938609659,171.71497117096018,176.22498793820645,185.9751378045464,193.32359377183909,197.8410793559531,184.79624351123422,207.08109663234234,206.2452196413632,192.92785655395525,205.34470647199566,202.6283753500804,202.88241190949591,213.76016111772535,216.1576779966492,205.56922984563505,197.96456614445992,194.0783994337045,208.6598975891754
