,dates,jap0027-0000,jap0027-0001,jap0027-0002,jap0027-0003,jap0027-0004,jap0027-0005,jap0027-0006,jap0027-0007,jap0027-0008,jap0027-0009,jap0027-0010,jap0027-0011,jap0027-0012,jap0027-0013,jap0027-0014,jap0027-0015,jap0027-0016,jap0027-0017,jap0027-0018,jap0027-0019,jap0027-0020,jap0027-0021,jap0027-0022,jap0027-0023,jap0027-0024,jap0027-0025,jap0027-0026,jap0027-0027,jap0027-0028,jap0027-0029,jap0027-0030,jap0027-0031,jap0027-0032,jap0027-0033,jap0027-0034,jap0027-0035,jap0027-0036,jap0027-0037,jap0027-0038,jap0027-0039,jap0027-0040,jap0027-0041,jap0027-0042,jap0027-0043,jap0027-0044
0,1984-07-10 00:23:53+00:00,174.6927059171586,170.2710181511151,169.32908486259697,169.60110857742262,160.41998583928552,161.89373756174393,168.32754961697884,171.248089064162,163.7690826067269,165.9435297590175,163.79767115501312,165.65279923566152,169.97340791054415,172.69370103627963,169.60088999603036,166.67447464903935,166.6728867025001,167.90719010587244,169.50762870831463,166.24686387469026,166.99174390940692,166.92797224987862,163.76335708444088,164.0676746788419,167.69342084511672,155.29721957416427,153.30586513488333,141.55662919011883,139.86518266837453,139.94119701118547,136.5384277774113,132.13299029567338,142.23757242354776,136.67391901383598,132.5694496561598,144.59404940597568,150.7419132385762,145.6911716299586,149.74857789422794,152.36482905598496,167.1927317074188,177.65425747763402,177.0782923687668,173.33871252775128,174.3086621487876
1,1984-08-18 00:31:19+00:00,160.263912827245,157.65731921122114,156.26801577232078,158.33676047182584,152.52232745003693,158.47610928326367,156.77227812055168,160.01039611119506,163.37955567441207,157.9335863008941,153.31303764848153,155.48999161974982,157.42537830606864,164.84246062831085,164.58742676952164,156.48272201403344,159.18018413482133,159.6342073687604,166.21313760984222,162.73159928660493,159.3604185970746,156.0415296062252,157.85918501521675,157.92996014125052,163.78171941106348,145.25841902449827,146.05111026149612,128.60145414017313,131.8526274356043,138.09220988567134,132.27424131435873,123.9745534108091,131.55364008155152,130.90528534960248,134.32380564075228,137.85967030139514,134.6767958597018,140.70360645308924,141.8728656119464,147.536252254695,156.78083442020335,165.7510030947335,168.57163849712816,170.33890961502672,164.39501593198798
2,1984-09-28 00:25:25+00:00,171.56605689478425,162.16463360027424,163.80237193199787,170.59820631787346,166.67989691501882,167.54229336705083,168.23665783987323,169.90421285194492,166.72738109722135,162.85153496490784,159.57640736250264,159.5844982487683,164.61221791516533,172.016491952263,168.3290546167173,163.81260540752592,163.8635107430124,166.36743723538538,170.65053972790685,167.99221435354895,171.126015821055,170.29136056580018,171.2719005576475,170.49997424468285,163.94610271099089,150.2017783621426,150.64842043331208,140.26604046967458,133.69673973781073,138.81511871300842,135.0900375224059,126.59335750187373,139.16895476521756,136.68213694888942,134.45542527678168,151.07925847388077,148.40879945232047,151.7193386863231,159.5102211388871,156.32454380007835,168.56585716760412,178.77001107961226,174.83177985058427,173.74124279376662,174.38036029501836
3,1984-10-05 00:31:35+00:00,166.27922543922725,159.1148027114921,157.8835444581089,159.09336074197984,153.8193492199636,157.1199611660569,158.89092427846512,168.3593501090809,166.70739905112399,162.49686979240414,166.64393352443855,163.73693434971918,169.18043932033726,172.60587830747534,165.04975061984896,159.55160591793884,159.76224647207806,160.7103025415182,167.550758821497,164.80308775762566,166.34173256345878,165.21091765196505,163.89482516300495,165.35477922582305,164.27358115848227,157.3302975811506,154.7240324234579,146.7482211618244,140.3981727818665,135.01991311415063,133.48590795460203,127.03551262127488,136.53796193718188,126.16116032456381,137.02094040037096,145.39784538446742,144.53103893917418,140.41346811592524,146.7937293445136,150.63696722307049,166.58572559746565,171.1570387885056,172.8794585388128,172.402582289284,168.76196597943976
4,1984-11-22 00:31:21+00:00,171.78655217888289,163.09238311264716,158.63187925779988,157.76595439199338,153.80588897554222,159.8362581173697,155.92696461906337,159.60633908391543,159.11324420969706,158.60862593320104,162.76258163229323,159.42145832701732,160.3785190492025,167.09365924652974,164.9371049644327,160.58275126873076,162.40817940980438,161.0196464205382,162.23932580965754,159.77517722860586,160.06163783987225,162.9220748886461,165.15111614160028,162.15220259388343,163.2984272194127,154.0675521034221,149.71768412736225,136.84616925263632,132.16954324832926,141.63805448655688,136.70877591445492,130.5075521029084,126.06757384959971,126.79493937435097,124.49423634683936,144.08731275727985,133.65119897675999,144.43446731387652,146.86476163384907,155.61384832738537,168.38106427343445,169.17709373758981,173.31097576173022,173.27301769241743,174.22027457519653
5,1984-12-08 00:31:29+00:00,151.59746024434375,151.27256718928712,137.62035475245958,,,,,,,,,,,,146.71065194421084,143.47311170781728,139.54124918729195,142.84096679740975,148.8953393164421,151.73519818913778,151.02872065571887,149.4277071250225,143.67627545140147,148.50198597764887,147.33547926798937,133.6445184145689,135.48621603799842,115.19668305162655,94.1856155101487,104.04275062013333,,,,,,,,,,,,,,145.5911365471983,147.0990624999759
6,1985-01-09 00:31:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1985-05-17 00:31:35+00:00,176.96675332733798,167.96400895973485,166.52993101998914,163.97000038041006,162.82096254303687,158.8482374241981,165.87810122667992,164.92971077906293,164.4623230228354,162.4576355131151,167.50911893683906,166.17020641179693,167.56928851568313,172.06744575366963,172.28487785501787,171.80102930009082,168.1082698915759,172.7037735685591,166.1393542392553,163.64673714239808,164.9446546770862,163.0257097377087,163.8619001969885,160.11447325157542,163.84330335675975,154.12977981111908,158.74034423129052,141.36248635524444,135.84558355766399,143.92286851558345,136.92257764164628,132.760092853054,139.8417142690007,129.81945363907386,134.69710200822738,153.45974075748128,145.3482112368462,145.38751253965506,151.8063403514353,155.78725699743558,174.41381434683788,180.7010815677112,175.83247385043984,178.80447004791876,175.60119188354187
8,1985-06-18 00:31:33+00:00,165.63597072298947,159.21992913559208,160.52362164353048,164.19046807509287,160.47799366650236,162.2837857645709,163.6295695254567,167.386268817032,162.7345414387263,156.41357565435385,155.30138347216854,157.4706854599919,159.03861350074064,163.0946147425153,161.93456135858858,155.41416474024794,158.43051289132717,160.32503603586366,167.66003283138008,161.56410425587785,165.36609240977901,165.71339721051243,164.58083943055013,163.86539987137576,158.0714439875891,144.82653666331646,149.00649022337998,133.4036670360835,129.87460397421708,135.43679997668087,128.27660307727652,123.89006877196721,131.87516340610415,132.24969146359513,133.3864327404591,148.72362320727493,139.14811465153196,142.58551993357685,144.98636317734315,151.00623060502625,166.2747482829764,173.4327360628215,168.43307046876595,166.29907245028747,168.378731671014
9,1985-11-25 00:29:49+00:00,171.9501739573515,159.7049804600485,161.4530113189854,165.68419743044535,161.14653833781736,160.79255755946392,160.74095392363682,164.7587534370935,162.4777949485577,164.1939595776334,158.4546544175745,158.33104986068486,160.16941587179517,166.52240964572172,160.37325649657822,158.18329431301999,156.2178285663453,155.25944485659636,163.5498941392819,159.66307699222472,160.81369690140465,156.74091533167842,155.26303193012302,155.20029983424158,157.9991497401004,143.4977412869739,147.31459626630175,134.6200290485815,129.1468595626156,134.0290906969351,128.29609719029315,117.9566913672553,124.02242926511983,123.77779363870276,127.78820688602059,139.2400590418681,136.23999419041206,138.8894945234192,141.19438459573144,149.23412820691132,157.5159823083006,166.387772172352,170.48819199072932,171.01624807811248,170.76265625970962
10,1986-05-13 00:20:02+00:00,178.9657216846682,170.43642035394183,169.42578655924785,173.40900239464997,167.62395175529258,158.0080842608054,157.8774214252598,165.571433480772,162.85965443199277,163.20928716446406,162.4772215543279,160.4545997787743,175.27281269878495,177.5215482638161,173.59858462145175,169.5313528107234,169.10084470020763,171.9774192217541,177.5018042081167,167.53443025570684,165.64387988298992,163.6772902338987,167.32564814201874,160.81116686122382,165.6272025724111,153.25629081179238,159.12518222581215,148.75196093302083,147.21081577875614,150.39669191025598,143.67406366841587,143.00882534670305,147.78386201319583,142.15511778314072,142.19106837925938,149.57791528692496,151.4773274721132,147.35295145102145,151.76045162436608,156.96767079212145,167.25151734128212,173.5433988318864,179.76320245391344,175.17335429056197,175.91628467630056
11,1986-10-20 00:14:43+00:00,169.8892553138395,164.4145599541515,161.91376481567232,163.33345474967294,155.71335656543974,161.0039965085058,167.2685156166502,173.91059720381662,169.63990755759986,162.5357587494542,163.28458015855614,166.49316479861983,165.31561619458205,172.8075093642013,166.19156004963077,162.60010910028956,164.0214467797005,169.29203313113536,168.39046756133882,165.20184525429923,166.16990765936143,165.32016243582902,166.46959882150742,162.7433509377135,163.17871128112967,149.22790190472782,156.9588453151489,138.4745922947141,131.09955033596225,135.7277579778875,133.62417562001622,123.43427216022201,132.02946691773832,130.65188386953892,133.4802222200293,146.74125101376623,143.33753314159492,141.94665279277888,151.27658393153305,154.54595313302107,164.4399058874387,176.46879175547053,172.37548778309224,174.9865864028891,169.23697836894326
