,dates,usa_CA_0274-0000,usa_CA_0274-0001,usa_CA_0274-0002,usa_CA_0274-0003,usa_CA_0274-0004,usa_CA_0274-0005,usa_CA_0274-0006,usa_CA_0274-0007,usa_CA_0274-0008,usa_CA_0274-0009,usa_CA_0274-0010
0,1984-04-14 18:24:49+00:00,192.56878988800366,194.32560428776785,182.66843258513654,187.9472566810661,193.53046112650364,185.87190278066538,181.21639393995125,184.1318380773529,191.64642162167002,175.17572128597487,184.6543167894232
1,1984-05-25 18:19:21+00:00,213.56585039496207,199.9737214131279,193.59326264927176,182.79337668797515,179.92517310862297,175.18813792156809,174.96931349416235,174.40600043357819,178.38515442502398,189.6787906686779,186.7186090309873
2,1984-06-10 18:19:41+00:00,204.338120556621,196.07624023966682,194.32926529996232,177.8859126676021,176.79659658100874,169.76579752789394,166.16546804765625,171.51363935702605,175.797522837649,173.10889041298827,184.70058235220063
3,1984-06-17 18:25:59+00:00,209.0061366154516,198.58173238594065,185.1121059409061,167.2393850466053,162.96086013587097,165.97240499865316,175.44379224623694,168.01879044811727,170.86416774863594,172.88761307028906,177.20259783026776
4,1984-06-26 18:19:55+00:00,238.16020873352366,210.36514004751024,208.25860063353582,184.42602501897184,183.6185024229036,170.34027659941654,171.6918972329312,178.71108240413724,169.9332660671644,166.48479838303209,183.5585458771544
5,1984-07-28 18:20:39+00:00,233.383125007921,222.33982865804603,216.65521458251072,188.42029671318912,173.4444401800614,174.3327111003619,161.48081646793827,163.37812301223804,178.12540347416854,170.65198720680348,182.15464061424882
6,1984-08-04 18:27:04+00:00,245.45697857669992,231.9499388873806,218.09989657105965,194.33815728468952,175.44122292526774,172.37141961109967,171.08707579308822,176.8216847424931,179.2439481980368,175.32103518074283,193.04983346063224
7,1984-09-21 18:27:45+00:00,213.58038694732932,208.732699024826,204.27588438448925,192.6949540372262,179.30976648545465,172.99131606415366,159.56885489406474,164.5583809951145,173.55743268481848,168.46953528167032,184.20711586462483
8,1984-10-23 18:27:40+00:00,197.5534701893822,214.03216450557971,211.60568676989337,204.90371402962546,196.06833057995382,183.95181438244893,176.99088201024918,171.77516935526418,175.14937075680822,171.6518496724255,197.49928482159692
9,1985-04-01 18:28:00+00:00,157.352173733883,179.04424662723642,165.04480981010965,165.11473443223787,165.38985995494593,181.95385217002752,188.63170646243276,178.88638189997334,172.5858880988508,167.5662334202702,177.7456850174198
10,1985-05-03 18:27:48+00:00,187.89864447206747,188.57146647862467,186.22533456356885,171.32611054754332,174.93272133441107,182.87171316700747,178.90660767098984,179.1230653998073,169.88013749928396,165.79346420031592,185.81060028430917
