dates,nzd0005-0000,nzd0005-0001,nzd0005-0002,nzd0005-0003,nzd0005-0004,nzd0005-0005,nzd0005-0006,nzd0005-0007,nzd0005-0008,nzd0005-0009,nzd0005-0010,nzd0005-0011,nzd0005-0012,nzd0005-0013,nzd0005-0014,nzd0005-0015,nzd0005-0016,nzd0005-0017,nzd0005-0018,nzd0005-0019,nzd0005-0020,nzd0005-0021,nzd0005-0022,nzd0005-0023,nzd0005-0024,nzd0005-0025,nzd0005-0026,nzd0005-0027,nzd0005-0028,nzd0005-0029,nzd0005-0030,nzd0005-0031,nzd0005-0032,nzd0005-0033,nzd0005-0034,nzd0005-0035,nzd0005-0036,nzd0005-0037,nzd0005-0038,nzd0005-0039,nzd0005-0040,nzd0005-0041,satname
1999-08-17 22:10:26+00:00,362.14,338.20,333.17,329.17,335.71,346.37,383.26,344.21,309.69,271.84,305.92,339.23,356.31,359.87,355.43,358.76,366.68,369.58,369.36,,,382.67,377.73,384.27,381.05,385.46,394.76,391.30,383.19,374.85,369.98,370.99,371.31,381.51,376.66,383.85,386.00,,,,,404.66,L7
1999-10-04 22:10:38+00:00,369.66,337.75,335.87,333.56,335.71,346.37,383.26,344.21,309.69,271.84,305.92,339.23,356.31,359.87,355.43,358.76,366.68,369.58,369.36,422.95,422.02,402.64,396.01,403.31,400.76,395.42,398.53,393.14,391.71,389.09,389.11,385.60,385.31,389.99,390.97,392.02,398.04,436.72,448.81,447.55,451.81,420.11,L7
1999-11-21 22:10:24+00:00,370.56,340.15,336.69,334.99,339.35,347.85,385.01,349.97,320.03,285.08,314.69,344.62,364.46,370.18,366.94,370.69,379.59,382.36,380.56,405.44,406.95,402.24,400.80,406.06,404.35,396.87,398.40,393.16,391.76,388.44,388.18,386.24,386.53,390.44,393.01,396.43,401.78,427.73,439.17,438.72,441.11,422.86,L7
1999-12-07 22:10:30+00:00,370.43,342.03,338.28,336.61,341.35,348.67,383.07,352.86,325.40,292.26,322.01,352.73,371.27,375.68,376.06,377.74,381.25,385.72,382.03,399.32,399.68,399.46,398.21,403.63,402.07,396.89,397.45,392.03,389.99,388.02,386.94,384.19,382.04,388.62,389.17,397.31,396.60,417.82,426.42,431.91,431.70,420.51,L7
2000-04-29 22:09:53+00:00,371.20,346.32,340.69,343.89,351.67,358.41,385.09,362.03,326.28,321.04,342.35,371.02,387.64,390.45,391.08,392.45,396.36,402.28,399.17,398.99,401.17,407.22,410.26,411.96,413.20,410.03,407.16,402.26,396.20,393.60,388.35,386.87,385.48,390.89,394.22,404.82,402.24,415.81,422.83,430.69,428.11,428.70,L7
2000-05-15 22:09:42+00:00,372.64,346.55,341.79,344.30,352.28,358.13,386.38,360.62,325.91,322.43,346.67,375.72,391.73,391.16,391.08,393.27,398.35,403.44,400.92,398.31,399.52,405.56,408.32,411.47,413.26,409.93,407.36,401.28,395.32,392.08,387.75,384.71,383.87,387.57,391.10,400.45,401.91,414.80,422.26,431.14,429.07,430.28,L7
2000-06-16 22:09:26+00:00,373.54,341.01,340.29,347.37,355.02,360.62,388.27,360.53,322.50,334.92,359.05,388.96,401.98,398.83,395.14,396.62,398.85,403.01,403.33,398.58,399.22,402.66,405.49,407.80,411.75,410.32,408.40,400.15,392.40,389.33,384.82,380.90,381.36,384.53,389.60,396.06,404.45,416.73,426.83,435.64,432.53,439.64,L7
2000-09-04 22:08:22+00:00,373.16,341.43,339.73,345.20,351.54,357.66,385.91,359.42,322.44,326.99,353.38,387.91,399.25,392.76,389.69,391.82,395.50,400.77,402.00,395.89,394.31,395.78,400.35,403.64,407.46,406.31,403.44,395.22,389.13,385.82,382.12,379.38,379.12,381.32,385.99,394.48,400.28,412.67,422.12,429.60,429.21,430.41,L7
2000-09-20 22:08:03+00:00,373.69,341.07,339.70,345.50,351.48,357.93,386.07,358.26,321.14,322.19,351.06,387.19,399.19,390.71,387.21,388.21,392.02,399.16,401.68,395.26,392.02,393.27,396.66,399.30,402.78,401.83,399.01,391.63,385.85,382.73,378.45,375.09,373.44,375.87,381.38,388.63,400.28,402.57,413.65,422.67,421.41,417.82,L7
2000-10-06 22:07:59+00:00,375.57,339.75,339.34,345.21,351.57,357.31,386.11,357.21,319.13,316.62,348.61,386.18,398.94,390.77,386.19,387.20,392.38,400.10,403.74,397.82,395.29,396.15,397.15,398.54,402.60,402.69,401.62,393.28,385.71,382.69,378.34,375.09,373.88,376.90,381.94,389.06,399.91,402.98,412.22,420.95,420.06,416.25,L7
2000-12-25 22:08:03+00:00,377.36,341.97,340.67,344.49,348.64,354.49,383.69,358.44,322.10,301.98,345.61,384.41,398.01,386.47,381.56,380.11,384.30,393.82,397.70,392.93,389.18,387.71,385.33,388.32,390.41,392.75,392.88,385.24,379.51,378.82,374.25,370.37,364.96,370.68,371.69,378.06,382.62,387.72,396.70,404.76,405.82,399.96,L7
2001-04-16 22:07:42+00:00,377.26,348.11,346.01,345.64,346.67,353.35,381.27,364.33,330.32,318.81,364.08,388.00,404.00,400.65,398.08,398.06,396.63,400.01,395.84,392.02,390.94,388.90,388.38,394.24,395.47,394.04,397.52,392.36,386.21,386.24,380.24,376.31,365.58,375.15,370.65,374.48,374.83,394.00,403.62,408.84,408.83,401.75,L7
2001-05-18 22:07:26+00:00,373.57,348.79,344.23,339.75,341.41,347.37,379.54,364.33,319.32,320.15,359.49,387.12,405.18,404.35,398.56,401.33,403.45,406.05,404.93,401.42,405.47,398.52,396.89,400.34,402.51,405.16,410.38,405.09,395.61,391.52,386.93,383.96,375.81,381.59,381.68,388.23,392.72,409.49,419.92,422.75,422.67,401.75,L7
2001-06-19 22:07:05+00:00,371.91,346.14,341.33,338.35,340.06,346.13,380.09,358.99,317.15,318.88,356.10,385.87,402.85,401.07,397.22,402.27,405.38,406.65,403.87,398.84,400.63,395.81,393.97,398.84,401.87,406.05,409.97,403.95,394.19,389.73,384.43,383.96,375.40,380.15,381.62,387.67,393.05,408.30,419.24,422.44,423.25,401.75,L7
2001-08-22 22:06:23+00:00,368.13,342.44,337.40,335.14,336.35,343.57,375.78,352.73,316.28,306.01,343.83,381.20,397.47,394.70,394.11,399.27,400.94,403.52,402.13,394.32,396.83,393.55,393.43,395.86,400.56,404.22,409.78,404.08,392.59,385.04,381.60,383.32,375.60,378.95,381.80,389.90,393.72,411.34,420.87,421.81,421.98,403.32,L7
2001-12-12 22:06:14+00:00,365.31,337.80,333.34,336.60,337.05,344.37,377.51,349.66,321.06,287.03,330.57,369.35,384.31,380.55,385.61,392.51,389.55,389.62,383.21,376.27,375.85,377.09,378.20,383.36,387.53,391.63,395.28,390.93,383.15,376.57,370.81,366.24,362.33,367.83,366.98,373.82,371.25,391.94,397.92,401.94,404.61,391.70,L7
2002-06-22 22:06:03+00:00,364.15,339.76,333.85,328.71,331.78,336.79,379.61,356.69,305.47,304.53,341.01,374.84,391.95,386.88,381.35,390.57,392.65,390.24,388.04,384.42,376.94,379.14,385.61,387.77,394.44,,,,,,,,,,,,,378.02,393.17,402.97,,,L7
2002-07-08 22:06:00+00:00,363.21,336.05,333.27,330.45,333.65,335.95,381.94,354.38,307.98,290.30,334.91,368.06,380.81,370.64,374.12,374.42,378.13,375.21,374.62,371.61,367.98,365.57,359.77,371.91,377.49,373.42,374.31,368.33,370.38,359.77,357.19,,342.00,343.28,338.44,338.47,319.65,360.67,393.17,402.97,,369.81,L7
2002-07-24 22:05:50+00:00,364.80,338.36,334.78,332.27,336.78,337.75,383.03,353.24,314.98,295.18,340.85,371.02,381.56,372.39,377.66,376.95,377.65,374.11,373.90,371.07,370.29,368.97,363.26,370.12,375.91,377.36,383.19,376.77,377.83,369.41,368.09,369.65,352.30,343.28,338.44,338.47,319.65,360.67,393.17,402.97,,369.81,L7
2002-10-12 22:05:14+00:00,367.42,339.90,337.07,335.21,339.30,341.13,384.29,353.58,316.00,296.70,337.56,368.40,384.33,378.10,381.04,381.44,383.77,380.85,378.64,374.84,374.74,374.57,370.75,377.74,382.62,386.52,392.89,386.13,384.25,376.77,373.89,377.44,363.07,366.79,364.71,364.12,355.31,373.61,394.93,402.26,416.56,395.43,L7
2002-11-13 22:05:30+00:00,369.34,339.56,337.31,336.42,341.19,343.81,384.31,352.62,314.61,302.40,332.55,368.40,384.33,378.10,381.04,381.44,383.77,380.85,378.64,374.84,374.74,374.57,370.75,377.74,390.36,394.53,399.54,390.30,387.55,380.86,378.58,378.32,370.67,377.92,376.38,364.12,371.71,381.87,394.27,402.26,416.56,395.43,L7
2003-11-16 22:06:11+00:00,374.12,348.39,342.14,,,,390.33,352.75,319.16,305.07,341.96,382.86,407.19,412.29,414.53,412.28,400.86,,,396.26,389.81,391.07,392.32,388.34,388.71,389.66,388.95,375.44,360.84,,,,374.82,377.54,382.60,386.96,,,,,,,L7
2003-12-26 21:56:18+00:00,374.12,351.93,344.83,349.82,350.57,350.18,391.16,358.49,333.98,327.42,359.37,391.93,416.19,415.56,418.55,414.39,403.95,400.39,400.27,400.08,394.23,395.49,395.57,392.33,396.16,390.88,389.15,378.67,366.11,360.27,369.16,382.83,382.35,390.44,394.19,402.10,416.32,415.13,419.29,424.17,425.43,433.16,L5
2004-02-04 22:06:41+00:00,375.45,351.93,344.83,349.82,352.56,352.43,390.04,357.98,332.97,331.04,361.21,394.14,414.94,416.17,417.04,414.39,403.95,400.39,398.72,397.20,391.17,392.80,394.09,392.03,394.59,390.97,390.02,378.67,366.11,360.27,368.74,375.60,377.77,386.33,390.47,397.32,401.11,406.14,411.12,424.17,425.43,433.16,L7
2004-04-08 22:06:49+00:00,375.43,354.52,345.73,349.82,352.56,352.43,390.82,360.12,336.25,328.89,364.25,395.12,411.08,413.13,418.67,417.11,403.95,400.39,398.72,392.89,387.61,389.67,390.22,389.57,393.10,391.13,389.06,378.29,368.59,360.27,368.74,375.32,374.11,383.64,385.18,392.70,387.99,399.16,406.05,417.10,411.26,433.16,L7
