dates,nzd0005-0000,nzd0005-0001,nzd0005-0002,nzd0005-0003,nzd0005-0004,nzd0005-0005,nzd0005-0006,nzd0005-0007,nzd0005-0008,nzd0005-0009,nzd0005-0010,nzd0005-0011,nzd0005-0012,nzd0005-0013,nzd0005-0014,nzd0005-0015,nzd0005-0016,nzd0005-0017,nzd0005-0018,nzd0005-0019,nzd0005-0020,nzd0005-0021,nzd0005-0022,nzd0005-0023,nzd0005-0024,nzd0005-0025,nzd0005-0026,nzd0005-0027,nzd0005-0028,nzd0005-0029,nzd0005-0030,nzd0005-0031,nzd0005-0032,nzd0005-0033,nzd0005-0034,nzd0005-0035,nzd0005-0036,nzd0005-0037,nzd0005-0038,nzd0005-0039,nzd0005-0040,nzd0005-0041,satname
2000-12-25 22:08:03+00:00,378.68,351.13,346.53,348.79,350.18,355.94,382.87,372.04,341.12,312.98,367.93,387.42,404.33,397.76,394.50,387.07,379.47,383.71,378.38,380.53,382.65,381.90,374.85,385.50,381.30,385.87,387.03,381.71,380.98,387.15,381.43,373.68,360.61,374.91,363.93,366.03,361.66,383.21,393.96,400.26,400.48,397.85,L7
2001-04-16 22:07:42+00:00,375.84,345.08,345.50,342.49,343.16,350.76,379.67,356.61,319.53,324.63,360.23,388.58,403.67,403.55,401.66,409.04,413.80,416.32,413.30,403.52,399.23,395.91,401.91,402.97,409.64,402.21,408.01,403.01,391.44,385.33,379.05,378.93,370.54,375.40,377.38,382.93,387.99,404.80,413.27,417.42,417.18,405.64,L7
2001-05-18 22:07:26+00:00,366.19,350.17,340.67,327.96,330.90,335.40,376.08,,297.30,322.85,350.32,385.37,407.53,411.73,399.53,407.89,417.09,418.12,423.12,420.20,434.52,417.74,413.90,412.55,416.60,427.40,436.10,430.55,414.40,402.07,400.31,399.27,396.29,394.45,403.72,415.73,428.52,440.45,452.53,450.56,450.35,,L7
2001-06-19 22:07:05+00:00,366.95,338.18,332.63,334.15,335.98,342.42,381.72,348.33,310.65,315.04,345.90,382.10,395.87,391.24,393.20,405.10,411.16,408.46,400.68,391.12,386.13,387.68,385.21,394.35,399.92,408.71,408.73,400.53,389.94,384.35,376.91,,374.15,375.83,381.43,386.00,394.03,404.74,417.18,421.52,425.01,,L7
2001-08-22 22:06:23+00:00,363.55,336.32,330.81,335.95,335.36,345.72,365.65,353.25,337.66,261.51,318.89,368.74,382.80,372.27,382.03,375.04,361.73,371.17,371.44,362.43,367.44,372.89,372.68,373.56,376.06,378.55,386.27,382.24,374.58,368.40,370.11,371.75,361.44,370.14,364.68,374.93,364.34,395.39,400.50,397.74,395.37,401.01,L7
2001-12-12 22:06:14+00:00,365.44,338.91,336.58,339.71,339.81,344.98,385.16,347.41,314.87,284.53,326.92,357.20,374.27,378.13,381.61,397.40,395.77,389.22,377.50,375.27,373.99,370.69,376.70,382.16,386.60,387.62,390.84,390.02,384.92,376.97,365.42,360.72,351.40,357.52,354.82,360.54,355.38,375.68,376.07,386.55,393.44,382.39,L7
2002-06-22 22:06:03+00:00,364.15,339.76,333.85,328.71,331.78,336.79,379.61,356.69,305.47,304.53,341.01,374.84,391.95,386.88,381.35,390.57,392.65,390.24,388.04,384.42,376.94,379.14,385.61,387.77,394.44,,,,,,,,,,,,,378.02,393.17,402.97,,,L7
2002-07-08 22:06:00+00:00,362.28,332.34,332.69,332.20,335.52,335.10,384.26,352.07,310.49,276.08,328.81,361.28,369.68,354.41,366.88,358.27,363.62,360.18,361.20,358.80,359.01,352.01,333.93,356.05,360.53,373.42,374.31,368.33,370.38,359.77,357.19,,342.00,343.28,338.44,338.47,319.65,343.33,,,,369.81,L7
2002-07-24 22:05:50+00:00,367.96,342.97,337.79,335.89,343.04,341.36,385.22,350.97,328.98,304.94,352.73,376.95,383.05,375.88,384.75,382.00,376.67,371.90,372.45,370.00,374.91,375.75,370.23,366.55,372.76,381.30,392.06,385.22,385.28,379.05,378.98,369.65,362.60,,,,,,,,,,L7
2002-10-12 22:05:14+00:00,375.29,344.53,343.96,344.04,346.86,351.26,388.07,354.60,319.04,301.24,327.71,360.53,392.65,395.21,391.16,394.90,402.13,401.06,392.89,386.14,388.11,391.39,393.21,400.60,402.76,404.85,412.30,404.83,397.08,391.48,385.51,385.23,384.62,390.31,390.97,389.77,390.98,399.47,396.69,401.55,416.56,421.05,L7
2002-11-13 22:05:30+00:00,377.04,338.18,338.28,341.26,348.74,354.53,384.38,348.77,309.08,325.22,312.47,,,,,,,,,,,,,,421.31,418.54,419.47,402.83,397.47,393.14,392.64,380.07,393.45,400.16,399.72,,404.50,406.64,392.95,,,,L7
2003-11-16 22:06:11+00:00,374.12,348.39,342.14,,,,390.33,352.75,319.16,305.07,341.96,382.86,407.19,412.29,414.53,412.28,400.86,,,396.26,389.81,391.07,392.32,388.34,388.71,389.66,388.95,375.44,360.84,,,,374.82,377.54,382.60,386.96,,,,,,,L7
2003-12-26 21:56:18+00:00,374.11,355.47,347.52,349.82,350.57,350.18,392.00,364.22,348.80,349.77,376.77,400.99,425.19,418.84,422.57,416.50,407.04,400.39,400.27,403.90,398.64,399.91,398.83,396.32,403.61,392.09,389.36,381.90,371.37,360.27,369.16,382.83,389.88,403.34,405.77,417.23,416.32,415.13,419.29,424.17,425.43,433.16,L5
2004-02-04 22:06:41+00:00,378.13,,,,354.56,354.68,387.79,356.96,330.95,338.29,364.91,398.58,412.43,417.39,414.01,,,,397.16,391.45,385.06,387.42,391.11,391.43,391.46,391.17,391.76,,,,368.32,368.36,368.62,378.11,383.03,387.77,385.89,397.16,402.96,,,,L7
2004-04-08 22:06:49+00:00,375.34,359.70,347.52,,,,393.18,366.57,346.08,322.42,373.36,398.07,399.53,404.00,423.57,422.56,,,,379.95,376.94,380.26,378.61,382.21,388.62,391.59,386.18,377.53,373.57,,,374.77,363.10,375.59,369.33,378.83,361.76,385.19,395.90,410.02,397.09,,L7
2004-05-18 21:58:14+00:00,370.87,354.26,350.72,353.12,349.14,,,,,,,,,,,,403.76,388.20,391.26,374.45,374.04,373.59,,,,,,,,,,,,371.59,372.18,382.34,392.94,411.98,422.18,427.50,419.43,,L5
2004-06-11 22:06:38+00:00,380.32,330.30,337.66,339.72,348.92,339.84,382.45,357.96,313.85,,,,438.74,,450.93,444.93,,426.41,406.17,375.62,375.05,,,,422.01,416.98,,,,,,,,,,,,,,,,,L7
2004-06-19 21:59:10+00:00,,334.30,329.40,338.18,332.41,330.77,355.11,340.64,318.79,300.14,336.66,357.57,378.84,391.09,401.63,399.81,383.70,372.80,368.14,350.95,351.01,352.67,356.57,362.26,365.05,369.57,373.57,361.48,359.42,355.35,357.80,350.09,348.17,355.29,346.38,,360.60,385.40,402.37,402.53,,,L5
2004-07-21 22:00:04+00:00,354.50,336.55,331.44,334.38,335.14,335.80,368.92,348.44,320.14,317.29,354.03,369.39,379.93,376.30,385.65,387.76,378.22,372.83,364.08,363.37,366.09,370.67,367.08,361.94,364.36,359.73,357.25,351.87,352.99,357.88,356.61,,356.98,362.02,359.18,355.75,352.65,362.15,376.66,375.24,,,L5
2004-08-06 22:00:22+00:00,372.64,357.94,336.00,331.15,329.87,340.96,366.64,347.01,306.31,312.69,344.66,,391.32,392.76,383.89,404.38,396.90,384.19,379.72,380.08,385.37,388.95,377.09,383.32,376.46,367.72,366.26,365.58,358.60,363.94,370.35,369.66,364.39,381.42,384.16,397.74,389.36,407.41,415.14,412.11,415.28,417.62,L5
2004-08-22 22:00:48+00:00,358.67,334.50,338.46,336.49,334.41,337.56,364.84,348.38,293.12,293.60,320.14,362.85,388.81,388.92,392.25,398.43,386.48,364.84,363.56,361.83,369.97,364.55,366.90,371.12,377.52,366.92,364.04,359.04,356.71,347.00,350.36,349.05,356.28,355.88,357.46,360.51,352.68,370.84,383.99,382.43,,,L5
2004-08-30 22:06:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,379.81,368.43,371.27,365.78,370.07,374.45,371.53,,,,,,,,,,L7
2004-11-18 22:06:34+00:00,382.86,360.88,363.29,363.22,362.69,351.79,,,,339.48,361.25,402.13,417.30,412.57,415.00,421.13,417.41,398.89,386.85,,,,386.41,381.88,385.82,399.54,401.00,393.69,378.29,367.56,362.25,365.35,,,,,,,,,,,L7
2005-01-13 22:03:41+00:00,392.33,380.87,365.54,362.65,358.86,354.08,392.21,367.33,351.90,370.01,404.86,418.35,436.79,429.94,439.57,440.13,427.38,410.77,398.39,394.42,383.76,384.58,402.83,402.55,411.58,414.09,422.06,416.36,401.06,393.04,395.23,399.74,392.48,390.42,388.05,399.67,,,,,432.16,440.79,L5
2005-03-10 22:07:17+00:00,385.76,365.98,358.13,356.75,354.44,,,,349.83,352.26,393.26,391.79,416.18,412.31,428.05,430.17,411.83,391.63,,,,,,,,,,,,,,,,372.64,378.42,399.48,363.44,364.69,372.16,396.21,,,L7
2005-04-03 22:04:40+00:00,422.01,,,360.15,365.22,362.41,400.69,401.69,,408.40,379.42,402.21,427.64,,,,,,427.73,402.31,408.89,406.14,413.25,423.39,435.24,428.36,411.48,411.15,410.02,415.03,414.19,407.36,414.04,407.75,411.75,406.25,,,,418.42,,459.70,L5
2005-04-19 22:04:43+00:00,403.24,396.93,379.55,376.45,369.84,365.29,384.21,368.93,358.04,374.38,376.61,414.18,439.87,450.62,460.62,455.71,438.68,423.25,411.98,400.24,397.92,400.88,413.46,420.99,426.68,423.70,422.74,417.85,400.14,392.95,394.30,393.70,395.04,396.73,407.50,409.66,,,,430.91,434.01,443.86,L5
2005-06-06 22:05:05+00:00,360.30,343.63,338.49,343.18,343.79,339.14,384.10,356.38,,348.40,380.98,392.62,404.81,,,,389.47,373.45,370.09,366.17,373.48,372.69,380.69,373.47,380.08,378.03,379.93,372.95,368.47,368.90,366.62,361.51,357.47,364.16,362.31,366.46,358.29,371.27,384.31,393.72,386.38,400.06,L5
2005-06-14 22:07:02+00:00,369.07,352.50,349.53,349.83,,,,,,,,,,,,,397.85,388.52,381.11,376.57,380.59,381.60,392.44,395.75,,,394.08,389.47,382.83,374.76,370.03,,370.62,373.03,378.30,379.87,,,,,,,L7
2005-09-26 22:05:42+00:00,383.75,350.97,357.49,361.86,365.37,361.07,391.78,364.43,365.38,,412.56,,458.38,460.45,457.43,445.94,424.01,409.16,390.96,384.47,382.41,388.24,396.68,403.16,410.70,413.48,409.08,398.00,383.84,384.73,381.40,382.58,385.68,387.20,400.34,393.62,391.28,402.55,417.67,407.16,416.07,427.82,L5
2005-11-21 22:07:07+00:00,380.36,358.33,357.72,357.88,,,,,,,,,,,,,,,,,,,397.62,393.40,405.76,409.15,409.41,395.73,390.61,383.25,381.32,,,,375.75,384.60,379.60,390.58,404.87,401.42,409.13,413.18,L7
2006-01-08 22:07:25+00:00,,,,386.75,401.97,,407.41,399.32,,,436.63,,460.40,449.37,,,,416.34,407.57,405.78,403.49,402.21,423.97,,434.52,429.77,429.01,,,406.37,393.07,393.48,404.66,395.58,402.94,394.48,399.15,408.52,416.14,,,,L7
2006-02-09 22:07:38+00:00,378.75,363.55,362.88,361.19,361.57,358.92,383.61,,,,373.75,408.35,424.44,424.25,427.52,424.75,416.79,403.99,394.68,389.41,,,390.26,394.18,395.20,395.25,394.04,391.32,387.66,378.04,375.45,371.12,,,371.05,368.52,369.22,381.56,389.90,396.52,412.48,413.42,L7
2006-04-06 22:09:08+00:00,371.52,350.41,351.41,351.96,355.35,,,,,,,,,,,,,,,,,,,,391.51,386.02,383.59,381.85,372.28,367.63,365.51,362.08,352.47,339.02,342.45,346.25,344.65,368.76,384.20,396.98,411.31,402.22,L5
2006-04-14 22:07:36+00:00,,,361.56,360.95,,,,,,,,,,,,,,,,,,391.12,397.94,400.28,403.97,402.48,400.54,388.25,381.11,378.16,,,,373.93,372.07,383.51,371.10,397.13,410.24,412.10,414.77,412.67,L7
2006-05-08 22:09:38+00:00,369.53,344.30,344.55,346.98,355.03,350.41,373.81,344.79,303.15,336.54,375.47,427.79,431.16,425.63,420.02,409.01,392.07,381.17,379.28,380.37,381.67,388.84,396.28,398.60,393.81,392.47,385.14,379.28,365.41,362.89,360.39,366.49,359.99,361.87,364.51,373.52,378.04,393.66,400.07,400.48,405.34,410.64,L5
2006-06-17 22:07:34+00:00,,,,,,,,,,,,376.67,388.62,373.68,,,,356.99,356.96,355.89,362.12,366.08,367.55,357.95,,,,,,326.23,336.84,,317.28,328.33,326.68,337.43,338.79,355.57,364.88,,,,L7
2006-06-25 22:10:20+00:00,373.50,349.80,346.99,354.83,356.70,362.95,390.67,360.36,335.94,330.44,375.76,399.81,411.73,409.27,402.70,401.52,381.14,382.28,372.91,370.36,377.96,375.06,383.24,385.74,387.33,387.54,386.14,383.39,373.98,366.05,364.74,357.88,353.07,357.48,352.27,368.17,367.16,379.01,402.65,426.32,423.41,425.69,L5
2006-07-03 22:07:28+00:00,,,338.88,338.32,344.57,347.70,377.07,344.45,299.27,317.19,342.97,390.58,404.84,,,398.24,392.08,381.64,371.88,364.28,362.34,368.33,374.82,375.69,377.84,,,,358.07,344.61,345.54,,336.02,335.35,344.85,,356.30,,,,,,L7
2006-09-05 22:07:11+00:00,,336.34,338.35,338.82,348.82,357.57,381.84,352.21,303.64,308.10,353.64,396.36,,,,394.74,390.84,381.61,373.16,369.76,374.73,372.54,374.58,375.56,367.99,,,363.90,356.04,356.02,352.00,345.07,339.18,344.67,350.05,348.21,351.28,,,380.46,383.38,383.15,L7
2006-09-21 22:07:05+00:00,,,345.21,351.32,357.83,364.68,386.43,361.56,327.67,336.73,367.27,401.99,417.54,,,,398.83,389.31,382.29,381.38,380.95,380.60,379.68,381.53,383.07,384.14,,,371.91,361.99,366.60,360.38,355.62,364.84,367.01,377.83,373.89,391.92,,,413.15,412.78,L7
2006-10-07 22:06:56+00:00,,,,,,,,,,,,,,,405.11,399.26,387.65,378.59,377.68,375.85,376.65,373.17,372.86,,,379.43,380.04,375.09,363.35,365.31,,,,,,,,,390.26,396.86,396.97,402.30,L7
2006-11-24 22:07:37+00:00,375.90,362.81,358.18,365.82,,,391.70,366.06,338.25,358.33,397.29,429.57,445.29,436.14,434.29,418.85,405.97,,,384.29,383.99,394.76,397.83,396.90,395.47,391.94,394.37,388.00,380.96,,,,361.79,377.36,367.80,385.72,391.76,403.47,412.12,423.50,426.29,,L7
2006-12-10 22:07:44+00:00,,,359.39,358.43,357.82,364.11,395.50,366.20,334.35,338.40,382.68,416.12,434.78,,,405.54,395.03,377.95,379.90,381.70,383.09,391.02,390.22,386.65,386.36,,,,367.06,363.30,362.10,356.66,357.06,356.19,366.40,373.30,381.02,,,,409.86,409.89,L7
2007-04-17 22:08:06+00:00,,,361.89,363.98,368.36,373.54,398.21,372.16,343.84,,433.87,448.44,460.09,,,,412.93,401.07,396.83,395.10,391.24,392.92,392.60,390.78,,,,,,,,,,,,,,,,,,,L7
2007-07-22 22:07:45+00:00,367.11,339.62,344.05,350.38,357.44,367.03,381.02,,,335.70,413.12,442.54,460.44,440.98,427.58,396.84,376.19,368.12,365.76,,,,388.89,385.75,381.05,379.45,378.73,370.75,359.75,354.54,351.65,,,,347.47,360.44,373.05,375.63,392.25,402.77,411.05,405.72,L7
2007-10-02 22:10:31+00:00,371.29,349.15,349.92,354.87,355.60,364.27,386.06,345.89,312.83,344.68,388.20,429.22,446.44,441.03,421.38,395.14,385.26,377.94,373.42,375.09,366.42,372.51,373.80,378.46,377.25,379.49,385.25,375.38,366.55,360.09,353.13,347.19,329.77,338.91,340.82,355.87,352.03,361.68,382.72,393.35,399.96,396.60,L5
2007-10-10 22:07:19+00:00,364.93,346.95,345.19,346.69,351.56,356.73,,,,,404.13,440.57,454.39,446.25,426.04,399.19,383.19,375.83,374.61,,,,383.14,380.88,386.26,386.79,378.11,371.53,367.63,357.83,353.82,,,,351.62,362.39,355.21,379.27,383.98,396.35,398.69,397.78,L7
2007-11-27 22:07:48+00:00,,,352.87,355.15,363.34,368.68,394.59,372.02,345.51,369.40,439.67,452.35,464.40,,,,414.25,398.22,387.45,390.51,388.88,390.61,391.07,392.26,392.78,399.46,,,381.57,373.68,365.44,369.79,361.53,371.09,365.75,375.14,371.50,,,,414.83,422.26,L7
2008-08-09 22:06:47+00:00,,,,344.03,345.38,350.26,379.63,354.04,358.91,372.27,378.86,391.39,402.62,415.24,,,373.79,368.63,364.21,366.06,368.92,376.93,375.23,374.35,372.45,373.81,,,369.24,370.40,370.19,365.48,360.72,359.45,360.29,364.87,369.63,390.76,,,401.58,399.84,L7
2008-09-10 22:06:32+00:00,359.09,336.85,338.62,335.63,340.33,340.18,,,,,316.37,365.89,376.56,367.11,,,338.59,346.30,349.95,,,,348.86,345.96,349.17,358.92,365.80,359.73,353.84,341.68,344.24,,,339.51,336.80,339.97,339.35,346.91,364.66,362.59,368.61,,L7
2008-09-26 22:06:23+00:00,379.14,347.04,349.46,355.67,366.82,,,,,321.07,354.09,396.56,408.87,402.65,392.16,387.48,376.17,372.43,,,,380.82,375.57,378.97,380.68,379.89,384.66,384.18,365.61,368.26,,,386.32,386.05,380.15,377.14,375.09,379.16,388.06,390.82,406.94,409.23,L7
2008-11-13 22:06:43+00:00,379.47,360.21,357.24,357.85,357.35,,,,,322.93,373.79,401.49,421.79,409.73,401.35,395.77,383.85,378.74,,,386.68,386.99,387.48,381.93,387.48,390.91,390.37,388.04,383.78,379.30,,,375.91,386.05,380.09,394.40,394.11,399.94,408.95,405.53,407.50,416.12,L7
2008-11-29 22:06:55+00:00,,,,,,,,,,,,,,423.71,418.84,404.81,388.09,385.14,389.28,390.46,391.41,391.42,,,386.74,390.73,403.46,394.35,393.59,390.97,389.61,390.75,391.73,400.93,,,407.23,405.65,413.76,419.76,411.22,419.10,L7
2008-12-31 22:07:13+00:00,,,364.70,362.47,362.45,365.98,390.26,370.20,337.53,329.52,396.65,,,,413.98,414.41,388.47,381.19,378.95,388.79,393.10,380.12,381.36,,,,397.31,390.95,382.42,378.63,380.48,377.33,371.04,380.28,374.77,,,,404.64,400.17,393.69,402.28,L7
2009-01-24 22:02:55+00:00,390.68,377.15,371.73,374.40,377.87,383.85,399.50,378.23,324.07,364.80,408.89,427.84,434.15,440.52,439.17,432.61,409.52,391.29,384.30,404.87,416.89,406.77,396.36,398.18,405.55,412.61,416.02,412.18,407.85,400.19,395.48,396.32,398.23,405.74,404.29,418.25,426.73,431.42,429.56,429.02,423.97,427.23,L5
2009-06-09 22:08:01+00:00,371.87,358.20,,,355.83,360.98,392.15,353.16,331.45,383.14,430.14,442.39,448.87,439.21,433.06,,,,378.16,381.00,377.55,385.76,387.04,381.00,386.24,389.04,393.44,,,370.66,375.37,,371.33,380.82,385.13,399.47,402.51,408.52,412.12,,,410.93,L7
2009-09-29 22:07:43+00:00,365.86,354.30,351.51,357.79,,,381.83,350.98,309.77,355.29,391.46,422.65,425.04,409.66,391.72,381.55,378.37,,,376.52,373.66,374.59,372.71,370.86,376.69,375.10,380.63,372.47,359.77,,,345.88,335.06,338.75,346.91,346.97,344.07,357.25,368.96,376.71,380.16,,L7
2009-10-15 22:07:44+00:00,,,,,,376.88,393.51,366.73,317.34,364.80,397.78,436.90,451.60,436.84,422.60,407.34,,,382.92,385.91,388.55,388.15,387.84,388.45,389.35,391.09,391.38,388.27,,,,363.25,370.57,367.93,375.93,382.55,375.84,382.81,393.08,398.75,,,L7
2009-10-31 22:08:00+00:00,388.73,365.49,364.39,365.48,372.58,381.90,398.95,369.84,329.30,347.92,,445.90,454.71,442.87,426.76,418.38,403.04,397.60,391.92,393.95,397.67,395.51,,,403.54,402.74,403.50,395.98,384.89,376.33,374.27,370.26,367.44,373.12,,,389.86,391.89,396.55,403.74,401.17,397.76,L7
2009-11-16 22:08:13+00:00,370.14,347.98,344.83,347.75,346.06,351.67,382.32,361.49,333.01,328.17,406.05,,,,394.30,391.87,376.71,378.16,375.83,377.75,383.99,383.12,387.00,,,,383.08,375.43,370.94,361.64,364.42,365.27,352.01,354.44,355.27,,,,368.70,385.22,390.15,,L7
2009-12-18 22:08:39+00:00,385.34,369.00,364.33,370.95,376.79,389.14,403.35,380.49,360.53,,,,455.80,451.09,444.15,431.62,420.08,410.19,409.04,408.10,409.62,,,,406.82,405.15,409.76,400.57,392.31,389.84,391.10,391.59,388.18,394.08,,,412.88,423.80,422.83,429.57,430.96,432.01,L7
2010-02-12 22:08:30+00:00,393.54,379.00,374.69,382.47,385.19,395.54,409.51,381.52,375.85,,443.52,455.63,448.19,450.69,456.30,440.16,424.86,419.23,419.99,419.71,416.82,413.14,412.40,414.28,416.43,419.96,420.31,412.64,405.60,397.35,395.14,396.77,391.50,398.30,398.60,411.64,411.80,422.12,426.55,429.67,426.10,436.70,L5
2010-03-08 22:09:41+00:00,,,383.71,393.37,401.31,419.76,420.10,,,,,,452.68,448.71,,,441.49,428.06,427.14,440.52,,,449.49,435.58,431.84,,,,418.60,414.39,416.20,421.14,426.69,418.16,427.83,426.24,430.02,433.13,,,440.04,441.85,L7
2010-03-24 22:09:46+00:00,402.85,400.59,397.40,393.66,405.26,418.72,435.23,,,,,,438.71,439.77,458.12,446.90,427.68,416.96,415.58,454.33,449.61,452.44,432.77,,,412.81,434.30,425.61,420.50,405.79,397.91,408.48,402.69,411.32,410.31,,,409.45,408.24,405.09,415.11,419.62,L7
2010-05-27 22:09:43+00:00,,,,345.14,344.63,354.45,373.23,345.95,371.13,421.70,447.16,448.74,447.02,432.51,,,,378.87,382.27,384.33,389.58,395.77,395.69,392.89,391.82,388.86,,,,357.16,355.28,356.38,350.75,366.07,357.94,365.07,,378.49,,,,375.99,L7
2010-06-12 22:09:43+00:00,363.83,339.32,339.39,337.58,348.25,349.24,387.95,359.57,337.10,385.14,,,428.25,410.15,382.70,389.27,368.76,368.49,366.85,370.37,380.42,378.22,,,375.82,378.34,373.47,375.09,362.28,361.01,362.01,,351.31,348.21,,,,369.00,,,,,L7
2010-07-14 22:09:48+00:00,374.33,355.82,352.78,355.90,359.95,,,,,408.01,437.59,448.40,445.15,440.21,415.58,409.75,388.12,380.31,,,,391.84,391.70,385.94,392.63,403.25,400.77,392.38,384.20,374.99,,,363.71,372.58,370.57,384.67,385.83,401.79,414.08,402.11,393.52,404.84,L7
2010-07-30 22:09:48+00:00,385.51,367.27,,,,375.99,396.77,365.34,326.94,417.36,453.91,471.21,472.09,450.36,437.54,423.24,,,398.30,401.21,403.87,407.25,413.47,419.67,422.54,422.58,422.76,415.19,,,378.94,383.56,383.94,386.56,392.76,403.22,404.21,411.50,424.74,427.20,,,L7
2010-08-15 22:09:49+00:00,373.95,358.76,360.43,362.52,366.53,371.93,385.07,375.64,355.95,,,448.07,453.15,433.79,416.00,393.65,384.99,383.20,382.22,388.77,394.65,,,396.79,396.09,393.50,392.95,384.80,371.67,366.86,358.39,360.19,353.71,,,370.35,370.37,383.12,393.69,391.41,,375.40,L7
2010-09-16 22:09:53+00:00,371.79,352.33,349.32,343.52,354.97,,,351.17,305.90,,,426.21,420.87,402.24,385.66,374.19,367.23,361.65,,,387.87,393.65,395.31,395.24,386.08,383.33,388.02,380.99,370.56,362.21,,,342.49,,,344.24,331.73,345.00,,358.47,365.70,352.35,L7
2010-12-05 22:10:32+00:00,,358.88,357.89,364.13,373.48,381.63,405.77,373.18,324.94,394.27,436.79,440.82,,,,408.20,391.35,385.24,393.56,402.03,405.82,405.31,408.01,404.82,409.58,,,395.05,392.51,387.18,384.95,382.63,391.02,389.63,388.08,389.99,,,,397.92,396.54,398.27,L7
