dates,satname,nzd0005-0000,nzd0005-0001,nzd0005-0002,nzd0005-0003,nzd0005-0004,nzd0005-0005,nzd0005-0006,nzd0005-0007,nzd0005-0008,nzd0005-0009,nzd0005-0010,nzd0005-0011,nzd0005-0012,nzd0005-0013,nzd0005-0014,nzd0005-0015,nzd0005-0016,nzd0005-0017,nzd0005-0018,nzd0005-0019,nzd0005-0020,nzd0005-0021,nzd0005-0022,nzd0005-0023,nzd0005-0024,nzd0005-0025,nzd0005-0026,nzd0005-0027,nzd0005-0028,nzd0005-0029,nzd0005-0030,nzd0005-0031,nzd0005-0032,nzd0005-0033,nzd0005-0034,nzd0005-0035,nzd0005-0036,nzd0005-0037,nzd0005-0038,nzd0005-0039,nzd0005-0040,nzd0005-0041
2007-07-22 22:07:45+00:00,L7,378.38,349.95,352.32,359.92,366.98,375.89,389.88,,,360.50,437.92,460.25,478.15,458.69,448.25,417.51,391.69,380.52,377.03,,,,399.22,396.08,392.32,390.72,390.00,382.02,372.15,366.94,365.43,,,,362.97,381.11,393.72,396.30,412.92,423.44,428.76,426.39
2007-10-02 22:10:31+00:00,L5,374.56,352.15,352.32,357.64,358.37,366.84,388.63,348.46,317.97,351.88,395.40,434.36,451.58,446.17,427.38,401.14,389.76,381.54,376.69,378.09,369.42,375.51,376.80,381.46,380.52,382.76,388.52,378.65,370.15,363.69,357.13,351.69,334.27,344.05,345.32,361.87,358.03,367.68,388.72,399.35,405.10,402.60
2007-10-10 22:07:19+00:00,L7,353.66,336.62,336.92,337.15,342.02,347.87,,,,,379.33,422.86,436.68,428.54,405.37,378.52,367.69,363.43,363.34,,,,372.81,370.55,374.99,375.52,366.84,360.26,355.23,345.43,340.04,,,,336.12,341.72,334.54,358.60,363.31,375.68,380.98,377.11
2007-11-27 22:07:48+00:00,L7,,,337.00,336.84,345.03,351.68,377.59,355.02,311.51,321.80,392.07,418.35,430.40,,,,384.50,374.42,365.81,370.68,369.05,370.78,371.24,372.43,371.14,377.82,,,357.77,349.88,339.00,340.04,331.78,337.09,336.00,335.47,331.83,,,,380.83,382.59
2008-08-09 22:06:47+00:00,L7,,,,354.65,356.00,360.12,389.49,363.90,378.62,399.87,406.46,411.10,422.33,434.95,,,391.04,382.43,376.76,377.56,380.42,388.43,386.73,385.85,385.00,386.36,,,383.04,384.20,385.52,382.73,377.97,379.16,377.54,387.87,392.63,413.76,,,421.29,422.84
2008-09-10 22:06:32+00:00,L7,372.54,349.18,348.49,347.01,351.71,350.75,,,,,345.97,387.03,397.70,388.25,373.77,357.01,357.09,361.10,363.40,,,,361.19,358.29,362.62,372.37,379.25,373.18,368.64,356.48,360.68,,,360.65,355.30,364.64,364.02,371.58,389.33,387.26,389.75,381.53
2008-09-26 22:06:23+00:00,L7,386.23,353.54,354.66,361.67,372.82,,,,,336.67,369.69,407.70,420.01,413.79,405.16,400.48,385.92,380.23,,,,387.32,382.07,385.47,387.77,386.98,391.75,391.27,373.41,376.06,,,396.07,397.19,389.90,390.14,388.09,392.16,401.06,403.82,418.08,422.23
2008-11-13 22:06:43+00:00,L7,359.29,341.71,342.44,340.77,340.27,,,,,278.53,329.39,369.78,390.08,378.02,364.35,358.77,356.10,356.54,,,368.18,368.49,368.98,363.43,367.30,370.73,370.19,367.86,361.58,357.10,,,348.16,354.34,352.34,357.40,357.11,362.94,371.95,368.53,375.79,379.12
2008-11-29 22:06:55+00:00,L7,,,,,,,,,,,,,,393.14,383.17,369.14,361.34,363.74,369.83,372.63,373.58,373.59,,,367.29,371.28,384.01,374.90,372.19,369.57,365.83,364.00,364.98,370.36,,,371.56,369.98,378.09,384.09,380.65,383.43
2008-12-31 22:07:13+00:00,L7,,,353.63,349.70,349.68,354.12,378.40,358.34,313.82,296.32,363.45,,,,386.31,386.74,367.72,364.59,363.86,374.96,379.27,366.29,367.53,,,,382.22,375.86,365.82,362.03,362.04,356.58,350.29,356.57,354.02,,,,376.97,372.50,369.98,374.61
2009-01-24 22:02:55+00:00,L5,379.23,366.65,363.33,364.71,368.18,374.85,390.50,369.23,306.07,339.60,383.69,409.84,416.15,422.52,418.17,411.61,393.77,378.69,372.85,394.37,406.39,396.27,385.86,387.68,394.10,401.16,404.57,400.73,395.25,387.59,381.48,380.57,382.48,387.74,388.54,397.25,405.73,410.42,408.56,408.02,405.97,406.23
2009-06-09 22:08:01+00:00,L7,355.51,343.20,,,341.98,348.12,379.29,340.30,305.74,347.14,394.14,416.68,423.16,413.50,403.06,,,,361.80,366.00,362.55,370.76,372.04,366.00,369.88,372.68,377.08,,,352.66,355.37,,348.83,355.11,362.63,369.47,372.51,378.52,382.12,,,380.93
2009-09-29 22:07:43+00:00,L7,378.04,365.47,360.44,368.10,,,391.40,360.55,328.91,382.09,418.26,441.79,444.18,428.80,414.05,403.88,395.12,,,387.69,384.83,385.76,383.88,382.03,388.87,387.28,392.81,384.65,373.17,,,362.63,351.81,357.89,363.66,369.30,366.40,379.58,391.29,399.04,399.30,
2009-10-15 22:07:44+00:00,L7,,,,,,383.02,399.65,372.87,329.63,382.00,414.98,449.19,463.89,449.13,436.93,421.67,,,390.74,393.08,395.72,395.32,395.01,395.62,397.17,398.91,399.20,396.09,,,,374.00,381.32,380.22,386.68,396.88,390.17,397.14,407.41,413.08,,
2009-10-31 22:08:00+00:00,L7,389.64,366.32,365.06,366.25,373.35,382.61,399.66,370.55,330.73,349.92,,447.33,456.14,444.30,428.43,420.05,404.29,398.60,392.83,394.78,398.50,396.34,,,404.45,403.65,404.41,396.89,385.89,377.33,375.38,371.51,368.69,374.55,,,391.53,393.56,398.22,405.41,402.60,399.43
2009-11-16 22:08:13+00:00,L7,355.23,334.31,333.90,335.13,333.44,339.96,370.61,349.78,309.58,295.37,373.25,,,376.70,366.97,364.54,356.21,361.76,360.92,364.08,370.32,369.45,373.33,,,,368.17,360.52,354.54,345.24,346.20,344.77,331.51,331.01,334.77,,,,341.37,357.89,366.72,
2009-12-18 22:08:39+00:00,L7,364.43,349.83,349.00,353.26,359.10,372.71,386.92,364.06,327.67,,,,422.94,418.23,405.82,393.29,391.33,387.19,388.13,388.93,390.45,,,,385.91,384.24,388.85,379.66,369.31,366.84,365.54,362.84,359.43,361.22,,,374.55,385.47,384.50,391.24,398.10,393.68
2010-02-12 22:08:30+00:00,L5,381.72,368.17,366.02,372.47,375.19,386.25,400.22,372.23,357.28,391.78,417.52,437.06,429.62,432.12,434.63,418.49,408.61,406.23,408.17,408.88,405.99,402.31,401.57,403.45,404.61,408.14,408.49,400.82,392.60,384.35,380.70,380.52,375.25,379.73,382.35,389.97,390.13,400.45,404.88,408.00,407.53,415.03
2010-03-08 22:09:41+00:00,L7,,,388.91,399.37,407.31,425.33,425.67,,463.90,512.37,527.50,,463.82,459.85,,,451.24,435.86,434.23,447.02,469.82,469.27,455.99,442.08,438.93,,,,426.40,422.19,424.87,430.89,436.44,429.30,437.58,439.24,443.02,446.13,,,451.18,454.85
2010-03-24 22:09:46+00:00,L7,414.12,410.92,405.67,403.20,414.80,427.58,444.09,,465.24,487.39,,,456.42,457.48,478.79,467.57,443.18,429.36,426.85,464.66,459.94,462.77,443.10,,,424.08,445.57,436.88,432.90,418.19,411.69,423.98,418.19,429.03,425.81,,,430.12,428.91,425.76,432.82,440.29
2010-05-27 22:09:43+00:00,L7,,,,336.37,335.86,346.31,365.09,337.81,354.84,398.90,424.36,432.45,430.73,416.22,,,,367.47,371.91,374.83,380.08,386.27,386.19,383.39,381.46,378.50,,,,345.76,342.61,342.13,336.50,349.78,343.69,346.07,348.76,359.49,,,,356.99
2010-06-12 22:09:43+00:00,L7,350.01,326.65,329.26,325.89,336.56,338.38,377.09,348.71,315.39,354.74,218.62,,406.54,388.44,357.37,363.94,349.76,353.29,353.03,357.70,367.75,365.55,,,362.00,364.52,359.65,361.27,347.08,345.81,345.12,,332.31,326.50,,,320.10,343.67,336.83,223.88,,
2010-07-14 22:09:48+00:00,L7,351.60,334.99,336.11,336.67,340.72,,,,,358.01,387.59,412.69,409.44,404.50,373.91,368.08,356.87,355.31,,,,371.01,370.87,365.11,369.90,380.52,378.04,369.65,359.20,349.99,,,332.46,336.87,339.32,343.00,344.16,360.12,372.41,360.44,357.81,363.17
2010-07-30 22:09:48+00:00,L7,373.87,356.60,,,,366.85,387.63,356.20,308.65,391.76,428.31,452.92,453.80,432.07,416.21,401.91,,,386.66,390.54,393.20,396.58,402.80,409.00,410.90,410.94,411.12,403.55,,,364.72,367.56,367.94,368.27,376.76,381.89,382.88,390.17,403.41,405.87,,
