,dates,per0207-0000,per0207-0001,per0207-0002,per0207-0003,per0207-0004,per0207-0005,per0207-0006,per0207-0007,per0207-0008,per0207-0009,per0207-0010,per0207-0011,per0207-0012,per0207-0013,per0207-0014,per0207-0015,per0207-0016,per0207-0017,per0207-0018,per0207-0019,per0207-0020,per0207-0021,per0207-0022,per0207-0023,per0207-0024,per0207-0025,per0207-0026,per0207-0027,per0207-0028,per0207-0029,per0207-0030,per0207-0031,per0207-0032,per0207-0033,per0207-0034,per0207-0035,per0207-0036,per0207-0037,per0207-0038,per0207-0039,per0207-0040,per0207-0041,per0207-0042,per0207-0043,per0207-0044,per0207-0045,per0207-0046,per0207-0047,per0207-0048,per0207-0049,per0207-0050,per0207-0051,per0207-0052,per0207-0053,per0207-0054,per0207-0055,per0207-0056,per0207-0057,per0207-0058,per0207-0059,per0207-0060,per0207-0061,per0207-0062,per0207-0063
0,1984-05-08 14:32:57+00:00,188.49458395011476,180.28444017405704,190.3182976183389,187.68716059305464,180.33654009997161,177.94582022997156,178.7914247181534,168.9848506756623,165.80661222994863,169.0470790030405,175.32254153380097,187.2875827442301,202.66991781357174,193.138396860804,187.65809599641617,187.06246803070528,192.52959950230476,199.62933206807367,215.01376472769738,210.04137018381374,206.60697692310154,205.2911716200562,209.61409185849095,212.4619281827425,214.26906032916253,210.3754066502657,212.14949815431106,206.40163905471485,220.50895002512988,230.70438000240898,226.9816308019532,226.28530917726638,216.00265579961422,201.54501349097814,201.69952968552673,191.8165366208402,183.72253048697797,172.72677410030576,172.17232153860908,172.08593658532268,175.7313503218472,180.99164948848184,182.48173974632832,179.15457918174118,182.1497700848024,188.0007082399051,190.6643381410684,190.5214851841107,196.49993517110988,199.5376881804708,210.352999610644,208.69767586062486,208.8419577042854,193.58631100257492,193.03988781764713,189.37964562222433,194.7429612313063,208.82983099654325,211.87096195227622,212.53496414916327,195.89596235659582,187.77943357300748,175.32247196085348,167.9548586516433
1,1984-12-02 14:35:30+00:00,184.94494618506081,180.64198330606314,188.56334066829228,179.63482678499258,174.82632526691012,175.54566915162187,169.55680614022543,164.62488267967825,155.7817616246593,161.19783767689722,170.87564529018758,180.4444703441593,195.7690924723529,194.71749599149683,188.98276892682654,188.1562617433083,194.7529278047623,203.335233970707,214.51444346217525,210.08882315206486,209.5255856999659,200.55031666630998,204.5769589017869,214.48154098651196,217.0017952319489,211.15285961366092,210.4361397308201,208.22711903390183,216.58836013830498,222.71673979641403,220.90294936567793,223.04124364962473,211.6943004953548,196.5990388833428,200.73125902250968,195.03878098406784,181.92840731742947,177.72168389189454,180.23316725236486,187.00558395900583,187.5513384633656,191.8701201984681,191.52072280219446,193.111099688754,190.6381815199765,192.86138573536027,197.95654854504716,200.1471376699715,204.15584831389532,204.23624197797824,207.7834862782318,219.68605970059033,209.66181493390602,198.26972931236165,186.93250651854947,197.0302510416061,199.6420136770579,208.37961386016087,213.97673145528455,212.57304882979335,205.60754989624837,197.84975471953433,189.3720788776909,198.53424523554037
2,1985-01-03 14:35:49+00:00,191.22722207019893,191.24573638946504,192.8078381942863,187.65850274964038,187.88776176037257,195.1776336281568,189.7980066095041,180.74929015742924,181.14454507671266,186.45111124309307,189.85645963506892,203.27879447119744,219.8849462824316,210.13009059548432,209.52787280262336,210.70208242827067,216.9566241936678,221.70180669815412,235.93374465198056,232.3813858497392,224.98293135923026,221.75089808452836,226.23841686060666,229.26667629883013,233.03849357973692,230.39248619363187,227.44620592778168,223.9529906152789,229.85312965752792,237.81609940804861,235.28449066434484,233.810439278461,227.1426348988246,206.3105874679112,199.85003107704597,193.28177206478586,188.59495312899816,184.3797309045728,188.20673577110384,187.62149474247494,193.11524342164068,199.59468839115223,199.7746567966469,200.67631037551777,200.17343869906142,205.69089509186256,201.88990671553478,201.76195911864005,217.51405954314845,215.40769821259335,227.39108856175335,232.4441185037613,226.8408411071673,215.47066325391756,203.86338897153814,207.84820964369777,216.1745077874342,224.29415819456486,230.284212592178,220.4055996282318,216.60858769421083,209.87873227427542,210.7055990920141,218.62411111574397
3,1985-03-24 14:35:57+00:00,184.89042237462291,184.32728494556744,191.8058125897736,187.097641921989,183.1766458144944,180.68148209383793,178.87513158354358,163.0918882786666,164.14791797350506,169.07651019698523,172.5120319902019,188.89616705169533,199.18555604035944,192.5368908680326,186.4387313640843,189.12318493255142,195.78312407178134,200.60521327221542,209.77379943824945,204.9178286928073,196.93659608691647,192.9644689665014,198.18131179814964,207.6689198060184,207.307502776065,206.44834788380473,204.0833170642091,205.15571083244032,210.2883536520958,218.82765682169395,218.67176965614263,213.95179872403273,207.65074355515756,199.59472144754437,195.94005493601384,191.48634760358783,180.1759147710472,178.49912909519844,181.18044650202802,185.90041556883924,188.9986389094033,193.76458705741862,191.69665377440617,189.05573631268007,189.1038180456553,196.35238266823296,198.16387176821507,201.07007747448645,204.3239082642028,202.14816483359414,216.00999973376878,213.4072267526463,208.4462898210855,193.2781314051432,189.93923066572603,189.407205784648,197.86573257597,210.8022638607613,213.7214137290124,210.37058438156177,199.36848559233226,189.6097295312295,184.6024883711967,188.1363531165207
4,1985-04-09 14:35:54+00:00,178.90617317265696,172.85186525236955,178.4037054655198,171.05590664642045,164.11337182786946,166.43508906573396,155.6601453674043,153.78503609768745,147.23512157348557,150.37198530395352,154.75754220314343,169.4728329391748,179.7461533994247,176.0569250369125,172.37679833014167,172.79245793958165,176.5052732940884,186.01827982968663,199.06856451861552,193.7514041275676,194.52346355174114,191.9265056581455,192.6021201524643,200.35504710572002,202.05638438887073,198.29353375488222,197.62739699933985,199.426572752184,205.34169409006586,214.80993507404392,212.29459344957405,215.1666899592483,210.26862133549918,193.40042603673578,190.93076246080986,183.11924353536529,176.7582766025779,166.38084258234727,168.83674977667897,179.55860158097235,185.972366415927,191.3172661529469,187.0448129921029,187.71500295634445,186.2238435810414,186.991784814458,191.82970329999995,190.57959718649136,196.6989299728209,197.94753514002085,204.44160818630337,212.44847558269387,200.33173694020445,188.5468310217993,175.79736539771352,186.97409807562005,192.90075408473845,202.69019924277842,204.15861677385516,198.10163648486193,186.30937867431047,178.78949803393857,173.3881928369074,171.68778379560592
5,1987-10-08 14:32:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.92620478562174,180.99213388448027,173.9441326138091,176.4975302105761,181.35601182851877,187.03588052045322,191.62788457594024,191.5239638595709,185.0960942171673,183.91147543258887,180.53450422515937,183.43123218338854,180.6439590087868,184.67462581232687,,,,,,,,,196.26587378372318,,,,,,
6,1987-11-09 14:33:55+00:00,186.62298286122243,184.7253157693266,195.56414189093726,186.32311390476627,190.39904013084202,187.2948148241898,178.67519205832903,170.25639817950272,171.16514036800484,168.85553161838283,176.21342050319268,190.51115522815724,207.4504354356917,200.62460477422334,195.8029326980569,196.23514138816495,197.7674512014546,202.87330557188938,219.62712735200947,211.00408544085087,207.66531383417595,204.42808887380386,206.39842786449566,209.09121875521527,214.29306257984973,214.02712505300875,207.0212707455255,210.16111288757256,215.66414827055343,224.0279727774171,224.0777564129269,223.0537813748915,223.71887670547721,204.16358136880848,202.24759966550093,194.47039610241848,186.18110198571898,182.44704824804109,182.0955334126583,189.27725246363107,195.53363153198455,199.43705601006116,196.02262715415858,196.76014948351474,196.66151369694452,193.34858739144212,195.5589444694021,197.10277636798816,198.5600023897615,204.31408798120077,210.62096487706532,213.76479560293967,204.8724871096157,196.4323819192064,188.65654088753115,188.36444082280045,196.33158859020043,211.71309107707032,217.00955466837289,218.43985042245123,209.66353152269585,194.75327724068381,193.79499146684583,192.27855410558087
7,1987-12-11 14:34:02+00:00,193.23479298772241,197.0744401989629,199.74085827197024,196.58354226066075,194.28900748669682,195.49447648900167,189.15499973606214,177.4551544704658,172.75481452314273,174.16186982730997,188.12602248481608,200.64363858684118,217.10809863860288,207.93954878995106,207.78443622467324,204.50731565534412,210.84455769404548,213.1040373786367,222.72497930658142,216.36679383862463,210.4782752228806,208.25995778954916,214.51737743792867,224.3593953659911,223.38200152309483,218.55978454290315,217.9914811616318,220.3583754377383,225.9697471247672,233.87041459524386,232.48404234128213,230.9323213394371,223.6544636782371,204.69097270319165,206.9534011924507,198.32382094700301,191.635232941216,189.96293371404016,194.32593873456824,198.82474347987144,200.49440796664325,206.1925940481795,205.74810543881497,202.6512456393971,197.56152736534426,201.02625896677887,198.39653347901165,196.90069964745106,198.4392087955077,202.1847547370911,216.08746692160378,221.45404207814713,213.02842475086857,198.96371483047207,195.28958371382183,197.43648245274093,200.34343650968228,211.0350982881361,217.8347748506016,215.93306254994337,205.51541074882283,196.07962535551655,195.1882883214193,210.56838612191325
8,1988-01-12 14:34:35+00:00,191.2701110887092,196.098417927485,198.79094025079254,192.83092574740382,189.04454016527365,193.99318544825027,182.38372513625745,175.1601558924283,172.9087911635836,177.64786585484808,187.4489854944506,201.94811563266285,217.3319000732478,209.35820920167373,204.8206321073439,212.02993953373164,207.28220795312654,218.0664522425125,222.22175397049844,220.33655461692769,209.78246182057137,210.69182428382095,212.32886278290857,223.54557509252132,224.80695957527155,219.5787105873711,219.99451701725866,220.8301199789026,227.14298964097054,234.97863187361153,232.4700150281069,230.67705284459424,227.54430578648885,211.89100924095564,207.15018075001458,200.964329997908,194.34129531062246,191.09142482198763,194.98119929958037,199.27902458570293,201.43271372153967,211.44974205269267,204.73227923515088,199.32936732987073,202.88290933708683,201.49278161823494,200.62221891964367,202.26721277188702,202.36787337175753,205.55783373883318,220.01181470256003,226.78304959062143,217.9141048802939,200.81528209172927,192.26412277541795,198.49491416314962,202.28522021020945,217.64139186981856,223.36681355286623,214.76572937307515,207.79182400621937,200.68118524351712,199.52994784237518,205.5879940433313
9,1988-03-16 14:35:30+00:00,190.39285681370518,193.52731151253263,195.30811935723537,184.90867115971707,178.25752887374935,181.24243633652026,172.70599295534728,169.1854848725242,168.5926586131248,170.09119079388228,178.24845625095196,192.97350487778562,205.22037166070572,197.9349880145599,191.14502907439459,194.50365337645258,196.78037717571098,205.66261873098705,219.93079821581728,217.16814316451996,210.84350162255154,208.44589732836,207.9191089636208,215.03445206153353,218.11197198324152,212.32301411369684,211.42220476832398,211.7557425169548,225.57458504419972,234.0992644953279,232.50281778421555,231.21762104001246,225.1038492261584,208.34606530689473,206.14019371934694,199.19061407884791,188.26653099912227,185.61798410787313,184.17788391300064,190.3422522221903,197.13461527040013,201.04336075127128,198.27970134252618,193.38379269627274,193.91098864073564,194.05005326261133,192.28761009382495,195.25300087208876,198.5173420541132,205.09752252703817,216.44571914506054,220.26162560127983,214.4966627223326,202.1220263821534,191.51999257820518,196.32202661401584,200.9644624719631,205.49234218163326,217.28772913470067,208.70083919810116,200.42568957680766,191.37944477084827,189.2166636621435,187.51296621919863
