dates,sar1382-0000,satname
1999-08-12 09:59:25+00:00,194.54,L7
1999-08-28 09:59:28+00:00,194.33,L7
1999-09-13 09:59:23+00:00,194.89,L7
1999-10-15 09:59:30+00:00,194.85,L7
1999-11-16 09:59:25+00:00,195.02,L7
1999-12-02 09:59:20+00:00,194.93,L7
1999-12-18 09:59:28+00:00,194.46,L7
2000-01-03 09:59:21+00:00,194.27,L7
2000-01-19 09:59:18+00:00,193.97,L7
2000-02-04 09:59:18+00:00,193.92,L7
2000-02-20 09:59:11+00:00,193.81,L7
2000-03-07 09:59:06+00:00,193.89,L7
2000-03-23 09:59:08+00:00,192.92,L7
2000-08-14 09:57:37+00:00,192.07,L7
2000-08-30 09:57:26+00:00,191.63,L7
2000-09-15 09:57:07+00:00,191.56,L7
2000-10-17 09:56:41+00:00,194.09,L7
2000-11-02 09:56:53+00:00,194.49,L7
2000-12-20 09:56:57+00:00,193.97,L7
2001-01-21 09:57:03+00:00,193.60,L7
2001-02-06 09:56:56+00:00,193.32,L7
2001-05-13 09:56:27+00:00,192.12,L7
2001-05-29 09:56:18+00:00,193.15,L7
2001-06-14 09:56:07+00:00,193.26,L7
2001-06-30 09:55:52+00:00,193.55,L7
2001-08-01 09:55:40+00:00,194.03,L7
2001-08-17 09:55:21+00:00,194.36,L7
2001-10-04 09:54:47+00:00,194.37,L7
2001-11-05 09:54:55+00:00,194.05,L7
2001-12-07 09:55:05+00:00,193.20,L7
2002-01-08 09:55:16+00:00,192.82,L7
2002-04-14 09:55:20+00:00,189.87,L7
2002-04-30 09:55:22+00:00,190.94,L7
2002-05-16 09:55:15+00:00,191.83,L7
2002-06-01 09:55:09+00:00,191.94,L7
2002-06-17 09:55:02+00:00,192.19,L7
2002-07-03 09:54:58+00:00,192.11,L7
2002-07-19 09:54:50+00:00,192.60,L7
2002-08-20 09:54:40+00:00,192.82,L7
2002-09-05 09:54:31+00:00,192.73,L7
2002-10-07 09:54:14+00:00,192.80,L7
2003-01-27 09:55:01+00:00,193.05,L7
2003-02-12 09:55:12+00:00,192.88,L7
2003-03-16 09:55:15+00:00,193.36,L7
2003-05-19 09:55:12+00:00,194.82,L7
2003-10-10 09:54:34+00:00,197.24,L7
2003-12-13 09:55:18+00:00,191.24,L7
2004-01-30 09:55:36+00:00,191.70,L7
2004-06-22 09:55:33+00:00,194.04,L7
2005-01-16 09:55:56+00:00,192.60,L7
2005-03-21 09:56:13+00:00,192.78,L7
2005-04-06 09:56:09+00:00,193.55,L7
2005-04-22 09:56:04+00:00,193.83,L7
2005-10-31 09:55:52+00:00,191.80,L7
2005-11-16 09:56:02+00:00,192.27,L7
2006-01-19 09:56:27+00:00,191.67,L7
2006-02-20 09:56:36+00:00,190.21,L7
2006-06-12 09:56:32+00:00,190.37,L7
2006-07-14 09:56:20+00:00,190.65,L7
2006-11-03 09:56:19+00:00,193.76,L7
2006-12-05 09:56:39+00:00,193.19,L7
2007-07-01 09:56:46+00:00,197.28,L7
2007-07-17 09:56:43+00:00,194.14,L7
2007-08-02 09:56:39+00:00,194.07,L7
2008-02-10 09:56:50+00:00,192.09,L7
2008-02-26 09:56:45+00:00,191.86,L7
2008-03-13 09:56:40+00:00,195.20,L7
2008-07-19 09:55:52+00:00,194.74,L7
2008-08-04 09:55:45+00:00,194.54,L7
2009-02-28 09:56:34+00:00,193.41,L7
2009-04-01 09:56:48+00:00,193.31,L7
2009-05-19 09:56:58+00:00,193.62,L7
2009-06-04 09:56:58+00:00,194.52,L7
2009-10-26 09:56:51+00:00,196.42,L7
2010-11-14 09:59:15+00:00,195.97,L7
2011-03-22 10:00:05+00:00,194.72,L7
2011-04-07 10:00:09+00:00,194.70,L7
2011-08-13 09:59:56+00:00,193.66,L7
2011-08-29 09:59:54+00:00,187.44,L7
2011-09-14 09:59:48+00:00,189.84,L7
2011-09-30 09:59:47+00:00,189.43,L7
2011-12-03 10:00:16+00:00,188.81,L7
2012-02-21 10:00:40+00:00,189.64,L7
2012-03-24 10:00:39+00:00,194.07,L7
2012-04-25 10:00:50+00:00,194.07,L7
2012-05-11 10:01:12+00:00,195.31,L7
2012-05-27 10:01:04+00:00,194.89,L7
2012-08-15 10:01:40+00:00,195.97,L7
2012-09-16 10:01:58+00:00,196.01,L7
2012-10-02 10:02:09+00:00,196.35,L7
2013-01-22 10:02:43+00:00,197.41,L7
2013-04-12 10:02:33+00:00,194.66,L7
