dates,sar1382-0000,satname
1999-08-12 09:59:25+00:00,194.54,L7
1999-08-28 09:59:28+00:00,194.12,L7
1999-09-13 09:59:23+00:00,196.0,L7
1999-10-15 09:59:30+00:00,194.73,L7
1999-11-16 09:59:25+00:00,195.72,L7
1999-12-02 09:59:20+00:00,194.46,L7
1999-12-18 09:59:28+00:00,191.68,L7
2000-01-03 09:59:21+00:00,192.89,L7
2000-01-19 09:59:18+00:00,191.59,L7
2000-02-04 09:59:18+00:00,193.47,L7
2000-02-20 09:59:11+00:00,193.43,L7
2000-03-07 09:59:06+00:00,194.91,L7
2000-03-23 09:59:08+00:00,186.29,L7
2000-08-14 09:57:37+00:00,193.67,L7
2000-08-30 09:57:26+00:00,191.66,L7
2000-09-15 09:57:07+00:00,194.6,L7
2000-10-17 09:56:41+00:00,196.45,L7
2000-11-02 09:56:53+00:00,196.06,L7
2000-12-20 09:56:57+00:00,191.35,L7
2001-01-21 09:57:03+00:00,191.38,L7
2001-02-06 09:56:56+00:00,191.4,L7
2001-05-13 09:56:27+00:00,194.37,L7
2001-05-29 09:56:18+00:00,197.25,L7
2001-06-14 09:56:07+00:00,193.81,L7
2001-06-30 09:55:52+00:00,193.11,L7
2001-08-01 09:55:40+00:00,194.21,L7
2001-08-17 09:55:21+00:00,193.38,L7
2001-10-04 09:54:47+00:00,194.49,L7
2001-11-05 09:54:55+00:00,191.79,L7
2001-12-07 09:55:05+00:00,191.63,L7
2002-01-08 09:55:16+00:00,191.42,L7
2002-04-14 09:55:20+00:00,184.62,L7
2002-04-30 09:55:22+00:00,195.23,L7
2002-05-16 09:55:15+00:00,196.24,L7
2002-06-01 09:55:09+00:00,192.51,L7
2002-06-17 09:55:02+00:00,193.14,L7
2002-07-03 09:54:58+00:00,191.59,L7
2002-07-19 09:54:50+00:00,194.84,L7
2002-08-20 09:54:40+00:00,194.41,L7
2002-09-05 09:54:31+00:00,191.98,L7
2002-10-07 09:54:14+00:00,193.45,L7
2003-01-27 09:55:01+00:00,192.38,L7
2003-02-12 09:55:12+00:00,192.16,L7
2003-03-16 09:55:15+00:00,195.44,L7
2003-05-19 09:55:12+00:00,199.31,L7
2003-10-10 09:54:34+00:00,195.16,L7
2003-12-13 09:55:18+00:00,187.32,L7
2004-01-30 09:55:36+00:00,192.62,L7
2004-06-22 09:55:33+00:00,195.46,L7
2005-01-16 09:55:56+00:00,192.6,L7
2005-03-21 09:56:13+00:00,192.97,L7
2005-04-06 09:56:09+00:00,195.08,L7
2005-04-22 09:56:04+00:00,194.67,L7
2005-10-31 09:55:52+00:00,191.8,L7
2005-11-16 09:56:02+00:00,192.74,L7
2006-01-19 09:56:27+00:00,190.47,L7
2006-02-20 09:56:36+00:00,185.81,L7
2006-06-12 09:56:32+00:00,194.83,L7
2006-07-14 09:56:20+00:00,191.47,L7
2006-11-03 09:56:19+00:00,194.99,L7
2006-12-05 09:56:39+00:00,191.45,L7
2007-07-01 09:56:46+00:00,197.28,L7
2007-07-17 09:56:43+00:00,191.0,L7
2007-08-02 09:56:39+00:00,193.94,L7
2008-02-10 09:56:50+00:00,192.09,L7
2008-02-26 09:56:45+00:00,191.63,L7
2008-03-13 09:56:40+00:00,201.87,L7
2008-07-19 09:55:52+00:00,193.36,L7
2008-08-04 09:55:45+00:00,193.74,L7
2009-02-28 09:56:34+00:00,193.41,L7
2009-04-01 09:56:48+00:00,193.22,L7
2009-05-19 09:56:58+00:00,194.22,L7
2009-06-04 09:56:58+00:00,197.22,L7
2009-10-26 09:56:51+00:00,197.82,L7
2010-11-14 09:59:15+00:00,195.97,L7
2011-03-22 10:00:05+00:00,193.48,L7
2011-04-07 10:00:09+00:00,194.65,L7
2011-08-13 09:59:56+00:00,192.86,L7
2011-08-29 09:59:54+00:00,168.77,L7
2011-09-14 09:59:48+00:00,199.43,L7
2011-09-30 09:59:47+00:00,191.46,L7
