,dates,per0066-0000,per0066-0001,per0066-0002,per0066-0003,per0066-0004,per0066-0005,per0066-0006,per0066-0007,per0066-0008,per0066-0009,per0066-0010,per0066-0011,per0066-0012,per0066-0013,per0066-0014,per0066-0015,per0066-0016,per0066-0017,per0066-0018,per0066-0019,per0066-0020,per0066-0021,per0066-0022,per0066-0023,per0066-0024,per0066-0025,per0066-0026,per0066-0027,per0066-0028,per0066-0029,per0066-0030,per0066-0031,per0066-0032,per0066-0033,per0066-0034,per0066-0035,per0066-0036,per0066-0037,per0066-0038,per0066-0039,per0066-0040,per0066-0041,per0066-0042
0,1985-03-04 14:58:44+00:00,210.1108802720257,214.94155994824382,,213.02896865875442,213.97679208562624,206.0659111669155,209.5744595769051,212.81859636705786,217.5488385689963,222.88030352814525,219.15859262001663,202.38535384011087,198.14342908916183,206.86684374241028,206.65529087586773,203.2833326274666,203.11653415689509,202.52452953557957,204.73074430225552,203.3873331433059,204.85693794843942,207.3332355460752,201.6989026724904,202.29658189920633,208.82947808756376,201.23297863273064,200.85258593248525,207.67545274031033,210.15660314633334,212.95846170970276,203.4400688061316,197.21706992345827,201.60940156991893,205.86830276530608,201.49246340107464,190.56994853950528,189.4832461857756,194.4123155456697,194.60289864383327,192.66224419212855,198.44700812103488,199.05610965376002,202.59750379289684
1,1985-09-28 14:57:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-02-19 14:54:53+00:00,239.8100912748205,246.411811874404,253.019292234051,250.94861187285616,233.0114958095627,228.39282483488657,230.23803975010142,237.40243633802447,240.19454699543087,239.6848632146934,236.15579578837867,229.04459610817693,226.91205777586745,226.6969414426663,215.97946057728575,218.27187311876912,217.68491377704322,221.25945048551844,225.1848318503284,220.9835389223361,224.90033308441025,225.72595175547718,217.01890211342953,217.11467869221408,221.7127580874158,219.07763052182042,218.85573003608744,213.70109291810974,213.73533856564444,214.93532005158363,207.01152445119155,205.10942773990297,207.30006142696436,207.85915537846603,206.5669772791096,205.9973612705183,199.4935541960198,200.67825257896016,210.99110947252393,213.30948807302647,207.67381498663255,204.634805791303,201.61258515358264
3,1986-04-24 14:53:30+00:00,245.07589825381356,244.12716263053548,243.9759684453618,231.57824345269725,224.3373061234001,225.78912788866623,231.63622240997634,236.05154484039718,246.12244134969413,248.02831146007946,241.06597040137157,235.41081444887135,234.37595029631558,236.0635558961456,235.1636955530107,225.3818613099345,225.10783855214095,222.3106280502048,222.6256385005865,219.7822856184043,219.13077573641655,219.5512007035474,218.64968113433832,217.17691819855585,218.6018939922107,215.47862958680864,217.99065131111274,215.28524901367044,213.9582564224982,207.8393620612819,203.2143877839714,198.53869210480352,201.6844483598633,207.2620736915258,203.05319901628073,196.6674371471734,196.11356382174097,197.78526685426058,200.02769505185205,200.58901886370796,199.95970069020024,197.52732544455606,200.56289971937437
4,1986-09-15 14:48:50+00:00,259.8665894816549,258.19703952901705,258.07083377538686,255.4524965834402,252.66024315692346,247.25028016220168,252.15244889382652,258.3400564889845,260.2696012053393,260.7289919665261,254.82006733207152,244.71320564920563,241.84230683054872,236.57051522474939,234.5958648790942,224.4347252981325,223.8579194568123,221.76014465071893,221.53688124981545,222.0791472502061,223.90169447853052,218.31935859199598,217.31527373196775,220.93913937387717,224.76607327389226,216.84870660575504,217.8899212581911,214.99408877256428,216.90137446083895,216.83403814622196,211.03901605693224,202.5995164218297,205.70854824637837,208.929969165051,204.63707483673022,192.72031863662284,190.7338851551707,195.86528273559045,196.47435374065583,200.46805848432064,201.79625403433874,196.04466841784534,192.39983267429562
5,1987-03-26 14:50:34+00:00,282.51168980993424,283.9266933979774,290.0921673795466,288.31051150246986,278.2740684870538,277.28362823558825,285.7468208945741,284.3338422977453,281.5377559988682,280.45916031445626,276.5978197326664,273.9367755473318,271.4465256850385,272.08112025435776,267.2306803368779,,260.15722182662984,255.3720272886452,256.4540334135071,260.8292213250564,263.1531228998438,259.51709029307153,252.52437539683473,246.91453909121367,245.90105727260644,242.85062366259476,243.6859808845286,246.3374339998742,243.81769921802075,236.47042450643664,229.35625920885323,215.81065124532728,219.84838302186054,231.0446552098241,225.6230936900229,214.87163883049817,212.97524157843444,214.32621086772525,214.46730708904659,212.2681325111647,218.3076005961401,217.0024984850122,218.29062246717393
6,1989-12-12 14:51:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1991-04-22 14:50:18+00:00,206.25219227117304,194.094329076953,189.8214740046944,198.2908013346684,203.08423126399893,205.13990347481055,,,,227.6457642065979,234.24947927156705,229.4748493384074,229.84935590397487,230.4901523724012,228.97176403257487,225.0003814742218,227.85758484185556,227.94554250346238,240.6485088573309,244.21082793915838,245.5690184001225,251.064734407461,248.7548619059723,254.7370737875717,258.33201933119636,262.105988271028,262.86995545965357,264.01098191627693,264.2818005646027,262.20522368714353,253.96120009821314,246.42182449362505,246.09085092190554,257.7056608467109,256.3271945110181,246.42325154022353,247.2216891037193,251.09472908980365,250.31611595324551,258.08558520168714,265.4059385202039,260.3625013790005,251.60203741404698
8,1991-07-11 14:51:29+00:00,199.00222955190048,178.34482888876622,174.87053060120203,179.87663314633284,177.49905955891563,,,,,202.32432473043517,201.73082848789022,185.5711194429188,191.61931532669644,,197.6468574639638,205.37497202862252,,,198.45884616103336,208.589540919297,215.69223890028118,226.89970533916852,208.74501678710502,210.7382386676412,219.05681695946748,228.54247827759002,227.81640317697733,236.74991096044965,240.44948583070067,233.66582932829624,220.48448240300306,208.46846465813977,214.93287629490584,216.86982817247787,216.88498835479942,210.12075863708844,219.6455106746122,216.05963234863108,221.7051751733946,224.129889315981,226.5677494937584,224.53380131482908,229.79322656884602
9,1991-11-16 14:52:30+00:00,203.79417236316658,191.23407632972663,183.32294821178252,195.73912660336157,196.31992973072934,198.32324887386235,201.28572103938455,209.39050267247723,216.8956652544518,216.19396178395283,211.00916418056354,209.9377670739593,207.2567911753524,215.9686830400474,208.07395925011585,212.14713448337162,213.0903309679812,211.55784200267962,212.9394865937304,223.18765505824337,226.43638906686374,227.18975746856293,232.10270795108298,235.08820170697985,242.32813777038527,245.82456754115077,251.71424515283567,252.82766905786406,252.15770870462524,245.31521243004372,234.66529001124712,221.60170603173717,222.25673599723706,225.2444483418003,227.59854933164067,223.64395341207052,225.01596480050696,231.10569696812723,226.0351971015704,221.65457212180192,223.10858232842108,226.98980290724197,228.1234547864146
